eval_abs_qs_difference,total timesteps,eval_time_elapsed,eval_ep_rewmean,eval mean 100 episode reward,eval_discount_q,eval_qs_difference,eval_qs,eval_eplenmean,qs_abs_difference,ep_rewmean,update_time,discount_q,n_updates,eplenmean,qs_difference,act_time,train_time,current_lr,fps,time_elapsed,mean 100 episode reward,qs_mean,episodes,env_time,qfs_loss,q_grad_norm
,8940,,,,,,,,3.8369959794941586,1.40113911,42,-0.34083692546731215,0,19.64,3.8369959794941586,0,0,0.0003,158,56,1.4,0.9217214,436,10,,
,9006,,,,,,,,6.200925554331882,1.3370675099999998,43,-3.3666755961453902,0,19.69,6.200925554331882,0,0,0.0003,157,57,1.3,0.74136966,440,10,,
,9094,,,,,,,,2.419894964948138,1.30798777,43,0.07368589825634894,0,19.68,2.419894964948138,0,0,0.0003,158,57,1.3,0.81510574,444,10,,
,9195,,,,,,,,1.6912788872660585,1.55953744,44,1.8775268460162715,0,19.77,-1.6912788872660585,0,0,0.0003,156,58,1.6,0.8106429,448,10,,
,9300,,,,,,,,5.005901829122439,1.4232807500000002,45,-2.030029131439642,0,19.98,5.005901829122439,0,0,0.0003,153,60,1.4,1.0065014,452,10,,
,9380,,,,,,,,1.6229966767587287,1.44965059,45,2.6654205248658203,0,19.92,-1.5785998500116953,0,0,0.0003,154,60,1.4,0.76903254,456,10,,
,9446,,,,,,,,2.395161337050129,1.5609865599999997,46,0.3987405752084611,0,19.97,2.395161337050129,0,0,0.0003,153,61,1.6,1.0477163,460,10,,
,9495,,,,,,,,4.980965182376963,1.2008178800000002,46,-1.5515077253719374,0,19.53,4.980965182376963,0,0,0.0003,154,61,1.2,1.0881294,464,10,,
,9554,,,,,,,,5.272828239949296,1.15305426,47,-4.5735758325923594,0,19.52,5.272828239949296,0,0,0.0003,153,62,1.2,0.7913568,468,10,,
,9647,,,,,,,,2.325504412241687,1.2032066999999997,48,0.6958128760845091,0,19.8,2.1977123970186296,0,0,0.0003,152,63,1.2,0.846482,472,10,,
,9705,,,,,,,,3.3664157415443605,1.2379268,49,-1.2118593656671905,0,19.87,3.3664157415443605,0,0,0.0003,150,64,1.2,0.7401711,476,10,,
,9779,,,,,,,,1.024326976173535,1.0069935899999998,49,1.2432767770024946,0,19.47,0.7105797472835004,0,0,0.0003,150,64,1.0,0.85382515,480,11,,
,9855,,,,,,,,5.942235778805568,0.90347169,50,-4.792701169764271,0,19.44,5.942235778805568,0,0,0.0003,148,66,0.9,0.7880929,484,11,,
,9936,,,,,,,,1.7457840636170354,0.8544864000000001,51,0.23372897443020008,0,19.56,1.5982538299703697,0,0,0.0003,147,67,0.9,0.7221563,488,11,,
,10000,,,,,,,,4.271524207388604,0.91206248,52,-2.0008394012097668,0,19.19,4.271524207388604,0,0,0.0003,146,68,0.9,1.236591,492,11,,
2.8337877,10001,0,-3.426905727272727,-3.4,-3.288400547367885,2.8337878271319994,-0.022696944,6.0,,,,,,,,,,,,,,,,,,
,10074,,,,,,,,3.337202039338902,0.8036149599999999,52,-0.969923858994153,0,19.15,3.337202039338902,0,0,0.0003,146,68,0.8,1.1174933,496,11,,
,10154,,,,,,,,2.542041235347352,0.6200331399999999,53,-0.8732507356899188,0,19.3,2.542041235347352,0,0,0.0003,145,69,0.6,1.1313169,500,11,,
,10216,,,,,,,,2.06313301813933,0.43350732999999997,54,0.06925239806707982,0,18.95,2.06313301813933,0,0,0.0003,144,70,0.4,0.97870505,504,11,,
,10297,,,,,,,,4.276166811796772,0.59405879,54,5.456279246029796,0,19.05,0.0506423840642554,0,0,0.0003,145,70,0.6,0.92657864,508,11,,
,10369,,,,,,,,5.200852158501911,0.39366315999999996,55,-0.7993915418095028,0,18.66,5.200852158501911,0,0,0.0003,144,71,0.4,0.71624094,512,11,,
,10456,,,,,,,,1.867007462124182,0.56597932,57,0.7966758922844787,0,19.0,1.7649427244047864,0,0,0.0003,142,73,0.6,0.7180034,516,11,,
,10532,,,,,,,,1.1633163608807344,0.6555424199999998,58,2.10220156721937,0,18.83,-0.7958148693907819,0,0,0.0003,141,74,0.7,0.9855423,520,11,,
,10637,,,,,,,,1.4074700099125421,0.74510769,59,2.952977756501218,0,19.22,-0.3238289782825837,0,0,0.0003,140,75,0.7,0.8920261,524,11,,
,10704,,,,,,,,2.2874454046526944,0.86072124,60,1.1752060239227269,0,19.12,2.213360259727664,0,0,0.0003,139,76,0.9,0.9270601,528,11,,
,10766,,,,,,,,3.2760679464708273,0.8419371299999999,60,0.5312290373979818,0,19.16,3.2678840867218937,0,0,0.0003,140,76,0.8,0.76501864,532,12,,
,10835,,,,,,,,2.0390001444585586,0.9098408299999999,61,2.2282335432906337,0,18.95,0.9468594447979839,0,0,0.0003,139,77,0.9,0.9087931,536,12,,
,10900,,,,,,,,5.107759834124669,1.07161887,62,-4.338954475911843,0,18.94,5.107759834124669,1,0,0.0003,137,79,1.1,0.801384,540,12,,
,10999,,,,,,,,1.1782877645135044,1.1970015999999999,62,2.3272325163623018,0,19.05,-0.1490728874485539,1,0,0.0003,138,79,1.2,0.7849368,544,12,,
,11097,,,,,,,,1.6312321970969865,0.97958603,63,2.472298620982055,0,19.02,-1.594578634449601,1,0,0.0003,136,81,1.0,0.86888415,548,12,,
,11210,,,,,,,,1.707646344189221,1.3645623699999996,65,1.1034366487973482,0,19.1,1.2582024938212764,1,0,0.0003,134,83,1.4,1.113202,552,12,,
,11291,,,,,,,,3.465355543545421,1.24125841,65,-1.1152100496788626,0,19.11,3.465355543545421,1,0,0.0003,135,83,1.2,0.76791894,556,12,,
,11349,,,,,,,,1.1239831899795207,1.1667751400000004,66,3.38261004071324,0,19.03,-0.9404583922632983,1,0,0.0003,134,84,1.2,1.0823526,560,12,,
,11439,,,,,,,,1.6443418902432188,1.3653730000000002,67,0.4080481563540717,0,19.44,1.6443418902432188,1,0,0.0003,133,85,1.4,1.1554142,564,12,,
,11505,,,,,,,,1.3476613686923575,1.4554556000000003,69,1.0237674813831334,0,19.51,1.2404257398527343,1,0,0.0003,132,86,1.5,1.1436378,568,12,,
,11557,,,,,,,,0.6097333773328112,1.34968057,69,1.572782203005446,0,19.1,-0.2534371824016814,1,0,0.0003,132,86,1.3,1.0787901,572,12,,
,11609,,,,,,,,5.058229647909724,1.41133226,70,-1.9773209676259913,0,19.04,5.058229647909724,1,0,0.0003,130,88,1.4,1.1069157,576,12,,
,11745,,,,,,,,0.6300036244611088,1.57050987,71,0.7105437502682684,0,19.66,-0.567162641982226,1,0,0.0003,130,90,1.6,0.9571001,580,13,,
,11858,,,,,,,,2.53313646002477,1.6923113100000002,72,0.6305304305946536,0,20.03,2.402387828018003,1,0,0.0003,130,91,1.7,1.063821,584,13,,
,11932,,,,,,,,1.6352289348743112,1.6097909700000002,73,1.5321659347186405,0,19.96,1.4372157464666977,1,0,0.0003,129,92,1.6,0.92619574,588,13,,
,12006,,,,,,,,4.3584584504746955,1.6017851100000002,75,-1.6027735871546942,0,20.06,4.3584584504746955,1,0,0.0003,128,93,1.6,0.81745,592,13,,
,12119,,,,,,,,1.42670453291574,2.00148304,76,0.8122297825685453,0,20.45,-0.8654944938501685,1,0,0.0003,127,94,2.0,0.69841766,596,13,,
,12209,,,,,,,,3.293964654822399,2.02426929,77,3.7345279292542206,0,20.55,-3.061121559866935,1,0,0.0003,126,96,2.0,0.93918675,600,13,,
,12305,,,,,,,,0.72382889485112,1.9775952300000004,78,1.5811574877040961,0,20.89,-0.4839032069481797,1,0,0.0003,126,97,2.0,0.8115015,604,13,,
,12383,,,,,,,,5.748120959008615,1.8885355000000001,78,-1.0478683027191082,0,20.86,5.748120959008615,1,0,0.0003,127,97,1.9,0.7753474,608,13,,
,12452,,,,,,,,1.9711580662688264,1.9996953000000002,79,3.036462558151744,0,20.83,-0.05955518679193171,1,0,0.0003,126,98,2.0,0.92384446,612,13,,
,12521,,,,,,,,1.5088834660067474,1.94299518,80,3.4158906348869054,0,20.65,-0.5960449858051259,1,0,0.0003,125,99,1.9,0.9237555,616,13,,
,12611,,,,,,,,1.539818474191644,1.7211807,81,0.2559934181832517,0,20.79,1.539818474191644,1,0,0.0003,125,100,1.7,1.0749372,620,13,,
,12698,,,,,,,,0.69310165332993,1.5275398700000002,81,1.0979864326327282,0,20.61,0.3289538549025472,1,0,0.0003,126,100,1.5,0.8617388,624,13,,
,12777,,,,,,,,1.7494443284020644,1.6395798699999997,82,3.2688161462922225,0,20.73,0.5935102240397684,1,0,0.0003,125,101,1.6,0.8454482,628,13,,
,12855,,,,,,,,5.223050580085994,1.6712240199999997,83,-0.21778765297124894,0,20.89,5.223050580085994,1,0,0.0003,124,103,1.7,0.78634787,632,14,,
,12919,,,,,,,,1.043448501555774,1.57866727,84,0.8865343265073019,0,20.84,0.8435620772169565,1,0,0.0003,123,104,1.6,0.9168624,636,14,,
,13037,,,,,,,,1.0926844572644905,1.71480843,85,0.7532740189976582,0,21.37,0.8683945101132416,1,0,0.0003,123,105,1.7,0.9555624,640,14,,
,13155,,,,,,,,3.7200921429182587,1.63543364,86,2.671984684664957,0,21.56,2.3208244319175697,1,0,0.0003,123,106,1.6,0.7230281,644,14,,
,13212,,,,,,,,1.2078683511038182,1.4435037199999998,88,0.9095253931404278,0,21.15,1.0356951834641637,1,0,0.0003,122,107,1.4,1.0631341,648,14,,
,13292,,,,,,,,2.06967918782882,1.0248845699999998,88,-0.4488294611900747,0,20.82,2.06967918782882,1,0,0.0003,122,108,1.0,0.8030185,652,14,,
,13368,,,,,,,,1.719641476930533,1.0734446999999998,89,1.0344833102822257,0,20.77,1.3830619458023474,1,0,0.0003,122,109,1.1,1.0259727,656,14,,
