eval_time_elapsed,eval_qs,eval_abs_qs_difference,total timesteps,eval mean 100 episode reward,eval_discount_q,eval_ep_rewmean,eval_qs_difference,eval_eplenmean,act_time,eplenmean,train_time,ep_rewmean,qs_difference,discount_q,mean 100 episode reward,n_updates,current_lr,qs_abs_difference,fps,time_elapsed,env_time,episodes,update_time,qs_mean,qfs_loss,q_grad_norm
,,,13991,,,,,,2,5.88,0,5.88,-4.130075230871945,5.961408540173711,5.9,0,0.0003,4.130075230871945,31,444,20,2396,408,-0.20908318,,
,,,14010,,,,,,2,5.86,0,5.86,-3.134331573587372,4.257718893339156,5.9,0,0.0003,3.134331573587372,31,450,20,2400,414,-0.17403276,,
,,,14033,,,,,,2,5.92,0,5.92,-5.091630434057105,7.513152912532277,5.9,0,0.0003,5.091630434057105,31,450,20,2404,414,-0.22265822,,
,,,14052,,,,,,2,5.83,0,5.83,-3.5741022031226897,5.135239916338124,5.8,0,0.0003,3.5741022031226897,31,450,20,2408,414,-0.13185568,,
,,,14070,,,,,,2,5.75,0,5.75,-2.4168727960507077,2.554459319120091,5.8,0,0.0003,2.4168727960507077,31,450,20,2412,414,-0.4301728,,
,,,14095,,,,,,2,5.78,0,5.78,-2.16793962978522,2.38092301398992,5.8,0,0.0003,2.16793962978522,31,450,20,2416,414,-0.18123965,,
,,,14115,,,,,,2,5.79,0,5.79,-3.7118611162621917,5.083887517174743,5.8,0,0.0003,3.7118611162621917,30,456,20,2420,420,-0.2696146,,
,,,14134,,,,,,2,5.68,0,5.68,-2.1903073009173077,2.5289147259288898,5.7,0,0.0003,2.1903073009173077,30,456,20,2424,420,-0.2036073,,
,,,14156,,,,,,2,5.59,0,5.59,-2.1760615871667865,2.453803429654076,5.6,0,0.0003,2.1760615871667865,30,456,20,2428,420,-0.18936159,,
,,,14190,,,,,,2,5.73,0,5.73,-2.187170546881358,2.1750142382105255,5.7,0,0.0003,2.187170546881358,31,456,20,2432,420,-0.20047055,,
,,,14209,,,,,,2,5.78,0,5.78,-3.2647819593963163,4.257718893339156,5.8,0,0.0003,3.2647819593963163,30,462,20,2436,426,-0.30448315,,
,,,14234,,,,,,2,5.85,0,5.85,-2.715984042447567,3.1906508822111785,5.8,0,0.0003,2.715984042447567,30,462,20,2440,426,-0.24085928,,
,,,14259,,,,,,2,5.76,0,5.76,-4.255784479312552,5.669240205094083,5.8,0,0.0003,4.255784479312552,30,462,20,2444,426,-0.33479246,,
,,,14286,,,,,,2,5.62,0,5.62,-2.219455705714226,2.3335426460115203,5.6,0,0.0003,2.219455705714226,30,463,20,2448,426,-0.2327557,,
,,,14316,,,,,,2,5.64,0,5.64,-6.9988561740612605,10.324281999564645,5.6,0,0.0003,6.9988561740612605,30,469,20,2452,432,-0.2713079,,
,,,14341,,,,,,2,5.73,0,5.73,-3.2143552676257627,4.008557819808409,5.7,0,0.0003,3.2143552676257627,30,469,20,2456,432,-0.25405648,,
,,,14355,,,,,,2,5.68,0,5.68,-2.460006675752004,2.6592441489738134,5.7,0,0.0003,2.460006675752004,30,469,20,2460,432,-0.47330666,,
,,,14377,,,,,,2,5.74,0,5.74,-2.4650736268679303,2.453803429654076,5.7,0,0.0003,2.4650736268679303,30,469,20,2464,432,-0.47837362,,
,,,14407,,,,,,2,5.84,0,5.84,-5.085653242198283,7.002749483297812,5.8,0,0.0003,5.085653242198283,30,475,20,2468,438,-0.216681,,
,,,14427,,,,,,2,5.77,0,5.77,-2.1876813735882443,2.503625578669601,5.8,0,0.0003,2.1876813735882443,30,475,20,2472,438,-0.20098138,,
,,,14449,,,,,,2,5.75,0,5.75,-4.224231157661501,5.842776510224254,5.8,0,0.0003,4.224231157661501,30,475,20,2476,438,-0.30323914,,
,,,14494,,,,,,2,5.97,0,5.97,-3.7915012017606835,3.954356299641211,6.0,0,0.0003,3.7915012017606835,30,475,20,2480,438,-0.3492547,,
,,,14509,,,,,,2,5.83,0,5.83,-2.8232767132041454,3.527989961742792,5.8,0,0.0003,2.8232767132041454,30,481,20,2484,444,-0.34815195,,
,,,14532,,,,,,2,5.79,0,5.79,-3.622726671469126,4.932890974027137,5.8,0,0.0003,3.622726671469126,30,481,20,2488,444,-0.18048017,,
,,,14559,,,,,,2,5.88,0,5.88,-2.488982996972402,2.3335426460115203,5.9,0,0.0003,2.488982996972402,30,481,20,2492,444,-0.502283,,
,,,14582,,,,,,2,5.91,0,5.91,-2.4573627478202185,2.429265395357535,5.9,0,0.0003,2.4573627478202185,30,481,20,2496,444,-0.47066274,,
,,,14610,,,,,,2,6.0,0,6.0,-3.080846424442245,3.8894996440022798,6.0,0,0.0003,3.080846424442245,29,488,20,2500,450,-0.12054763,,
,,,14632,,,,,,2,5.99,0,5.99,-3.107795326453163,4.13126038448809,6.0,0,0.0003,3.107795326453163,29,488,20,2504,450,-0.14749654,,
,,,14654,,,,,,2,6.02,0,6.02,-2.7074414637801647,3.2883171911041633,6.0,0,0.0003,2.7074414637801647,30,488,21,2508,450,-0.2323167,,
,,,14684,,,,,,2,6.14,0,6.14,-3.126877489727451,3.812098601086634,6.1,0,0.0003,3.126877489727451,30,488,21,2512,450,-0.16657868,,
,,,14704,,,,,,2,6.09,0,6.09,-4.23108749165807,5.961408540173711,6.1,0,0.0003,4.23108749165807,29,494,21,2516,456,-0.31009546,,
,,,14717,,,,,,2,6.02,0,6.02,-2.7547961694118976,3.599622448467291,6.0,0,0.0003,2.7547961694118976,29,494,21,2520,456,-0.2796714,,
,,,14737,,,,,,2,6.03,0,6.03,-2.887118119460106,3.3550833497644765,6.0,0,0.0003,2.887118119460106,29,494,21,2524,456,-0.41199335,,
,,,14761,,,,,,2,6.05,0,6.05,-2.1954098956108097,2.40497274140396,6.0,0,0.0003,2.1954098956108097,29,494,21,2528,456,-0.2087099,,
,,,14795,,,,,,2,6.05,0,6.05,-7.780614798259143,11.561539656329435,6.0,0,0.0003,7.780614798259143,29,494,21,2532,456,-0.14210074,,
,,,14815,,,,,,2,6.06,0,6.06,-4.131012090292312,5.961408540173711,6.1,0,0.0003,4.131012090292312,29,501,21,2536,462,-0.21002005,,
,,,14845,,,,,,2,6.11,0,6.11,-5.1751704258001405,7.002749483297812,6.1,0,0.0003,5.1751704258001405,29,501,21,2540,462,-0.30619818,,
,,,14865,,,,,,2,6.06,0,6.06,-4.326693017245356,5.961408540173711,6.1,0,0.0003,4.326693017245356,29,501,21,2544,462,-0.40570095,,
,,,14891,,,,,,2,6.05,0,6.05,-2.926744991627097,3.1587443733890668,6.0,0,0.0003,2.926744991627097,29,501,21,2548,462,-0.45162025,,
,,,14924,,,,,,2,6.08,0,6.08,-2.9491881241021156,2.9441561733321273,6.1,0,0.0003,2.9491881241021156,29,507,21,2552,468,-0.4740634,,
,,,14939,,,,,,2,5.98,0,5.98,-2.8958814029512405,3.527989961742792,6.0,0,0.0003,2.8958814029512405,29,507,21,2556,468,-0.42075664,,
,,,14960,,,,,,2,6.05,0,6.05,-4.2543835274842765,5.901794454771974,6.0,0,0.0003,4.2543835274842765,29,507,21,2560,468,-0.3333915,,
,,,14978,,,,,,2,6.01,0,6.01,-2.7005561103043556,3.423205131889069,6.0,0,0.0003,2.7005561103043556,29,507,21,2564,468,-0.22543137,,
,,,15000,,,,,,2,5.93,0,5.93,-2.3173577901045483,2.453803429654076,5.9,0,0.0003,2.3173577901045483,29,514,21,2568,475,-0.33065778,,
,,,15020,,,,,,2,5.93,0,5.93,-2.5280542191187543,2.503625578669601,5.9,0,0.0003,2.5280542191187543,29,514,21,2572,475,-0.54135424,,
,,,15036,,,,,,2,5.87,0,5.87,-2.4147900085965794,2.6063251904092346,5.9,0,0.0003,2.4147900085965794,29,514,21,2576,475,-0.42809,,
,,,15054,,,,,,2,5.6,0,5.6,-2.412667921813329,2.554459319120091,5.6,0,0.0003,2.412667921813329,29,514,21,2580,475,-0.42596793,,
,,,15078,,,,,,2,5.69,0,5.69,-2.8446740393457413,3.2228796790011907,5.7,0,0.0003,2.8446740393457413,29,514,21,2584,475,-0.3695493,,
,,,15101,,,,,,2,5.69,0,5.69,-2.385636452964942,2.429265395357535,5.7,0,0.0003,2.385636452964942,29,520,21,2588,481,-0.39893642,,
,,,15128,,,,,,2,5.69,0,5.69,-2.1609437432209653,2.3335426460115203,5.7,0,0.0003,2.1609437432209653,29,520,21,2592,481,-0.17424375,,
,,,15156,,,,,,2,5.74,0,5.74,-2.9962948073563576,3.095885360358624,5.7,0,0.0003,2.9962948073563576,29,520,21,2596,481,-0.5211701,,
,,,15169,,,,,,2,5.59,0,5.59,-2.1319483087778095,2.68610520098365,5.6,0,0.0003,2.1319483087778095,29,520,21,2600,481,-0.14524831,,
,,,15196,,,,,,2,5.64,0,5.64,-2.180411539109548,2.3335426460115203,5.6,0,0.0003,2.180411539109548,29,520,21,2604,481,-0.19371153,,
,,,15215,,,,,,2,5.61,0,5.61,-3.237542265695049,4.257718893339156,5.6,0,0.0003,3.237542265695049,28,527,21,2608,487,-0.27724347,,
,,,15237,,,,,,2,5.53,0,5.53,-2.5684335198322934,2.453803429654076,5.5,0,0.0003,2.5684335198322934,28,527,21,2612,487,-0.5817335,,
,,,15250,,,,,,2,5.46,0,5.46,-2.1818238761345548,2.68610520098365,5.5,0,0.0003,2.1818238761345548,28,527,21,2616,487,-0.19512387,,
,,,15274,,,,,,2,5.57,0,5.57,-4.159786617859086,5.726505257670792,5.6,0,0.0003,4.159786617859086,28,527,21,2620,487,-0.23879458,,
,,,15293,,,,,,2,5.56,0,5.56,-3.3322958305892483,4.257718893339156,5.6,0,0.0003,3.3322958305892483,28,527,21,2624,487,-0.37199703,,
,,,15315,,,,,,2,5.54,0,5.54,-2.4670307950496677,2.453803429654076,5.5,0,0.0003,2.4670307950496677,28,533,22,2628,494,-0.4803308,,
,,,15343,,,,,,2,5.48,0,5.48,-2.427625935904185,2.310207219551405,5.5,0,0.0003,2.427625935904185,28,534,22,2632,494,-0.44092596,,
,,,15358,,,,,,2,5.43,0,5.43,-3.166980315786316,4.432372036751596,5.4,0,0.0003,3.166980315786316,28,534,22,2636,494,-0.20668153,,
,,,15371,,,,,,2,5.26,0,5.26,-2.3924067732016248,2.68610520098365,5.3,0,0.0003,2.3924067732016248,28,534,22,2640,494,-0.4057068,,
,,,15393,,,,,,2,5.28,0,5.28,-3.769310563874159,4.982718155582965,5.3,0,0.0003,3.769310563874159,28,534,22,2644,494,-0.32706407,,
,,,15415,,,,,,2,5.24,0,5.24,-4.139838733520844,5.842776510224254,5.2,0,0.0003,4.139838733520844,28,540,22,2648,500,-0.2188467,,
,,,15434,,,,,,2,5.1,0,5.1,-3.1223644987163084,4.257718893339156,5.1,0,0.0003,3.1223644987163084,28,540,22,2652,500,-0.1620657,,
,,,15448,,,,,,2,5.09,0,5.09,-2.209215866160393,2.6592441489738134,5.1,0,0.0003,2.209215866160393,28,540,22,2656,500,-0.22251587,,
,,,15470,,,,,,2,5.1,0,5.1,-2.9241302196798324,3.2883171911041633,5.1,0,0.0003,2.9241302196798324,28,540,22,2660,500,-0.44900548,,
,,,15501,,,,,,2,5.23,0,5.23,-9.653995140360008,15.408150206173165,5.2,0,0.0003,9.653995140360008,28,547,22,2664,507,-0.22929114,,
,,,15516,,,,,,2,5.16,0,5.16,-3.345564971905662,4.432372036751596,5.2,0,0.0003,3.345564971905662,28,547,22,2668,507,-0.38526618,,
,,,15535,,,,,,2,5.15,0,5.15,-2.82812276453948,3.388973080570178,5.2,0,0.0003,2.82812276453948,28,547,22,2672,507,-0.35299802,,
,,,15565,,,,,,2,5.29,0,5.29,-2.176051146419843,2.2642340958823324,5.3,0,0.0003,2.176051146419843,28,547,22,2676,507,-0.18935114,,
,,,15584,,,,,,2,5.3,0,5.3,-2.514938564729691,2.5289147259288898,5.3,0,0.0003,2.514938564729691,28,547,22,2680,507,-0.5282386,,
,,,15623,,,,,,2,5.45,0,5.45,-3.3524652943429487,3.4824178212008996,5.5,0,0.0003,3.3524652943429487,28,554,22,2684,513,-0.39216647,,
,,,15640,,,,,,2,5.39,0,5.39,-2.458197401595116,2.580261938505142,5.4,0,0.0003,2.458197401595116,28,554,22,2688,513,-0.47149742,,
,,,15669,,,,,,2,5.41,0,5.41,-2.4508070365905765,2.2871051473558914,5.4,0,0.0003,2.4508070365905765,28,554,22,2692,513,-0.46410704,,
,,,15686,,,,,,3,5.3,0,5.3,-2.4860642866611484,2.580261938505142,5.3,0,0.0003,2.4860642866611484,28,554,22,2696,513,-0.4993643,,
,,,15713,,,,,,3,5.44,0,5.44,-3.325195886236145,3.9287875191942216,5.4,0,0.0003,3.325195886236145,27,561,22,2700,520,-0.36489707,,
,,,15742,,,,,,3,5.46,0,5.46,-3.229917027097656,3.8506046475622564,5.5,0,0.0003,3.229917027097656,28,561,22,2704,520,-0.2696182,,
,,,15757,,,,,,3,5.42,0,5.42,-2.402490602564812,2.632651707484075,5.4,0,0.0003,2.402490602564812,28,561,22,2708,520,-0.4157906,,
,,,15779,,,,,,3,5.42,0,5.42,-4.0766286825462705,5.842776510224254,5.4,0,0.0003,4.0766286825462705,28,561,22,2712,520,-0.15563665,,
,,,15803,,,,,,3,5.53,0,5.53,-4.555284366644907,6.577963028765667,5.5,0,0.0003,4.555284366644907,27,568,22,2716,527,-0.15872501,,
,,,15822,,,,,,3,5.48,0,5.48,-3.18188271079631,4.257718893339156,5.5,0,0.0003,3.18188271079631,27,568,22,2720,527,-0.22158392,,
,,,15836,,,,,,3,5.43,0,5.43,-2.1812176323254904,2.6592441489738134,5.4,0,0.0003,2.1812176323254904,27,568,22,2724,527,-0.19451763,,
,,,15891,,,,,,3,5.76,0,5.76,-8.337842447475055,10.037429908335458,5.8,0,0.0003,8.337842447475055,27,568,22,2728,527,-0.24834658,,
,,,15921,,,,,,3,5.78,0,5.78,-5.994081000782773,8.64682504473063,5.8,0,0.0003,5.994081000782773,27,575,22,2732,533,-0.18965219,,
,,,15939,,,,,,3,5.81,0,5.81,-3.607743017446909,5.187111026604166,5.8,0,0.0003,3.607743017446909,27,575,22,2736,533,-0.16549651,,
,,,15952,,,,,,3,5.81,0,5.81,-2.791727646898985,3.599622448467291,5.8,0,0.0003,2.791727646898985,27,575,22,2740,533,-0.31660292,,
,,,15969,,,,,,3,5.76,0,5.76,-2.9154212155309915,3.45778296150411,5.8,0,0.0003,2.9154212155309915,27,575,23,2744,533,-0.44029647,,
,,,15996,,,,,,3,5.81,0,5.81,-2.8252145253983736,3.127156929655176,5.8,0,0.0003,2.8252145253983736,27,575,23,2748,533,-0.35008976,,
,,,16019,,,,,,3,5.85,0,5.85,-6.482307441267058,10.172397061506093,5.8,0,0.0003,6.482307441267058,27,582,23,2752,540,-0.21478827,,
,,,16042,,,,,,3,5.94,0,5.94,-4.138881576590193,5.784348745122012,5.9,0,0.0003,4.138881576590193,27,582,23,2756,540,-0.21788952,,
,,,16073,,,,,,3,6.03,0,6.03,-4.777042320631432,6.131091398925789,6.0,0,0.0003,4.777042320631432,27,582,23,2760,540,-0.38048297,,
,,,16100,,,,,,3,5.99,0,5.99,-2.4098822813550633,2.3335426460115203,6.0,0,0.0003,2.4098822813550633,27,589,23,2764,547,-0.42318228,,
,,,16117,,,,,,3,6.01,0,6.01,-2.167414994668961,2.580261938505142,6.0,0,0.0003,2.167414994668961,27,589,23,2768,547,-0.18071501,,
,,,16135,,,,,,3,6.0,0,6.0,-3.4526055589732665,4.300726154888037,6.0,0,0.0003,3.4526055589732665,27,589,23,2772,547,-0.49230677,,
,,,16162,,,,,,3,5.97,0,5.97,-3.8254012528279553,4.738515387415481,6.0,0,0.0003,3.8254012528279553,27,589,23,2776,547,-0.38315475,,
,,,16195,,,,,,3,6.11,0,6.11,-2.684021241676569,2.9441561733321273,6.1,0,0.0003,2.684021241676569,27,589,23,2780,547,-0.20889649,,
,,,16222,,,,,,3,5.99,0,5.99,-5.109367541201568,7.2171047102983845,6.0,0,0.0003,5.109367541201568,27,596,23,2784,554,-0.24039531,,
,,,16245,,,,,,3,6.05,0,6.05,-3.0054938157019615,3.255434019193122,6.0,0,0.0003,3.0054938157019615,27,596,23,2788,554,-0.53036904,,
,,,16258,,,,,,3,5.89,0,5.89,-2.189625249934197,2.68610520098365,5.9,0,0.0003,2.189625249934197,27,596,23,2792,554,-0.20292525,,
,,,16292,,,,,,3,6.06,0,6.06,-3.201002128463699,3.661886705930402,6.1,0,0.0003,3.201002128463699,27,596,23,2796,554,-0.24070331,,
,,,16329,,,,,,3,6.16,0,6.16,-10.170272089692673,15.349410751484886,6.2,0,0.0003,10.170272089692673,27,603,23,2800,561,-0.30633798,,
,,,16348,,,,,,3,6.06,0,6.06,-3.784734500022644,5.135239916338124,6.1,0,0.0003,3.784734500022644,27,603,23,2804,561,-0.34248796,,
,,,16375,,,,,,3,6.18,0,6.18,-2.706877994996071,3.127156929655176,6.2,0,0.0003,2.706877994996071,27,603,23,2808,561,-0.23175324,,
,,,16408,,,,,,3,6.29,0,6.29,-2.9114375018445253,2.9441561733321273,6.3,0,0.0003,2.9114375018445253,26,610,23,2812,567,-0.43631274,,
,,,16437,,,,,,3,6.34,0,6.34,-3.260883207660629,3.8506046475622564,6.3,0,0.0003,3.260883207660629,26,610,23,2816,567,-0.3005844,,
,,,16461,,,,,,3,6.39,0,6.39,-6.535084870688801,10.070673090891031,6.4,0,0.0003,6.535084870688801,26,610,23,2820,567,-0.2675657,,
,,,16481,,,,,,3,6.45,0,6.45,-2.9310840812442303,3.3550833497644765,6.5,0,0.0003,2.9310840812442303,26,610,23,2824,567,-0.45595932,,
,,,16512,,,,,,3,6.21,0,6.21,-2.6652746160445213,3.0039344692706127,6.2,0,0.0003,2.6652746160445213,26,617,23,2828,574,-0.19014986,,
,,,16531,,,,,,3,6.1,0,6.1,-4.167728833531648,6.021624788054253,6.1,0,0.0003,4.167728833531648,26,617,23,2832,574,-0.2467368,,
,,,16564,,,,,,3,6.25,0,6.25,-2.411042311918736,2.196984079000531,6.2,0,0.0003,2.411042311918736,26,617,23,2836,574,-0.4243423,,
,,,16590,,,,,,3,6.38,0,6.38,-2.7221698087570667,3.1587443733890668,6.4,0,0.0003,2.7221698087570667,26,617,23,2840,574,-0.24704504,,
,,,16615,,,,,,3,6.46,0,6.46,-2.9497433562693596,3.1906508822111785,6.5,0,0.0003,2.9497433562693596,26,624,23,2844,581,-0.4746186,,
,,,16638,,,,,,3,6.42,0,6.42,-3.7214484352091097,4.932890974027137,6.4,0,0.0003,3.7214484352091097,26,625,23,2848,581,-0.27920192,,
,,,16658,,,,,,3,6.39,0,6.39,-4.118057657242838,5.961408540173711,6.4,0,0.0003,4.118057657242838,26,625,23,2852,581,-0.19706562,,
,,,16675,,,,,,3,6.33,0,6.33,-2.173855564626058,2.580261938505142,6.3,0,0.0003,2.173855564626058,26,625,24,2856,581,-0.18715556,,
,,,16700,,,,,,3,6.27,0,6.27,-2.164488982788722,2.38092301398992,6.3,0,0.0003,2.164488982788722,26,632,24,2860,588,-0.17778897,,
,,,16716,,,,,,3,6.16,0,6.16,-2.635148521226406,3.4927100621253633,6.2,0,0.0003,2.635148521226406,26,632,24,2864,588,-0.16002378,,
,,,16735,,,,,,3,6.18,0,6.18,-3.7359298965055885,5.135239916338124,6.2,0,0.0003,3.7359298965055885,26,632,24,2868,588,-0.29368338,,
,,,16761,,,,,,3,6.26,0,6.26,-5.655024052346091,8.141462528972033,6.3,0,0.0003,5.655024052346091,26,632,24,2872,588,-0.31676978,,
,,,16777,,,,,,3,6.15,0,6.15,-2.42327523393631,2.6063251904092346,6.2,0,0.0003,2.42327523393631,26,632,24,2876,588,-0.4365752,,
,,,16802,,,,,,3,6.07,0,6.07,-4.669085149355221,6.512183398478011,6.1,0,0.0003,4.669085149355221,26,639,24,2880,595,-0.2725258,,
,,,16820,,,,,,3,5.98,0,5.98,-4.153492682423928,6.082449280862883,6.0,0,0.0003,4.153492682423928,26,639,24,2884,595,-0.23250066,,
,,,16843,,,,,,3,5.98,0,5.98,-2.692935533535242,3.255434019193122,6.0,0,0.0003,2.692935533535242,26,639,24,2888,595,-0.21781078,,
,,,16860,,,,,,3,6.02,0,6.02,-2.7726533074793815,3.45778296150411,6.0,0,0.0003,2.7726533074793815,26,639,24,2892,595,-0.29752856,,
,,,16880,,,,,,3,5.88,0,5.88,-2.6265741404215497,2.503625578669601,5.9,0,0.0003,2.6265741404215497,26,639,24,2896,595,-0.63987416,,
,,,16910,,,,,,3,5.81,0,5.81,-3.7736473680256943,4.597776741893853,5.8,0,0.0003,3.7736473680256943,26,646,24,2900,602,-0.33140084,,
,,,16937,,,,,,3,5.89,0,5.89,-6.567854294908727,9.771564029418474,5.9,0,0.0003,6.567854294908727,26,646,24,2904,602,-0.30033514,,
,,,16963,,,,,,3,5.88,0,5.88,-2.7002964538452625,3.1587443733890668,5.9,0,0.0003,2.7002964538452625,26,646,24,2908,602,-0.2251717,,
,,,16989,,,,,,3,5.81,0,5.81,-3.1167506024655838,3.9684722416103253,5.8,0,0.0003,3.1167506024655838,26,647,24,2912,602,-0.15645179,,
,,,17004,,,,,,3,5.67,0,5.67,-3.173047776561691,4.432372036751596,5.7,0,0.0003,3.173047776561691,25,654,24,2916,609,-0.21274896,,
,,,17032,,,,,,3,5.71,0,5.71,-2.6979757209239006,3.095885360358624,5.7,0,0.0003,2.6979757209239006,26,654,24,2920,609,-0.22285096,,
,,,17051,,,,,,3,5.7,0,5.7,-2.188854909571012,2.5289147259288898,5.7,0,0.0003,2.188854909571012,26,654,24,2924,609,-0.20215492,,
,,,17069,,,,,,3,5.57,0,5.57,-2.7963463195530176,3.423205131889069,5.6,0,0.0003,2.7963463195530176,26,654,24,2928,609,-0.3212216,,
,,,17088,,,,,,3,5.57,0,5.57,-3.196267373901321,4.257718893339156,5.6,0,0.0003,3.196267373901321,26,654,24,2932,609,-0.23596859,,
,,,17117,,,,,,3,5.53,0,5.53,-6.395197904092754,9.57710990523305,5.5,0,0.0003,6.395197904092754,25,661,24,2936,617,-0.12767874,,
,,,17136,,,,,,3,5.46,0,5.46,-5.038433747219697,7.8213451173217745,5.5,0,0.0003,5.038433747219697,25,661,24,2940,617,-0.16946152,,
,,,17148,,,,,,3,5.33,0,5.33,-2.49865768515269,2.713237576751162,5.3,0,0.0003,2.49865768515269,25,661,24,2944,617,-0.5119577,,
,,,17168,,,,,,3,5.3,0,5.3,-3.6343365982889275,5.083887517174743,5.3,0,0.0003,3.6343365982889275,25,661,24,2948,617,-0.19209008,,
,,,17194,,,,,,3,5.36,0,5.36,-6.949126217030891,10.747787719381266,5.4,0,0.0003,6.949126217030891,25,661,24,2952,617,-0.22157791,,
,,,17212,,,,,,3,5.37,0,5.37,-2.931217718583107,3.423205131889069,5.4,0,0.0003,2.931217718583107,25,669,24,2956,624,-0.45609298,,
,,,17230,,,,,,3,5.3,0,5.3,-2.7225516919908523,3.423205131889069,5.3,0,0.0003,2.7225516919908523,25,669,24,2960,624,-0.24742693,,
,,,17256,,,,,,3,5.4,0,5.4,-3.8039409022250914,4.786379179207556,5.4,0,0.0003,3.8039409022250914,25,669,24,2964,624,-0.36169443,,
,,,17270,,,,,,3,5.35,0,5.35,-3.1234634444531935,4.477143471466259,5.3,0,0.0003,3.1234634444531935,25,669,24,2968,624,-0.16316465,,
,,,17292,,,,,,3,5.31,0,5.31,-3.165122778755142,4.13126038448809,5.3,0,0.0003,3.165122778755142,25,669,24,2972,624,-0.20482397,,
,,,17323,,,,,,3,5.46,0,5.46,-4.008852568836922,4.551798974474914,5.5,0,0.0003,4.008852568836922,25,676,24,2976,631,-0.56660604,,
,,,17350,,,,,,3,5.48,0,5.48,-3.2529418006953734,3.9287875191942216,5.5,0,0.0003,3.2529418006953734,25,677,24,2980,631,-0.292643,,
,,,17372,,,,,,3,5.52,0,5.52,-2.1757767415364584,2.453803429654076,5.5,0,0.0003,2.1757767415364584,25,677,25,2984,631,-0.18907674,,
,,,17389,,,,,,3,5.46,0,5.46,-4.111236284563537,6.143888162487761,5.5,0,0.0003,4.111236284563537,25,677,25,2988,631,-0.19024424,,
,,,17412,,,,,,3,5.52,0,5.52,-6.97127929424814,11.076779136514897,5.5,0,0.0003,6.97127929424814,25,684,25,2992,639,-0.24373102,,
,,,17436,,,,,,3,5.56,0,5.56,-3.7176740331668796,4.883562064286864,5.6,0,0.0003,3.7176740331668796,25,684,25,2996,639,-0.27542755,,
,,,17462,,,,,,3,5.52,0,5.52,-3.1944992915210264,3.9684722416103253,5.5,0,0.0003,3.1944992915210264,25,684,25,3000,639,-0.23420048,,
,,,17481,,,,,,3,5.44,0,5.44,-2.1504921780347828,2.5289147259288898,5.4,0,0.0003,2.1504921780347828,25,684,25,3004,639,-0.16379218,,
,,,17506,,,,,,3,5.43,0,5.43,-2.6906365004298687,3.1906508822111785,5.4,0,0.0003,2.6906365004298687,25,692,25,3008,646,-0.21551175,,
,,,17525,,,,,,3,5.36,0,5.36,-2.41477508011659,2.5289147259288898,5.4,0,0.0003,2.41477508011659,25,692,25,3012,646,-0.42807508,,
,,,17540,,,,,,3,5.36,0,5.36,-2.164315657448769,2.632651707484075,5.4,0,0.0003,2.164315657448769,25,692,25,3016,646,-0.17761564,,
,,,17558,,,,,,3,5.26,0,5.26,-2.702500726741314,3.423205131889069,5.3,0,0.0003,2.702500726741314,25,692,25,3020,646,-0.22737597,,
,,,17578,,,,,,3,5.27,0,5.27,-2.1610475347757343,2.503625578669601,5.3,0,0.0003,2.1610475347757343,25,692,25,3024,646,-0.17434753,,
,,,17608,,,,,,3,5.39,0,5.39,-4.194474190151006,5.391391025537509,5.4,0,0.0003,4.194474190151006,25,699,25,3028,654,-0.27348214,,
,,,17625,,,,,,3,5.37,0,5.37,-4.205148977570189,6.143888162487761,5.4,0,0.0003,4.205148977570189,25,699,25,3032,654,-0.28415695,,
,,,17651,,,,,,3,5.34,0,5.34,-2.4492659088293713,2.357113783850021,5.3,0,0.0003,2.4492659088293713,25,699,25,3036,654,-0.4625659,,
,,,17680,,,,,,3,5.44,0,5.44,-2.429281507066886,2.2871051473558914,5.4,0,0.0003,2.429281507066886,25,699,25,3040,654,-0.4425815,,
,,,17699,,,,,,3,5.51,0,5.51,-5.565201029116254,8.734862364805416,5.5,0,0.0003,5.565201029116254,25,700,25,3044,654,-0.22694679,,
,,,17736,,,,,,3,5.68,0,5.68,-2.193624214959145,2.110414140321435,5.7,0,0.0003,2.193624214959145,25,707,25,3048,661,-0.2069242,,
,,,17754,,,,,,3,5.6,0,5.6,-2.4872727112293247,2.554459319120091,5.6,0,0.0003,2.4872727112293247,25,707,25,3052,661,-0.50057274,,
,,,17785,,,,,,3,5.73,0,5.73,-2.6801264692959785,3.0039344692706127,5.7,0,0.0003,2.6801264692959785,25,707,25,3056,661,-0.20500171,,
,,,17805,,,,,,3,5.75,0,5.75,-3.0192813833174705,3.3550833497644765,5.8,0,0.0003,3.0192813833174705,24,715,25,3060,669,-0.5441567,,
,,,17842,,,,,,3,5.86,0,5.86,-3.2663887337264557,3.553125008877563,5.9,0,0.0003,3.2663887337264557,24,715,25,3064,669,-0.30608994,,
,,,17858,,,,,,3,5.88,0,5.88,-3.265483300429298,4.38804831638408,5.9,0,0.0003,3.265483300429298,24,715,25,3068,669,-0.30518448,,
,,,17879,,,,,,3,5.87,0,5.87,-2.9207625553873777,3.321532516266832,5.9,0,0.0003,2.9207625553873777,24,715,25,3072,669,-0.44563782,,
,,,17894,,,,,,3,5.71,0,5.71,-3.7763132677196602,5.345889284235237,5.7,0,0.0003,3.7763132677196602,25,715,25,3076,669,-0.33406675,,
,,,17916,,,,,,3,5.66,0,5.66,-4.096556543981343,5.842776510224254,5.7,0,0.0003,4.096556543981343,24,723,25,3080,676,-0.1755645,,
