eval_time_elapsed,eval_qs,eval_abs_qs_difference,total timesteps,eval mean 100 episode reward,eval_discount_q,eval_ep_rewmean,eval_qs_difference,eval_eplenmean,act_time,eplenmean,train_time,ep_rewmean,qs_difference,discount_q,mean 100 episode reward,n_updates,current_lr,qs_abs_difference,fps,time_elapsed,env_time,episodes,update_time,qs_mean,qfs_loss,q_grad_norm
,,,17937,,,,,,3,5.65,0,5.65,-2.898280475002289,3.321532516266832,5.7,0,0.0003,2.898280475002289,24,723,25,3084,676,-0.42315573,,
,,,17957,,,,,,3,5.68,0,5.68,-2.740255027723074,3.3550833497644765,5.7,0,0.0003,2.740255027723074,24,723,25,3088,676,-0.26513028,,
,,,17970,,,,,,3,5.58,0,5.58,-2.3944602724234265,2.68610520098365,5.6,0,0.0003,2.3944602724234265,24,723,25,3092,676,-0.40776026,,
,,,17983,,,,,,3,5.47,0,5.47,-2.19015143477122,2.68610520098365,5.5,0,0.0003,2.19015143477122,24,723,25,3096,676,-0.20345144,,
,,,18001,,,,,,3,5.39,0,5.39,-4.0647761286336985,6.082449280862883,5.4,0,0.0003,4.0647761286336985,24,731,25,3100,684,-0.14378408,,
,,,18024,,,,,,3,5.43,0,5.43,-3.6814295054196458,4.932890974027137,5.4,0,0.0003,3.6814295054196458,24,731,25,3104,684,-0.239183,,
,,,18045,,,,,,3,5.39,0,5.39,-3.741930561832502,5.033048642002996,5.4,0,0.0003,3.741930561832502,24,731,25,3108,684,-0.29968408,,
,,,18068,,,,,,3,5.43,0,5.43,-3.269662234228565,4.089947780643209,5.4,0,0.0003,3.269662234228565,24,731,26,3112,684,-0.30936342,,
,,,18100,,,,,,3,5.6,0,5.6,-5.145767081175568,6.863394768580187,5.6,0,0.0003,5.145767081175568,24,738,26,3116,691,-0.27679482,,
,,,18125,,,,,,3,5.67,0,5.67,-3.228111197095825,4.008557819808409,5.7,0,0.0003,3.228111197095825,24,738,26,3120,691,-0.2678124,,
,,,18142,,,,,,3,5.64,0,5.64,-2.1427646494229635,2.580261938505142,5.6,0,0.0003,2.1427646494229635,24,738,26,3124,691,-0.15606464,,
,,,18164,,,,,,3,5.56,0,5.56,-5.075416273601507,7.5890433459921995,5.6,0,0.0003,5.075416273601507,24,738,26,3128,691,-0.20644404,,
,,,18196,,,,,,3,5.71,0,5.71,-5.609598555350642,7.665025358119231,5.7,0,0.0003,5.609598555350642,24,739,26,3132,691,-0.27134427,,
,,,18222,,,,,,3,5.71,0,5.71,-2.218668551874161,2.357113783850021,5.7,0,0.0003,2.218668551874161,24,746,26,3136,699,-0.23196857,,
,,,18237,,,,,,3,5.57,0,5.57,-2.8848957230267525,3.527989961742792,5.6,0,0.0003,2.8848957230267525,24,746,26,3140,699,-0.40977097,,
,,,18267,,,,,,3,5.68,0,5.68,-4.234440537113117,5.391391025537509,5.7,0,0.0003,4.234440537113117,24,746,26,3144,699,-0.3134485,,
,,,18294,,,,,,3,5.58,0,5.58,-2.1709164248228077,2.3335426460115203,5.6,0,0.0003,2.1709164248228077,24,746,26,3148,699,-0.18421642,,
,,,18318,,,,,,3,5.64,0,5.64,-5.161123169853609,7.438021383406954,5.6,0,0.0003,5.161123169853609,24,754,26,3152,707,-0.29215094,,
,,,18338,,,,,,3,5.53,0,5.53,-2.6603143547592163,3.3550833497644765,5.5,0,0.0003,2.6603143547592163,24,754,26,3156,707,-0.1851896,,
,,,18357,,,,,,3,5.52,0,5.52,-3.7394495855489516,5.135239916338124,5.5,0,0.0003,3.7394495855489516,24,754,26,3160,707,-0.29720306,,
,,,18384,,,,,,3,5.42,0,5.42,-4.697711080946016,6.382590948848297,5.4,0,0.0003,4.697711080946016,24,754,26,3164,707,-0.30115172,,
,,,18416,,,,,,3,5.58,0,5.58,-2.703742626768112,2.973895124577907,5.6,0,0.0003,2.703742626768112,24,762,26,3168,714,-0.22861788,,
,,,18442,,,,,,3,5.63,0,5.63,-4.642247664444136,6.44706156449323,5.6,0,0.0003,4.642247664444136,24,762,26,3172,714,-0.24568829,,
,,,18461,,,,,,3,5.67,0,5.67,-2.436261526377996,2.5289147259288898,5.7,0,0.0003,2.436261526377996,24,762,26,3176,714,-0.4495615,,
,,,18480,,,,,,3,5.64,0,5.64,-2.4106052136739096,2.5289147259288898,5.6,0,0.0003,2.4106052136739096,24,762,26,3180,714,-0.42390522,,
,,,18504,,,,,,3,5.67,0,5.67,-2.1607001489718756,2.40497274140396,5.7,0,0.0003,2.1607001489718756,24,770,26,3184,722,-0.17400014,,
,,,18520,,,,,,3,5.63,0,5.63,-3.256389595609619,4.38804831638408,5.6,0,0.0003,3.256389595609619,24,770,26,3188,722,-0.29609078,,
,,,18549,,,,,,3,5.79,0,5.79,-3.6859205763259673,4.644218931205913,5.8,0,0.0003,3.6859205763259673,24,770,26,3192,722,-0.24367405,,
,,,18568,,,,,,3,5.85,0,5.85,-2.8737161659566164,3.388973080570178,5.8,0,0.0003,2.8737161659566164,24,770,26,3196,722,-0.39859143,,
,,,18598,,,,,,3,5.97,0,5.97,-4.122127285702905,5.391391025537509,6.0,0,0.0003,4.122127285702905,24,771,26,3200,722,-0.20113523,,
,,,18615,,,,,,3,5.91,0,5.91,-2.410162877670924,2.580261938505142,5.9,0,0.0003,2.410162877670924,23,778,26,3204,730,-0.42346287,,
,,,18630,,,,,,3,5.85,0,5.85,-2.3831651947220167,2.632651707484075,5.8,0,0.0003,2.3831651947220167,23,778,26,3208,730,-0.3964652,,
,,,18648,,,,,,3,5.8,0,5.8,-2.6976971921441555,3.423205131889069,5.8,0,0.0003,2.6976971921441555,23,778,26,3212,730,-0.22257245,,
,,,18662,,,,,,3,5.62,0,5.62,-2.184497770301501,2.6592441489738134,5.6,0,0.0003,2.184497770301501,23,778,26,3216,730,-0.19779778,,
,,,18686,,,,,,3,5.61,0,5.61,-3.0644856438455124,4.049048302836777,5.6,0,0.0003,3.0644856438455124,23,778,26,3220,730,-0.10418683,,
,,,18706,,,,,,3,5.64,0,5.64,-4.231655942219661,5.961408540173711,5.6,0,0.0003,4.231655942219661,23,786,26,3224,738,-0.3106639,,
,,,18724,,,,,,3,5.6,0,5.6,-2.4992751793384556,2.554459319120091,5.6,0,0.0003,2.4992751793384556,23,786,26,3228,738,-0.5125752,,
,,,18742,,,,,,3,5.46,0,5.46,-2.7056728673098087,3.423205131889069,5.5,0,0.0003,2.7056728673098087,23,786,26,3232,738,-0.23054811,,
,,,18763,,,,,,3,5.41,0,5.41,-5.229027292855239,7.665700349487071,5.4,0,0.0003,5.229027292855239,23,787,26,3236,738,-0.3600551,,
,,,18788,,,,,,3,5.51,0,5.51,-3.4184543803748624,4.008557819808409,5.5,0,0.0003,3.4184543803748624,23,787,26,3240,738,-0.45815554,,
,,,18815,,,,,,3,5.48,0,5.48,-2.663253988784313,3.127156929655176,5.5,0,0.0003,2.663253988784313,23,794,27,3244,746,-0.18812925,,
,,,18842,,,,,,3,5.48,0,5.48,-4.537209513299155,6.382590948848297,5.5,0,0.0003,4.537209513299155,23,795,27,3248,746,-0.14065015,,
,,,18875,,,,,,3,5.57,0,5.57,-4.624448380134988,6.009082680087165,5.6,0,0.0003,4.624448380134988,23,795,27,3252,746,-0.22788903,,
,,,18891,,,,,,3,5.53,0,5.53,-2.8177101311204433,3.4927100621253633,5.5,0,0.0003,2.8177101311204433,23,795,27,3256,746,-0.34258538,,
,,,18909,,,,,,3,5.52,0,5.52,-3.2756705567655104,4.300726154888037,5.5,0,0.0003,3.2756705567655104,23,803,27,3260,754,-0.31537175,,
,,,18926,,,,,,3,5.42,0,5.42,-2.702291995000601,3.45778296150411,5.4,0,0.0003,2.702291995000601,23,803,27,3264,754,-0.22716725,,
,,,18947,,,,,,3,5.31,0,5.31,-3.746290927203411,5.033048642002996,5.3,0,0.0003,3.746290927203411,23,803,27,3268,754,-0.30404443,,
,,,18970,,,,,,3,5.28,0,5.28,-2.4476072208404545,2.429265395357535,5.3,0,0.0003,2.4476072208404545,23,803,27,3272,754,-0.46090722,,
,,,18998,,,,,,3,5.37,0,5.37,-5.04508983929388,7.144933663195401,5.4,0,0.0003,5.04508983929388,23,803,27,3276,754,-0.1761176,,
,,,19014,,,,,,3,5.34,0,5.34,-2.1801344569842023,2.6063251904092346,5.3,0,0.0003,2.1801344569842023,23,811,27,3280,762,-0.19343446,,
,,,19034,,,,,,3,5.3,0,5.3,-2.6370795589802265,3.3550833497644765,5.3,0,0.0003,2.6370795589802265,23,811,27,3284,762,-0.1619548,,
,,,19052,,,,,,3,5.32,0,5.32,-2.697578251075506,3.423205131889069,5.3,0,0.0003,2.697578251075506,23,811,27,3288,762,-0.2224535,,
,,,19079,,,,,,3,5.3,0,5.3,-4.672271177805948,6.382590948848297,5.3,0,0.0003,4.672271177805948,23,811,27,3292,762,-0.27571183,,
,,,19107,,,,,,3,5.39,0,5.39,-4.632396054156112,6.318765039359814,5.4,0,0.0003,4.632396054156112,23,819,27,3296,770,-0.23583668,,
,,,19134,,,,,,3,5.36,0,5.36,-4.154461980607846,5.5564223250127105,5.4,0,0.0003,4.154461980607846,23,819,27,3300,770,-0.23346993,,
,,,19152,,,,,,3,5.37,0,5.37,-3.583355995587423,5.187111026604166,5.4,0,0.0003,3.583355995587423,23,820,27,3304,770,-0.14110948,,
,,,19180,,,,,,3,5.5,0,5.5,-2.1800621068795523,2.310207219551405,5.5,0,0.0003,2.1800621068795523,23,820,27,3308,770,-0.19336212,,
,,,19196,,,,,,3,5.48,0,5.48,-4.311421386575013,6.205947638876525,5.5,0,0.0003,4.311421386575013,23,820,27,3312,770,-0.39042932,,
,,,19215,,,,,,3,5.53,0,5.53,-3.6927577779411416,5.135239916338124,5.5,0,0.0003,3.6927577779411416,23,828,27,3316,778,-0.25051126,,
,,,19235,,,,,,3,5.49,0,5.49,-2.546140116087596,2.503625578669601,5.5,0,0.0003,2.546140116087596,23,828,27,3320,778,-0.55944014,,
,,,19257,,,,,,3,5.51,0,5.51,-3.2687656358298796,4.13126038448809,5.5,0,0.0003,3.2687656358298796,23,828,27,3324,778,-0.30846685,,
,,,19286,,,,,,3,5.62,0,5.62,-2.9431475267676115,3.0649265067550377,5.6,0,0.0003,2.9431475267676115,23,828,27,3328,778,-0.46802276,,
,,,19304,,,,,,3,5.62,0,5.62,-3.155853895884468,4.300726154888037,5.6,0,0.0003,3.155853895884468,23,836,27,3332,786,-0.19555509,,
,,,19321,,,,,,3,5.58,0,5.58,-3.720679761292452,5.239506087478956,5.6,0,0.0003,3.720679761292452,23,836,27,3336,786,-0.27843323,,
,,,19334,,,,,,3,5.46,0,5.46,-3.07774706528759,3.599622448467291,5.5,0,0.0003,3.07774706528759,23,836,27,3340,786,-0.6026223,,
,,,19354,,,,,,3,5.39,0,5.39,-3.704485057614162,5.083887517174743,5.4,0,0.0003,3.704485057614162,23,836,27,3344,786,-0.26223853,,
,,,19375,,,,,,3,5.33,0,5.33,-2.675305545043707,3.321532516266832,5.3,0,0.0003,2.675305545043707,23,836,27,3348,786,-0.2001808,,
,,,19404,,,,,,3,5.29,0,5.29,-2.8978598934528828,3.0649265067550377,5.3,0,0.0003,2.8978598934528828,22,845,27,3352,794,-0.42273512,,
,,,19424,,,,,,3,5.33,0,5.33,-2.8444356151787042,3.3550833497644765,5.3,0,0.0003,2.8444356151787042,22,845,27,3356,794,-0.36931086,,
,,,19454,,,,,,3,5.45,0,5.45,-8.245969370497846,12.904543938069788,5.5,0,0.0003,8.245969370497846,23,845,27,3360,794,-0.1564735,,
,,,19470,,,,,,3,5.44,0,5.44,-2.6591285650548935,3.4927100621253633,5.4,0,0.0003,2.6591285650548935,23,845,27,3364,794,-0.18400382,,
,,,19487,,,,,,3,5.4,0,5.4,-2.171900060407321,2.580261938505142,5.4,0,0.0003,2.171900060407321,23,845,28,3368,794,-0.18520005,,
,,,19506,,,,,,3,5.36,0,5.36,-2.941968466800213,3.388973080570178,5.4,0,0.0003,2.941968466800213,22,853,28,3372,803,-0.46684372,,
,,,19538,,,,,,3,5.4,0,5.4,-2.7412371148285866,2.973895124577907,5.4,0,0.0003,2.7412371148285866,22,853,28,3376,803,-0.26611236,,
,,,19555,,,,,,3,5.41,0,5.41,-2.1575999772866568,2.580261938505142,5.4,0,0.0003,2.1575999772866568,22,853,28,3380,803,-0.17089999,,
,,,19575,,,,,,3,5.41,0,5.41,-2.7019188550231457,3.3550833497644765,5.4,0,0.0003,2.7019188550231457,22,853,28,3384,803,-0.22679411,,
,,,19608,,,,,,3,5.56,0,5.56,-3.6353800570685806,4.461218174882863,5.6,0,0.0003,3.6353800570685806,22,862,28,3388,811,-0.19313355,,
,,,19627,,,,,,3,5.48,0,5.48,-3.6085213026125373,5.135239916338124,5.5,0,0.0003,3.6085213026125373,22,862,28,3392,811,-0.1662748,,
,,,19657,,,,,,3,5.5,0,5.5,-6.468712338291293,9.481338806180716,5.5,0,0.0003,6.468712338291293,22,862,28,3396,811,-0.20119317,,
,,,19683,,,,,,3,5.49,0,5.49,-4.6821858647093055,6.44706156449323,5.5,0,0.0003,4.6821858647093055,22,862,28,3400,811,-0.28562653,,
,,,19703,,,,,,3,5.51,0,5.51,-2.479631882540385,2.503625578669601,5.5,0,0.0003,2.479631882540385,22,870,28,3404,819,-0.49293187,,
,,,19725,,,,,,3,5.45,0,5.45,-5.1266271042105105,7.5890433459921995,5.5,0,0.0003,5.1266271042105105,22,870,28,3408,819,-0.25765488,,
,,,19739,,,,,,3,5.43,0,5.43,-2.4063430693070096,2.6592441489738134,5.4,0,0.0003,2.4063430693070096,22,870,28,3412,819,-0.41964307,,
,,,19764,,,,,,3,5.49,0,5.49,-4.128810452240871,5.669240205094083,5.5,0,0.0003,4.128810452240871,22,870,28,3416,819,-0.2078184,,
,,,19780,,,,,,3,5.45,0,5.45,-2.6630773759206137,2.6063251904092346,5.5,0,0.0003,2.6630773759206137,22,871,28,3420,819,-0.67637736,,
,,,19799,,,,,,3,5.42,0,5.42,-3.2602957293805614,4.257718893339156,5.4,0,0.0003,3.2602957293805614,22,871,28,3424,819,-0.2999969,,
,,,19827,,,,,,3,5.41,0,5.41,-6.076972332260372,8.822390618029416,5.4,0,0.0003,6.076972332260372,22,879,28,3428,828,-0.2725435,,
,,,19842,,,,,,3,5.38,0,5.38,-3.3379424438294905,4.432372036751596,5.4,0,0.0003,3.3379424438294905,22,879,28,3432,828,-0.37764364,,
,,,19860,,,,,,3,5.39,0,5.39,-2.850223378923297,3.423205131889069,5.4,0,0.0003,2.850223378923297,22,879,28,3436,828,-0.37509862,,
,,,19876,,,,,,3,5.42,0,5.42,-2.753821856987238,3.4927100621253633,5.4,0,0.0003,2.753821856987238,22,879,28,3440,828,-0.2786971,,
,,,19902,,,,,,3,5.48,0,5.48,-2.4973712778409323,2.357113783850021,5.5,0,0.0003,2.4973712778409323,22,888,28,3444,836,-0.5106713,,
,,,19923,,,,,,3,5.48,0,5.48,-3.730544813048754,5.033048642002996,5.5,0,0.0003,3.730544813048754,22,888,28,3448,836,-0.2882983,,
,,,19969,,,,,,3,5.65,0,5.65,-2.7146535475668907,2.5835589370911345,5.7,0,0.0003,2.7146535475668907,22,888,28,3452,836,-0.23952879,,
,,,19989,,,,,,3,5.65,0,5.65,-3.4073304564175144,4.215141704405765,5.7,0,0.0003,3.4073304564175144,22,888,28,3456,836,-0.44703165,,
0,-1.2241672,3.9598413,20001,3.8,4.452195121048718,4.545454545454546,-3.9598413502591465,4.545454545454546,,,,,,,,,,,,,,,,,,
,,,20014,,,,,,3,5.6,0,5.6,-4.322663560187131,5.669240205094083,5.6,0,0.0003,4.322663560187131,22,896,28,3460,844,-0.40167147,,
,,,20042,,,,,,3,5.72,0,5.72,-5.5409477315190845,7.979447424645488,5.7,0,0.0003,5.5409477315190845,22,897,28,3464,844,-0.20269349,,
,,,20068,,,,,,3,5.81,0,5.81,-2.4018278485854467,2.357113783850021,5.8,0,0.0003,2.4018278485854467,22,897,28,3468,844,-0.41512787,,
,,,20098,,,,,,3,5.92,0,5.92,-4.106749922778943,5.391391025537509,5.9,0,0.0003,4.106749922778943,22,897,28,3472,844,-0.18575788,,
,,,20115,,,,,,3,5.77,0,5.77,-3.1713567451056974,4.344167833220239,5.8,0,0.0003,3.1713567451056974,22,905,28,3476,853,-0.21105793,,
,,,20130,,,,,,3,5.75,0,5.75,-2.1913197106440863,2.632651707484075,5.8,0,0.0003,2.1913197106440863,22,905,28,3480,853,-0.2046197,,
,,,20152,,,,,,3,5.77,0,5.77,-4.718563129827368,6.711522322993232,5.8,0,0.0003,4.718563129827368,22,905,28,3484,853,-0.32200378,,
,,,20174,,,,,,3,5.66,0,5.66,-2.8646925610420704,3.2883171911041633,5.7,0,0.0003,2.8646925610420704,22,905,29,3488,853,-0.38956782,,
,,,20200,,,,,,3,5.73,0,5.73,-3.065552730899765,3.9684722416103253,5.7,0,0.0003,3.065552730899765,22,914,29,3492,862,-0.105253935,,
,,,20221,,,,,,3,5.64,0,5.64,-5.062593297886505,7.665700349487071,5.6,0,0.0003,5.062593297886505,22,914,29,3496,862,-0.19362108,,
,,,20237,,,,,,3,5.54,0,5.54,-3.3507326767262953,4.38804831638408,5.5,0,0.0003,3.3507326767262953,22,914,29,3500,862,-0.39043385,,
,,,20262,,,,,,3,5.59,0,5.59,-2.361038025848071,2.38092301398992,5.6,0,0.0003,2.361038025848071,22,914,29,3504,862,-0.37433803,,
,,,20289,,,,,,3,5.64,0,5.64,-2.944294471007347,3.127156929655176,5.6,0,0.0003,2.944294471007347,22,914,29,3508,862,-0.46916974,,
,,,20317,,,,,,3,5.78,0,5.78,-4.177692825982566,5.500858101762584,5.8,0,0.0003,4.177692825982566,22,923,29,3512,870,-0.25670078,,
,,,20336,,,,,,3,5.72,0,5.72,-3.791927370003774,5.135239916338124,5.7,0,0.0003,3.791927370003774,22,923,29,3516,870,-0.34968087,,
,,,20351,,,,,,3,5.71,0,5.71,-2.6721248251316547,3.527989961742792,5.7,0,0.0003,2.6721248251316547,22,923,29,3520,870,-0.19700007,,
,,,20368,,,,,,3,5.69,0,5.69,-3.2467821166333692,4.344167833220239,5.7,0,0.0003,3.2467821166333692,22,923,29,3524,870,-0.2864833,,
,,,20397,,,,,,3,5.7,0,5.7,-8.26710207413555,13.034892866737158,5.7,0,0.0003,8.26710207413555,22,923,29,3528,870,-0.17760621,,
,,,20419,,,,,,3,5.77,0,5.77,-3.4505844310340423,4.13126038448809,5.8,0,0.0003,3.4505844310340423,21,932,29,3532,879,-0.49028563,,
,,,20445,,,,,,3,5.85,0,5.85,-3.7749745945850157,4.786379179207556,5.8,0,0.0003,3.7749745945850157,21,932,29,3536,879,-0.3327281,,
,,,20475,,,,,,3,5.99,0,5.99,-7.870838735989138,12.035798125300806,6.0,0,0.0003,7.870838735989138,21,932,29,3540,879,-0.23232466,,
,,,20518,,,,,,3,6.16,0,6.16,-5.588242300534587,6.862790422987265,6.2,0,0.0003,5.588242300534587,21,941,29,3544,888,-0.24998805,,
,,,20544,,,,,,3,6.21,0,6.21,-2.184852452707291,2.357113783850021,6.2,0,0.0003,2.184852452707291,21,941,29,3548,888,-0.19815247,,
,,,20563,,,,,,3,5.94,0,5.94,-3.8949621717849503,5.135239916338124,5.9,0,0.0003,3.8949621717849503,21,941,29,3552,888,-0.45271567,,
,,,20582,,,,,,3,5.93,0,5.93,-2.69916471065259,3.388973080570178,5.9,0,0.0003,2.69916471065259,21,941,29,3556,888,-0.22403996,,
,,,20607,,,,,,3,5.93,0,5.93,-3.184759049159004,4.008557819808409,5.9,0,0.0003,3.184759049159004,21,950,29,3560,896,-0.22446024,,
,,,20624,,,,,,3,5.82,0,5.82,-2.1512472248395285,2.580261938505142,5.8,0,0.0003,2.1512472248395285,21,950,29,3564,896,-0.16454722,,
,,,20644,,,,,,3,5.76,0,5.76,-2.182160264881452,2.503625578669601,5.8,0,0.0003,2.182160264881452,21,950,29,3568,896,-0.19546026,,
,,,20669,,,,,,3,5.71,0,5.71,-3.277864949446632,4.008557819808409,5.7,0,0.0003,3.277864949446632,21,950,29,3572,896,-0.31756616,,
,,,20693,,,,,,3,5.78,0,5.78,-2.7827238847432136,3.2228796790011907,5.8,0,0.0003,2.7827238847432136,21,950,29,3576,896,-0.30759913,,
,,,20715,,,,,,3,5.85,0,5.85,-2.168643401694298,2.453803429654076,5.8,0,0.0003,2.168643401694298,21,959,29,3580,905,-0.1819434,,
,,,20738,,,,,,3,5.86,0,5.86,-2.155169736973445,2.429265395357535,5.9,0,0.0003,2.155169736973445,21,959,29,3584,905,-0.16846973,,
,,,20754,,,,,,3,5.8,0,5.8,-2.690942879479885,3.4927100621253633,5.8,0,0.0003,2.690942879479885,21,959,29,3588,905,-0.21581814,,
,,,20782,,,,,,3,5.82,0,5.82,-7.865727388353551,12.280173579533525,5.8,0,0.0003,7.865727388353551,21,959,29,3592,905,-0.22721332,,
,,,20815,,,,,,3,5.94,0,5.94,-2.9606232901034355,2.9441561733321273,5.9,0,0.0003,2.9606232901034355,21,968,29,3596,914,-0.48549852,,
,,,20832,,,,,,3,5.95,0,5.95,-3.2670191273507614,4.344167833220239,6.0,0,0.0003,3.2670191273507614,21,968,29,3600,914,-0.30672032,,
,,,20859,,,,,,3,5.97,0,5.97,-8.314445398074099,13.29955399116127,6.0,0,0.0003,8.314445398074099,21,968,30,3604,914,-0.22494951,,
,,,20879,,,,,,4,5.9,0,5.9,-5.199139587641745,7.743131666148557,5.9,0,0.0003,5.199139587641745,21,968,30,3608,914,-0.33016735,,
,,,20897,,,,,,4,5.8,0,5.8,-2.646007433247328,3.423205131889069,5.8,0,0.0003,2.646007433247328,21,968,30,3612,914,-0.17088269,,
,,,20925,,,,,,4,5.89,0,5.89,-6.502325009289071,9.673848389124291,5.9,0,0.0003,6.502325009289071,21,977,30,3616,922,-0.23480582,,
,,,20943,,,,,,4,5.92,0,5.92,-3.357947589498474,4.300726154888037,5.9,0,0.0003,3.357947589498474,21,977,30,3620,922,-0.39764875,,
,,,20962,,,,,,4,5.94,0,5.94,-2.4531669632911686,2.5289147259288898,5.9,0,0.0003,2.4531669632911686,21,977,30,3624,922,-0.46646693,,
,,,20992,,,,,,4,5.95,0,5.95,-7.894659254443054,12.035798125300806,6.0,0,0.0003,7.894659254443054,21,977,30,3628,922,-0.25614518,,
,,,21011,,,,,,4,5.92,0,5.92,-2.4661564694166187,2.5289147259288898,5.9,0,0.0003,2.4661564694166187,21,986,30,3632,931,-0.47945645,,
,,,21047,,,,,,4,6.02,0,6.02,-3.2892987505015867,3.589015160482387,6.0,0,0.0003,3.2892987505015867,21,986,30,3636,931,-0.32899994,,
,,,21072,,,,,,4,5.97,0,5.97,-2.462043445936839,2.38092301398992,6.0,0,0.0003,2.462043445936839,21,986,30,3640,931,-0.47534347,,
,,,21097,,,,,,4,5.79,0,5.79,-2.8921212756005525,3.1906508822111785,5.8,0,0.0003,2.8921212756005525,21,986,30,3644,931,-0.41699654,,
,,,21125,,,,,,4,5.81,0,5.81,-3.6568695381998158,4.691130233541325,5.8,0,0.0003,3.6568695381998158,21,995,30,3648,940,-0.21462302,,
,,,21141,,,,,,4,5.78,0,5.78,-2.2248243507067365,2.6063251904092346,5.8,0,0.0003,2.2248243507067365,21,995,30,3652,940,-0.23812436,,
,,,21160,,,,,,4,5.78,0,5.78,-2.691031712752342,3.388973080570178,5.8,0,0.0003,2.691031712752342,21,995,30,3656,940,-0.21590695,,
,,,21182,,,,,,4,5.75,0,5.75,-6.468308811120873,10.275148546975851,5.8,0,0.0003,6.468308811120873,21,995,30,3660,940,-0.20078963,,
,,,21208,,,,,,4,5.84,0,5.84,-3.2734488144931335,3.9684722416103253,5.8,0,0.0003,3.2734488144931335,21,1004,30,3664,949,-0.31315002,,
,,,21233,,,,,,4,5.89,0,5.89,-3.0261457894859314,3.1906508822111785,5.9,0,0.0003,3.0261457894859314,21,1004,30,3668,949,-0.55102104,,
,,,21255,,,,,,4,5.86,0,5.86,-4.747544766105699,6.711522322993232,5.9,0,0.0003,4.747544766105699,21,1005,30,3672,949,-0.3509854,,
,,,21282,,,,,,4,5.89,0,5.89,-2.902460537564516,3.127156929655176,5.9,0,0.0003,2.902460537564516,21,1005,30,3676,949,-0.4273358,,
,,,21307,,,,,,4,5.92,0,5.92,-4.662422378249454,6.512183398478011,5.9,0,0.0003,4.662422378249454,21,1014,30,3680,958,-0.26586303,,
,,,21327,,,,,,4,5.89,0,5.89,-4.14316452262333,5.961408540173711,5.9,0,0.0003,4.14316452262333,21,1014,30,3684,958,-0.2221725,,
,,,21359,,,,,,4,6.05,0,6.05,-8.350922444161483,12.647743513702197,6.0,0,0.0003,8.350922444161483,21,1014,30,3688,958,-0.2614266,,
,,,21385,,,,,,4,6.03,0,6.03,-4.066945028833998,5.612547803043142,6.0,0,0.0003,4.066945028833998,21,1014,30,3692,958,-0.14595298,,
,,,21423,,,,,,4,6.08,0,6.08,-8.30999259210796,11.90759945286587,6.1,0,0.0003,8.30999259210796,20,1023,30,3696,967,-0.22049673,,
,,,21450,,,,,,4,6.18,0,6.18,-3.2794804275450247,3.9287875191942216,6.2,0,0.0003,3.2794804275450247,20,1023,30,3700,967,-0.31918162,,
,,,21469,,,,,,4,6.1,0,6.1,-3.7591807507692914,5.135239916338124,6.1,0,0.0003,3.7591807507692914,20,1023,30,3704,967,-0.31693426,,
,,,21489,,,,,,4,6.1,0,6.1,-3.7822304021039748,5.083887517174743,6.1,0,0.0003,3.7822304021039748,20,1023,30,3708,967,-0.3399839,,
,,,21513,,,,,,4,6.16,0,6.16,-4.6400336741283414,6.577963028765667,6.2,0,0.0003,4.6400336741283414,20,1032,30,3712,977,-0.2434743,,
,,,21538,,,,,,4,6.13,0,6.13,-2.380912414820989,2.38092301398992,6.1,0,0.0003,2.380912414820989,20,1032,30,3716,977,-0.3942124,,
,,,21557,,,,,,4,6.14,0,6.14,-2.934831659954548,3.388973080570178,6.1,0,0.0003,2.934831659954548,20,1032,30,3720,977,-0.4597069,,
,,,21580,,,,,,4,6.18,0,6.18,-2.1730313963015875,2.429265395357535,6.2,0,0.0003,2.1730313963015875,20,1033,31,3724,977,-0.18633139,,
,,,21599,,,,,,4,6.07,0,6.07,-3.1784292743024367,4.257718893339156,6.1,0,0.0003,3.1784292743024367,20,1033,31,3728,977,-0.21813047,,
,,,21612,,,,,,4,6.01,0,6.01,-2.1692875143210095,2.68610520098365,6.0,0,0.0003,2.1692875143210095,20,1042,31,3732,986,-0.1825875,,
,,,21628,,,,,,4,5.81,0,5.81,-2.1930607623179754,2.6063251904092346,5.8,0,0.0003,2.1930607623179754,20,1042,31,3736,986,-0.20636076,,
,,,21667,,,,,,4,5.95,0,5.95,-3.568280247421974,4.200148353799174,6.0,0,0.0003,3.568280247421974,20,1042,31,3740,986,-0.12603374,,
,,,21699,,,,,,4,6.02,0,6.02,-6.5482795248256975,9.29266016393772,6.0,0,0.0003,6.5482795248256975,20,1042,31,3744,986,-0.28076038,,
,,,21725,,,,,,4,6.0,0,6.0,-6.499121499292737,9.870266696382298,6.0,0,0.0003,6.499121499292737,20,1051,31,3748,995,-0.23160233,,
,,,21746,,,,,,4,6.05,0,6.05,-3.44923843298526,4.172990287361707,6.0,0,0.0003,3.44923843298526,20,1051,31,3752,995,-0.4889396,,
,,,21771,,,,,,4,6.11,0,6.11,-3.3171701550898094,4.008557819808409,6.1,0,0.0003,3.3171701550898094,20,1051,31,3756,995,-0.35687134,,
,,,21792,,,,,,4,6.1,0,6.1,-2.9060255938140154,3.321532516266832,6.1,0,0.0003,2.9060255938140154,20,1051,31,3760,995,-0.43090087,,
,,,21812,,,,,,4,6.04,0,6.04,-2.19731006685098,2.503625578669601,6.0,0,0.0003,2.19731006685098,20,1061,31,3764,1004,-0.21061008,,
