eval_qs,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,eval_eplenmean,eval_time_elapsed,eval_ep_rewmean,eval mean 100 episode reward,total timesteps,current_lr,update_time,fps,time_elapsed,env_time,mean 100 episode reward,qs_abs_difference,n_updates,qs_mean,eplenmean,episodes,train_time,qs_difference,act_time,ep_rewmean,discount_q,qfs_loss,q_grad_norm
-1.6756955,-21.74426412175509,31.743560886242733,21.744265,3.6363636363636362,0,32.16453463636364,32.7,1,,,,,,,,,,,,,,,,,,
,,,,,,,,5179,0.0003,54,74,69,8,53.5,22.348749800207916,0,-0.342757,5.9,868,0,-22.348749800207916,0,53.54561437999999,31.32252234813613,,
,,,,,,,,5201,0.0003,56,72,71,8,52.9,31.233268918543775,0,-0.34793928,5.83,872,0,-31.233268918543775,0,52.89399203,45.20857024782291,,
,,,,,,,,5224,0.0003,56,73,71,9,53.3,22.47032297364252,0,-0.2988937,5.87,876,0,-22.47032297364252,0,53.27057100999998,29.42764343127687,,
,,,,,,,,5247,0.0003,56,73,71,9,52.7,26.972040602514426,0,-0.24811697,5.81,880,0,-26.972040602514426,0,52.716621329999995,37.23101510587554,,
,,,,,,,,5268,0.0003,56,73,71,9,53.0,31.55628356489471,0,-0.41481045,5.84,884,0,-31.55628356489471,0,52.99872964000001,46.00625919501805,,
,,,,,,,,5290,0.0003,56,73,71,9,52.9,27.017897438085534,0,-0.4073607,5.83,888,0,-27.017897438085534,0,52.89119851,37.448846857378484,,
,,,,,,,,5311,0.0003,58,71,73,9,52.9,31.463371236244555,0,-0.4237789,5.83,892,0,-31.463371236244555,0,52.88395993,45.84007801412602,,
,,,,,,,,5336,0.0003,58,72,73,9,53.1,27.151537143400084,0,-0.47719502,5.85,896,0,-27.151537143400084,0,53.070152880000016,36.469516286265716,,
,,,,,,,,5360,0.0003,58,72,73,9,52.9,26.657262088164963,0,-0.31685925,5.83,900,0,-26.657262088164963,0,52.90179968,36.47919461709155,,
,,,,,,,,5386,0.0003,58,72,73,9,53.1,39.62605337851244,0,-0.14116934,5.85,904,0,-39.62605337851244,0,53.086471159999995,58.70605177047301,,
,,,,,,,,5407,0.0003,60,70,76,9,52.7,26.897916722947123,0,-0.31536037,5.81,908,0,-26.897916722947123,1,52.71323672,37.84429470577089,,
,,,,,,,,5440,0.0003,60,71,76,9,53.3,62.121401004698555,0,-0.3223564,5.87,912,0,-62.121401004698555,1,53.285904679999994,92.59388088188082,,
,,,,,,,,5462,0.0003,60,71,76,9,53.0,22.580133269738926,0,-0.2661804,5.84,916,0,-22.580133269738926,1,53.01379733999999,29.81361491566397,,
,,,,,,,,5486,0.0003,60,71,76,9,52.8,31.25512490043185,0,-0.42470828,5.82,920,0,-31.25512490043185,1,52.823412399999995,44.17206905076737,,
,,,,,,,,5516,0.0003,62,69,78,9,53.9,44.14728381581087,0,-0.28375283,5.94,924,0,-44.14728381581087,1,53.94011928999999,63.93294899582588,,
,,,,,,,,5542,0.0003,62,70,78,9,54.4,22.632958575145995,0,-0.45451736,5.99,928,0,-22.632958575145995,1,54.40610036,28.48558326094635,,
,,,,,,,,5567,0.0003,62,70,78,9,54.5,40.35585212798284,0,-0.3724594,6.0,932,0,-40.35585212798284,1,54.505369609999995,59.69517302288565,,
,,,,,,,,5593,0.0003,62,70,79,9,54.7,39.97780803575103,0,-0.3461138,6.02,936,0,-39.97780803575103,1,54.69946063,58.869379318874515,,
,,,,,,,,5619,0.0003,65,69,81,9,55.3,26.936325686160586,0,-0.22221199,6.08,940,0,-26.936325686160586,1,55.26500388999999,36.162588463055584,,
,,,,,,,,5642,0.0003,65,69,81,9,55.5,35.66271333537149,0,-0.41693082,6.11,944,0,-35.66271333537149,1,55.536075419999996,52.59698343476557,,
,,,,,,,,5664,0.0003,65,69,81,9,55.7,35.80166776890105,0,-0.3288421,6.13,948,0,-35.80166776890105,1,55.723844019999994,53.4149532531617,,
,,,,,,,,5684,0.0003,65,69,81,9,55.5,35.85982256127536,0,-0.29915747,6.11,952,0,-35.85982256127536,1,55.541727890000004,54.64682144363656,,
,,,,,,,,5705,0.0003,67,67,84,9,54.2,26.662926520148705,0,-0.32960033,5.97,956,0,-26.662926520148705,1,54.238864079999985,37.528010996059606,,
,,,,,,,,5736,0.0003,67,68,84,9,54.7,39.8861120328079,0,-0.32010043,6.02,960,0,-39.8861120328079,1,54.70211517999999,55.83439222176426,,
,,,,,,,,5760,0.0003,67,68,84,9,54.2,40.11019959962022,0,-0.33861762,5.97,964,0,-40.11019959962022,1,54.24053608,60.175443950159014,,
,,,,,,,,5793,0.0003,67,68,84,9,55.8,48.856126338145174,0,-0.16913313,6.14,968,0,-48.856126338145174,1,55.82260597,69.8783989335379,,
,,,,,,,,5815,0.0003,69,67,86,10,55.8,31.24076245957255,0,-0.2953278,6.14,972,0,-31.24076245957255,1,55.825817959999995,45.276118178240935,,
,,,,,,,,5840,0.0003,69,67,86,10,56.0,35.7776204120339,0,-0.36973903,6.16,976,0,-35.7776204120339,1,56.016174549999995,51.79610728572821,,
,,,,,,,,5873,0.0003,69,67,86,10,56.9,35.62893138297885,0,-0.34943947,6.26,980,0,-35.62893138297885,1,56.934511699999995,47.5873848569236,,
,,,,,,,,5895,0.0003,69,67,86,10,57.0,22.393144111470555,0,-0.34391707,6.27,984,0,-22.393144111470555,1,57.020091490000006,29.563001732551463,,
,,,,,,,,5920,0.0003,72,66,89,10,57.3,35.62938276019903,0,-0.25175652,6.3,988,0,-35.62938276019903,1,57.302664730000004,51.6904150449497,,
,,,,,,,,5945,0.0003,72,66,89,10,57.7,26.793539892734778,0,-0.30641577,6.34,992,0,-26.793539892734778,1,57.669294199999996,36.217135097974705,,
,,,,,,,,5966,0.0003,72,66,89,10,57.3,27.069267687038906,0,-0.38910204,6.3,996,0,-27.069267687038906,1,57.29418551000001,37.91263997835213,,
,,,,,,,,5995,0.0003,72,66,89,10,57.8,26.72388649785749,0,-0.4042925,6.35,1000,0,-26.72388649785749,1,57.760527010000004,34.539533315009464,,
,,,,,,,,6015,0.0003,74,65,91,10,57.2,27.163260656359494,0,-0.4551738,6.29,1004,0,-27.163260656359494,1,57.20345671000001,38.374229249942815,,
,,,,,,,,6036,0.0003,74,65,91,10,57.2,22.748115348714553,0,-0.4565823,6.29,1008,0,-22.748115348714553,1,57.20836789999999,30.10121710646862,,
,,,,,,,,6057,0.0003,74,66,91,10,56.1,31.44077347707464,0,-0.38857535,6.17,1012,0,-31.44077347707464,1,56.08161186,45.9243547490445,,
,,,,,,,,6083,0.0003,74,66,91,10,56.4,35.65055125074226,0,-0.36234158,6.21,1016,0,-35.65055125074226,1,56.44184847999999,51.00926644641516,,
,,,,,,,,6116,0.0003,76,64,94,10,57.3,26.701803133139457,0,-0.4552961,6.3,1020,0,-26.701803133139457,1,57.27874971999999,33.19736078814299,,
,,,,,,,,6138,0.0003,76,65,94,10,56.5,26.933563609407855,0,-0.31362322,6.22,1024,0,-26.933563609407855,1,56.53563773999999,37.499970980929746,,
,,,,,,,,6164,0.0003,76,65,94,10,56.5,53.62993348652904,0,-0.27736947,6.22,1028,0,-53.62993348652904,1,56.54043007999999,83.24487570747758,,
,,,,,,,,6188,0.0003,76,65,94,10,56.5,22.544456152451275,0,-0.4380808,6.21,1032,0,-22.544456152451275,1,56.455651929999995,29.038785886156496,,
,,,,,,,,6209,0.0003,79,64,96,10,56.0,27.14837949425795,0,-0.492637,6.16,1036,0,-27.14837949425795,1,55.985182269999996,37.969665091067256,,
,,,,,,,,6229,0.0003,79,64,96,10,55.4,22.09518023288618,0,-0.3010125,6.1,1040,0,-22.09518023288618,1,55.41653901999999,29.864649521620724,,
,,,,,,,,6251,0.0003,79,64,97,10,55.3,26.943471441458932,0,-0.25867763,6.09,1044,0,-26.943471441458932,1,55.32635576999999,37.60140818391531,,
,,,,,,,,6272,0.0003,79,64,97,10,55.2,21.96694081643764,0,-0.29721612,6.08,1048,0,-21.96694081643764,1,55.23043048000002,29.474135433110355,,
,,,,,,,,6296,0.0003,79,64,97,10,55.6,35.73618354988168,0,-0.22532141,6.12,1052,0,-35.73618354988168,1,55.5993562,52.32871055931234,,
,,,,,,,,6318,0.0003,81,63,99,10,55.7,31.613944052399674,0,-0.43706,6.13,1056,0,-31.613944052399674,1,55.694098970000006,45.5640831909464,,
,,,,,,,,6351,0.0003,81,63,99,10,55.9,48.73149608437325,0,-0.40105852,6.15,1060,0,-48.73149608437325,1,55.86562172,69.49215542573737,,
,,,,,,,,6378,0.0003,81,63,100,10,56.1,44.80356148649193,0,-0.16291521,6.18,1064,0,-44.80356148649193,1,56.14404039,66.59522364844709,,
,,,,,,,,6412,0.0003,84,62,102,10,56.2,26.701241424477956,0,-0.28482527,6.19,1068,0,-26.701241424477956,1,56.232002279999996,33.09188951250515,,
,,,,,,,,6432,0.0003,84,62,102,11,56.0,31.33975364774366,0,-0.21951632,6.17,1072,0,-31.33975364774366,1,56.04382535,46.37313372445982,,
,,,,,,,,6454,0.0003,84,62,102,11,55.8,31.099513504803937,0,-0.4628811,6.14,1076,0,-31.099513504803937,1,55.752222660000015,45.00413859501513,,
,,,,,,,,6479,0.0003,84,62,102,11,55.0,35.701571774570155,0,-0.3277463,6.06,1080,0,-35.701571774570155,1,55.00860703,51.75219775239216,,
,,,,,,,,6510,0.0003,86,61,105,11,55.9,35.76617175245024,0,-0.081703365,6.15,1084,0,-35.76617175245024,1,55.855782309999995,48.95254037991297,,
,,,,,,,,6539,0.0003,86,61,105,11,56.2,44.68888734855427,0,-0.26669645,6.19,1088,0,-44.68888734855427,1,56.23344462,65.14029187443326,,
,,,,,,,,6562,0.0003,86,62,105,11,56.0,48.681988170083685,0,-0.27991116,6.17,1092,0,-48.681988170083685,1,56.04612334,76.85260161564307,,
,,,,,,,,6581,0.0003,86,62,105,11,55.9,26.63126642333586,0,-0.40982658,6.15,1096,0,-26.63126642333586,1,55.85158682,38.226737714027564,,
,,,,,,,,6606,0.0003,89,60,108,11,55.5,31.431909843686014,0,-0.3630111,6.11,1100,0,-31.431909843686014,1,55.48468785,44.10896763999264,,
,,,,,,,,6633,0.0003,89,61,108,11,56.1,26.88591651662993,0,-0.25554127,6.18,1104,0,-26.88591651662993,1,56.13309243,35.709225831485796,,
,,,,,,,,6653,0.0003,89,61,108,11,56.0,26.745176014766464,0,-0.23882815,6.17,1108,0,-26.745176014766464,1,56.032227330000005,38.18157809083025,,
,,,,,,,,6677,0.0003,89,61,108,11,56.3,27.028167416424413,0,-0.44616556,6.2,1112,0,-27.028167416424413,1,56.311888630000006,36.724423551125,,
,,,,,,,,6703,0.0003,92,60,111,11,56.3,31.73272545015865,0,-0.33929434,6.2,1116,0,-31.73272545015865,1,56.32164722,43.82925491064531,,
,,,,,,,,6728,0.0003,92,60,111,11,55.6,22.12539413299672,0,-0.4578362,6.12,1120,0,-22.12539413299672,1,55.58112502000001,28.32289538633446,,
,,,,,,,,6752,0.0003,92,60,111,11,55.8,26.643471682646588,0,-0.32577318,6.14,1124,0,-26.643471682646588,1,55.76341090999999,36.421983286616396,,
,,,,,,,,6780,0.0003,92,60,111,11,55.9,48.6802438100198,0,-0.25836873,6.16,1128,0,-48.6802438100198,1,55.941259769999995,73.08532025429066,,
,,,,,,,,6801,0.0003,94,59,114,11,55.7,31.30372284279873,0,-0.3882786,6.13,1132,0,-31.30372284279873,1,55.652389,45.714282585953846,,
,,,,,,,,6821,0.0003,94,59,114,11,55.6,26.94395011009177,0,-0.39445043,6.12,1136,0,-26.94395011009177,1,55.56983219,38.19358954026829,,
,,,,,,,,6846,0.0003,94,59,114,11,56.0,22.343438975308022,0,-0.35276318,6.17,1140,0,-22.343438975308022,1,56.04006324,28.585019108780532,,
,,,,,,,,6869,0.0003,94,59,114,11,56.1,35.679849472203465,0,-0.39713678,6.18,1144,0,-35.679849472203465,1,56.13654977000001,52.655893981371094,,
,,,,,,,,6891,0.0003,94,60,114,11,56.2,22.48870220678372,0,-0.43727994,6.19,1148,0,-22.48870220678372,1,56.23181133999999,29.591953840018352,,
,,,,,,,,6909,0.0003,97,58,117,11,55.7,27.065154951037634,0,-0.4732488,6.13,1152,0,-27.065154951037634,1,55.679697159999996,38.99847762608155,,
,,,,,,,,6938,0.0003,97,59,117,11,56.3,52.91104290785777,0,-0.25594836,6.2,1156,0,-52.91104290785777,1,56.324759429999986,80.14091672001501,,
,,,,,,,,6956,0.0003,97,59,117,11,54.9,22.52738960834707,0,-0.35794407,6.05,1160,0,-22.52738960834707,1,54.94542125999998,30.898502653141655,,
,,,,,,,,6979,0.0003,97,59,117,11,54.6,40.09368480028313,0,-0.32758316,6.01,1164,0,-40.09368480028313,1,54.567759399999986,60.79633830489153,,
,,,,,,,,7006,0.0003,100,58,120,11,53.9,26.945930737570297,0,-0.27971295,5.94,1168,0,-26.945930737570297,1,53.91236945,35.73561041752049,,
,,,,,,,,7031,0.0003,100,58,120,11,54.4,27.003716755643893,0,-0.4536627,5.99,1172,0,-27.003716755643893,1,54.37648196999998,36.25292334942281,,
,,,,,,,,7059,0.0003,100,58,120,12,54.9,40.04893087240821,0,-0.28026283,6.05,1176,0,-40.04893087240821,1,54.93894600000001,57.86288845540899,,
,,,,,,,,7084,0.0003,100,58,120,12,55.0,31.46542552794924,0,-0.241111,6.05,1180,0,-31.46542552794924,1,54.95181999999999,44.23919063628571,,
,,,,,,,,7111,0.0003,103,57,123,12,54.6,31.24377431475097,0,-0.3219582,6.01,1184,0,-31.24377431475097,1,54.58001069000001,42.902886556741144,,
,,,,,,,,7139,0.0003,103,57,123,12,54.5,66.18254778221537,0,-0.40468577,6.0,1188,0,-66.18254778221537,1,54.48577086,105.14725651610082,,
,,,,,,,,7159,0.0003,103,57,123,12,54.2,27.150310453883634,0,-0.46044055,5.97,1192,0,-27.150310453883634,1,54.219390039999986,38.322017865476155,,
,,,,,,,,7193,0.0003,103,58,123,12,55.6,49.190870416865,0,-0.27450842,6.12,1196,0,-49.190870416865,1,55.62714156000001,69.34717114134212,,
,,,,,,,,7219,0.0003,106,56,126,12,55.7,44.419608714880034,0,-0.23215097,6.13,1200,0,-44.419608714880034,1,55.7209782,66.91040139587916,,
,,,,,,,,7241,0.0003,106,57,126,12,55.2,26.72734043534903,0,-0.36832517,6.08,1204,0,-26.72734043534903,1,55.24947639000001,37.13627002243442,,
,,,,,,,,7265,0.0003,106,57,127,12,55.6,44.100487805260734,0,-0.17721224,6.12,1208,0,-44.100487805260734,1,55.62643727,67.97917058290446,,
,,,,,,,,7287,0.0003,106,57,127,12,55.4,44.32709229459749,0,-0.19956619,6.1,1212,0,-44.32709229459749,1,55.43630896000001,69.57296090263965,,
,,,,,,,,7314,0.0003,109,56,130,12,55.5,31.39369601385989,0,-0.4161694,6.11,1216,0,-31.39369601385989,1,55.53081953000001,43.06857629064867,,
,,,,,,,,7334,0.0003,109,56,130,12,55.1,31.386700118118355,0,-0.29723498,6.06,1220,0,-31.386700118118355,1,55.064175589999984,46.337496632010414,,
,,,,,,,,7358,0.0003,109,56,130,12,55.1,26.672071415217307,0,-0.43461657,6.06,1224,0,-26.672071415217307,1,55.05180369,36.294961906140045,,
,,,,,,,,7378,0.0003,109,56,130,12,54.3,22.11645942170162,0,-0.2637828,5.98,1228,0,-22.11645942170162,1,54.31453324,30.003222717494122,,
,,,,,,,,7408,0.0003,112,55,133,12,55.2,52.987794293019675,0,-0.37327033,6.07,1232,0,-52.987794293019675,1,55.15255151,79.2106229615431,,
,,,,,,,,7445,0.0003,112,55,133,12,56.7,31.36063739760793,0,-0.37613463,6.24,1236,0,-31.36063739760793,1,56.73431998,38.949327304629534,,
,,,,,,,,7472,0.0003,112,55,133,12,56.9,31.445640026796585,0,-0.3919429,6.26,1240,0,-31.445640026796585,1,56.92369239,43.18299225286726,,
,,,,,,,,7495,0.0003,112,56,133,12,56.9,22.46473230632501,0,-0.458189,6.26,1244,0,-22.46473230632501,1,56.91703767999999,29.204146201234618,,
,,,,,,,,7520,0.0003,115,54,136,12,57.2,26.794968286032777,0,-0.4378365,6.29,1248,0,-26.794968286032777,1,57.200272639999994,36.01426983063263,,
,,,,,,,,7544,0.0003,115,55,136,12,57.8,35.67670547231658,0,-0.43089682,6.35,1252,0,-35.67670547231658,1,57.750620609999984,52.02952507421302,,
,,,,,,,,7563,0.0003,115,55,136,12,56.8,26.925482152103303,0,-0.43627706,6.25,1256,0,-26.925482152103303,1,56.823582859999995,38.48161506644172,,
,,,,,,,,7582,0.0003,115,55,136,12,56.9,26.97452192238465,0,-0.3042898,6.26,1260,0,-26.97452192238465,1,56.92140705999999,38.752749732011,,
,,,,,,,,7609,0.0003,118,54,140,12,57.3,40.16300273034936,0,-0.25515053,6.3,1264,0,-40.16300273034936,1,57.29852451000001,58.42050838602924,,
,,,,,,,,7629,0.0003,118,54,140,12,56.7,31.29837362168395,0,-0.15828376,6.23,1268,0,-31.29837362168395,1,56.6609087,46.4972643956667,,
,,,,,,,,7649,0.0003,118,54,140,13,56.2,30.89339084336564,0,-0.2622435,6.18,1272,0,-30.89339084336564,1,56.188686530000005,45.8622120277261,,
,,,,,,,,7672,0.0003,118,54,140,13,55.7,31.46020101522493,0,-0.4101381,6.13,1276,0,-31.46020101522493,1,55.72964069999999,44.9099852941736,,
,,,,,,,,7696,0.0003,118,54,140,13,55.6,22.71465461801082,0,-0.44701338,6.12,1280,0,-22.71465461801082,1,55.63810548000001,29.2217224067387,,
,,,,,,,,7722,0.0003,121,53,143,13,55.5,35.320667254854406,0,-0.20793602,6.11,1284,0,-35.320667254854406,1,55.53226613999999,50.84077082161632,,
,,,,,,,,7754,0.0003,121,54,143,13,55.9,31.328340044221534,0,-0.38495278,6.15,1288,0,-31.328340044221534,1,55.89850429000001,40.979059400959514,,
,,,,,,,,7775,0.0003,121,54,143,13,56.0,31.191688118596215,0,-0.30514055,6.16,1292,0,-31.191688118596215,1,55.980993670000004,45.61132785220654,,
,,,,,,,,7796,0.0003,121,54,143,13,54.8,31.317333346447295,0,-0.16795345,6.03,1296,0,-31.317333346447295,1,54.77025549000001,45.86870347119171,,
,,,,,,,,7824,0.0003,124,53,146,13,54.9,22.56108585083571,0,-0.31809318,6.05,1300,0,-22.56108585083571,1,54.94561973,28.072838392639067,,
,,,,,,,,7845,0.0003,124,53,146,13,54.9,22.668803754568096,0,-0.46111447,6.04,1304,0,-22.668803754568096,1,54.869242400000005,29.980368848206133,,
,,,,,,,,7874,0.0003,124,53,146,13,55.3,26.948108277818942,0,-0.4143482,6.09,1308,0,-26.948108277818942,1,55.336891509999994,34.79764674854621,,
,,,,,,,,7894,0.0003,124,53,147,13,55.1,31.211227138494507,0,-0.40743575,6.07,1312,0,-31.211227138494507,1,55.14992577000001,46.041249368927275,,
,,,,,,,,7914,0.0003,128,52,150,13,54.5,35.43701683866701,0,-0.21449254,6.0,1316,0,-35.43701683866701,1,54.49752743000002,54.18692480689899,,
,,,,,,,,7939,0.0003,128,52,150,13,55.0,35.677759794756575,0,-0.3165647,6.05,1320,0,-35.677759794756575,1,54.962206640000005,51.73733322316424,,
,,,,,,,,7963,0.0003,128,52,150,13,55.0,26.98510669664129,0,-0.44830227,6.05,1324,0,-26.98510669664129,1,54.97315709,36.616486402828166,,
,,,,,,,,7991,0.0003,128,53,150,13,55.7,44.46202346623745,0,-0.18906572,6.13,1328,0,-44.46202346623745,1,55.724825490000015,65.60692948993176,,
,,,,,,,,8018,0.0003,131,52,153,13,55.5,44.4216378712182,0,-0.22537963,6.1,1332,0,-44.4216378712182,1,55.45327006,66.07583957096602,,
,,,,,,,,8039,0.0003,131,52,153,13,54.0,26.9858592404879,0,-0.469697,5.94,1336,0,-26.9858592404879,1,53.96044059,37.749670216415616,,
,,,,,,,,8062,0.0003,131,52,153,13,53.6,30.963643801337653,0,-0.24572866,5.9,1340,0,-30.963643801337653,1,53.588543210000005,44.53052801975284,,
,,,,,,,,8084,0.0003,131,52,154,13,53.5,26.793437655078993,0,-0.30767345,5.89,1344,0,-26.793437655078993,1,53.49703508,37.34925302455374,,
,,,,,,,,8110,0.0003,133,51,156,13,53.6,22.342114577271165,0,-0.46084046,5.9,1348,0,-22.342114577271165,1,53.582242140000005,28.198842940176917,,
,,,,,,,,8139,0.0003,133,51,156,13,54.1,40.01911434487125,0,-0.22464892,5.95,1352,0,-40.01911434487125,1,54.056054059999994,57.287502313812546,,
,,,,,,,,8161,0.0003,133,51,157,13,54.3,22.387591019436595,0,-0.36816245,5.98,1356,0,-22.387591019436595,1,54.337310460000005,29.498060928601507,,
,,,,,,,,8187,0.0003,133,52,157,13,55.0,44.226197283091864,0,-0.26664156,6.05,1360,0,-44.226197283091864,1,54.98157711999998,66.72565883451584,,
,,,,,,,,8212,0.0003,137,51,160,13,54.8,35.98763071541558,0,-0.4121604,6.03,1364,0,-35.98763071541558,1,54.7891247,51.92512928352388,,
,,,,,,,,8235,0.0003,137,51,160,13,55.1,31.225031930386432,0,-0.24231666,6.06,1368,0,-31.225031930386432,1,55.06733852999999,44.907018268531296,,
,,,,,,,,8258,0.0003,137,51,160,13,55.4,26.803715036154422,0,-0.31513315,6.09,1372,0,-26.803715036154422,1,55.353301509999994,36.97012377091865,,
,,,,,,,,8278,0.0003,137,51,160,13,55.1,26.496106198499735,0,-0.29736274,6.06,1376,0,-26.496106198499735,1,55.06941174000001,37.811115560517635,,
,,,,,,,,8301,0.0003,140,50,164,14,55.0,26.897303947466412,0,-0.20411047,6.05,1380,0,-26.897303947466412,1,54.97162563,37.23306719702864,,
,,,,,,,,8318,0.0003,140,50,164,14,54.2,27.139779727650755,0,-0.4574755,5.96,1384,0,-27.139779727650755,1,54.15570661000001,39.567548999091585,,
,,,,,,,,8344,0.0003,140,50,164,14,53.6,31.278334115444988,0,-0.16896355,5.9,1388,0,-31.278334115444988,1,53.59906163999999,43.72505956674138,,
,,,,,,,,8370,0.0003,140,50,164,14,54.1,26.576542603818655,0,-0.33751473,5.95,1392,0,-26.576542603818655,1,54.062492519999985,35.548764201000594,,
,,,,,,,,8393,0.0003,140,51,164,14,54.3,22.523406064330302,0,-0.43150276,5.97,1396,0,-22.523406064330302,1,54.25068479000001,29.276890175217734,,
,,,,,,,,8417,0.0003,144,50,167,14,53.9,26.589146933205047,0,-0.40597564,5.93,1400,0,-26.589146933205047,1,53.86820006,36.186767920568556,,
,,,,,,,,8446,0.0003,144,50,167,14,54.6,22.521101963109814,0,-0.34336853,6.01,1404,0,-22.521101963109814,1,54.610176179999996,27.65732382132648,,
,,,,,,,,8476,0.0003,144,50,168,14,54.7,48.3988167701434,0,-0.30380076,6.02,1408,0,-48.3988167701434,1,54.68866891,71.27784855946852,,
,,,,,,,,8495,0.0003,144,50,168,14,54.6,26.821720453238463,0,-0.28953755,6.01,1412,0,-26.821720453238463,1,54.59399733999998,38.56092905556132,,
,,,,,,,,8521,0.0003,147,49,171,14,55.2,31.11327495230925,0,-0.29205558,6.07,1416,0,-31.11327495230925,1,55.15212801,43.461252189865384,,
,,,,,,,,8549,0.0003,147,49,171,14,55.4,26.983653392881898,0,-0.33251747,6.1,1420,0,-26.983653392881898,1,55.43259268,35.361316804715855,,
,,,,,,,,8576,0.0003,147,49,171,14,55.7,35.74383252330916,0,-0.2923469,6.13,1424,0,-35.74383252330916,1,55.71304886,50.80367342867982,,
,,,,,,,,8598,0.0003,147,50,171,14,55.1,30.83169478405402,0,-0.25686958,6.07,1428,0,-30.83169478405402,1,55.133267829999994,44.78455591004974,,
,,,,,,,,8619,0.0003,150,49,175,14,54.6,26.854405441139164,0,-0.42992792,6.01,1432,0,-26.854405441139164,1,54.57458834999999,37.678767199215244,,
,,,,,,,,8650,0.0003,150,49,175,14,55.5,26.657805776295476,0,-0.21632628,6.11,1436,0,-26.657805776295476,1,55.50002250999999,34.11185631799439,,
,,,,,,,,8669,0.0003,150,49,175,14,55.1,26.932958163225322,0,-0.49253005,6.07,1440,0,-26.932958163225322,1,55.12509509999999,38.39323589136282,,
,,,,,,,,8695,0.0003,150,49,175,14,55.5,48.50252897333338,0,-0.29032296,6.11,1444,0,-48.50252897333338,1,55.49587281,74.46430026099107,,
,,,,,,,,8720,0.0003,154,48,178,14,55.4,31.18265918696407,0,-0.42184106,6.1,1448,0,-31.18265918696407,1,55.39684176000001,43.734937770915494,,
,,,,,,,,8747,0.0003,154,48,179,14,55.2,40.04600685494405,0,-0.2054431,6.08,1452,0,-40.04600685494405,1,55.208573830000006,58.4750408253168,,
,,,,,,,,8773,0.0003,154,48,179,14,55.6,39.98508463096853,0,-0.1247245,6.12,1456,0,-39.98508463096853,1,55.58031246999999,59.03350705679787,,
,,,,,,,,8796,0.0003,154,49,179,14,55.3,26.643605051720307,0,-0.32605034,6.09,1460,0,-26.643605051720307,1,55.29372999999999,36.81294191002352,,
,,,,,,,,8822,0.0003,157,48,182,14,55.4,39.768072022784814,0,-0.19219542,6.1,1464,0,-39.768072022784814,1,55.39083693,58.84604945874267,,
,,,,,,,,8840,0.0003,157,48,182,14,54.9,22.60257434829818,0,-0.4717743,6.05,1468,0,-22.60257434829818,1,54.91968859999999,30.872693616707963,,
,,,,,,,,8864,0.0003,157,48,182,14,55.0,22.346049382520555,0,-0.46083,6.06,1472,0,-22.346049382520555,1,55.004615560000005,28.73433407915463,,
,,,,,,,,8888,0.0003,157,48,182,15,55.4,31.305331660230966,0,-0.27661622,6.1,1476,0,-31.305331660230966,1,55.3762853,44.416398126689536,,
,,,,,,,,8912,0.0003,161,47,186,15,55.5,31.160180511254282,0,-0.4366237,6.11,1480,0,-31.160180511254282,1,55.46598854,44.090924191962166,,
,,,,,,,,8938,0.0003,161,47,186,15,56.3,31.343981207072613,0,-0.11877591,6.2,1484,0,-31.343981207072613,1,56.29470139000002,43.762371821877174,,
,,,,,,,,8964,0.0003,161,48,186,15,56.3,26.930903648438765,0,-0.28768444,6.2,1488,0,-26.930903648438765,1,56.302768050000005,36.07578485709598,,
,,,,,,,,8986,0.0003,161,48,186,15,55.9,38.79493214347485,0,-0.2261715,6.16,1492,0,-38.79493214347485,1,55.92716207,60.32322849209495,,
,,,,,,,,9017,0.0003,164,47,190,15,56.7,27.043130469513027,0,-0.30827984,6.24,1496,0,-27.043130469513027,1,56.66416864999999,34.35514479800176,,
,,,,,,,,9041,0.0003,164,47,190,15,56.7,44.1850079423565,0,-0.2407853,6.24,1500,0,-44.1850079423565,1,56.67429719999999,68.04436843321452,,
,,,,,,,,9068,0.0003,164,47,190,15,56.5,35.77128609491653,0,-0.20406951,6.22,1504,0,-35.77128609491653,1,56.48841668000001,50.873236882059864,,
,,,,,,,,9091,0.0003,164,47,190,15,55.8,22.4834439926728,0,-0.3894186,6.15,1508,0,-22.4834439926728,1,55.84827977999999,29.262269592541458,,
,,,,,,,,9113,0.0003,168,46,194,15,56.1,44.360917098625016,0,-0.3540892,6.18,1512,0,-44.360917098625016,1,56.13266555,69.4465779980851,,
,,,,,,,,9134,0.0003,168,46,194,15,55.7,27.12165260578545,0,-0.45752376,6.13,1516,0,-27.12165260578545,1,55.67163979,37.941808799936815,,
,,,,,,,,9153,0.0003,168,47,194,15,54.8,22.551725813391116,0,-0.34363645,6.04,1520,0,-22.551725813391116,1,54.84434687000001,30.640378240894762,,
,,,,,,,,9176,0.0003,168,47,194,15,54.5,22.40208609536103,0,-0.47931126,6.0,1524,0,-22.40208609536103,1,54.47449463,29.13141825317806,,
,,,,,,,,9206,0.0003,172,46,198,15,55.2,53.080040983745874,0,-0.25543562,6.08,1528,0,-53.080040983745874,1,55.22746933999999,79.40347005423425,,
,,,,,,,,9236,0.0003,172,46,198,15,56.1,35.19752849030299,0,-0.38064674,6.17,1532,0,-35.19752849030299,1,56.052603530000006,48.70253191818457,,
