#{"t_start": 1651837443.009346, "env_id": "Walker2d-v3"}
r,l,t
5.160672,15,6.240512
4.592955,31,6.274218
9.991903,19,6.297108
-3.419569,22,6.319626
-2.287041,17,6.605296
12.128264,24,6.629851
-2.954526,13,6.645945
5.361001,23,6.669134
6.871893,22,6.706333
-6.946627,20,6.750871
4.388394,25,6.77689
2.061703,30,6.806675
0.593339,15,6.82721
-6.680316,8,6.838587
1.456776,16,6.854638
6.152313,22,6.911935
-9.432365,22,6.936009
-7.015598,18,6.955726
-1.606878,10,6.968411
0.831897,12,6.981268
-2.218919,12,6.995934
6.002592,31,7.068264
11.672168,33,7.102416
0.652705,13,7.120568
6.332839,23,7.145284
4.773695,18,7.227119
-2.370609,12,7.242589
-0.347076,13,7.256815
-1.291783,15,7.27527
-0.781107,13,7.290066
6.347796,31,7.320021
-2.406385,32,7.414215
4.012187,15,7.434903
-4.269945,15,7.452237
0.560795,12,7.467145
1.75537,12,7.481256
-6.628879,13,7.496196
-6.045391,24,7.582822
0.987058,18,7.602819
0.487086,15,7.620101
-0.513707,23,7.643717
-1.123214,15,7.661644
7.419886,21,7.756102
2.061414,21,7.776781
2.564477,15,7.796009
-0.919411,22,7.819469
12.493463,27,7.85236
-6.974107,21,7.975567
5.129677,18,8.002916
0.684121,14,8.020725
1.63043,15,8.039602
5.554457,18,8.067542
12.612896,29,8.209615
-2.27946,14,8.228932
-7.244185,21,8.252369
-4.206615,16,8.271899
0.716376,15,8.291636
0.08365,30,8.43559
1.805602,21,8.465839
-1.223475,13,8.485015
4.03902,30,8.517277
4.422874,16,8.540442
4.073642,13,8.676779
1.340132,19,8.696609
7.435667,18,8.718032
3.019732,18,8.737999
-2.938665,25,8.762968
0.195621,17,8.783612
0.130297,13,8.909235
2.368654,12,8.922041
7.629985,34,8.953613
1.716419,17,8.976272
5.10327,14,8.993119
3.329755,23,9.138502
-0.372941,26,9.166313
2.950601,26,9.193682
-1.351613,11,9.209938
3.955386,27,9.405132
1.448274,14,9.43635
-2.269816,24,9.474249
2.317888,14,9.500391
3.453685,19,9.527981
13.839681,29,9.75711
1.025386,19,9.788546
4.684585,30,9.83461
3.800929,16,9.863156
1.614638,25,9.899679
-1.04694,33,10.147757
6.290305,21,10.18228
2.427128,19,10.213096
-1.561386,23,10.248116
7.338155,19,10.496221
-0.531005,10,10.516256
5.131293,16,10.540929
0.527057,16,10.567722
-0.792282,13,10.590611
3.165899,20,10.620883
0.168721,10,10.640304
2.489912,21,10.918666
6.644175,35,10.996114
-1.620562,11,11.032909
11.813492,39,11.075738
-3.884816,10,11.278145
5.087158,24,11.301643
3.319885,17,11.324981
-2.713217,17,11.348326
-2.723208,12,11.363388
-1.464937,27,11.597383
3.499936,37,11.639811
-1.249077,10,11.657417
-1.561378,31,11.690215
2.4284,15,11.710616
9.931104,20,11.917935
10.142326,27,11.944315
2.648269,13,11.961194
-1.521993,9,11.972095
1.23015,16,11.98973
-0.94761,30,12.212416
1.568673,23,12.237762
4.35812,14,12.25532
22.372525,34,12.288283
-1.058986,12,12.306027
0.712649,15,12.527567
-2.17466,11,12.54069
2.054879,17,12.560868
-3.806678,17,12.578079
-0.214925,13,12.594077
1.143987,15,12.60971
12.175432,33,12.853415
10.151275,24,12.879898
2.361609,15,12.897235
2.900039,12,12.911268
6.026092,22,12.93495
-3.512882,33,13.189832
8.822721,41,13.23218
3.048505,21,13.258302
2.365602,39,13.52721
2.104181,18,13.550122
3.336861,36,13.58488
-4.542994,14,13.604629
-5.879217,14,13.85595
-1.101439,15,13.873666
5.221974,18,13.895773
7.66952,20,13.920223
6.047817,19,13.946666
0.734398,11,13.962465
9.280559,22,14.269553
6.439911,17,14.292955
20.938719,32,14.327472
0.123099,18,14.355799
-9.406197,21,14.378436
-0.860384,13,14.677662
5.19344,23,14.701815
-3.906959,18,14.721147
-1.501193,14,14.73775
1.087591,13,14.752233
-5.183894,13,14.767745
