eval_eplenmean,eval_qs,eval mean 100 episode reward,eval_qs_difference,eval_ep_rewmean,total timesteps,eval_abs_qs_difference,eval_time_elapsed,eval_discount_q,time_elapsed,qs_mean,discount_q,act_time,episodes,train_time,qs_abs_difference,fps,mean 100 episode reward,update_time,current_lr,qs_difference,ep_rewmean,env_time,eplenmean,n_updates,q_grad_norm,qfs_loss
,,,,,2422,,,,6,0.42649907,-1.0253116432715887,0,124,0,3.1607633949054663,346,1.9,3,0.0003,3.1607633949054663,1.9479428699999999,2,19.49,0,,
,,,,,2484,,,,7,0.42204,0.8045914172891854,0,128,0,1.4094782685460532,352,1.9,3,0.0003,1.3120390211788566,1.8558270099999998,2,19.45,0,,
,,,,,2568,,,,7,0.3184283,1.3663151737739745,0,132,0,0.6109766200343154,349,2.1,3,0.0003,-0.606708136994754,2.1130253499999996,2,19.38,0,,
,,,,,2685,,,,7,0.47708994,1.2549755951574533,0,136,0,2.099017092156876,348,2.2,3,0.0003,1.4868627911042382,2.23628564,2,20.01,0,,
,,,,,2792,,,,8,0.5010994,-1.635322366509494,0,140,0,3.5042993329756564,347,2.4,3,0.0003,3.5042993329756564,2.3809234,2,20.38,0,,
,,,,,2859,,,,8,0.43290582,4.39992734279238,0,144,0,2.98485798789707,341,2.4,4,0.0003,-2.98485798789707,2.36158799,2,20.25,0,,
,,,,,2928,,,,8,0.3218104,3.6226692138414074,0,148,0,2.2126323516656274,335,2.5,4,0.0003,-1.9817508914805861,2.51497062,2,20.09,0,,
,,,,,3012,,,,9,0.40698674,-0.36273918908675495,0,152,0,1.386513265423255,330,2.5,4,0.0003,1.386513265423255,2.4929361400000003,2,20.28,0,,
,,,,,3080,,,,9,0.36813715,0.7324649145395788,0,156,0,1.95050136777144,335,2.5,4,0.0003,1.6969459052606657,2.51283857,3,20.16,0,,
,,,,,3129,,,,9,0.29295206,-0.4070751277618003,0,160,0,3.2484830290460214,329,2.4,4,0.0003,3.2484830290460214,2.4371984,3,19.86,0,,
,,,,,3197,,,,9,0.4423162,0.21091954454388168,0,164,0,1.0957885522229165,333,2.3,4,0.0003,-0.232345271294901,2.3060182300000003,3,19.76,0,,
,,,,,3278,,,,10,0.28043878,4.31248064224545,0,168,0,3.6503973412257467,324,2.3,5,0.0003,-3.624959200009383,2.3060535599999996,3,19.79,0,,
,,,,,3352,,,,10,0.4879247,0.6300611273565637,0,172,0,0.9998579355602105,316,2.2,5,0.0003,0.9333975542364615,2.19853297,3,19.77,0,,
,,,,,3466,,,,11,0.37117115,10.088583320665027,0,176,0,9.295196363857979,310,2.6,6,0.0003,-9.295196363857979,2.5965065700000003,3,20.02,0,,
,,,,,3552,,,,11,0.4946289,1.1789210518208157,0,180,0,1.9108920160113114,305,2.8,6,0.0003,1.613430710778562,2.75362004,3,20.12,0,,
,,,,,3647,,,,12,0.26407254,1.0109579842942444,0,184,0,0.8177382886393161,301,2.5,6,0.0003,0.550362263191608,2.51601127,3,20.26,0,,
,,,,,3728,,,,12,0.47949323,-1.2769601662369774,0,188,0,3.345649214279125,298,2.5,7,0.0003,3.345649214279125,2.50008802,3,20.03,0,,
,,,,,3847,,,,12,0.3048378,0.11231829069048775,0,192,0,2.7369268889098084,297,2.5,7,0.0003,2.7136321501454455,2.5308495200000003,3,20.4,0,,
,,,,,3927,,,,13,0.59427613,-2.056087135979411,0,196,0,3.7340268738261244,294,2.6,7,0.0003,3.7340268738261244,2.560399120000001,3,20.65,0,,
,,,,,3996,,,,13,0.32041135,2.8647754556127776,0,200,0,1.9406912583284919,297,2.5,7,0.0003,-1.9406912583284919,2.5303009600000004,3,20.48,0,,
,,,,,4070,,,,13,0.26789922,1.1028932297102754,0,204,0,1.2291119916369586,293,2.4,8,0.0003,0.818657347814027,2.40191461,3,20.38,0,,
,,,,,4180,,,,14,0.46280473,0.1281508781284828,0,208,0,5.331417115518132,292,2.5,8,0.0003,5.331417115518132,2.53817831,4,20.75,0,,
,,,,,4242,,,,14,0.30420512,2.323609098353979,0,212,0,1.0814101772341453,287,2.6,8,0.0003,-0.8789828520156634,2.6154092599999994,4,20.44,0,,
,,,,,4343,,,,15,0.25884172,-1.0580576681731637,0,216,0,1.5468792253825596,284,2.5,9,0.0003,1.5468792253825596,2.5323511,4,20.76,0,,
,,,,,4453,,,,15,0.39638624,3.3316419088457705,0,220,0,6.0869314172032505,280,2.6,9,0.0003,4.401575164943195,2.55686886,4,21.03,0,,
,,,,,4540,,,,16,0.40521082,1.7880690323637607,0,224,0,0.9731423222384807,274,2.5,10,0.0003,-0.9222679066145696,2.47508866,4,21.18,0,,
,,,,,4613,,,,17,0.43723157,-1.3039708735220938,0,228,0,3.6933751020311245,268,2.6,10,0.0003,3.6933751020311245,2.63201316,4,21.29,0,,
,,,,,4705,,,,17,0.36310557,-0.10379910429079776,0,232,0,3.4343872207273147,265,2.5,11,0.0003,3.4343872207273147,2.5469173300000003,4,21.37,0,,
,,,,,4797,,,,17,0.31763756,1.906848807295545,0,236,0,2.6544693679463283,269,2.5,11,0.0003,-2.6544693679463283,2.4544747,4,21.12,0,,
,,,,,4870,,,,18,0.47844696,-2.2378061511408927,0,240,0,5.0597223384728585,265,2.3,11,0.0003,5.0597223384728585,2.3358195200000007,4,20.78,0,,
,,,,,4944,,,,18,0.2252064,9.387876649213911,0,244,0,5.783796981638222,262,2.3,11,0.0003,-2.8828386968164903,2.3236773700000004,4,20.85,0,,
,,,,,5065,,,,19,0.38042462,1.7790370781288545,0,248,0,2.344479221618271,261,2.4,12,0.0003,0.8906449659028677,2.3936338,4,21.37,0,,
,,,,,5150,,,,19,0.5351367,-0.6935446695442815,0,252,0,2.6939208524896925,259,2.3,12,0.0003,2.6939208524896925,2.28770705,4,21.38,0,,
,,,,,5261,,,,20,0.46776488,0.6805740868298626,0,256,0,4.631127177736704,257,2.3,13,0.0003,4.570159055029249,2.3069357299999997,5,21.81,0,,
,,,,,5326,,,,20,0.5838367,-3.040417828588543,0,260,0,4.695294107403204,253,2.3,13,0.0003,4.695294107403204,2.3082137099999995,5,21.97,0,,
,,,,,5404,,,,21,0.5289406,-1.0637944757720756,0,264,0,3.125810003535484,250,2.4,14,0.0003,3.125810003535484,2.36316293,5,22.07,0,,
,,,,,5527,,,,22,0.46253714,-1.5293509753206158,0,268,0,4.580389198207662,246,2.3,14,0.0003,4.580389198207662,2.2583410399999995,5,22.49,0,,
,,,,,5582,,,,22,0.3517909,-0.42173888019680694,0,272,0,3.650974655720744,247,2.3,14,0.0003,3.650974655720744,2.29024737,5,22.3,0,,
,,,,,5669,,,,23,0.42527804,-0.9127757994884492,0,276,0,1.9452279214413022,244,2.1,15,0.0003,1.9452279214413022,2.06143085,5,22.03,0,,
,,,,,5732,,,,23,0.44376928,-0.28445460856054433,0,280,0,2.1557829037952914,240,1.9,15,0.0003,2.1557829037952914,1.87819101,5,21.8,0,,
,,,,,5822,,,,24,0.5673105,4.734684668978004,0,284,0,3.63546232418762,238,2.1,16,0.0003,-3.6301218705924305,2.1062595999999996,5,21.75,0,,
,,,,,5906,,,,25,0.21069677,8.22121139043683,0,288,0,4.496472607442711,236,2.2,16,0.0003,-3.5463488166118635,2.2284046799999997,5,21.78,0,,
,,,,,5975,,,,25,0.47342864,-0.22523464225518242,0,292,0,1.6387104402440897,238,2.0,16,0.0003,1.6387104402440897,1.9887836299999997,5,21.28,0,,
,,,,,6066,,,,25,0.3039509,-0.8887012609427907,0,296,0,2.6989881019062265,236,2.1,17,0.0003,2.6989881019062265,2.14293202,5,21.39,0,,
,,,,,6197,,,,26,0.547603,1.4753556512900252,0,300,0,2.397961837506106,235,2.3,17,0.0003,1.6235476795613153,2.27816066,5,22.01,0,,
,,,,,6261,,,,26,0.43431783,5.376363630823768,0,304,0,3.2597017795257037,232,2.4,18,0.0003,-3.1745844745641563,2.42533128,5,21.91,0,,
,,,,,6324,,,,27,0.26458046,-1.1641058088908705,0,308,0,1.7370924637291487,228,2.3,19,0.0003,1.7370924637291487,2.27574756,5,21.44,0,,
,,,,,6409,,,,28,0.48453993,-2.28339082543038,0,312,0,6.1093245296352165,224,2.0,19,0.0003,6.1093245296352165,2.02194049,6,21.67,0,,
,,,,,6478,,,,28,0.38856018,0.45098667951893645,0,316,0,1.7964795187537703,225,1.9,19,0.0003,1.735792786338845,1.8954543700000002,6,21.35,0,,
,,,,,6558,,,,29,0.4888971,-0.8214037932099661,0,320,0,2.4964787382639835,223,2.0,20,0.0003,2.4964787382639835,2.0010003700000003,6,21.05,0,,
,,,,,6625,,,,30,0.48560685,0.15790131834018412,0,324,0,1.588075059298523,220,1.9,21,0.0003,1.4241893204521527,1.8650892800000003,6,20.85,0,,
,,,,,6675,,,,30,0.35487872,2.13019138781795,0,328,0,1.6726005718560202,221,1.8,21,0.0003,0.8547381567587624,1.75692648,6,20.62,0,,
,,,,,6750,,,,30,0.40183216,1.1038051858419298,0,332,0,0.8888656500802297,219,1.6,21,0.0003,0.5856856816661673,1.6039217000000001,6,20.45,0,,
,,,,,6815,,,,31,0.53355247,-1.5482949002612398,0,336,0,3.170702823447041,217,1.5,22,0.0003,3.170702823447041,1.4776916300000003,6,20.18,0,,
,,,,,6928,,,,32,0.29912964,2.109130718741746,0,340,0,2.7762518238135283,216,1.9,22,0.0003,1.4228060927194008,1.8548319800000002,6,20.58,0,,
,,,,,7011,,,,32,0.5459763,2.442968530441306,0,344,0,1.4554665722499955,213,1.9,23,0.0003,-1.442606560599127,1.9039130000000002,6,20.67,0,,
,,,,,7109,,,,33,0.25906914,0.7738647743334552,0,348,0,0.5181357002147584,211,1.7,24,0.0003,0.25152048499272045,1.6900109099999998,6,20.44,0,,
,,,,,7164,,,,33,0.43856117,-1.3661038804729118,0,352,0,2.7511030637305005,212,1.6,24,0.0003,2.7511030637305005,1.62647189,6,20.14,0,,
,,,,,7216,,,,34,0.46068594,-0.45025481159129616,0,356,0,3.2904360207583747,208,1.6,24,0.0003,3.2904360207583747,1.62360609,6,19.55,0,,
,,,,,7286,,,,34,0.46997553,-1.3372651752790208,0,360,0,6.198127591271428,209,1.6,24,0.0003,6.198127591271428,1.61457088,6,19.6,0,,
,,,,,7383,,,,35,0.38592818,4.801834847873397,0,364,0,3.759901061458662,208,1.6,25,0.0003,-1.0922881574330663,1.6343423499999998,6,19.79,0,,
,,,,,7473,,,,36,0.3644841,1.3714226615736411,0,368,0,0.9539905007552713,206,1.9,26,0.0003,-0.9539905007552713,1.88415312,7,19.46,0,,
,,,,,7560,,,,36,0.45322952,-0.25498842465422433,0,372,0,3.1875630065146026,204,2.1,26,0.0003,3.1875630065146026,2.05785156,7,19.78,0,,
,,,,,7640,,,,37,0.492096,1.0410797874231088,0,376,0,1.1932462918633722,203,1.7,27,0.0003,0.8457190619206514,1.7408118900000003,7,19.71,0,,
,,,,,7720,,,,38,0.2942316,2.6396679801516947,0,380,0,1.6629674851439438,201,1.8,27,0.0003,-1.6629674851439438,1.8376640900000003,7,19.88,0,,
,,,,,7806,,,,39,0.4347806,0.6751841138590648,0,384,0,0.7276544597290405,199,1.6,28,0.0003,0.33497086704337553,1.59310908,7,19.84,0,,
,,,,,7912,,,,39,0.48539883,4.468791618536953,0,388,0,4.215367998471705,198,1.6,29,0.0003,-3.7236972839226494,1.6423505899999997,7,20.06,0,,
,,,,,8031,,,,41,0.54134417,-0.6309082972932497,0,392,0,3.1045987960600274,195,1.7,30,0.0003,3.1045987960600274,1.7455707899999993,7,20.56,0,,
,,,,,8101,,,,42,0.37048963,2.632448266315334,0,396,0,4.14285945271777,192,1.5,31,0.0003,2.961242092930046,1.50580946,7,20.35,0,,
,,,,,8183,,,,42,0.4899816,2.5362231940637816,0,400,0,1.4091767919842317,193,1.3,31,0.0003,-1.381953973928728,1.2810960299999998,7,19.86,0,,
,,,,,8270,,,,42,0.3153659,10.093289388659409,0,404,0,6.855798695712297,192,1.3,31,0.0003,-6.6962352243389,1.3161782999999998,7,20.09,0,,
,,,,,8377,,,,43,0.33111137,4.9633369180958855,0,408,0,7.596778916719468,191,1.6,32,0.0003,-7.596778916719468,1.6399997199999996,7,20.53,0,,
,,,,,8468,,,,44,0.46948624,4.512208766328108,0,412,0,2.2332610321952098,190,1.8,33,0.0003,-2.1306337604229193,1.7819072399999998,7,20.59,0,,
,,,,,8543,,,,45,0.46045348,0.25339929634331476,0,416,0,0.826329609170001,188,1.8,34,0.0003,0.790521295227873,1.80137522,8,20.65,0,,
,,,,,8625,,,,46,0.3667892,1.6111096687848547,0,420,0,1.7084994881676534,186,1.7,34,0.0003,0.9411326075102314,1.711163,8,20.67,0,,
,,,,,8729,,,,47,0.33659497,0.7062955845671137,0,424,0,0.5345664523851724,183,2.0,35,0.0003,-0.14782412485285137,1.9556244699999996,8,21.04,0,,
,,,,,8810,,,,48,0.40072098,-2.427906541054438,0,428,0,5.736001306281681,182,1.9,36,0.0003,5.736001306281681,1.90765447,8,21.35,0,,
,,,,,8881,,,,48,0.4337029,0.06773068706570216,0,432,0,2.331776402644826,183,2.0,36,0.0003,2.331776402644826,1.9508831800000002,8,21.31,0,,
,,,,,8971,,,,49,0.36674908,0.7905507689235276,0,436,0,3.2676041568619443,181,2.2,37,0.0003,3.032998997176576,2.15543954,8,21.56,0,,
,,,,,9065,,,,50,0.22039251,1.259972054936248,0,440,0,1.057105109011682,180,2.0,38,0.0003,-0.6540466661715848,2.0374354800000005,8,21.37,0,,
,,,,,9136,,,,51,0.49541014,1.5101942010802416,0,444,0,1.0607671816121864,179,2.0,38,0.0003,0.7941825962756894,1.98647408,8,21.25,0,,
,,,,,9186,,,,51,0.39481822,1.1471600542853606,0,448,0,1.4293184362186755,179,1.9,38,0.0003,1.1450738683601276,1.9026146400000001,8,20.77,0,,
,,,,,9267,,,,52,0.36595196,-1.9185700525497347,0,452,0,4.373570258664864,178,2.0,39,0.0003,4.373570258664864,1.99701546,8,21.03,0,,
,,,,,9358,,,,53,0.51979285,-3.1835056060684135,0,456,0,6.435534529823547,175,1.9,40,0.0003,6.435534529823547,1.9302720800000004,8,21.42,0,,
,,,,,9430,,,,54,0.40871432,0.5418172649953312,0,460,0,1.405382684766038,173,1.9,41,0.0003,1.2513044429173454,1.9451117500000004,8,21.44,0,,
,,,,,9491,,,,54,0.39334437,0.3070198863341283,0,464,0,0.8769155211105678,174,1.9,41,0.0003,0.8457873563443504,1.9498624700000002,8,21.08,0,,
,,,,,9576,,,,55,0.32205996,-0.9191510118777286,0,468,0,2.2047698786445995,173,1.7,42,0.0003,2.2047698786445995,1.7463989,9,21.03,0,,
,,,,,9673,,,,56,0.27417204,8.950473865551361,0,472,0,7.267206928098293,172,1.8,43,0.0003,-7.267206928098293,1.7567081,9,21.13,0,,
,,,,,9738,,,,56,0.27562457,-0.3340920401105839,0,476,0,3.070365065351805,170,1.8,44,0.0003,3.070365065351805,1.8458633099999997,9,20.98,0,,
,,,,,9805,,,,57,0.44070303,-1.5685492802604166,0,480,0,3.889636976992821,169,1.7,44,0.0003,3.889636976992821,1.65750469,9,20.85,0,,
,,,,,9890,,,,58,0.5108543,4.958018247129106,0,484,0,3.9118988580496596,170,1.8,44,0.0003,-3.9118988580496596,1.7779845099999998,9,20.84,0,,
,,,,,9972,,,,59,0.40915677,0.7310642335679748,0,488,0,0.4987230822268631,168,1.6,45,0.0003,-0.49493183292079274,1.6201178800000002,9,20.6,0,,
7.0,-0.1332122,-5.1,4.515271256488289,-5.073975090909091,10001,4.5152717,0,-4.7965465098216775,,,,,,,,,,,,,,,,,,
,,,,,10069,,,,60,0.47816738,2.490858111893993,0,492,0,2.4370404116016426,166,1.8,46,0.0003,0.7483683201495476,1.8339213799999998,9,20.38,0,,
,,,,,10117,,,,61,0.35085496,1.5844255596295893,0,496,0,1.4367277894715487,164,1.8,47,0.0003,1.1162949894678276,1.8033264399999995,9,20.16,0,,
,,,,,10187,,,,61,0.51256037,-1.1768247216063068,0,500,0,3.553698838236832,165,1.8,47,0.0003,3.553698838236832,1.84085505,9,20.04,0,,
,,,,,10252,,,,62,0.5073484,-0.21084222975625402,0,504,0,3.1695825824477835,164,1.6,48,0.0003,3.1695825824477835,1.6493689300000003,9,19.82,0,,
,,,,,10359,,,,63,0.55846524,-0.5293865015604329,0,508,0,3.0177069062531627,163,1.6,49,0.0003,3.0177069062531627,1.5964803799999998,9,19.82,0,,
,,,,,10448,,,,64,0.23046981,4.037861582535518,0,512,0,2.707364005128697,161,1.8,50,0.0003,-2.707364005128697,1.7762046200000003,9,19.8,0,,
,,,,,10529,,,,65,0.29158747,-0.7367295745106897,0,516,0,2.5410847769412013,160,1.8,51,0.0003,2.5410847769412013,1.83968968,9,19.86,0,,
,,,,,10613,,,,66,0.48956704,4.1871691156047,0,520,0,2.6511499390412654,159,1.8,52,0.0003,0.4819967019739028,1.7680852799999998,9,19.88,0,,
,,,,,10707,,,,67,0.456212,-0.3742524877432607,0,524,0,6.625968071120609,158,1.7,53,0.0003,6.625968071120609,1.7457661999999998,10,19.78,0,,
,,,,,10791,,,,67,0.31901652,3.9088454930437284,0,528,0,1.9913514179088487,159,1.8,53,0.0003,-1.2110637436729068,1.7918503699999997,10,19.81,0,,
,,,,,10912,,,,69,0.3642747,3.961782281221009,0,532,0,5.757576272210249,156,2.0,55,0.0003,2.4306757191411092,1.9576271400000003,10,20.31,0,,
,,,,,10967,,,,69,0.5251812,-0.8905566383232936,0,536,0,3.551112852260984,156,1.8,55,0.0003,3.551112852260984,1.81917815,10,19.96,0,,
,,,,,11088,,,,71,0.5140718,0.4120507964933293,0,540,0,1.14697202737795,155,1.7,56,0.0003,1.1104807334468856,1.7304153099999997,10,20.23,0,,
,,,,,11174,,,,72,0.49464148,0.5315560944241161,0,544,0,2.6427564419316947,154,1.7,57,0.0003,2.471083830465693,1.66565764,10,20.38,0,,
,,,,,11249,,,,73,0.41222134,0.8660991649870601,0,548,0,0.7836903935555166,153,1.8,58,0.0003,-0.0833644107610763,1.7636058600000002,10,20.63,0,,
,,,,,11334,,,,74,0.3969455,2.8983995205005932,0,552,0,2.344930921624983,152,1.8,59,0.0003,-2.103361489127082,1.83078904,10,20.67,0,,
,,,,,11445,,,,75,0.29446286,3.790175419705322,0,556,0,2.358165484461564,151,2.1,60,0.0003,-1.65815513663868,2.05532721,10,20.87,0,,
,,,,,11524,,,,77,0.41569084,4.15142360685265,0,560,0,2.3136263981849137,149,2.3,61,0.0003,-1.2819363668494332,2.3388134000000003,10,20.94,0,,
,,,,,11589,,,,77,0.15678737,-0.8271676229635891,0,564,0,2.369432726510115,150,2.3,61,0.0003,2.369432726510115,2.2554975600000007,10,20.98,0,,
,,,,,11671,,,,78,0.3947434,5.192642460478436,0,568,0,3.4605643030155644,148,2.4,62,0.0003,-3.3808986241872105,2.4030615300000004,10,20.95,0,,
,,,,,11759,,,,79,0.354105,-2.3353193290092276,0,572,0,7.950292268639446,148,2.2,63,0.0003,7.950292268639446,2.16478437,10,20.86,0,,
,,,,,11867,,,,80,0.3651455,5.2877666303822854,0,576,0,3.952787694735822,147,2.3,64,0.0003,-2.2260321253405664,2.34363973,11,21.29,0,,
,,,,,11951,,,,81,0.3920307,-0.13265131400261884,0,580,0,1.2437605055548586,146,2.6,65,0.0003,1.2437605055548586,2.57921317,11,21.46,0,,
,,,,,12009,,,,83,0.45495757,-1.076486628755997,0,584,0,1.7157978864066985,144,2.5,67,0.0003,1.4522081929891373,2.4669744500000004,11,21.19,0,,
,,,,,12094,,,,83,0.43925905,-0.7392191318017373,0,588,0,2.861610893015417,145,2.4,67,0.0003,2.861610893015417,2.41532425,11,21.22,0,,
,,,,,12172,,,,84,0.38225776,-2.0188950117578264,0,592,0,4.552950059990929,144,2.1,68,0.0003,4.552950059990929,2.11196683,11,21.03,0,,
,,,,,12242,,,,85,0.3919009,2.0782146582458854,0,596,0,1.4752935692969416,143,2.1,69,0.0003,-0.6698335372212306,2.10488843,11,21.25,0,,
,,,,,12318,,,,86,0.41255394,1.0105918741295363,0,600,0,2.5012454945934914,142,2.0,70,0.0003,2.3128768577870042,2.03299653,11,21.31,0,,
,,,,,12397,,,,86,0.4736066,-1.0118695482156508,0,604,0,2.11023794597757,143,2.2,70,0.0003,2.11023794597757,2.1644293900000005,11,21.45,0,,
,,,,,12473,,,,88,0.42974037,-0.9144154866632431,0,608,0,1.8418422441799325,141,2.1,71,0.0003,1.8418422441799325,2.10703856,11,21.14,0,,
,,,,,12563,,,,89,0.3670678,2.52833411315897,0,612,0,2.7521633686899816,140,2.0,72,0.0003,1.4803781418935145,2.0412517500000003,11,21.15,0,,
,,,,,12650,,,,90,0.62734824,-1.352750539283896,0,616,0,2.399426626957307,139,2.2,73,0.0003,2.399426626957307,2.1682015000000003,11,21.21,0,,
,,,,,12725,,,,91,0.3485787,2.435479243996597,0,620,0,1.4627928273293893,138,2.1,74,0.0003,-0.6019156954652141,2.10140487,11,21.12,0,,
,,,,,12805,,,,92,0.49748307,-2.5471253365936524,0,624,0,3.379484607541959,137,1.8,75,0.0003,3.379484607541959,1.7928961,11,20.98,0,,
,,,,,12916,,,,94,0.33320475,1.56083890749553,0,628,0,1.184911091174178,136,1.9,77,0.0003,0.15745238874095568,1.92879045,12,21.25,0,,
,,,,,12993,,,,94,0.51620877,1.004943367064904,0,632,0,1.2440426526651789,137,1.7,77,0.0003,1.0548690243091712,1.71412459,12,20.81,0,,
,,,,,13094,,,,95,0.47663486,-0.04659189586746698,0,636,0,3.3385553993173267,136,2.0,78,0.0003,3.3385553993173267,2.02481122,12,21.27,0,,
,,,,,13205,,,,98,0.55334955,-1.66340227722903,1,640,0,5.509022357582632,134,2.2,80,0.0003,5.509022357582632,2.22249389,12,21.17,0,,
,,,,,13278,,,,98,0.6199149,-0.065362608011315,1,644,0,1.7185186269437864,135,2.2,80,0.0003,1.7185186269437864,2.21505582,12,21.04,0,,
,,,,,13376,,,,99,0.35352755,1.5941645157168354,1,648,0,2.4049634422958013,134,2.2,82,0.0003,1.4123447247130312,2.2396536200000003,12,21.27,0,,
,,,,,13456,,,,101,0.50629145,-1.7558287251351425,1,652,0,3.3263606229507143,132,2.4,83,0.0003,3.3263606229507143,2.3829806,12,21.22,0,,
