eval_qs_difference,eval_eplenmean,eval_ep_rewmean,total timesteps,eval mean 100 episode reward,eval_abs_qs_difference,eval_qs,eval_discount_q,eval_time_elapsed,time_elapsed,qs_mean,discount_q,fps,qs_abs_difference,mean 100 episode reward,episodes,n_updates,env_time,qs_difference,current_lr,update_time,train_time,eplenmean,act_time,ep_rewmean,qfs_loss,q_grad_norm
-1.1685492693394517,23.545454545454547,3.8380606363636365,1,3.8,2.4192817,-0.7634764,3.8341776903913556,0,,,,,,,,,,,,,,,,,,
,,,5695,,,,,,23,0.048107035,-0.013157967673171025,242,2.0360158618311996,1.1,288,0,5,2.030973608974876,0.0003,15,0,20.31,0,1.1275020599999999,,
,,,5753,,,,,,23,0.12476535,-1.408116151194664,239,3.0284752137990614,1.1,292,0,5,3.0284752137990614,0.0003,15,0,20.21,0,1.1214969399999999,,
,,,5868,,,,,,24,0.09675262,3.8231406128531322,238,3.5602438026734173,1.4,296,0,5,-3.5602438026734173,0.0003,16,0,20.71,0,1.41218191,,
,,,5939,,,,,,25,0.19331461,-3.5377188171138543,233,5.340131467912933,1.3,300,0,5,5.340131467912933,0.0003,16,0,20.83,0,1.34454938,,
,,,6027,,,,,,26,0.24218307,-0.2715807700349991,229,1.8114120690040434,1.5,304,0,6,1.8114120690040434,0.0003,17,0,20.88,0,1.49603766,,
,,,6118,,,,,,26,0.1340875,4.18809624733547,228,2.9031363568783757,1.6,308,0,6,-2.6290085863738133,0.0003,17,0,20.83,0,1.55791955,,
,,,6187,,,,,,26,0.1680246,-1.391574066713919,230,3.586897763047356,1.4,312,0,6,3.586897763047356,0.0003,17,0,20.78,0,1.4360895200000001,,
,,,6271,,,,,,27,0.118084595,1.2389317635728165,228,2.0970655314710274,1.6,316,0,6,1.5752645777513816,0.0003,18,0,20.93,0,1.6067209,,
,,,6363,,,,,,28,0.090203054,-0.5922684631305585,226,2.197822778307953,1.8,320,0,6,2.197822778307953,0.0003,18,0,20.73,0,1.8007474499999998,,
,,,6431,,,,,,28,0.13235177,2.6734301813079098,224,1.005066370294344,1.9,324,0,6,-0.8414857252461986,0.0003,19,0,20.64,0,1.8599629899999999,,
,,,6517,,,,,,29,0.12375205,-0.07571187770366927,222,2.6419307939115617,2.0,328,0,6,2.6419307939115617,0.0003,19,0,20.86,0,1.9602540499999999,,
,,,6584,,,,,,29,0.16390064,-3.247364598100325,224,4.623748976296043,1.8,332,0,6,4.623748976296043,0.0003,19,0,20.45,0,1.78118486,,
,,,6652,,,,,,30,-0.005911159,0.942271810701426,221,2.1132347656321473,1.7,336,0,6,1.7381161139428865,0.0003,20,0,20.45,0,1.6532180099999996,,
,,,6740,,,,,,30,0.034146793,2.0526830680980113,217,1.3019136416993224,1.7,340,0,6,-0.3194275278994458,0.0003,21,0,20.74,0,1.7143727000000002,,
,,,6833,,,,,,31,0.12114768,3.3789888982565537,214,1.9993629166411722,1.9,344,0,6,-1.4123775993215206,0.0003,22,0,20.78,0,1.8574579199999999,,
,,,6921,,,,,,32,0.16855527,1.597609570337948,213,1.438705580313507,1.9,348,0,6,0.0010500113718702503,0.0003,22,0,20.9,0,1.87965723,,
,,,7007,,,,,,33,0.052431595,4.556398255923344,211,4.190377040756735,1.8,352,0,6,-4.170184471025264,0.0003,23,0,20.76,0,1.8264871399999998,,
,,,7083,,,,,,33,0.13192235,6.127715882230024,212,3.951428599957805,2.1,356,0,6,-3.888682954395679,0.0003,23,0,20.64,0,2.14131789,,
,,,7181,,,,,,33,0.09986704,3.0211916604338094,211,1.8584825800463847,2.0,360,0,7,-1.023559210978346,0.0003,23,0,20.58,0,2.04261432,,
,,,7255,,,,,,34,0.19044565,-2.2716239763393293,209,4.666578606351995,1.7,364,0,7,4.666578606351995,0.0003,24,0,20.58,0,1.73738561,,
,,,7375,,,,,,35,0.034954507,0.37342455220648185,209,1.0790252803840683,1.8,368,0,7,0.9877025756789695,0.0003,24,0,20.8,0,1.8161623199999999,,
,,,7436,,,,,,36,0.15801458,2.0696190294735275,206,1.1895155811710723,1.8,372,0,7,-0.8466521502097007,0.0003,25,0,20.5,0,1.8211874999999997,,
,,,7491,,,,,,36,0.02910164,0.2929951208050406,207,0.7324402930804718,1.8,376,0,7,0.5383498810266618,0.0003,25,0,20.06,0,1.7615121100000004,,
,,,7578,,,,,,37,0.10617572,-0.4806709823427024,203,2.4102651616594155,1.8,380,0,7,2.4102651616594155,0.0003,26,0,20.28,0,1.7509633699999998,,
,,,7679,,,,,,38,0.0147849955,0.8709836586207905,201,2.0466349859878328,2.1,384,0,7,1.7733077543583253,0.0003,27,0,20.54,0,2.0797152,,
,,,7810,,,,,,39,0.22400412,-2.3687267662670286,197,5.3940281074595795,2.4,388,0,7,5.3940281074595795,0.0003,28,0,21.15,0,2.3826427500000005,,
,,,7887,,,,,,39,0.1215306,-1.7103144009122326,199,3.21723699161981,2.6,392,0,7,3.21723699161981,0.0003,28,0,21.34,0,2.61940936,,
,,,7953,,,,,,40,0.2571442,3.598777979783866,197,2.7795168174777465,2.5,396,0,7,-2.7795168174777465,0.0003,29,0,20.85,0,2.4995869099999997,,
,,,8018,,,,,,40,0.07137361,0.6271268254008648,195,0.5738176515127658,2.6,400,0,7,0.2509535522761402,0.0003,29,0,20.79,0,2.64516712,,
,,,8075,,,,,,41,0.12159999,-6.356791928688738,196,6.981039324988603,2.4,404,0,7,6.981039324988603,0.0003,29,0,20.48,0,2.43406032,,
,,,8133,,,,,,42,0.15245575,1.7642058522565278,193,0.8855327952711523,2.3,408,0,7,0.24599681271292492,0.0003,30,0,20.15,0,2.2831496700000002,,
,,,8211,,,,,,42,0.13148259,4.789605045079061,191,2.395438118469719,2.6,412,0,8,0.26944548237766447,0.0003,31,0,20.24,0,2.60944326,,
,,,8284,,,,,,43,0.078232445,1.7917639882879817,192,1.2313670116630286,2.5,416,0,8,0.5969996830123163,0.0003,31,0,20.13,0,2.4655446,,
,,,8380,,,,,,43,0.1263083,-1.6875657093771759,191,2.2390696407793373,2.1,420,0,8,1.884260584613164,0.0003,32,0,20.17,0,2.11137002,,
,,,8497,,,,,,44,0.18739352,1.3770126837252195,190,3.5696375071283017,2.3,424,0,8,1.643589336801517,0.0003,32,0,20.66,0,2.26365031,,
,,,8592,,,,,,45,0.040512554,-2.7520348892621325,189,5.984022303903583,2.4,428,0,8,5.984022303903583,0.0003,33,0,20.75,0,2.38043793,,
,,,8683,,,,,,46,0.047066335,2.2317980363722807,187,1.2827135708808197,2.5,432,0,8,-0.4958962861751602,0.0003,34,0,20.99,0,2.48132647,,
,,,8790,,,,,,47,-0.0034745536,9.577682177504192,185,4.398307422897985,2.6,436,0,8,-3.745134362395588,0.0003,35,0,21.38,0,2.61254191,,
,,,8844,,,,,,48,0.018786097,0.15136211428020363,183,2.325284733978551,2.5,440,0,8,2.2690019174807987,0.0003,36,0,21.04,0,2.53370893,,
,,,8915,,,,,,49,0.14968191,-0.6245716745829424,180,3.2263624078905835,2.4,444,0,8,3.2263624078905835,0.0003,37,0,20.82,0,2.41541833,,
,,,8972,,,,,,49,0.18028942,1.245196272448492,181,2.1341382173851953,2.4,448,0,8,1.8243001139589665,0.0003,37,0,20.51,0,2.3895643900000003,,
,,,9055,,,,,,50,0.034417402,-0.3834183453255099,180,2.955236577102516,2.4,452,0,8,2.955236577102516,0.0003,37,0,20.48,0,2.43594084,,
,,,9143,,,,,,51,-0.07971584,1.8370098992886337,178,1.5399995638536612,2.3,456,0,8,-1.377854720624469,0.0003,38,0,20.6,0,2.28153688,,
,,,9211,,,,,,52,0.21173173,0.9432850108030634,176,1.0401808680153637,2.2,460,0,8,0.629550317179255,0.0003,39,0,20.3,0,2.1763192900000004,,
,,,9271,,,,,,52,0.24059604,0.42813659165037565,177,1.5885623543556637,2.3,464,0,8,1.5441181072554289,0.0003,39,0,20.16,0,2.2671680899999997,,
,,,9366,,,,,,53,0.08408979,-2.4979948036761876,175,5.466232065874138,2.0,468,0,9,5.466232065874138,0.0003,40,0,19.91,0,1.95675766,,
,,,9457,,,,,,54,-0.033644352,-1.1047520844854206,174,3.049881164893636,2.0,472,0,9,3.049881164893636,0.0003,41,0,20.21,0,1.97032141,,
,,,9531,,,,,,55,0.1465675,4.858938717123835,172,2.7308651278879608,2.1,476,0,9,-2.5878783080307675,0.0003,42,0,20.4,0,2.09367008,,
,,,9575,,,,,,55,0.23165663,-1.9626403158497956,173,2.022693945290624,2.0,480,0,9,2.022693945290624,0.0003,42,0,19.97,0,2.01941423,,
,,,9653,,,,,,56,0.03410735,0.6834718959360891,171,3.9802759843466444,2.0,484,0,9,3.8784687499850885,0.0003,43,0,19.74,0,1.95756338,,
,,,9750,,,,,,57,0.0956126,0.5567224106189562,170,0.4036147876232254,1.7,488,0,9,0.061477648859846336,0.0003,43,0,19.4,0,1.69596775,,
,,,9845,,,,,,58,0.08466003,1.396964957170307,169,3.421759955967397,1.6,492,0,9,3.033819945692512,0.0003,44,0,19.58,0,1.57407677,,
,,,9901,,,,,,59,0.083503366,-0.6518302932705377,167,1.843358277021123,1.4,496,0,9,1.843358277021123,0.0003,45,0,19.48,0,1.38942814,,
,,,9995,,,,,,59,-0.0452541,1.1669093416225977,168,2.419078219152746,1.4,500,0,9,1.6705032753316953,0.0003,45,0,19.77,0,1.39515222,,
-1.148752539158187,24.272727272727273,3.9068607272727274,10001,3.8,2.9516013,-0.77510583,3.911064982401317,0,,,,,,,,,,,,,,,,,,
,,,10065,,,,,,60,0.10514795,-0.22627742274647386,166,1.6896050289429732,1.5,504,0,9,1.6896050289429732,0.0003,46,0,19.9,0,1.4560860299999998,,
,,,10128,,,,,,61,0.10217925,-0.16641874747191612,164,1.3241042997301304,1.5,508,0,9,1.3241042997301304,0.0003,47,0,19.95,0,1.5046511100000002,,
,,,10256,,,,,,62,0.045724615,1.704986127731974,164,1.902334354537835,1.5,512,0,9,0.10758060561670751,0.0003,48,0,20.45,0,1.4631170199999997,,
,,,10333,,,,,,63,0.25066864,-0.1329651272546578,163,1.2037072151042616,1.6,516,0,9,1.2037072151042616,0.0003,49,0,20.49,0,1.5813604500000003,,
,,,10417,,,,,,64,0.1794708,0.6804005821154543,161,0.9524665305293535,1.7,520,0,9,0.6291399898754741,0.0003,50,0,20.37,0,1.69766508,,
,,,10492,,,,,,64,0.19201522,-0.4522701047349287,162,1.6003187319002068,1.7,524,0,10,1.6003187319002068,0.0003,50,0,19.95,0,1.71430278,,
,,,10598,,,,,,65,0.21398874,3.8288743857024246,161,2.740206482593121,1.7,528,0,10,-2.740206482593121,0.0003,51,0,20.06,0,1.6564209500000002,,
,,,10665,,,,,,66,0.10221803,4.446195900835724,160,4.065900164312173,1.8,532,0,10,-4.065900164312173,0.0003,51,0,19.82,0,1.7742951200000001,,
,,,10752,,,,,,67,0.015847329,4.070494785259266,159,3.373590675113971,1.8,536,0,10,0.3424188830836908,0.0003,52,0,19.62,0,1.81003648,,
,,,10838,,,,,,68,0.048224647,6.136014762979315,158,5.127733126287384,2.0,540,0,10,-5.127733126287384,0.0003,53,0,19.94,0,1.9565920200000002,,
,,,10924,,,,,,69,0.1399224,-1.8267553993433976,156,6.563717796047208,1.7,544,0,10,6.563717796047208,0.0003,54,0,20.09,0,1.7413896800000002,,
,,,11003,,,,,,70,-0.016082538,-0.03816024501296315,155,0.9066585163643154,1.6,548,0,10,0.8965527515284527,0.0003,55,0,20.31,0,1.6049885700000004,,
,,,11089,,,,,,71,0.12285934,-0.6627695505808361,156,4.505977462606787,1.5,552,0,10,4.505977462606787,0.0003,55,0,20.34,0,1.50046528,,
,,,11185,,,,,,72,0.041186433,-3.6404426522167728,155,8.134986993495081,1.6,556,0,10,8.134986993495081,0.0003,56,0,20.42,0,1.58808255,,
,,,11275,,,,,,73,0.15857394,1.9035795203917252,154,1.648761783055958,1.7,560,0,10,0.12478951957470762,0.0003,57,0,20.64,0,1.6918185900000002,,
,,,11361,,,,,,74,0.09590472,0.10036755252105041,153,1.1529860624364545,1.8,564,0,10,1.1184221376686065,0.0003,58,0,20.9,0,1.7956145199999998,,
,,,11430,,,,,,75,0.17239337,-0.595675337850962,151,1.5329493062539934,1.8,568,0,10,1.5329493062539934,0.0003,59,0,20.64,0,1.8023541799999998,,
,,,11524,,,,,,76,0.069755785,-1.4124314175207888,150,4.6685694170013345,1.9,572,0,10,4.6685694170013345,0.0003,60,0,20.67,0,1.86404744,,
,,,11612,,,,,,77,0.001547633,-0.49588577687996327,149,2.618442054722776,1.8,576,0,11,2.5641686228822884,0.0003,61,0,20.81,0,1.8472077299999998,,
,,,11691,,,,,,77,0.12819597,1.4341003229311808,150,0.9484569749342631,1.9,580,0,11,-0.12577785683115417,0.0003,61,0,21.16,0,1.9296696,,
,,,11810,,,,,,79,0.13500586,8.67201385681656,148,9.697916786376645,2.1,584,0,11,-9.697916786376645,0.0003,63,0,21.57,0,2.0730418200000003,,
,,,11909,,,,,,81,0.22205116,1.9186187298729254,146,1.5220878950136922,2.0,588,0,11,-0.6451996339581703,0.0003,64,0,21.59,0,1.9873257600000003,,
,,,11975,,,,,,81,0.08305261,5.503685461338689,147,5.358570846937455,2.1,592,0,11,-5.358570846937455,0.0003,64,0,21.3,0,2.0679337799999997,,
,,,12056,,,,,,82,0.052690428,5.544950584114502,146,2.4988169472023896,2.3,596,0,11,-2.238439040066292,0.0003,65,0,21.55,0,2.26887498,,
,,,12127,,,,,,83,0.049350414,-1.9516422832008549,145,4.168224547088651,2.2,600,0,11,4.168224547088651,0.0003,66,0,21.32,0,2.16040337,,
,,,12212,,,,,,84,0.19915444,4.577783815350237,144,4.343169749880112,2.2,604,0,11,-4.343169749880112,0.0003,67,0,21.47,0,2.23162613,,
,,,12299,,,,,,84,0.051183086,2.3077421099261817,145,1.431501549085314,2.2,608,0,11,-0.861601408279481,0.0003,67,0,21.71,0,2.20660019,,
,,,12399,,,,,,85,0.039101966,-0.036517627981688845,144,0.7233183836952359,2.2,612,0,11,0.4494135281708432,0.0003,68,0,21.43,0,2.17891929,,
,,,12468,,,,,,87,0.19727315,-5.4227600740246755,142,6.936607278658586,1.9,616,0,11,6.936607278658586,0.0003,70,0,21.35,0,1.8845501000000002,,
,,,12547,,,,,,88,0.15827303,1.5944069152270373,141,1.287297605551554,1.8,620,0,11,0.6840583012530648,0.0003,71,0,21.3,0,1.80885849,,
,,,12598,,,,,,88,0.04151894,-0.8454168211057245,142,4.476994784537418,1.6,624,0,11,4.476994784537418,0.0003,71,0,21.06,0,1.5799200000000002,,
,,,12672,,,,,,89,0.02342221,-2.312570632790736,141,3.3248263282178168,1.5,628,0,11,3.288409041034572,0.0003,72,0,20.74,0,1.53623124,,
,,,12744,,,,,,90,0.025529556,0.40591363622417365,140,2.0917361761751314,1.4,632,0,12,2.003003318479563,0.0003,73,0,20.79,0,1.4372242800000001,,
,,,12837,,,,,,92,0.16015108,0.24632859001538646,139,1.1759871373545085,1.6,636,0,12,0.7224805634365177,0.0003,74,0,20.85,0,1.5560857899999996,,
,,,12950,,,,,,93,-0.0033274537,4.563199696250143,138,5.385097767901913,1.7,640,0,12,-5.385097767901913,0.0003,75,0,21.12,0,1.6773978100000002,,
,,,13031,,,,,,94,-0.050115682,-1.724900199400504,137,6.058920911030139,1.7,644,0,12,6.058920911030139,0.0003,77,0,21.07,0,1.70438026,,
,,,13138,,,,,,96,-0.010327539,7.543259007721664,136,6.594299209107884,2.0,648,0,12,-5.829588606137889,0.0003,78,0,21.35,1,2.03987124,,
