eval_qs_difference,eval_eplenmean,eval_ep_rewmean,total timesteps,eval mean 100 episode reward,eval_abs_qs_difference,eval_qs,eval_discount_q,eval_time_elapsed,time_elapsed,qs_mean,discount_q,fps,qs_abs_difference,mean 100 episode reward,episodes,n_updates,env_time,qs_difference,current_lr,update_time,train_time,eplenmean,act_time,ep_rewmean,qfs_loss,q_grad_norm
-1.1685492693394517,23.545454545454547,3.8380606363636365,1,3.8,2.4192817,-0.7634764,3.8341776903913556,0,,,,,,,,,,,,,,,,,,
,,,13237,,,,,,97,0.019712513,4.904942786870884,136,3.574302873973985,2.2,652,0,12,-1.9506817131566654,0.0003,79,0,21.48,1,2.2171397700000006,,
,,,13312,,,,,,98,0.043212757,0.6854160881031744,134,0.9491506912435339,2.0,656,0,12,-0.020677170816908997,0.0003,80,0,21.27,1,2.03355224,,
,,,13370,,,,,,98,0.0979666,0.621383693716964,135,1.3643065299793038,1.9,660,0,12,1.1116027006641735,0.0003,80,0,20.95,1,1.92376536,,
,,,13487,,,,,,99,0.029283512,4.4576968739550376,134,3.6960441824791515,2.1,664,0,12,-3.6960441824791515,0.0003,81,0,21.26,1,2.05968909,,
,,,13588,,,,,,101,0.17849325,2.733260639606174,134,2.201884397036714,2.2,668,0,12,0.5969056710488304,0.0003,82,0,21.58,1,2.23562177,,
,,,13674,,,,,,102,0.15857852,-0.2617792287499597,133,2.617065085346682,2.0,672,0,12,2.617065085346682,0.0003,83,0,21.5,1,2.0402918,,
,,,13750,,,,,,103,0.014070735,0.44350276047486703,132,0.36648380866493874,2.1,676,0,12,-0.1112375310495324,0.0003,85,0,21.38,1,2.06685347,,
,,,13838,,,,,,105,0.039242942,-0.12913539359937504,131,3.7177955261517366,2.1,680,0,13,3.7177955261517366,0.0003,86,0,21.47,1,2.1439236000000004,,
,,,13890,,,,,,105,0.13172753,-1.531725655699147,132,3.2908148406529194,1.9,684,0,13,3.2908148406529194,0.0003,86,0,20.8,1,1.9175967699999998,,
,,,13962,,,,,,106,0.15889679,-1.8903922103378012,131,4.487842153190888,1.8,688,0,13,4.487842153190888,0.0003,87,0,20.53,1,1.8168540500000003,,
,,,14063,,,,,,107,-0.025973717,-1.6397644323034684,130,5.635344400814658,1.8,692,0,13,5.635344400814658,0.0003,88,0,20.88,1,1.8120596599999998,,
,,,14133,,,,,,108,0.18497941,10.316362433005269,130,6.44659925159635,1.8,696,0,13,-6.431842132739511,0.0003,89,0,20.77,1,1.7519805099999999,,
,,,14217,,,,,,109,0.098365374,0.002712312632391925,129,0.6742951058431939,1.9,700,0,13,0.661516643786184,0.0003,90,0,20.9,1,1.8566899099999998,,
,,,14285,,,,,,109,0.08346005,0.44692558316956277,129,2.822592221983752,1.8,704,0,13,2.693306374746312,0.0003,90,0,20.73,1,1.83010738,,
,,,14384,,,,,,111,0.17890543,2.7200022999133555,129,2.4330757019812155,2.0,708,0,13,-0.21957111832841847,0.0003,91,0,20.85,1,2.01773491,,
,,,14460,,,,,,112,0.12099382,-0.7301135645941351,128,1.7181843669048986,1.8,712,0,13,1.6212173806839019,0.0003,93,0,20.61,1,1.8443677299999999,,
,,,14596,,,,,,114,0.110044494,5.5707160326117515,127,6.965780530453022,2.5,716,0,13,-6.965780530453022,0.0003,94,0,21.28,1,2.5134695799999998,,
,,,14674,,,,,,115,0.1765605,-0.8547360026045421,127,2.4050282079892944,2.6,720,0,13,2.4050282079892944,0.0003,95,0,21.27,1,2.5962431000000006,,
,,,14780,,,,,,116,0.05495927,2.760010150027664,126,2.155242716335545,2.8,724,0,13,0.1044754118919724,0.0003,97,0,21.82,1,2.80496108,,
,,,14897,,,,,,118,0.14715894,2.7234323994417964,125,2.7741943360006007,2.9,728,0,14,-2.7741943360006007,0.0003,98,0,22.25,1,2.903302830000001,,
,,,14977,,,,,,120,0.17364353,5.886167791268858,124,5.317980087201061,2.9,732,0,14,-5.317980087201061,0.0003,100,0,22.33,1,2.948614069999999,,
,,,15053,,,,,,121,0.17647475,-3.4652125770664752,123,4.189224536781017,2.7,736,0,14,4.189224536781017,0.0003,101,0,22.16,1,2.6922399200000005,,
,,,15161,,,,,,122,0.14364159,0.11536209220399624,123,1.1357926179162667,2.7,740,0,14,0.9401354989820176,0.0003,102,0,22.11,1,2.71414112,,
,,,15239,,,,,,124,0.009611298,-0.46350368285083654,122,2.165143385732189,2.8,744,0,14,2.165143385732189,0.0003,104,0,22.08,1,2.78413371,,
,,,15341,,,,,,125,0.20944312,3.904430869257607,121,3.4898950372862436,2.6,748,0,14,-1.9031924695814888,0.0003,105,0,22.03,1,2.59773627,,
,,,15416,,,,,,127,0.11639484,0.8617046459589253,121,0.7214570467413264,2.5,752,0,14,0.32385349938285474,0.0003,106,0,21.79,1,2.45645692,,
,,,15493,,,,,,127,0.21607102,0.3582785954138127,121,0.6498740138556389,2.5,756,0,14,0.5398847762111212,0.0003,106,0,21.81,1,2.4919658699999996,,
,,,15551,,,,,,128,0.1903532,-0.8357114609803544,120,1.5167971771734625,2.5,760,0,14,1.5167971771734625,0.0003,107,0,21.81,1,2.4567903399999995,,
,,,15627,,,,,,130,0.028303942,-1.6007550230627736,119,2.962404091798423,2.2,764,0,14,2.962404091798423,0.0003,109,0,21.4,1,2.1626441,,
,,,15706,,,,,,131,-0.0029720908,2.242910978406306,119,1.5419728769801353,2.0,768,0,14,-1.5254650058480232,0.0003,110,0,21.18,1,1.9678418900000003,,
,,,15833,,,,,,132,-0.026783003,6.396917830139738,119,6.9956947363056745,2.3,772,0,14,-2.0536898117276774,0.0003,111,0,21.59,1,2.3106630100000003,,
,,,15934,,,,,,134,0.044241868,8.661206789791121,118,5.0203265689755145,2.4,776,0,14,-3.3231636107584155,0.0003,113,0,21.84,1,2.4337860399999998,,
,,,16016,,,,,,136,0.05840974,5.103351505933567,117,4.443727016006553,2.5,780,0,14,-4.443727016006553,0.0003,114,0,21.78,1,2.45747509,,
,,,16092,,,,,,136,0.024802988,6.954106597464023,118,3.392674145996824,2.5,784,0,15,-1.2992659184077853,0.0003,114,0,22.02,1,2.49306328,,
,,,16158,,,,,,137,0.027416892,0.6837341851744688,117,1.3726206160401018,2.7,788,0,15,1.0714156714279277,0.0003,116,0,21.96,1,2.684417009999999,,
,,,16214,,,,,,138,0.12843873,-0.8923949573686565,116,2.388713544443007,2.6,792,0,15,2.3545112015596046,0.0003,117,0,21.51,1,2.5965011000000002,,
,,,16305,,,,,,140,0.059569027,3.4341208124842386,116,4.039269183858761,2.7,796,0,15,-4.028180108434939,0.0003,118,0,21.72,1,2.7279522,,
,,,16385,,,,,,140,0.17910488,2.1733568410910054,116,1.5537326132413594,2.7,800,0,15,-1.2783882422762551,0.0003,118,0,21.68,1,2.6545467699999996,,
,,,16490,,,,,,142,0.07641128,2.4226192299151066,116,2.8126985172490775,2.7,804,0,15,-2.2230220150767432,0.0003,120,0,22.05,1,2.7169622399999995,,
,,,16561,,,,,,143,0.005672495,10.552807280370489,115,6.304690488052575,2.7,808,0,15,-5.972902879401529,0.0003,121,0,21.77,1,2.69415415,,
,,,16644,,,,,,144,0.06543699,0.11773321855269878,114,4.781344296648497,2.5,812,0,15,4.775422253434262,0.0003,122,0,21.84,1,2.5125564699999994,,
,,,16721,,,,,,146,0.1739963,-2.003329295996969,113,2.9490873448687758,2.0,816,0,15,2.9490873448687758,0.0003,124,0,21.25,1,1.96489016,,
,,,16790,,,,,,146,0.13075131,2.1010180962771057,114,1.3966405738004213,1.9,820,0,15,-1.2400162816867686,0.0003,124,0,21.16,1,1.8586295000000004,,
,,,16904,,,,,,149,-0.040417142,4.041546486374125,113,2.312660755485239,2.1,824,0,15,-1.7089202504826646,0.0003,127,0,21.24,1,2.1058551100000003,,
,,,16985,,,,,,149,-0.036240555,13.251037123538058,113,6.8193993979147445,2.1,828,0,15,-6.022246912611505,0.0003,127,0,20.88,1,2.1427803400000003,,
,,,17068,,,,,,151,-0.0004379516,1.9110390506149584,112,1.6317355785943237,2.3,832,0,15,-1.6317355785943237,0.0003,128,0,20.91,1,2.3066681800000004,,
,,,17130,,,,,,152,0.34586605,1.286926180918062,112,0.4717855468672861,2.4,836,0,15,-0.2696857068361938,0.0003,130,0,20.77,1,2.44994122,,
,,,17210,,,,,,154,0.0948444,0.9659502827847596,111,2.826859551702839,2.3,840,0,16,2.6401894558840286,0.0003,131,0,20.49,1,2.31699768,,
,,,17280,,,,,,154,-0.016162055,1.7051662957691487,111,1.4259286622068827,2.2,844,0,16,0.32538622119601335,0.0003,131,0,20.41,1,2.23104729,,
,,,17354,,,,,,156,0.002218995,-2.0575271964654123,111,3.2434411349676355,2.2,848,0,16,3.2434411349676355,0.0003,133,0,20.13,1,2.17112381,,
,,,17419,,,,,,157,0.023702739,-2.7091053517371346,110,5.907770219610926,1.9,852,0,16,5.907770219610926,0.0003,134,0,20.03,1,1.9390913500000004,,
,,,17502,,,,,,159,0.19906443,10.09633887948503,109,9.72793250462772,2.2,856,0,16,-9.72793250462772,0.0003,136,0,20.09,1,2.23143939,,
,,,17563,,,,,,159,-0.057482857,-0.9556944079433634,110,2.3527000962101123,2.3,860,0,16,2.3176762297591695,0.0003,136,0,20.12,1,2.25466438,,
,,,17665,,,,,,160,0.113973506,1.0692758052536075,109,1.3248710817816522,2.4,864,0,16,-0.56741566753409,0.0003,137,0,20.38,1,2.44440635,,
,,,17764,,,,,,162,0.07388711,2.7781244193079417,109,2.278252723264835,2.6,868,0,16,0.44023618976731205,0.0003,139,0,20.58,1,2.58596789,,
,,,17856,,,,,,164,0.07005249,3.745501333988701,108,2.4639253873039104,2.3,872,0,16,-0.5233946406819023,0.0003,140,0,20.23,1,2.28023931,,
,,,17940,,,,,,165,0.11406893,1.6263648892981135,108,2.2727288203132563,2.4,876,0,16,1.3366502002818217,0.0003,142,0,20.06,1,2.3706110400000004,,
,,,18014,,,,,,167,0.079789735,-0.5548156739338753,107,1.8193659794706154,2.2,880,0,16,1.8193659794706154,0.0003,144,0,19.98,1,2.1924031500000005,,
,,,18106,,,,,,169,0.16417362,2.8888101547592466,106,2.174212936149776,2.3,884,0,16,-2.174212936149776,0.0003,145,0,20.14,1,2.25889586,,
,,,18203,,,,,,170,0.026576048,2.319525675058916,106,1.7473435197624299,2.2,888,0,16,-1.7436283876366618,0.0003,147,0,20.45,1,2.2365584800000002,,
,,,18297,,,,,,171,0.046450168,2.7760786137573006,106,2.3933230709352658,2.3,892,0,16,-1.970875943952764,0.0003,147,0,20.83,1,2.28230187,,
,,,18385,,,,,,172,0.11657253,-1.757173754642311,106,3.595757654228253,2.2,896,0,17,3.5451153053576636,0.0003,148,0,20.8,1,2.1585029000000002,,
,,,18450,,,,,,174,0.11907348,-0.42837212184880086,105,1.8805400127719074,2.2,900,0,17,1.8805400127719074,0.0003,150,0,20.65,1,2.15206053,,
,,,18524,,,,,,176,0.15439813,0.6848642770384702,104,1.1618114230445205,2.2,904,0,17,0.9797757245913786,0.0003,152,0,20.34,1,2.2105878,,
,,,18636,,,,,,178,0.041764047,-2.2205211454351503,104,4.985637187393083,2.3,908,0,17,4.985637187393083,0.0003,154,0,20.75,1,2.28530168,,
,,,18738,,,,,,180,0.026680911,2.122534423217167,103,2.5959503792253913,2.9,912,0,17,0.9515115764747757,0.0003,156,0,20.94,1,2.91712301,,
,,,18813,,,,,,182,0.102319166,-2.1415632862804355,103,3.25514703076157,2.9,916,0,17,3.25514703076157,0.0003,157,0,20.92,1,2.9305152699999995,,
,,,18886,,,,,,182,0.09092943,-2.6711098423567994,103,6.914533454865288,2.7,920,0,17,6.914533454865288,0.0003,157,0,20.96,1,2.7446645900000006,,
,,,18987,,,,,,184,0.068610094,6.4181955998212175,103,6.447962405531068,2.6,924,0,17,-6.352506638876473,0.0003,159,0,20.83,1,2.60681733,,
,,,19072,,,,,,186,0.22312048,-0.3408089838543833,102,2.0434923574461052,2.1,928,0,17,1.9259047642862681,0.0003,160,0,20.87,1,2.1419765699999993,,
,,,19160,,,,,,187,-0.05653591,2.1458283749583944,102,1.4884328044024593,2.0,932,0,17,0.009357546201056067,0.0003,162,0,20.92,1,2.01123319,,
,,,19259,,,,,,189,0.025860978,0.7483824023197687,101,2.098557071157168,2.0,936,0,17,1.8186796338262592,0.0003,164,0,21.29,1,2.0456662199999998,,
,,,19366,,,,,,191,-0.003089252,3.774461983701529,101,3.243512542085672,2.1,940,0,18,-2.1122159110827172,0.0003,166,0,21.56,1,2.1440791299999997,,
,,,19440,,,,,,193,0.079965815,0.9342780599368916,100,1.0387686245516892,2.4,944,0,18,0.47799765594686644,0.0003,167,0,21.6,1,2.3783960699999995,,
,,,19522,,,,,,194,0.13781822,1.5390670885267834,100,1.7790958267147483,2.4,948,0,18,1.1864069009952727,0.0003,169,0,21.68,1,2.38572484,,
,,,19578,,,,,,194,0.0857282,0.4443877013187678,100,0.9221428209753931,2.5,952,0,18,0.8290460520976496,0.0003,169,0,21.59,1,2.54647927,,
,,,19663,,,,,,197,-0.038262844,4.883556824268501,99,3.110555586193529,2.3,956,0,18,-0.9363031989392955,0.0003,171,0,21.61,1,2.29469059,,
,,,19730,,,,,,198,0.08206872,-1.4535480628313744,99,2.8068163549881953,2.3,960,0,18,2.8068163549881953,0.0003,173,0,21.67,1,2.2669397200000003,,
,,,19806,,,,,,200,0.14897822,1.318314184040522,98,1.1093654261553236,2.2,964,0,18,0.40290673257650705,0.0003,174,0,21.41,1,2.19847757,,
,,,19896,,,,,,200,0.12701878,-0.14378356532848074,99,1.0370893876289944,2.0,968,0,18,1.0370893876289944,0.0003,174,0,21.32,1,2.01042237,,
,,,19999,,,,,,202,0.03516769,-1.9312495111438324,98,5.7194949392730985,2.1,972,0,18,5.7194949392730985,0.0003,176,0,21.43,1,2.09107055,,
-1.0382935424246387,33.72727272727273,3.4506348181818183,20001,3.5,2.2932386,-0.9986103,3.425856126496328,0,,,,,,,,,,,,,,,,,,
,,,20090,,,,,,205,-0.061525125,2.4525501258510074,97,3.2511802766408398,2.0,976,0,18,2.272093243127485,0.0003,178,0,21.5,1,1.9710104500000003,,
,,,20161,,,,,,207,0.14207354,1.4885840538297503,97,0.7263401808117224,2.0,980,0,18,-0.6902884769313758,0.0003,180,0,21.47,1,2.00774475,,
,,,20273,,,,,,209,0.019841338,4.664564052957875,96,4.987364204231066,2.1,984,0,18,-4.010887258138227,0.0003,182,0,21.67,1,2.07641927,,
,,,20343,,,,,,210,-0.0152076185,-1.587040309831762,96,3.0310059183490337,1.9,988,0,18,3.0310059183490337,0.0003,183,0,21.4,1,1.86016748,,
,,,20423,,,,,,212,0.07780797,-1.1935696796860895,96,1.6615045001889377,1.8,992,0,18,1.6379986499896806,0.0003,185,0,21.26,1,1.80845502,,
,,,20509,,,,,,214,0.01981024,3.307079483809203,95,1.700025152916234,1.8,996,0,19,-1.2271687588908868,0.0003,187,0,21.24,1,1.82113048,,
,,,20589,,,,,,215,0.086151816,4.896257397017021,95,2.237716297533031,1.9,1000,0,19,-0.8958344496821573,0.0003,187,0,21.39,1,1.8526323699999998,,
,,,20652,,,,,,216,0.16072336,2.9677609885904075,95,1.5085115825382498,1.7,1004,0,19,0.04850476874275304,0.0003,189,0,21.28,1,1.6763184199999999,,
,,,20723,,,,,,218,0.08193279,-1.3871907583151895,94,4.309499864598658,1.4,1008,0,19,4.309499864598658,0.0003,191,0,20.87,1,1.4121165899999997,,
,,,20819,,,,,,220,0.13882613,5.546088051324123,94,4.977606019959839,1.3,1012,0,19,-4.977606019959839,0.0003,193,0,20.81,1,1.30206972,,
,,,20903,,,,,,222,0.044254087,3.0862305086433985,93,2.4238942489248863,1.2,1016,0,19,-0.426320685457734,0.0003,194,0,20.9,1,1.24865084,,
,,,20963,,,,,,222,0.0419929,-2.2062780257674333,94,3.1444289336459548,1.4,1020,0,19,3.1444289336459548,0.0003,194,0,20.77,1,1.41325134,,
,,,21046,,,,,,225,0.13279912,3.4386654271202532,93,3.491261328468402,1.4,1024,0,19,-3.491261328468402,0.0003,197,0,20.59,1,1.4429203900000003,,
,,,21112,,,,,,226,0.03470483,3.779906430030046,93,2.0481654355494765,1.7,1028,0,19,-1.6816879543810346,0.0003,198,0,20.4,1,1.7400529100000002,,
,,,21209,,,,,,228,0.13952217,-0.03785397238297912,92,1.840282613014495,1.6,1032,0,19,1.8048749553322723,0.0003,200,0,20.49,1,1.64587035,,
,,,21316,,,,,,230,0.021355083,2.888474491465956,92,2.3283653191472773,2.0,1036,0,19,0.5649425194810412,0.0003,202,0,20.57,1,1.9661804099999998,,
,,,21385,,,,,,230,0.22425358,0.18227372340864006,92,1.2260333130877068,1.9,1040,0,19,1.167452943797916,0.0003,202,0,20.19,1,1.9020732200000001,,
,,,21447,,,,,,232,0.08479757,2.4779118393913353,92,1.2220758823851101,1.7,1044,0,19,-0.6841523006478033,0.0003,204,0,20.07,1,1.7479730200000003,,
,,,21531,,,,,,234,0.16738755,-0.49118498203875627,91,1.545578255871929,1.9,1048,0,20,1.0523539972999152,0.0003,205,0,20.09,1,1.93948196,,
,,,21591,,,,,,234,0.15440951,1.1601048384413322,92,1.3661930039770103,1.9,1052,0,20,1.0028300936121985,0.0003,205,0,20.13,1,1.9202954600000004,,
,,,21676,,,,,,236,0.18302573,-0.29212303861901034,91,1.4969334639277025,2.1,1056,0,20,1.4969334639277025,0.0003,208,0,20.13,1,2.12698506,,
,,,21747,,,,,,238,0.06959391,-0.7785553161540306,91,2.444092639462077,2.2,1060,0,20,2.4297319485346622,0.0003,209,0,20.17,1,2.1921966899999994,,
,,,21835,,,,,,240,0.07894567,0.4473079359609569,90,1.459543446637011,2.4,1064,0,20,1.3396118487238189,0.0003,211,0,20.29,1,2.37509229,,
,,,21919,,,,,,242,0.052860662,1.2196760180344266,90,1.0713519689232083,2.5,1068,0,20,-1.0607776937493527,0.0003,213,0,20.23,1,2.5109322699999996,,
,,,21978,,,,,,242,0.10978046,0.21684009085259714,90,0.7798876586813593,2.4,1072,0,20,0.2583408754283884,0.0003,213,0,19.79,1,2.42191564,,
,,,22043,,,,,,244,0.1717808,-0.9144808017184708,90,1.6738846933995826,2.2,1076,0,20,1.6738846933995826,0.0003,215,0,19.53,1,2.18284081,,
,,,22109,,,,,,246,0.06269498,5.544054331265174,89,2.550284671419402,2.2,1080,0,20,-1.057034149966737,0.0003,217,0,19.48,1,2.2393240800000003,,
,,,22177,,,,,,246,0.11710654,2.5249895519609757,89,1.0998449334991436,2.2,1084,0,20,-1.0998449334991436,0.0003,217,0,19.04,1,2.2029270299999997,,
,,,22273,,,,,,248,0.022117008,1.6584265044833464,89,0.7049199758103766,2.3,1088,0,20,-0.0913312447532887,0.0003,219,0,19.3,1,2.33740574,,
,,,22353,,,,,,250,0.20232596,1.3213428101350757,89,0.6777794859145668,2.5,1092,0,20,-0.00842405922728462,0.0003,221,0,19.3,1,2.49980288,,
,,,22458,,,,,,253,0.0493676,0.14525342002955852,88,1.1598853200636765,2.4,1096,0,20,1.117397792452171,0.0003,223,0,19.49,1,2.35369561,,
,,,22570,,,,,,255,0.05677108,-0.17076535106494453,88,1.7509308602462348,2.4,1100,0,20,1.7005935276122854,0.0003,225,0,19.81,1,2.35867615,,
,,,22669,,,,,,257,0.082621515,0.2432625862990158,87,4.436400752164637,2.4,1104,0,21,4.375765264387626,0.0003,227,0,20.17,1,2.42770481,,
,,,22756,,,,,,259,0.12500452,-1.362440086173119,87,3.2545097450380642,2.5,1108,0,21,3.2545097450380642,0.0003,229,0,20.33,1,2.49521817,,
,,,22817,,,,,,261,-0.009967114,0.49631513425475554,87,0.37868094429894655,2.1,1112,0,21,-0.07965649735361256,0.0003,231,0,19.98,1,2.11150617,,
,,,22901,,,,,,264,0.13973804,-3.184755383014999,86,5.50161808214628,2.1,1116,0,21,5.50161808214628,0.0003,234,0,19.98,1,2.13486812,,
,,,22983,,,,,,264,0.11860488,-2.238987368692387,86,5.5134210765011975,2.1,1120,0,21,5.5134210765011975,0.0003,234,0,20.2,1,2.1173955799999997,,
,,,23054,,,,,,266,0.21655479,-0.21414057628900546,86,0.8801611447681795,1.9,1124,0,21,0.8801611447681795,0.0003,235,0,20.08,1,1.89001754,,
,,,23142,,,,,,268,0.07126651,1.389154333094054,86,0.7458151839769768,2.1,1128,0,21,-0.7458151839769768,0.0003,237,0,20.3,1,2.06853096,,
,,,23208,,,,,,270,0.03468656,1.1115407763025624,85,2.5816824398698026,2.2,1132,0,21,2.107855565990122,0.0003,240,0,19.99,1,2.1616088,,
,,,23293,,,,,,270,0.14411612,-1.6290757846029746,85,2.9151860872825863,1.7,1136,0,21,2.9151860872825863,0.0003,240,0,19.77,1,1.71124949,,
,,,23382,,,,,,272,0.08593859,3.777835125811153,85,3.063397576595002,1.7,1140,0,21,-2.367060095080783,0.0003,241,0,19.97,1,1.6789008600000002,,
,,,23467,,,,,,275,0.19985467,0.8579589206721421,85,1.0327143359236006,1.9,1144,0,21,-1.0327143359236006,0.0003,243,0,20.2,1,1.8749595399999999,,
,,,23546,,,,,,277,0.113720864,8.534311140644862,84,4.695501929331526,1.9,1148,0,21,-4.408622327636297,0.0003,245,0,20.15,1,1.8917244199999999,,
,,,23602,,,,,,279,-0.20354854,2.144118917145142,84,2.3216791768202234,2.0,1152,0,21,1.2434748987407187,0.0003,247,0,20.11,1,1.9513822699999996,,
,,,23679,,,,,,279,-0.037659362,-6.469362478809041,84,9.168167755536695,1.7,1156,0,22,9.168167755536695,0.0003,247,0,20.03,1,1.6792851899999997,,
,,,23738,,,,,,281,0.091903426,-3.869334605535675,84,5.349325999817157,1.6,1160,0,22,5.349325999817157,0.0003,250,0,19.91,1,1.58866278,,
,,,23797,,,,,,281,0.050087485,-0.3762173995107768,84,1.2217086856733768,1.2,1164,0,22,1.1198748951001016,0.0003,250,0,19.62,1,1.1998932400000002,,
,,,23878,,,,,,283,0.13760474,-0.6219339038517392,84,1.1673441237888245,1.1,1168,0,22,0.3715825588463012,0.0003,252,0,19.59,1,1.0928417400000001,,
,,,23949,,,,,,285,0.06889411,-1.3685188188125776,83,4.5532043853198285,0.9,1172,0,22,4.5532043853198285,0.0003,254,0,19.71,1,0.8868420099999998,,
,,,24026,,,,,,288,0.14422715,-2.865306751088349,83,4.117096055862314,1.0,1176,0,22,4.114219732072231,0.0003,256,0,19.83,1,1.00837192,,
,,,24108,,,,,,290,-0.020636052,-1.4000702535813843,83,2.978021419816692,0.9,1180,0,22,2.978021419816692,0.0003,258,0,19.99,1,0.8963034800000003,,
,,,24213,,,,,,292,0.17275898,4.246460979686496,82,4.340964198774079,0.8,1184,0,22,-4.321737359454103,0.0003,260,0,20.36,1,0.77328908,,
,,,24284,,,,,,292,0.2432189,2.0606917475303193,82,1.0721121444640718,0.7,1188,0,22,-0.8346760871547156,0.0003,260,0,20.11,1,0.73774521,,
,,,24364,,,,,,294,0.04215331,0.956420133614913,82,2.3339727166711968,0.7,1192,0,22,2.1865818659388183,0.0003,262,0,20.11,1,0.65539706,,
,,,24434,,,,,,296,0.19249508,0.12440142079836139,82,1.3866701084236546,0.8,1196,0,22,1.2339585101209467,0.0003,264,0,19.76,1,0.80140851,,
,,,24513,,,,,,299,0.018355165,-0.47473056332623914,81,2.5119940466509836,0.7,1200,0,22,2.5119940466509836,0.0003,266,0,19.43,1,0.7400968199999999,,
,,,24608,,,,,,301,0.13597237,4.6610747853983705,81,3.4316349333052782,0.8,1204,0,22,-3.069103919878633,0.0003,268,0,19.39,1,0.8239549599999999,,
,,,24678,,,,,,301,0.21944258,-3.0271400663686,81,4.59703010401397,0.6,1208,0,22,4.59703010401397,0.0003,268,0,19.22,1,0.6434931499999998,,
,,,24774,,,,,,303,0.20844088,0.14260996769499668,81,1.5123657474099157,0.9,1212,0,22,1.459249643349807,0.0003,271,0,19.57,1,0.91675434,,
,,,24889,,,,,,306,0.11121652,2.074978578008135,81,3.0106244653363876,1.2,1216,0,23,-3.0106244653363876,0.0003,273,0,19.88,1,1.2140605599999998,,
,,,24959,,,,,,308,0.13702253,1.9166867775234562,80,2.1886030830392644,1.4,1220,0,23,-2.1886030830392644,0.0003,275,0,19.76,1,1.3578127699999998,,
,,,25356,,,,,,328,4.683405,9.349569238164197,77,25.273052433527937,2.7,1224,800,23,-9.45239397537351,0.0003,284,10,23.02,2,2.73311876,6.339873,11.417334
,,,26155,,,,,,362,33.28211,0.20830454825686243,72,10.149014547275963,8.7,1228,2400,24,5.292057405803611,0.0003,301,26,30.13,2,8.730767769999998,41.33051,171.20824
,,,27011,,,,,,403,119.48113,0.13492228868514142,67,21.944917691473027,14.8,1232,4200,24,16.443021795869573,0.0003,322,44,38.03,2,14.79801167,37.690376,635.0416
,,,27526,,,,,,425,141.20575,2.198701684021627,64,44.908032766647075,24.5,1236,5200,25,44.32853385330518,0.0003,333,55,42.33,3,24.49156993,38.819023,801.6437
,,,28067,,,,,,448,162.69994,1.6104406889723657,62,65.97524061472281,34.9,1240,6200,25,65.97524061472281,0.0003,345,65,46.85,3,34.92606053,60.168003,1075.8977
,,,28610,,,,,,476,130.23402,0.3642052281177713,60,128.4843592809291,44.2,1244,7400,26,128.4843592809291,0.0003,359,78,51.43,3,44.215843459999995,60.5072,1583.116
,,,29158,,,,,,498,186.39041,2.1213347952185186,58,80.14417672094712,48.5,1248,8400,26,80.14417672094712,0.0003,370,87,56.12,3,48.53927723000001,72.364136,2017.2878
,,,29819,,,,,,529,193.0825,0.7937501833168308,56,72.72213255337361,61.5,1252,9800,27,72.72213255337361,0.0003,387,101,62.17,4,61.51693925000001,64.48328,1972.9918
56.783140540887295,193.27272727272728,383.3222272727273,30001,92.6,56.78314,186.2067,134.4350107847639,2,,,,,,,,,,,,,,,,,,
,,,30477,,,,,,559,197.85646,1.2443381211897642,54,63.592497808898536,75.7,1256,11000,28,63.592497808898536,0.0003,402,113,67.98,4,75.65923096,50.907005,1783.2043
,,,31233,,,,,,597,206.76135,0.4479223921825566,52,74.30363059565326,91.8,1260,12600,28,74.30363059565326,0.0003,422,130,74.95,4,91.81396937000001,64.61596,2126.7495
,,,32064,,,,,,634,208.5463,0.17606431301197573,50,94.12702479514294,108.1,1264,14200,29,93.86043941875396,0.0003,441,146,82.67,5,108.14355312000002,64.769455,1985.7657
,,,33018,,,,,,681,197.55823,0.4953434858421761,48,76.83896463069499,125.2,1268,16200,30,74.7281816688634,0.0003,467,166,91.4,5,125.23305699000001,70.39801,2263.3162
,,,33663,,,,,,709,217.17813,1.2288581266284697,47,96.17831767626852,138.1,1272,17400,30,96.11868794160804,0.0003,482,178,97.14,5,138.13638999,68.32492,2314.0093
,,,34468,,,,,,747,224.0884,0.21010258540586607,46,101.79730369072342,153.2,1276,19000,31,101.79730369072342,0.0003,503,194,104.42,6,153.21912282999998,66.692924,2583.1313
,,,35364,,,,,,789,213.74313,0.17515829452290785,44,89.17805790575434,168.9,1280,20800,32,89.17805790575434,0.0003,526,211,112.56,6,168.94291877999996,68.03658,2325.2952
,,,36318,,,,,,837,217.41556,0.2173782942622278,43,107.90947113037754,185.5,1284,22800,33,107.90947113037754,0.0003,552,231,121.05,7,185.49657769,51.64998,1950.4895
,,,37123,,,,,,876,200.48909,0.3568729604631413,42,82.22353141439623,197.4,1288,24400,33,78.71446085861878,0.0003,574,247,128.39,7,197.35586994000002,65.31441,2319.174
,,,37724,,,,,,905,200.21072,1.484914020057868,41,94.41038487897812,209.5,1292,25600,34,94.34775407148028,0.0003,590,259,133.6,7,209.50823660999995,74.32325,2856.4277
,,,38691,,,,,,948,204.6754,0.06284867173561935,40,67.34528762657646,227.6,1296,27400,35,66.52945127107841,0.0003,614,277,142.57,8,227.62055415999998,61.202526,2429.9546
