#{"t_start": 1651862572.511953, "env_id": "Walker2d-v3"}
r,l,t
4.950962,54,6.5401
3.546103,18,6.565174
4.733916,49,6.873122
1.60361,16,6.894653
-5.169447,11,6.919876
4.364132,29,6.950717
-7.966175,21,6.974452
-0.3878,13,7.014593
-3.096891,29,7.045093
-7.107183,14,7.061955
34.303808,35,7.096175
-0.111462,10,7.111501
4.39501,28,7.166624
-2.879875,15,7.184473
4.406247,18,7.202804
-2.29076,12,7.216336
0.46314,27,7.250805
-5.831763,16,7.309587
24.844797,70,7.371606
-3.973258,23,7.448381
1.697792,37,7.486719
-0.253883,14,7.505621
1.308739,31,7.533747
-3.498494,30,7.611906
1.415845,16,7.631632
-3.461494,24,7.67277
6.810576,20,7.705855
3.410285,29,7.829774
-2.986579,9,7.850865
3.964148,24,7.883437
-3.233696,18,7.911722
1.377192,21,7.943913
-1.543118,12,7.964278
1.104749,13,8.076281
-0.757813,28,8.114225
-2.393124,28,8.153749
4.68821,16,8.181191
7.95986,21,8.213041
-0.005562,14,8.325706
-3.602571,16,8.349393
1.548503,28,8.389301
-1.445139,9,8.409618
1.369654,13,8.431348
7.98295,23,8.588854
2.579665,20,8.629494
-5.236233,35,8.687535
4.234551,17,8.722231
4.56139,23,8.763358
-3.172093,8,8.933763
-1.164617,10,8.954939
-1.150113,25,8.993673
-0.871216,11,9.019271
0.033975,29,9.070237
2.130141,13,9.097079
9.073808,24,9.297557
-1.616336,21,9.334396
6.067805,20,9.372705
-1.503884,14,9.397335
3.487118,14,9.420272
-2.498269,15,9.547368
-0.155161,15,9.563142
0.306169,15,9.576714
0.779519,24,9.597058
1.872086,17,9.616476
4.578832,18,9.63646
-1.602645,23,9.769404
1.966148,13,9.784875
-2.408341,11,9.798444
13.035519,34,9.831495
1.026246,29,9.862633
-1.27864,13,9.995705
-1.77542,27,10.020419
-9.597897,15,10.038947
-2.041583,11,10.051648
-1.905058,10,10.063018
12.369398,36,10.248793
-4.685433,15,10.274173
-3.660741,10,10.288934
5.521423,16,10.311051
-4.092017,17,10.334116
2.602342,30,10.374349
5.455869,21,10.581156
8.765602,33,10.622998
-0.673066,13,10.642493
-4.908277,16,10.663038
6.184107,19,10.849992
-7.596957,22,10.872465
11.114673,26,10.898205
-4.157198,34,10.938027
5.569121,26,11.126621
-2.533746,8,11.138724
-5.507604,16,11.153781
-0.38337,21,11.179633
2.251029,13,11.198041
3.100411,16,11.215734
-8.426544,21,11.402366
-2.706777,9,11.415023
-2.468659,10,11.426775
1.202945,14,11.441612
-0.17607,18,11.459466
1.086471,16,11.477584
-1.472362,10,11.489902
4.960331,20,11.675874
0.544559,31,11.705832
-3.453444,15,11.72589
3.886768,14,11.741783
-2.657716,15,11.757748
3.799075,25,11.969064
3.010021,14,11.989725
54.019784,64,12.05362
-2.317499,15,12.085595
0.390508,16,12.294946
-5.145003,17,12.314959
-3.667336,19,12.334529
-1.501866,12,12.349804
-2.080619,12,12.363163
-3.711925,15,12.38107
-3.124696,11,12.393214
-0.5103,16,12.619392
-4.123306,15,12.636652
3.904383,16,12.656671
0.889531,16,12.683525
-0.486295,16,12.704132
-8.249522,18,12.733189
5.740892,20,13.052745
3.000724,15,13.0723
-1.395068,9,13.088228
-2.518752,26,13.123726
8.564206,21,13.158405
7.850678,35,13.601561
1.153387,16,13.641509
1.063762,14,13.664469
-4.83888,22,13.696172
0.216245,25,13.731258
-2.364767,29,14.072435
0.643553,11,14.09581
-2.116469,11,14.114872
0.367212,17,14.146842
10.99456,27,14.19843
8.714968,25,14.555282
3.022774,21,14.594996
-4.058479,12,14.616933
-5.425827,24,14.655633
-1.092876,20,14.696319
-0.505769,30,15.06251
-0.070086,22,15.099655
-0.714057,20,15.12844
1.750254,12,15.149282
-2.641172,10,15.16698
5.634683,18,15.423293
-5.161667,9,15.435036
-2.83846,10,15.445863
7.690172,29,15.479841
3.432978,16,15.500328
-2.159844,11,15.512585
0.202213,17,15.532157
-2.350437,22,15.821007
-0.760703,11,15.83867
-6.036853,24,15.862381
-0.069906,11,15.876147
5.121748,19,15.898089
-0.30532,17,16.17373
-4.616666,8,16.18417
4.864698,26,16.207213
1.370889,18,16.229368
6.611358,29,16.256466
-2.755496,18,16.544305
0.708897,13,16.558959
5.988361,17,16.577724
-0.663193,22,16.600147
-2.225499,24,16.625017
9.621826,25,16.943728
0.796409,25,16.971927
0.72881,15,16.990017
-1.83811,11,17.002992
-1.284844,10,17.014239
1.44812,16,17.031288
-2.349877,9,17.043009
0.117482,11,17.054483
-0.05645,19,17.363826
4.319848,28,17.3929
7.217552,21,17.415898
-4.221709,20,17.437227
-3.813482,15,17.763712
-0.950383,8,17.781893
-2.356097,13,17.800703
2.637286,28,17.840043
1.680004,13,17.85853
0.363883,17,17.883256
-3.393862,22,18.294391
