eval_qs,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,eval_qs_difference,total timesteps,eval_abs_qs_difference,eval_time_elapsed,eval_eplenmean,discount_q,mean 100 episode reward,train_time,n_updates,update_time,qs_difference,qs_abs_difference,time_elapsed,fps,eplenmean,env_time,episodes,current_lr,ep_rewmean,qs_mean,act_time,qfs_loss,q_grad_norm
-1.3183887,8.7,8.748868636363637,8.342477316641954,-4.0531281387506235,1,4.0531282,0,17.90909090909091,,,,,,,,,,,,,,,,,,
,,,,,20706,,,,6.757121427574593,17.4,0,0,192,-5.847482967204527,5.847482967204527,221,93,21.33,20,924,0.0003,17.44576831,-0.5516354,1,,
,,,,,20890,,,,2.1741535418999383,19.2,0,0,194,-3.7100309421147304,3.7100309421147304,223,93,22.24,20,928,0.0003,19.161097010000002,-0.5003949,1,,
,,,,,20954,,,,10.574788733738572,19.2,0,0,196,-10.164122891266054,10.164122891266054,225,92,22.17,20,932,0.0003,19.17836243,-0.57064545,1,,
,,,,,21050,,,,13.280905499912588,19.3,0,0,198,-15.342219665639728,15.342219665639728,227,92,22.34,20,936,0.0003,19.3391573,-0.395498,1,,
,,,,,21146,,,,5.187991022869413,19.8,0,0,200,-6.702977983504355,6.702977983504355,229,92,22.56,20,940,0.0003,19.80849948,-0.66917187,1,,
,,,,,21225,,,,6.305759761185318,19.9,0,0,201,-7.4348986647439546,7.4348986647439546,231,91,22.64,21,944,0.0003,19.874538779999998,-0.7740379,1,,
,,,,,21304,,,,6.733563388525433,19.4,0,0,204,-4.494420326679444,4.589467746195022,233,91,22.3,21,948,0.0003,19.3813049,-0.5194937,1,,
,,,,,21397,,,,12.297883253617242,19.3,0,0,204,-8.781846821116254,8.781846821116254,234,91,22.44,21,952,0.0003,19.32562153,-0.46515134,1,,
,,,,,21482,,,,3.68517137609929,19.2,0,0,205,-4.102226573264699,4.102226573264699,235,91,22.54,21,956,0.0003,19.241469300000002,-0.49131393,1,,
,,,,,21547,,,,4.338143197765962,19.1,0,0,207,-4.508417451946864,4.508417451946864,237,90,22.52,21,960,0.0003,19.077006239999996,-0.71513146,1,,
,,,,,21618,,,,9.43876891305136,18.9,0,0,209,-5.352013251842826,5.357801352254524,240,90,22.24,21,964,0.0003,18.87590981,-0.47377783,1,,
,,,,,21697,,,,7.710517045655042,19.1,0,0,209,-6.461563962827039,6.461563962827039,240,90,22.45,21,968,0.0003,19.06379854,-0.37287363,1,,
,,,,,21781,,,,3.577675738818533,19.2,0,0,211,-3.7092382695268644,3.7092382695268644,241,90,22.52,21,972,0.0003,19.22885339,-0.5299495,1,,
,,,,,21843,,,,8.10234656981029,18.9,0,0,213,-6.971840111652089,6.971840111652089,244,89,22.08,21,976,0.0003,18.91793464,-0.53754705,1,,
,,,,,21924,,,,6.616227846200993,18.7,0,0,215,-5.660595932062496,5.660595932062496,246,89,21.86,21,980,0.0003,18.673375569999997,-0.41908646,1,,
,,,,,22014,,,,11.656893633651299,18.8,0,0,217,-10.923851934061567,10.923851934061567,248,88,22.01,21,984,0.0003,18.77275815,-0.48910943,1,,
,,,,,22101,,,,6.292727288430458,18.3,0,0,219,-3.037750106389716,3.037750106389716,250,88,21.66,21,988,0.0003,18.349650769999997,-0.43314987,1,,
,,,,,22208,,,,6.47930674148904,18.2,0,0,221,-9.075527062448295,9.075527062448295,252,87,21.53,22,992,0.0003,18.194199979999997,-0.5898069,1,,
,,,,,22284,,,,12.427878955948422,17.6,0,0,221,-9.13517887145285,9.13517887145285,252,88,21.28,22,996,0.0003,17.633281909999997,-0.47406206,1,,
,,,,,22421,,,,4.318150245545065,18.2,0,0,225,-8.470910643401531,8.470910643401531,257,87,22.01,22,1000,0.0003,18.16020064,-0.69976246,1,,
,,,,,22531,,,,9.446955086960024,18.4,0,0,227,-8.747223463019786,8.747223463019786,258,87,22.07,22,1004,0.0003,18.414640969999997,-0.6169152,1,,
,,,,,22639,,,,4.760867169403821,18.8,0,0,229,-5.933058206602098,5.933058206602098,260,86,22.51,22,1008,0.0003,18.77922028,-0.45293528,1,,
,,,,,22771,,,,3.104363515810817,18.9,0,0,231,-5.102289627869319,5.102289627869319,263,86,23.02,22,1012,0.0003,18.916006340000003,-0.5768604,1,,
,,,,,22894,,,,8.082887815012997,19.4,0,0,233,-11.981236083789613,11.981236083789613,265,86,23.32,22,1016,0.0003,19.39468533,-0.6509279,1,,
,,,,,22961,,,,6.912539437603828,19.2,0,0,235,-6.854258277091426,6.854258277091426,267,85,23.22,22,1020,0.0003,19.20222304,-0.742266,1,,
,,,,,23032,,,,8.546127524383477,19.1,0,0,237,-7.498311399966531,7.498311399966531,269,85,23.26,22,1024,0.0003,19.12122986,-0.54208773,1,,
,,,,,23094,,,,5.161826817994743,17.1,0,0,237,-4.122288843704688,4.122288843704688,269,85,22.04,22,1028,0.0003,17.05366595,-0.3904216,1,,
,,,,,23156,,,,10.478597702742176,17.1,0,0,239,-9.46794365323674,9.46794365323674,271,85,22.02,22,1032,0.0003,17.117283750000002,-0.6897055,1,,
,,,,,23261,,,,17.947362635431222,17.3,0,0,242,-14.089035214732279,14.089035214732279,274,84,22.11,23,1036,0.0003,17.31074581,-0.4994161,1,,
,,,,,23326,,,,5.397299610151098,16.8,0,0,243,-2.5000833881603297,2.5221009221053654,276,84,21.8,23,1040,0.0003,16.8220715,-0.4748601,1,,
,,,,,23409,,,,5.294429756871508,16.9,0,0,245,-6.146925040348274,6.146925040348274,278,84,21.84,23,1044,0.0003,16.85788546,-0.734766,1,,
,,,,,23524,,,,3.3307125282433234,17.6,0,0,248,-2.8709075536281783,2.874485168648854,281,83,22.2,23,1048,0.0003,17.62991474,-0.48014024,1,,
,,,,,23626,,,,42.82464432965882,18.1,0,0,250,-36.70050841315632,36.70050841315632,282,83,22.29,23,1052,0.0003,18.082817490000004,-0.5214188,1,,
,,,,,23686,,,,5.506111272762093,18.1,0,0,250,-4.917454046516314,4.917454046516314,283,83,22.04,23,1056,0.0003,18.07217492,-0.6106459,1,,
,,,,,23805,,,,4.8806334501732955,18.6,0,0,254,-6.4999074806786155,6.4999074806786155,287,82,22.58,23,1060,0.0003,18.639981759999998,-0.5987521,1,,
,,,,,23877,,,,4.322293771930262,18.8,0,0,254,-3.2731403977104394,3.2731403977104394,287,82,22.59,23,1064,0.0003,18.805708569999997,-0.4255434,1,,
,,,,,23952,,,,5.613493723827634,18.7,0,0,256,-6.335238030854981,6.335238030854981,289,82,22.55,23,1068,0.0003,18.697778319999998,-0.7027148,1,,
,,,,,24030,,,,20.126989338246325,18.7,0,0,258,-15.996353209049998,15.996353209049998,292,82,22.49,23,1072,0.0003,18.74483824,-0.54072416,1,,
,,,,,24098,,,,3.1183296410968007,18.6,0,0,258,-1.667650833112792,1.676628287794211,292,82,22.55,23,1076,0.0003,18.645113670000004,-0.38256595,1,,
,,,,,24177,,,,2.8831253848996683,18.8,0,0,260,-3.5390499606885424,3.5390499606885424,294,82,22.53,23,1080,0.0003,18.843777240000005,-0.51889986,1,,
,,,,,24245,,,,7.8055583434587374,18.7,0,0,262,-7.47244315390836,7.47244315390836,296,81,22.31,24,1084,0.0003,18.728372169999997,-0.59837353,1,,
,,,,,24342,,,,9.103198934302288,18.9,0,0,265,-8.598992866361382,8.598992866361382,299,81,22.41,24,1088,0.0003,18.9090787,-0.6285576,1,,
,,,,,24407,,,,5.868654229100628,18.6,0,0,267,-6.030251120468047,6.030251120468047,301,81,21.99,24,1092,0.0003,18.57246615,-0.7589841,1,,
,,,,,24497,,,,5.6538199745082345,19.0,0,0,267,-7.092340300282141,7.092340300282141,301,81,22.13,24,1096,0.0003,19.00800092,-0.7108751,1,,
,,,,,24562,,,,7.822766554467976,18.3,0,0,269,-6.252088621071993,6.252088621071993,303,80,21.41,24,1100,0.0003,18.333894739999998,-0.69292,1,,
,,,,,24646,,,,4.839741455705114,17.9,0,0,271,-5.578247609572633,5.578247609572633,306,80,21.15,24,1104,0.0003,17.90531748,-0.6922014,1,,
,,,,,24717,,,,5.092565407612978,17.7,0,0,273,-5.1566594824018654,5.1566594824018654,308,80,20.78,24,1108,0.0003,17.74680457,-0.48740324,1,,
,,,,,24883,,,,4.64886822805085,18.7,0,0,276,-9.053994180018034,9.053994180018034,310,80,21.12,24,1112,0.0003,18.655659,-0.5003925,1,,
,,,,,25082,,,,73.23148565350809,20.2,4,200,280,-85.46393601988962,85.46393601988962,320,78,21.88,24,1116,0.0003,20.243686079999996,-0.57905185,2,96.94445,27.088032
,,,,,25199,,,,16.42790711170539,21.8,6,400,283,-11.313159671561705,14.65939941747342,325,77,22.38,24,1120,0.0003,21.7814766,12.850222,2,103.6669,36.11907
,,,,,25326,,,,18.528097667389112,23.4,11,800,287,-1.4778302741519733,14.637450173165917,334,75,22.94,25,1124,0.0003,23.35355078,27.082531,2,93.404205,66.277824
,,,,,25463,,,,20.960445462494963,25.3,13,1000,290,3.0398424802797335,15.035680981628422,339,75,23.69,25,1128,0.0003,25.317781360000005,35.244568,2,87.96047,90.59494
,,,,,25595,,,,16.447937285928763,27.0,16,1200,292,15.276733809913921,16.88495095089579,344,74,24.39,25,1132,0.0003,27.01358952,41.854633,2,85.05461,129.0934
,,,,,25694,,,,18.067063323905373,27.8,18,1400,294,25.482123695362123,25.482123695362123,348,73,24.33,25,1136,0.0003,27.78778468,48.386093,2,82.5693,166.91345
,,,,,25787,,,,17.56505605172034,28.9,20,1600,296,32.897801852020095,32.897801852020095,353,73,24.61,25,1140,0.0003,28.932870819999998,54.497627,2,76.12136,200.00194
,,,,,25877,,,,17.4788155646763,29.7,23,1800,298,39.542506875405415,39.542506875405415,358,72,24.68,25,1144,0.0003,29.72549605,60.71814,2,73.45282,269.98853
,,,,,26111,,,,22.011074046698408,32.5,30,2400,305,5.897084793377939,24.59230901277064,372,70,25.87,25,1148,0.0003,32.544356869999994,70.7458,2,68.772736,375.10663
,,,,,26451,,,,9.814449915439344,37.8,36,3000,312,13.296700438538105,28.95573383773819,386,68,28.25,25,1152,0.0003,37.81001315,84.67929,2,71.42746,493.48352
,,,,,26864,,,,6.272190756192277,44.9,45,3800,321,17.94345153106938,28.624180553224807,405,66,31.78,26,1156,0.0003,44.883794290000004,103.34293,2,68.29567,768.4508
,,,,,27284,,,,4.663159338314349,51.7,54,4600,331,45.62731600746165,45.67914458197415,424,64,34.79,26,1160,0.0003,51.714632589999994,124.52058,3,70.6142,1171.8033
,,,,,27635,,,,6.1868299382185175,57.6,63,5400,341,74.44861401824728,74.44861401824728,443,62,37.58,27,1164,0.0003,57.588477909999995,136.22382,3,83.72254,1390.2125
,,,,,28008,,,,6.194414263860406,64.5,72,6200,350,75.21944432281963,75.21944432281963,463,60,40.56,27,1168,0.0003,64.45828257,148.20442,3,67.305176,1489.7404
,,,,,28338,,,,6.319693624839385,69.7,79,6800,358,99.66257891833335,99.66257891833335,477,59,43.08,27,1172,0.0003,69.73000247,152.95628,3,79.75647,1775.7697
,,,,,28689,,,,8.678375854804475,76.0,86,7400,365,82.40569577353342,82.40569577353342,492,58,45.91,28,1176,0.0003,76.02270908999999,157.77911,3,73.59897,1971.2323
,,,,,29119,,,,7.9815395435741845,84.2,97,8400,377,8.986613700260733,18.82039121480458,516,56,49.42,28,1180,0.0003,84.21299404999999,118.66282,4,91.857574,2507.838
,,,,,29549,,,,8.092496450494686,92.2,106,9200,387,12.473019779699248,22.202621847399598,536,55,53.04,28,1184,0.0003,92.21095559999999,121.86212,4,87.85013,2857.96
159.80206,46.9,171.89894263636364,109.14426500761647,91.96191955321143,30001,91.96192,1,94.0909090909091,,,,,,,,,,,,,,,,,,
