eval_qs,eval mean 100 episode reward,eval_ep_rewmean,total timesteps,eval_eplenmean,eval_time_elapsed,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,eplenmean,act_time,env_time,ep_rewmean,current_lr,qs_mean,train_time,episodes,mean 100 episode reward,time_elapsed,discount_q,update_time,qs_difference,qs_abs_difference,n_updates,fps,q_grad_norm,qfs_loss
-1.9404699,8.6,8.594963272727272,1,31.636363636363637,0,-1.2633048674975214,8.90006472823898,3.328585,,,,,,,,,,,,,,,,,,
,,,48664,,,,,,168.66,13,42,418.60100105999993,0.0003,251.86282,487,1300,418.6,1446,1.3721991150670318,886,83.44634913372899,84.14128568260928,47400,33,8191.622,168.58168
,,,49486,,,,,,173.36,13,43,432.56482542,0.0003,282.57257,503,1304,432.6,1490,0.5302226908512182,911,71.20336601324186,71.28383245245068,49000,33,6804.6562,138.37216
274.53622,232.7,664.0765047272728,50001,246.1818181818182,2,85.44617756693867,193.1712383437584,87.03342,,,,,,,,,,,,,,,,,,
,,,50388,,,,,,177.65,13,44,449.10149992000015,0.0003,275.7137,521,1308,449.1,1541,0.2790213464979432,940,32.127632262755085,34.77486926364483,50800,32,9134.457,208.92671
,,,51049,,,,,,180.6,14,44,459.42304501,0.0003,255.20416,536,1312,459.4,1581,0.8417161202044234,964,129.34471157015687,130.5178884283345,52200,32,7996.0474,169.9523
,,,51841,,,,,,183.99,14,45,471.88670643000006,0.0003,286.98212,552,1316,471.9,1624,0.8391501306641902,990,66.76395700725017,66.84780314499245,53800,31,7482.13,164.816
,,,52627,,,,,,185.64,14,46,478.5370755,0.0003,293.54364,568,1320,478.5,1667,0.9582964117101659,1016,58.152641474472986,58.70787545533023,55400,31,7198.825,142.64569
,,,53508,,,,,,188.62,15,46,488.2332552600001,0.0003,282.69476,587,1324,488.2,1717,0.2998713788498602,1047,63.23422421358048,63.23422421358048,57200,31,6983.078,133.79181
,,,54243,,,,,,191.35,15,47,500.90402177000004,0.0003,283.27686,600,1328,500.9,1755,0.8745911137203194,1070,103.6707284642393,106.83142649940257,58600,30,7149.72,159.71846
,,,54918,,,,,,191.31,16,48,502.43564128,0.0003,269.82382,615,1332,502.4,1794,0.6634419055943187,1094,145.35186914218272,147.98891932799154,60000,30,7119.1465,140.39183
,,,55671,,,,,,192.4,16,48,507.7382274500001,0.0003,287.4382,629,1336,507.7,1834,1.5709783384125084,1118,55.193353263983276,56.267983982886825,61400,30,7313.1445,161.9125
,,,56427,,,,,,188.04,16,49,500.1391967,0.0003,263.6253,644,1340,500.1,1878,0.5666635219248933,1145,86.52792287863333,87.92392755636286,63000,30,7344.74,154.86142
,,,57267,,,,,,180.87,17,50,495.5717018700001,0.0003,294.92828,660,1344,495.6,1923,0.8104849302377882,1174,54.656008261771795,55.35124946579075,64600,29,5638.4595,119.69165
,,,58089,,,,,,178.74,17,50,500.99075201000005,0.0003,299.24536,676,1348,501.0,1968,0.594324768624533,1202,77.44255899571095,77.7948046371261,66200,29,6804.5854,136.10912
,,,58588,,,,,,174.7,17,51,490.72969769,0.0003,299.3086,686,1352,490.7,1996,10.53025184374659,1219,126.06387342477147,126.21267537650573,67200,29,6684.5015,150.37012
,,,59465,,,,,,179.78,18,51,507.16607896,0.0003,291.23257,703,1356,507.2,2049,0.23384671624517175,1252,110.31052600357147,110.38713513062356,69000,29,7913.6475,187.742
274.53543,294.0,666.5028674545456,60001,221.54545454545453,2,68.89800499942434,212.80378538296654,70.535736,,,,,,,,,,,,,,,,,,
,,,60334,,,,,,180.46,18,52,516.18102086,0.0003,291.72116,721,1360,516.2,2102,0.2377603502974137,1284,98.06572296737615,99.38781687149458,70800,28,6811.594,155.41124
,,,61116,,,,,,184.44,18,53,530.99002782,0.0003,293.1885,738,1364,531.0,2150,0.5616051787635681,1314,106.32608600030638,108.01008201898092,72400,28,7378.939,153.40074
,,,61799,,,,,,185.15,19,53,535.5330078100001,0.0003,251.47235,749,1368,535.5,2185,0.5783603619615799,1336,123.69805344398544,123.69805344398544,73600,28,7451.8545,153.69164
,,,62588,,,,,,186.04,19,54,538.7154607699999,0.0003,293.68106,765,1372,538.7,2231,0.5628551104609356,1366,114.5009176585757,114.54738642700117,75200,28,7493.2236,156.6417
,,,63387,,,,,,188.37,19,55,550.18395799,0.0003,306.43353,781,1376,550.2,2279,0.6888032046955663,1396,118.5101985636854,118.7602305952337,76800,27,7243.0786,154.7822
,,,64374,,,,,,190.67,20,55,557.6068598,0.0003,307.84668,801,1380,557.6,2338,0.1335451812709223,1434,93.06841914794731,93.08635487188438,78800,27,6903.0737,154.66586
,,,65256,,,,,,192.29,20,56,561.9501515,0.0003,295.76025,819,1384,562.0,2391,0.30988481915863597,1468,108.2881759597089,109.34418572758126,80600,27,6546.4604,139.58466
,,,66067,,,,,,193.65,21,57,567.65311302,0.0003,287.90524,834,1388,567.7,2439,0.49375900844990295,1499,85.01361724320061,85.16604879586401,82200,27,7213.3857,160.86362
,,,66954,,,,,,197.2,21,58,579.24018027,0.0003,293.31607,852,1392,579.2,2494,0.3157822021254202,1536,78.27901492882793,78.54200355177633,84000,26,6026.4404,134.05238
,,,67782,,,,,,198.01,21,58,583.4352630500001,0.0003,302.5567,868,1396,583.4,2543,0.8837865094842018,1567,78.87544391128355,78.96020966564329,85600,26,6594.054,135.06387
,,,68781,,,,,,201.17,22,59,596.69348473,0.0003,300.30267,888,1400,596.7,2605,0.10355646668359572,1607,92.42185088504856,92.48484790740723,87600,26,6325.3,129.64624
,,,69725,,,,,,202.39,22,60,603.2575979400001,0.0003,303.43295,909,1404,603.3,2668,0.4106251667457792,1648,59.484696173039154,59.484696173039154,89600,26,6727.6943,138.44472
278.724,369.7,911.9889565454545,70001,269.54545454545456,3,33.57012638205107,252.50030191759595,44.177002,,,,,,,,,,,,,,,,,,
,,,70622,,,,,,202.34,23,61,602.3720099200001,0.0003,288.51132,925,1408,602.4,2728,0.2927155852479613,1687,96.53125636525952,99.34280555588713,91400,25,8421.877,189.17694
,,,71396,,,,,,203.47,23,61,607.9749918900001,0.0003,253.58173,940,1412,608.0,2771,0.4246563065396735,1715,65.11235722360941,65.49412329058468,92800,25,6914.4844,151.11703
,,,72363,,,,,,205.22,24,62,615.2942705600002,0.0003,287.98248,959,1416,615.3,2833,0.14472760944239935,1755,65.01380006038904,66.2686305203969,94800,25,6511.871,134.81729
,,,73309,,,,,,206.82,24,63,621.90480858,0.0003,287.59753,979,1420,621.9,2895,0.18289445258797848,1796,66.42902598557303,67.29521999682368,96800,25,6775.6094,134.21158
,,,74431,,,,,,209.23,24,64,632.1372576199999,0.0003,283.59882,1001,1424,632.1,2964,0.029278223081269386,1843,66.05943945112935,66.52751991845695,99000,25,6619.13,130.90254
,,,75489,,,,,,212.46,25,65,643.8950021400001,0.0003,290.63403,1020,1428,643.9,3029,0.12399412737682602,1886,47.46254685670754,47.63727662504706,101000,24,5693.8965,110.215576
,,,76351,,,,,,214.33,25,65,652.58858951,0.0003,281.4297,1038,1432,652.6,3087,0.3891173008574818,1925,60.140528867834334,62.484964355662505,102800,24,6074.17,126.47678
,,,77246,,,,,,215.75,26,66,659.58872257,0.0003,279.5052,1056,1436,659.6,3145,0.25674370415457504,1963,60.80549882223151,61.4964863006389,104600,24,5959.5986,118.05562
,,,78228,,,,,,218.01,26,67,670.9728698499999,0.0003,295.97104,1075,1440,671.0,3210,0.17890045819714404,2008,58.38142349411167,58.38142349411167,106600,24,7022.912,140.98021
,,,78981,,,,,,217.14,27,68,668.0315300899998,0.0003,283.17993,1090,1444,668.0,3256,1.1681081994928062,2038,61.80900593197152,62.275800948324715,108000,24,6244.8555,125.534325
,,,79920,,,,,,218.31,27,69,673.4284636799999,0.0003,278.4172,1112,1448,673.4,3322,0.15495174999726383,2080,60.50309252358177,60.50309252358177,110000,24,5890.8286,115.31743
287.18875,414.1,752.7234574545454,80001,228.0909090909091,2,62.48190838812446,242.61113691548434,65.8147,,,,,,,,,,,,,,,,,,
,,,80761,,,,,,221.73,27,69,687.73894078,0.0003,288.99817,1128,1452,687.7,3378,0.4704333817545233,2117,64.75779932777685,64.80457853021186,111600,23,5777.3794,102.26718
,,,81399,,,,,,219.34,28,70,682.3009552900002,0.0003,290.67154,1139,1456,682.3,3418,0.018925683180273482,2145,284.4390285354167,284.4390285354167,112800,23,6089.0806,114.96861
,,,81456,,,,,,211.22,28,70,655.4203955099999,0.0003,298.1982,1141,1460,655.4,3424,8.36787462230534,2149,290.14467284843283,290.14467284843283,113000,23,7415.311,150.55315
,,,81714,,,,,,205.98,28,70,638.8301002499999,0.0003,280.79044,1146,1464,638.8,3445,155.68803369357022,2164,57.563565788426516,57.563565788426516,113600,23,6694.6733,127.032585
,,,82611,,,,,,208.12,28,71,648.00421638,0.0003,297.48282,1167,1468,648.0,3507,0.18562514657882323,2204,93.54914996077588,93.54914996077588,115400,23,6514.2505,131.73045
,,,83640,,,,,,210.52,29,72,659.14009531,0.0003,291.76663,1186,1472,659.1,3574,0.1801464853446625,2249,34.88780734018878,38.363448175801175,117400,23,5666.163,109.594826
,,,84493,,,,,,211.06,29,72,661.63510865,0.0003,287.03015,1202,1476,661.6,3630,0.5026380322257218,2289,58.01078772810589,60.4061327271014,119000,23,5995.7324,113.79128
,,,85549,,,,,,211.75,30,73,663.2012899,0.0003,290.4668,1225,1480,663.2,3705,0.06007487863142306,2340,70.04081376721457,70.57639911322346,121200,23,6270.413,120.79333
,,,86444,,,,,,211.88,30,74,666.4522358099999,0.0003,258.70746,1242,1484,666.5,3767,0.1551774392042936,2383,49.21635775381054,49.678227739352295,123000,22,5453.422,101.93087
,,,87622,,,,,,215.55,31,75,679.5489162399999,0.0003,280.7386,1267,1488,679.5,3853,0.029893646581062073,2442,55.26914891358056,55.26914891358056,125400,22,5429.706,97.74703
,,,88925,,,,,,219.71,31,76,694.02934412,0.0003,279.7543,1293,1492,694.0,3943,0.00414522197765214,2505,80.16529599209677,80.45324373516978,128000,22,5682.2617,102.15824
,,,89899,,,,,,221.17,32,77,701.6280006400001,0.0003,265.31097,1310,1496,701.6,4006,0.1948647828875237,2549,11.43062112738314,20.512323281204914,129800,22,5496.261,107.45239
279.58914,514.7,1017.8241392727273,90001,322.8181818181818,3,36.51116240532196,234.49336232315125,39.973965,,,,,,,,,,,,,,,,,,
,,,91304,,,,,,225.23,32,78,717.5024577199999,0.0003,254.41591,1339,1500,717.5,4115,0.001487636007641459,2623,2.552418220361083,15.932050764092601,132800,22,6194.105,124.36429
,,,92171,,,,,,224.46,33,79,716.36069672,0.0003,286.37637,1355,1504,716.4,4172,0.9927301413085952,2663,17.156922679980575,19.01813770161098,134400,22,4536.85,85.58517
,,,93079,,,,,,224.57,33,79,720.51742186,0.0003,259.9409,1373,1508,720.5,4236,0.22023761400981512,2707,22.34638980201732,23.44313230333696,136200,21,4958.1187,95.21475
,,,94669,,,,,,232.73,34,81,744.72661526,0.0003,306.97046,1405,1512,744.7,4351,0.04611376823379143,2789,53.58473925552374,53.58473925552374,139400,21,4846.4375,88.1114
,,,95370,,,,,,230.07,34,81,736.2067642199999,0.0003,286.81943,1418,1516,736.2,4402,5.503662135518072,2824,34.03231469116692,34.38697248294848,140800,21,4581.7456,87.730934
,,,96571,,,,,,232.62,35,82,746.9036236999999,0.0003,305.7328,1442,1520,746.9,4488,0.17914482470572696,2885,25.96322144346789,27.386916680406053,143200,21,4956.482,101.37353
,,,97921,,,,,,234.9,35,83,756.41322956,0.0003,319.6519,1470,1524,756.4,4591,0.13378157295802526,2958,7.0600566214934775,21.60840794075363,146000,21,4541.156,85.43164
240.56715,564.0,404.2063527272727,100001,162.9090909090909,2,97.99981006911281,173.6371403454383,99.65537,,,,,,,,,,,,,,,,,,
,,,100231,,,,,,247.42,36,85,795.2886748600001,0.0003,318.47827,1516,1528,795.3,4764,8.737569432024241e-06,3080,39.55271132407193,42.012249421088526,150600,21,4802.2,111.49805
,,,101730,,,,,,253.79,37,86,815.32620962,0.0003,342.05917,1546,1532,815.3,4873,0.12765180428186693,3157,44.33688430022577,44.568229286056514,153600,20,5267.32,115.286224
,,,102993,,,,,,257.47,37,87,826.2298950799999,0.0003,310.10822,1569,1536,826.2,4960,0.03317515793029797,3218,67.28733096278751,67.3631672277981,156000,20,5415.1265,106.95006
,,,104047,,,,,,258.19,38,88,828.95946896,0.0003,283.18683,1590,1540,829.0,5038,0.045853565528693484,3274,63.045114549943335,64.84237249380091,158200,20,6868.415,155.09962
,,,105781,,,,,,268.0,39,90,860.84377245,0.0003,316.53094,1624,1544,860.8,5160,0.0001430432720251835,3359,85.64658861751302,85.7748761631224,161600,20,4378.464,77.54461
,,,106795,,,,,,268.75,39,90,865.2954373299998,0.0003,310.398,1644,1548,865.3,5231,0.10935344231448202,3409,71.09269915649092,71.09487584148425,163600,20,5820.0117,108.008224
,,,108050,,,,,,272.89,40,91,881.43003293,0.0003,291.22086,1669,1552,881.4,5322,0.01681957196091932,3473,2.212481899466566,12.64691053265515,166200,20,5162.076,103.081604
,,,109220,,,,,,278.21,40,92,903.0559223799999,0.0003,302.1601,1693,1556,903.1,5407,0.03947877073134462,3532,14.912868152142027,15.567653043021378,168600,20,5514.5093,94.86721
305.2783,642.4,755.8946209999999,110001,237.0909090909091,3,87.82143156321654,242.55416181237385,88.853004,,,,,,,,,,,,,,,,,,
,,,110180,,,,,,287.24,40,93,933.81766702,0.0003,303.11063,1710,1560,933.8,5472,0.14166306618222008,3576,103.73681462528535,103.87380301649983,170400,20,4634.455,77.54248
,,,111097,,,,,,293.83,41,94,957.1169388600001,0.0003,291.01743,1727,1564,957.1,5534,0.19953844893350012,3620,60.3897700594416,60.72347824363773,172200,20,5299.301,101.38626
,,,111978,,,,,,293.67,41,95,957.8473279799999,0.0003,291.677,1745,1568,957.8,5596,0.32326386811369484,3662,62.64882985604738,62.73486887706152,174000,20,5413.165,99.78847
,,,112932,,,,,,292.92,42,95,956.5525383899999,0.0003,300.1137,1764,1572,956.6,5664,0.2023650917077561,3711,50.7649970193689,50.7649970193689,176000,19,5496.388,114.05951
,,,113909,,,,,,294.16,42,96,961.64306682,0.0003,285.26062,1784,1576,961.6,5733,0.16721402571705465,3757,21.445237618622116,25.85772899343889,178000,19,5375.8105,102.31299
,,,114939,,,,,,293.9,43,97,966.3138132,0.0003,294.67087,1804,1580,966.3,5801,0.14567915741748685,3804,9.377580256981348,10.673570300518522,180000,19,4973.205,80.30089
,,,115772,,,,,,293.28,43,98,966.0907425199998,0.0003,295.8133,1821,1584,966.1,5858,0.4958244345699683,3843,66.8804209461382,67.90522867896749,181600,19,4534.8477,81.17393
,,,116410,,,,,,287.88,43,98,949.9302328200002,0.0003,333.8681,1834,1588,949.9,5906,0.35862085844527997,3877,264.3234954729929,264.3234954729929,183000,19,4326.864,82.94314
,,,117086,,,,,,281.61,44,99,931.1786610800002,0.0003,338.69174,1845,1592,931.2,5946,0.36485079419446487,3906,244.69054848365582,244.69054848365582,184200,19,5557.3267,112.89555
,,,118490,,,,,,285.91,44,100,949.8653323799999,0.0003,304.53268,1874,1596,949.9,6043,0.0011465657737269256,3970,99.51742735841543,99.51742735841543,187000,19,5074.784,108.254295
,,,119418,,,,,,281.14,45,101,937.71791354,0.0003,302.82904,1895,1600,937.7,6110,0.31249772578664914,4015,42.52668114052806,42.795929306434594,189000,19,5000.455,99.52253
305.33566,743.6,1200.408091909091,120001,326.8181818181818,4,20.63357416036631,272.1398839613586,25.900574,,,,,,,,,,,,,,,,,,
,,,120424,,,,,,282.53,45,102,944.8138271699999,0.0003,291.96533,1918,1604,944.8,6186,0.17605214483391704,4062,2.0604621367132396,21.48536477769803,191000,19,4767.4404,99.73684
,,,121520,,,,,,284.41,46,102,955.05933114,0.0003,302.8081,1944,1608,955.1,6262,0.08342066333184493,4110,9.019541261362445,10.784605723845424,193200,19,5354.4014,102.32717
,,,122582,,,,,,279.13,46,103,943.15154618,0.0003,304.12393,1967,1612,943.2,6329,0.0714220099644871,4153,69.18603996558441,69.47108308597757,195200,19,5844.9277,119.336044
,,,123630,,,,,,282.6,46,104,959.1116639400003,0.0003,315.63824,1993,1616,959.1,6404,0.15961744498540484,4200,35.02009513532288,35.623758601227806,197400,19,4645.8877,86.67058
,,,124789,,,,,,282.18,47,105,959.2539967500002,0.0003,360.85532,2018,1620,959.3,6479,0.010534307583396836,4249,175.4688709258988,175.4688709258988,199600,19,5528.326,94.96379
,,,126177,,,,,,282.56,47,106,966.59384052,0.0003,323.9314,2052,1624,966.6,6577,0.018756600439770364,4312,18.32388276898836,23.258959249394287,202400,19,5302.9404,102.749405
,,,127817,,,,,,275.86,49,108,952.2945998200001,0.0003,331.58423,2092,1628,952.3,6694,0.0018620565803419353,4385,34.7036783162226,35.04640676685901,205800,19,3921.731,78.160255
,,,129021,,,,,,272.91,49,109,947.4625273900002,0.0003,292.80768,2117,1632,947.5,6775,0.016499299173778154,4438,37.555901419312825,40.985384046598284,208200,19,3385.3054,53.345837
,,,129966,,,,,,269.73,50,110,941.37204471,0.0003,338.4707,2134,1636,941.4,6834,0.016148862908624655,4479,268.39999979452745,268.39999979452745,210000,19,5016.7607,98.609505
335.87366,926.4,2141.9839995454545,130001,593.3636363636364,8,22.61470655256678,271.6452864960513,27.96712,,,,,,,,,,,,,,,,,,
,,,130938,,,,,,268.91,50,111,937.91416268,0.0003,347.2514,2155,1640,937.9,6908,0.042439401251728126,4522,208.45098601601921,208.47593405385393,212000,18,3593.581,70.859436
,,,132251,,,,,,264.7,51,112,931.1188631100001,0.0003,325.85623,2179,1644,931.1,6992,0.018150180494003187,4579,27.111437014030393,28.48453383061721,214600,18,4181.778,83.33565
,,,133961,,,,,,271.66,52,114,957.99623305,0.0003,277.4433,2211,1648,958.0,7101,6.935219655902512e-05,4654,26.631082002481406,26.83819398199575,218000,18,4213.901,81.16404
,,,135061,,,,,,270.11,52,115,955.1189545600002,0.0003,296.71207,2231,1652,955.1,7171,0.03622055679621861,4702,62.23433562896385,62.33893715153129,220200,18,3687.0476,78.63425
,,,136172,,,,,,269.52,53,115,953.38400831,0.0003,334.47238,2256,1656,953.4,7244,0.07654940106756716,4750,56.31090771020428,56.31090771020428,222400,18,3350.551,57.531216
,,,137281,,,,,,271.01,53,117,964.033609,0.0003,290.51608,2279,1660,964.0,7316,0.03850189618098669,4796,44.544470538275846,45.772679764641055,224600,18,3562.3691,61.032555
,,,138437,,,,,,273.4,54,117,977.1845502599999,0.0003,324.41943,2301,1664,977.2,7394,0.0009210423652416558,4850,285.934597298805,285.934597298805,227000,18,3300.21,60.42273
,,,139234,,,,,,272.56,54,118,976.5600632300001,0.0003,338.39438,2317,1668,976.6,7448,0.0820762567822013,4886,261.3371552847098,261.3371552847098,228600,18,4059.2202,74.9068
313.94012,989.1,1128.4125598181818,140001,289.09090909090907,3,18.48795681018844,276.64694097621674,21.804945,,,,,,,,,,,,,,,,,,
,,,140246,,,,,,273.14,55,119,981.0089302699998,0.0003,272.86435,2341,1672,981.0,7519,0.07010049726229003,4929,29.680063794707706,30.73555156326514,230600,18,3730.1719,61.278976
,,,141521,,,,,,276.12,55,120,997.2601521199999,0.0003,328.75015,2367,1676,997.3,7605,0.012384042517915212,4987,41.20198318748575,41.20198318748575,233200,18,4751.502,86.73912
,,,142381,,,,,,274.42,56,121,991.2243598700002,0.0003,303.75232,2385,1680,991.2,7661,0.2291812866328875,5023,107.01669070072134,107.01669070072134,234800,18,4682.4004,102.41023
,,,143238,,,,,,274.66,56,122,990.9997713,0.0003,366.18903,2404,1684,991.0,7724,0.17442044560772377,5066,202.68808572502329,202.68808572502329,236600,18,3249.3948,54.501675
,,,144409,,,,,,279.99,57,123,1015.40328321,0.0003,337.38568,2430,1688,1015.4,7804,0.05226913820684828,5118,33.31248987286901,33.31248987286901,239000,18,4488.636,98.15148
,,,145646,,,,,,285.6,57,124,1039.7903634900001,0.0003,265.61606,2454,1692,1039.8,7882,0.008602493949694347,5170,7.376281197714085,32.97137628951137,241400,18,4335.714,99.09469
,,,146911,,,,,,284.21,58,125,1038.32206037,0.0003,334.99844,2481,1696,1038.3,7966,0.03702431398520046,5225,5.7073213887537975,7.524425668916129,244000,18,3923.475,65.56551
,,,147905,,,,,,284.87,58,126,1041.5587145,0.0003,365.36285,2501,1700,1041.6,8030,0.057171376703976755,5268,179.56202431579982,179.56202431579982,246000,18,3774.7793,62.25033
,,,148765,,,,,,283.41,59,127,1037.6504633299999,0.0003,319.09012,2517,1704,1037.7,8080,1.0049205775081524,5300,20.452881925870628,22.276237359524693,247600,18,3935.0784,76.168
,,,149340,,,,,,278.2,59,127,1013.2816118100002,0.0003,297.3239,2529,1708,1013.3,8119,0.057148275171462766,5326,289.0255861807068,289.0255861807068,248800,18,3552.4834,64.44175
307.9215,1030.0,1012.1440498181819,150001,274.1818181818182,3,34.447254819218,265.1113510206415,38.056957,,,,,,,,,,,,,,,,,,
,,,150427,,,,,,278.45,60,128,1014.94350598,0.0003,319.45285,2551,1712,1014.9,8194,0.0778794345440426,5373,36.64564410309772,36.685608475095464,251000,18,4850.252,121.32966
,,,151821,,,,,,281.91,60,129,1032.33352438,0.0003,313.39493,2579,1716,1032.3,8283,0.004922188300476524,5433,-1.3496729053499763,9.453139154621304,253800,18,4592.8354,94.93642
,,,152908,,,,,,281.19,61,130,1031.5622444699998,0.0003,308.13065,2602,1720,1031.6,8356,0.059879006587354275,5481,45.06176264004012,45.06176264004012,256000,18,4535.915,88.580414
,,,154636,,,,,,284.59,62,132,1038.27875725,0.0003,374.20197,2634,1724,1038.3,8461,3.4282885265994985e-05,5552,189.56014461100722,189.56014461100722,259400,18,3653.7363,58.311
,,,156222,,,,,,284.05,62,133,1040.0242967,0.0003,279.8388,2663,1728,1040.0,8558,0.00022700913119040635,5618,32.533975211211306,32.76945047386295,262600,18,4508.8203,83.348076
,,,157395,,,,,,283.74,63,134,1042.8732467300001,0.0003,349.82944,2684,1732,1042.9,8626,0.2576860297327663,5662,5.983763866404745,11.852534188051068,264800,18,3826.122,61.04814
,,,158622,,,,,,286.56,63,135,1057.98094926,0.0003,325.7458,2709,1736,1058.0,8705,0.020928090792887395,5715,29.8611690115751,30.764881923914988,267400,18,3571.9133,71.304596
,,,159518,,,,,,285.8,64,136,1060.46335308,0.0003,351.94565,2726,1740,1060.5,8760,0.02809917479003207,5751,274.0634774792944,274.0634774792944,269200,18,4321.8306,58.08428
382.2127,1017.5,739.1831064545454,160001,218.8181818181818,2,156.2102438436749,247.0883353564187,156.21027,,,,,,,,,,,,,,,,,,
,,,160381,,,,,,281.3,64,136,1044.6971516500003,0.0003,302.17126,2741,1744,1044.7,8812,0.6113438606387883,5785,6.4864597144065685,11.274198359234338,270800,18,3417.6018,57.383923
,,,161768,,,,,,278.07,65,137,1034.69359105,0.0003,330.40216,2767,1748,1034.7,8899,0.005064472445631712,5844,46.914383650850674,47.17462433044167,273600,18,4706.681,81.95188
,,,162724,,,,,,276.63,65,138,1030.99186973,0.0003,362.0382,2786,1752,1031.0,8960,0.12847366016268627,5883,134.79330432788743,134.79330432788743,275600,18,3531.3296,61.16104
,,,163872,,,,,,277.0,66,139,1033.3825556900001,0.0003,349.92773,2806,1756,1033.4,9027,0.035397956786866094,5929,90.68291857590489,90.68291857590489,277800,18,5217.5596,99.40073
,,,164970,,,,,,276.89,66,140,1028.3608453900001,0.0003,378.3655,2828,1760,1028.4,9093,0.284562225048319,5973,125.5832449127244,125.5832449127244,280000,18,4017.4172,74.853905
,,,165995,,,,,,275.58,67,141,1020.5359148899998,0.0003,288.93365,2846,1764,1020.5,9154,0.07617551622165657,6013,37.20599035005987,38.48113089681043,282000,18,2260.1118,39.67746
,,,166873,,,,,,276.39,67,142,1020.4929979400002,0.0003,293.26038,2862,1768,1020.5,9208,0.4127673308466609,6051,38.001890866350564,41.20898082326212,283800,18,2881.626,57.43176
,,,168088,,,,,,278.42,67,143,1027.87753898,0.0003,294.78302,2885,1772,1027.9,9281,0.011071468189893713,6098,64.4473030394923,64.50456858375563,286200,18,4706.0146,75.72399
,,,169538,,,,,,280.17,68,144,1035.6404246099999,0.0003,320.29846,2913,1776,1035.6,9372,0.002299538747631319,6159,14.246029981761659,15.902674078243747,289200,18,3013.6008,46.514626
322.10416,1047.2,1195.367733818182,170001,327.27272727272725,3,76.54375233433586,225.15261554343306,85.10498,,,,,,,,,,,,,,,,,,
,,,170487,,,,,,281.06,68,144,1034.6052339299997,0.0003,299.72,2931,1780,1034.6,9431,0.05066010002626892,6195,164.1902707500131,164.1902707500131,291000,18,3534.3022,71.14693
,,,171336,,,,,,280.98,69,145,1035.79799968,0.0003,348.02823,2949,1784,1035.8,9486,0.2293514277557357,6231,145.6005021954518,145.6005021954518,292800,18,3377.6382,52.10545
,,,172005,,,,,,275.96,69,146,1017.2769449400001,0.0003,297.2588,2961,1788,1017.3,9528,0.019645904121156643,6259,288.2420981042739,288.2420981042739,294200,18,4051.007,70.87201
,,,173213,,,,,,275.67,70,147,1019.0055677199999,0.0003,309.5476,2985,1792,1019.0,9601,0.017693107418044123,6307,28.34601209466638,28.71770797675133,296600,18,3930.7576,57.930714
,,,174188,,,,,,272.77,70,147,1006.6981002500002,0.0003,314.39606,3001,1796,1006.7,9656,0.17576133501975838,6344,33.018534716122495,33.15484467979601,298400,18,3207.0405,48.682636
,,,174994,,,,,,270.89,70,148,999.9322401299999,0.0003,296.83984,3016,1800,999.9,9704,0.6513633704234565,6377,40.670837277630206,41.02187552164464,300000,18,4367.0967,83.87968
,,,175942,,,,,,271.77,71,149,1006.3495549600001,0.0003,342.0216,3036,1804,1006.3,9764,0.008535692628348857,6416,290.0414372046949,290.0414372046949,302000,18,4177.9233,70.178856
,,,177041,,,,,,277.01,71,150,1034.0163942000001,0.0003,328.9352,3057,1808,1034.0,9832,0.10893270623874558,6460,2.168496218179733,5.2348445478123455,304200,18,4412.016,68.32851
,,,177440,,,,,,270.13,72,150,1008.9344459600002,0.0003,335.2428,3065,1812,1008.9,9856,160.91605380444713,6476,35.47897085989862,35.56613708932487,305000,18,3624.0088,65.73376
,,,178504,,,,,,266.83,72,151,996.9818709199999,0.0003,300.81125,3085,1816,997.0,9923,0.05515700206951406,6521,33.73820803690993,33.85332634994546,307200,17,3649.402,54.799164
,,,179563,,,,,,266.55,72,152,999.64168958,0.0003,315.73282,3104,1820,999.6,9984,0.1071815664949611,6562,17.018293612592625,17.738641517168933,309200,17,4010.6448,70.72243
312.46286,1068.6,1051.0922518181817,180001,263.54545454545456,3,18.708021239399194,279.4562979839175,19.881681,,,,,,,,,,,,,,,,,,
,,,180573,,,,,,259.37,73,153,980.92224538,0.0003,284.46957,3123,1824,980.9,10048,0.07714824199382339,6602,20.839449286814226,22.446162009467752,311200,17,4415.814,97.64781
,,,181522,,,,,,253.0,73,153,959.39205029,0.0003,297.49844,3144,1828,959.4,10110,0.15984275248978194,6641,36.05724889324135,36.12062433426259,313200,17,2953.4075,44.70497
,,,182823,,,,,,254.28,74,154,965.3029514900002,0.0003,352.34058,3167,1832,965.3,10188,0.04391770111820242,6695,26.146567605684574,27.10757106667896,315800,17,4672.839,86.257965
,,,183746,,,,,,251.24,74,155,953.4338880999999,0.0003,321.0987,3185,1836,953.4,10243,0.39206154701061585,6730,9.824650846626781,10.77096621306115,317600,17,3199.9277,55.86541
,,,184757,,,,,,252.39,75,156,959.9869528399998,0.0003,304.2686,3204,1840,960.0,10303,0.10371538732397749,6770,27.510493964043047,29.859017463145083,319600,17,4957.8364,80.65038
,,,185740,,,,,,253.59,75,157,966.2291535299998,0.0003,319.04993,3222,1844,966.2,10363,0.1991337608088245,6811,35.1791183566635,35.18062264502797,321600,17,4011.2703,64.19456
