#{"t_start": 1651767225.6956267, "env_id": "Hopper-v3"}
r,l,t
10.631448,13,6.063034
22.521478,26,6.090416
13.062539,21,6.114008
11.210684,15,6.131053
9.73899,11,6.146015
8.909615,11,6.158216
21.241807,21,6.416615
14.781679,18,6.435232
10.757812,16,6.453718
11.344317,16,6.471195
27.763839,38,6.527362
10.987727,13,6.546667
19.878235,21,6.569158
10.952354,16,6.587528
12.152093,17,6.60578
13.651487,22,6.630712
11.218806,12,6.677058
54.070407,44,6.718232
9.754101,12,6.735743
10.015393,21,6.756264
29.546393,24,6.818788
10.241519,14,6.834453
14.242156,21,6.855143
16.527518,18,6.875249
136.103798,70,6.983611
10.444218,12,7.006054
10.347089,21,7.026832
9.444115,18,7.046306
14.004529,16,7.064046
23.014491,38,7.154545
11.571328,22,7.184187
13.92081,16,7.201638
106.086663,66,7.315701
14.244048,15,7.339376
34.628763,32,7.37398
17.335761,29,7.470635
11.675631,25,7.500136
12.017951,19,7.520395
57.273548,42,7.630192
9.674516,13,7.648533
15.396509,18,7.680238
10.138148,14,7.699654
11.970092,14,7.715419
13.099333,14,7.732176
33.969853,35,7.8666
15.744186,22,7.891693
27.65382,37,7.936564
12.845193,28,7.978284
10.800216,13,8.084105
13.671675,27,8.109184
9.29825,17,8.131976
8.616423,21,8.153104
124.25846,80,8.323269
8.754156,13,8.34784
118.004215,64,8.509981
8.05114,15,8.533986
15.483192,24,8.55866
11.536463,16,8.57706
14.736639,35,8.723898
17.749106,18,8.746608
31.556405,28,8.77829
16.693035,16,8.799315
21.968966,20,8.930474
16.303738,16,8.94849
19.831829,25,8.977786
8.500342,15,8.995355
11.669147,14,9.012879
7.770816,12,9.026043
12.320508,15,9.171843
10.033839,21,9.194101
6.638067,9,9.205253
21.461227,20,9.224414
10.376041,19,9.24764
7.478937,10,9.259605
10.609236,29,9.420689
12.846852,14,9.438186
21.182388,32,9.472619
15.308583,29,9.503349
10.41587,14,9.520206
27.972669,41,9.701293
11.600353,23,9.730289
29.127979,23,9.75522
35.738448,30,9.991099
17.871894,40,10.047184
15.335747,30,10.098874
20.289178,30,10.362396
44.415065,50,10.433935
10.189275,15,10.470407
11.049349,14,10.496706
24.343982,31,10.755763
31.836478,44,10.817239
18.010558,18,10.850964
18.376039,18,11.121575
90.193913,61,11.201191
59.559754,45,11.51099
7.895845,10,11.532191
8.388287,18,11.554876
17.747064,19,11.573704
22.523571,24,11.595355
12.023121,19,11.784334
33.32955,32,11.818803
18.176049,18,11.838504
14.805683,17,11.857805
6.871211,16,11.875674
14.527626,23,12.085067
20.175349,20,12.108273
19.16344,26,12.135023
13.601603,20,12.155967
6.922243,11,12.171177
9.614969,14,12.187164
17.345875,27,12.400725
6.25991,10,12.415242
15.444491,22,12.439706
16.619768,31,12.472965
12.070794,13,12.687124
17.968941,24,12.710959
6.649645,9,12.723743
9.26584,27,12.749567
17.146534,30,12.778924
13.21319,15,12.998766
19.382663,19,13.019402
23.15359,25,13.044769
18.120682,31,13.078031
9.125278,11,13.09332
43.897015,44,13.343251
9.735415,20,13.368568
13.718663,18,13.387624
16.036261,22,13.409752
12.426925,16,13.654089
11.599118,13,13.669451
8.851187,15,13.685607
20.686986,18,13.703303
51.934376,38,13.742877
