#{"t_start": 1651817954.4929895, "env_id": "Swimmer-v3"}
r,l,t
19.175182,1000,30.108356
-2.730098,1000,32.594643
-1.364306,1000,35.284996
-8.806224,1000,38.56576
-12.251961,1000,42.15062
-4.897311,1000,46.095823
11.678421,1000,50.507822
-2.021838,1000,55.165928
-12.577856,1000,60.22191
13.274202,1000,65.575505
-5.928846,1000,94.437479
-3.902956,1000,100.450393
-6.28457,1000,106.886519
-1.720325,1000,113.746576
15.999436,1000,120.955056
-1.46772,1000,128.591694
-2.972642,1000,136.561804
11.628558,1000,144.766213
6.132979,1000,153.763523
-9.3311,1000,162.685432
-10.407171,1000,195.36817
-1.830361,1000,205.297258
3.774976,1000,215.429233
-0.512803,1000,225.984509
-3.902641,1000,236.91073
16.803196,1000,277.19578
39.625454,1000,315.840032
22.907089,1000,354.606001
21.440663,1000,393.957775
20.289542,1000,433.809554
34.462762,1000,496.929958
45.061572,1000,537.35224
35.129329,1000,577.947452
35.127571,1000,619.194458
43.592187,1000,660.610366
40.969034,1000,702.669724
27.677392,1000,744.661836
13.491542,1000,787.001366
35.068163,1000,829.975951
27.559206,1000,873.175274
26.479244,1000,940.078902
45.67795,1000,984.06971
26.547883,1000,1028.529646
30.876934,1000,1073.409659
46.163375,1000,1118.548196
19.19082,1000,1164.386883
44.231153,1000,1210.02181
18.74522,1000,1256.330019
21.129845,1000,1302.919416
37.16594,1000,1349.933495
45.078138,1000,1420.199099
51.29004,1000,1468.170962
21.682601,1000,1516.202489
36.036491,1000,1564.980679
38.461569,1000,1613.790299
48.562836,1000,1663.053794
46.800658,1000,1712.629318
50.832737,1000,1762.575503
39.954208,1000,1812.792698
41.557507,1000,1863.58341
41.139421,1000,1937.94503
43.992123,1000,1989.623553
47.865041,1000,2041.208725
46.160317,1000,2093.37965
48.052607,1000,2146.29887
37.763268,1000,2199.101563
40.135975,1000,2252.524736
60.027957,1000,2306.355128
49.557461,1000,2360.48187
43.136152,1000,2414.900589
43.683605,1000,2492.94884
44.798528,1000,2548.37293
44.880985,1000,2604.008962
45.718397,1000,2660.093714
55.376351,1000,2716.230215
45.579269,1000,2772.893974
46.550765,1000,2829.698374
52.553476,1000,2887.123172
41.241045,1000,2945.045898
46.710857,1000,3003.061182
52.270585,1000,3084.434423
35.629182,1000,3143.346036
52.106653,1000,3202.815958
39.749228,1000,3262.459234
20.095505,1000,3321.932513
38.287017,1000,3382.450048
26.658414,1000,3442.804768
22.555218,1000,3503.957403
45.208862,1000,3565.604793
31.227119,1000,3627.204103
47.218943,1000,3712.478809
46.416936,1000,3774.6692
49.118137,1000,3837.566193
45.42165,1000,3901.000116
39.609787,1000,3964.693013
55.778807,1000,4028.910656
52.538985,1000,4093.456692
56.69812,1000,4158.484353
58.041115,1000,4224.081441
67.792023,1000,4289.152344
76.949444,1000,4377.286539
48.30933,1000,4443.107546
51.632938,1000,4508.413874
75.408801,1000,4574.112407
76.897726,1000,4639.581959
70.116058,1000,4705.11869
63.696311,1000,4770.640544
73.396237,1000,4836.348487
74.077018,1000,4902.003673
80.939821,1000,4967.536357
44.704801,1000,5055.930887
73.474367,1000,5121.558186
78.339053,1000,5187.044755
79.824666,1000,5252.60706
40.846532,1000,5318.265588
93.088543,1000,5384.222064
55.026004,1000,5449.919954
54.980301,1000,5515.468651
86.498592,1000,5581.774255
98.035409,1000,5647.463786
94.331948,1000,5736.375751
99.475739,1000,5802.211772
51.157884,1000,5868.236155
55.183952,1000,5934.270705
111.98892,1000,5999.891212
112.594522,1000,6065.552798
106.229206,1000,6131.616278
119.33507,1000,6197.425464
115.703824,1000,6262.968596
117.746983,1000,6328.863307
53.355743,1000,6417.404313
124.248875,1000,6483.491961
125.623379,1000,6549.451173
118.313886,1000,6615.06821
53.871509,1000,6681.00101
55.510555,1000,6746.455396
116.672442,1000,6812.60708
118.371695,1000,6878.550752
56.930757,1000,6944.462294
58.780277,1000,7010.613974
125.055631,1000,7099.252705
123.599973,1000,7165.071878
129.559889,1000,7230.792828
125.408684,1000,7296.693229
125.448761,1000,7362.54448
126.466749,1000,7428.840203
131.493472,1000,7494.66028
127.845597,1000,7560.298827
128.697885,1000,7626.175227
124.387979,1000,7691.995805
127.739089,1000,7781.059113
132.240814,1000,7847.036314
135.04315,1000,7913.105844
130.266365,1000,7978.719225
126.386022,1000,8044.646582
134.142588,1000,8110.534662
132.500444,1000,8176.419169
134.042068,1000,8242.022439
131.240803,1000,8308.534903
128.387026,1000,8374.470532
50.0014,1000,8463.376506
127.36172,1000,8529.139751
128.115833,1000,8594.926635
127.630279,1000,8660.577783
132.156905,1000,8725.963691
132.899521,1000,8791.880836
127.845718,1000,8857.786681
132.444679,1000,8923.552929
131.156048,1000,8989.113573
131.109982,1000,9055.451967
134.394243,1000,9144.181447
133.194821,1000,9209.868189
135.387828,1000,9276.155579
137.455025,1000,9342.046524
133.381117,1000,9407.627374
132.072322,1000,9473.305657
136.17887,1000,9539.121813
128.249707,1000,9604.871767
132.24982,1000,9670.848862
139.061862,1000,9736.769526
140.392899,1000,9825.73398
137.128313,1000,9891.51923
139.571864,1000,9957.637071
136.793152,1000,10023.029089
133.066017,1000,10089.205284
135.051676,1000,10154.970455
138.842934,1000,10221.21347
137.712224,1000,10287.142766
139.515052,1000,10353.243775
138.702535,1000,10419.28704
139.025373,1000,10508.028445
139.84066,1000,10574.290098
133.45962,1000,10640.421011
140.124713,1000,10706.670664
138.582704,1000,10772.587664
140.838459,1000,10838.193899
139.708259,1000,10903.892042
142.654334,1000,10969.91108
138.950426,1000,11035.858844
135.012835,1000,11101.744371
143.560395,1000,11191.075379
140.247905,1000,11257.24796
139.721082,1000,11323.158489
141.086213,1000,11388.834121
140.683928,1000,11454.788784
142.6232,1000,11520.712785
141.982549,1000,11586.677022
143.05657,1000,11652.190139
140.120772,1000,11718.06627
137.658846,1000,11783.826378
138.268686,1000,11872.657462
141.191417,1000,11938.52385
140.740308,1000,12004.15709
141.493828,1000,12069.888758
141.107286,1000,12135.780466
135.052432,1000,12201.58658
144.014816,1000,12267.381024
143.205317,1000,12332.747856
143.794357,1000,12398.268112
140.636293,1000,12463.965399
141.922536,1000,12552.38749
137.46868,1000,12618.566986
142.775098,1000,12684.318094
139.482608,1000,12750.283781
143.478111,1000,12816.126562
143.369497,1000,12882.088003
140.947327,1000,12947.991559
139.774268,1000,13013.843868
138.791177,1000,13079.516262
139.966612,1000,13145.376001
141.780556,1000,13233.498919
143.897946,1000,13298.97938
141.720011,1000,13365.118482
146.488556,1000,13430.775942
142.691406,1000,13496.943703
138.622036,1000,13562.408057
144.124826,1000,13628.571007
142.211765,1000,13693.979036
143.0397,1000,13759.984804
139.92656,1000,13826.055177
142.866651,1000,13915.238106
145.946511,1000,13981.07434
144.393098,1000,14046.781341
144.086954,1000,14112.971495
145.798452,1000,14178.96806
146.035027,1000,14244.963536
139.597018,1000,14310.650805
140.897329,1000,14376.473064
144.385307,1000,14442.637895
146.692414,1000,14508.717796
144.601699,1000,14597.822721
141.14048,1000,14663.824891
139.010092,1000,14729.586949
141.404335,1000,14795.723003
141.72286,1000,14861.845914
138.410469,1000,14927.614575
142.135148,1000,14993.493562
143.312871,1000,15058.800176
140.983618,1000,15124.886425
144.909993,1000,15190.52996
144.162158,1000,15279.36511
144.355188,1000,15345.076127
140.009044,1000,15411.023355
143.605497,1000,15476.754429
141.505578,1000,15542.892612
144.488015,1000,15608.972053
142.299187,1000,15674.869231
145.836248,1000,15740.902082
142.854794,1000,15806.716276
144.61802,1000,15872.669706
141.65654,1000,15961.296447
143.633826,1000,16027.097227
143.774618,1000,16092.951219
147.025662,1000,16159.140635
145.698568,1000,16225.290857
142.073557,1000,16291.412044
146.112397,1000,16357.499639
143.477775,1000,16423.391397
146.773244,1000,16489.1012
147.807621,1000,16555.277075
140.536879,1000,16644.145181
145.967139,1000,16709.945184
144.357899,1000,16775.765194
145.695988,1000,16841.621502
146.802041,1000,16907.382777
146.749603,1000,16973.096659
143.483153,1000,17038.666554
142.531221,1000,17104.613823
144.370333,1000,17170.451396
146.685218,1000,17236.20627
142.774945,1000,17324.730211
140.906037,1000,17390.727883
140.096192,1000,17456.63949
145.526125,1000,17522.378069
145.156901,1000,17588.116624
145.226853,1000,17653.929049
144.89628,1000,17719.494747
144.221473,1000,17785.542987
145.402486,1000,17851.194613
139.91313,1000,17917.166474
145.858138,1000,18005.651336
142.349658,1000,18071.035173
141.205819,1000,18137.294886
146.568193,1000,18203.066134
145.76773,1000,18268.534996
144.022171,1000,18334.37819
146.767625,1000,18400.092472
145.833981,1000,18466.074379
141.801973,1000,18531.946127
144.214034,1000,18598.160094
139.975695,1000,18686.845454
145.844515,1000,18752.490445
147.715873,1000,18818.396459
148.889729,1000,18884.556449
142.502979,1000,18950.450984
145.162605,1000,19016.180233
147.056746,1000,19081.886742
144.364211,1000,19147.627064
139.855188,1000,19213.328109
141.676899,1000,19279.192455
146.49422,1000,19367.862798
143.575898,1000,19433.62971
146.165986,1000,19499.445364
145.194538,1000,19565.396265
144.978609,1000,19631.380766
146.19423,1000,19697.529072
141.335612,1000,19763.202395
142.624689,1000,19828.767055
145.267671,1000,19894.786722
144.206498,1000,19960.703273
145.79777,1000,20049.215463
146.566006,1000,20115.04177
143.184118,1000,20180.648091
145.936094,1000,20246.575
146.34575,1000,20312.691398
145.098394,1000,20378.910053
143.971492,1000,20444.770082
145.343403,1000,20510.897921
142.357324,1000,20576.450072
146.542606,1000,20642.35662
147.349043,1000,20731.002031
146.48353,1000,20796.702862
146.158571,1000,20862.706726
138.540878,1000,20928.539712
144.521667,1000,20994.05948
146.282605,1000,21059.953419
144.889279,1000,21125.942824
146.794902,1000,21191.747576
143.539171,1000,21257.744936
147.189355,1000,21323.473197
147.107592,1000,21411.835171
148.632555,1000,21477.611171
147.025487,1000,21543.52427
148.376803,1000,21609.221522
147.637688,1000,21674.882137
147.662998,1000,21740.5666
147.641607,1000,21806.34822
148.574026,1000,21872.681919
149.464459,1000,21938.803918
147.619244,1000,22004.881946
146.446872,1000,22093.829285
147.771391,1000,22159.831905
147.577087,1000,22225.691781
146.690148,1000,22291.481897
147.000371,1000,22357.175492
142.400462,1000,22423.016297
148.303301,1000,22488.763683
146.844244,1000,22554.684213
147.732573,1000,22620.467879
148.174704,1000,22686.093402
141.8373,1000,22774.769679
149.210599,1000,22840.284947
144.959164,1000,22906.014477
142.992211,1000,22971.754089
143.205192,1000,23037.571002
143.637186,1000,23103.170207
148.175144,1000,23168.874716
147.898996,1000,23234.529055
147.985898,1000,23300.395919
143.255549,1000,23365.887381
145.499498,1000,23454.493957
143.339806,1000,23520.145737
146.869031,1000,23586.079805
147.153814,1000,23651.957493
145.849285,1000,23717.613761
149.622017,1000,23783.673946
148.15528,1000,23849.616283
147.439429,1000,23915.699553
148.305953,1000,23981.703112
144.866567,1000,24047.470124
147.430856,1000,24136.605644
144.780035,1000,24202.231323
148.140206,1000,24268.239119
149.189038,1000,24334.426631
143.224552,1000,24400.680978
147.436293,1000,24466.170203
147.005172,1000,24532.585409
150.105765,1000,24598.561122
146.415489,1000,24664.493659
147.776867,1000,24730.465991
