eval_qs_difference,eval_abs_qs_difference,eval_discount_q,eval_ep_rewmean,eval_time_elapsed,eval_qs,eval_eplenmean,total timesteps,eval mean 100 episode reward,update_time,qs_difference,episodes,n_updates,train_time,time_elapsed,mean 100 episode reward,act_time,qs_abs_difference,ep_rewmean,fps,env_time,qs_mean,discount_q,current_lr,eplenmean,qfs_loss,q_grad_norm
-58.062897806501766,58.062893,104.00307336305546,109.8266261818182,0,-1.0483829,11.909090909090908,1,111.6,,,,,,,,,,,,,,,,,,
,,,,,,,15734,,511,-25.715817383336308,2612,0,0,556,57.7,2,25.715817383336308,57.738471419999996,28,26,0.5181473,37.02780383742203,0.0003,6.35,,
,,,,,,,15759,,511,-22.389618259555327,2616,0,0,557,57.2,2,22.389618259555327,57.179989660000004,28,26,-0.08190734,28.97413791445692,0.0003,6.29,,
,,,,,,,15780,,511,-21.482327291759372,2620,0,0,557,57.1,3,21.482327291759372,57.088450310000006,28,26,0.50838494,29.80599526786399,0.0003,6.28,,
,,,,,,,15802,,517,-25.722825166416904,2624,0,0,563,57.3,3,25.722825166416904,57.27646650999999,28,26,0.5319662,37.15866462344883,0.0003,6.3,,
,,,,,,,15831,,517,-36.03160694361971,2628,0,0,563,57.6,3,36.03160694361971,57.557412349999986,28,26,-0.45503834,49.873260312836365,0.0003,6.33,,
,,,,,,,15855,,517,-31.106704616014127,2632,0,0,563,56.9,3,31.106704616014127,56.89251681,28,26,-0.19940162,44.39117716161208,0.0003,6.26,,
,,,,,,,15887,,517,-48.574421792268126,2636,0,0,563,57.4,3,48.574421792268126,57.353519129999995,28,26,-0.21444066,70.30641133318012,0.0003,6.31,,
,,,,,,,15915,,524,-40.12805453843325,2640,0,0,570,57.7,3,40.12805453843325,57.737058559999994,27,27,0.098704815,58.1670090760121,0.0003,6.35,,
,,,,,,,15947,,524,-39.54676665275677,2644,0,0,570,58.4,3,39.54676665275677,58.393097530000006,27,27,0.41407788,55.693742484611,0.0003,6.42,,
,,,,,,,15971,,524,-35.30142501549501,2648,0,0,570,58.0,3,35.30142501549501,58.013260650000014,27,27,0.17255412,52.27994630593733,0.0003,6.38,,
,,,,,,,16000,,530,-48.64484109847352,2652,0,0,577,57.8,3,48.64484109847352,57.84785323,27,27,-0.018720547,72.69031659879084,0.0003,6.36,,
,,,,,,,16025,,530,-22.127956905749027,2656,0,0,577,57.4,3,22.127956905749027,57.38647845,27,27,-0.0987288,28.653952035584282,0.0003,6.31,,
,,,,,,,16050,,530,-34.593882512878,2660,0,0,577,57.5,3,34.593882512878,57.47089094,27,27,0.45053092,51.36392234813436,0.0003,6.32,,
,,,,,,,16077,,530,-35.477097587642874,2664,0,0,577,57.4,3,35.477097587642874,57.380159389999996,27,27,0.28748003,51.123546176912015,0.0003,6.31,,
,,,,,,,16098,,530,-21.179475532630825,2668,0,0,577,57.3,3,21.179475532630825,57.28039717000001,27,27,0.55433315,29.4829136914539,0.0003,6.3,,
,,,,,,,16122,,537,-21.67561558197632,2672,0,0,584,57.6,3,21.67561558197632,57.55630939,27,27,0.51595944,29.12884646104625,0.0003,6.33,,
,,,,,,,16141,,537,-26.616596436261943,2676,0,0,584,57.5,3,26.616596436261943,57.46117287000001,27,27,0.08741445,38.762228969426566,0.0003,6.32,,
,,,,,,,16168,,537,-25.856756018432776,2680,0,0,584,57.6,3,25.856756018432776,57.56153653000001,27,27,0.5530062,35.49999996620699,0.0003,6.33,,
,,,,,,,16196,,537,-48.9271890451467,2684,0,0,584,57.5,3,48.9271890451467,57.46629578000001,27,27,-0.31225318,73.37479595505812,0.0003,6.32,,
,,,,,,,16226,,544,-35.31076712315054,2688,0,0,590,58.6,3,35.31076712315054,58.582325960000006,27,27,-0.2933934,48.77178958119986,0.0003,6.44,,
,,,,,,,16253,,544,-31.42669077180464,2692,0,0,591,58.5,3,31.42669077180464,58.497440029999986,27,27,-0.3996903,43.14037870769156,0.0003,6.43,,
,,,,,,,16272,,544,-25.969933930616406,2696,0,0,591,58.2,3,25.969933930616406,58.217315959999986,27,27,0.49206886,38.43153472162837,0.0003,6.4,,
,,,,,,,16294,,544,-25.84723773016797,2700,0,0,591,57.8,3,25.84723773016797,57.753157110000004,27,27,0.5074435,37.142669449023025,0.0003,6.35,,
,,,,,,,16315,,550,-34.69788281245456,2704,0,0,597,57.7,3,34.69788281245456,57.670374810000006,27,27,0.5483456,53.6798931321691,0.0003,6.34,,
,,,,,,,16335,,550,-25.737543852007814,2708,0,0,597,56.6,3,25.737543852007814,56.64007982000001,27,27,0.55628604,37.831111102453754,0.0003,6.23,,
,,,,,,,16352,,550,-21.245003221851036,2712,0,0,597,56.2,3,21.245003221851036,56.18262667,27,27,0.5528207,30.750548266582932,0.0003,6.18,,
,,,,,,,16377,,550,-34.94268719355271,2716,0,0,598,56.2,3,34.94268719355271,56.18407234,27,27,0.40101814,51.73082783140032,0.0003,6.18,,
,,,,,,,16402,,557,-40.16571025042802,2720,0,0,604,56.6,3,40.16571025042802,56.55894203999999,27,27,0.007482812,59.915667115977044,0.0003,6.22,,
,,,,,,,16428,,557,-30.339627154093407,2724,0,0,604,56.9,3,30.339627154093407,56.92669460000001,27,27,0.54017663,43.39720219533695,0.0003,6.26,,
,,,,,,,16453,,557,-30.938568608462017,2728,0,0,604,56.6,3,30.938568608462017,56.55962402,27,27,0.052133143,44.01767693912244,0.0003,6.22,,
,,,,,,,16485,,557,-44.13981197659023,2732,0,0,604,57.3,3,44.13981197659023,57.29742396000002,27,27,0.29580632,63.21296928236782,0.0003,6.3,,
,,,,,,,16513,,564,-35.04150374845835,2736,0,0,611,56.9,3,35.04150374845835,56.93038116999999,26,27,0.40941626,50.24678114760606,0.0003,6.26,,
,,,,,,,16539,,564,-43.876215536962405,2740,0,0,611,56.7,3,43.876215536962405,56.73457449000001,27,27,0.14552385,66.57798159784123,0.0003,6.24,,
,,,,,,,16563,,564,-22.331898122885285,2744,0,0,611,56.0,3,22.331898122885285,55.989462180000004,27,27,-0.14064729,29.11795079648894,0.0003,6.16,,
,,,,,,,16590,,564,-48.676187770990865,2748,0,0,611,56.3,3,48.676187770990865,56.266737979999995,27,28,-0.17541984,73.92620276831275,0.0003,6.19,,
,,,,,,,16612,,570,-26.061334453228238,2752,0,0,618,55.6,3,26.061334453228238,55.604157210000004,26,28,0.5065147,37.435499062890784,0.0003,6.12,,
,,,,,,,16639,,570,-26.04115099454642,2756,0,0,618,55.8,3,26.04115099454642,55.78092367000002,26,28,0.4487636,35.559943774514714,0.0003,6.14,,
,,,,,,,16674,,570,-52.66538851289745,2760,0,0,618,56.7,3,52.66538851289745,56.725497059999995,26,28,0.09490592,75.48490780256147,0.0003,6.24,,
,,,,,,,16694,,570,-26.224732511937635,2764,0,0,618,56.1,3,26.224732511937635,56.07236892,26,28,0.5085033,38.35303784193342,0.0003,6.17,,
,,,,,,,16720,,577,-34.67563592281415,2768,0,0,625,56.5,3,34.67563592281415,56.54241463999999,26,28,0.582869,50.983891936272215,0.0003,6.22,,
,,,,,,,16740,,577,-39.18693433526906,2772,0,0,625,56.2,3,39.18693433526906,56.16649957,26,28,0.33753216,62.352204306059384,0.0003,6.18,,
,,,,,,,16767,,577,-35.630939705111345,2776,0,0,625,56.9,3,35.630939705111345,56.91060108,26,28,-0.28985238,50.68243485531917,0.0003,6.26,,
,,,,,,,16788,,577,-22.094195970753557,2780,0,0,626,56.3,3,22.094195970753557,56.34887659,26,28,-0.0636109,29.848931278864754,0.0003,6.2,,
,,,,,,,16813,,584,-35.14887677002751,2784,0,0,633,56.1,3,35.14887677002751,56.05820513,26,28,-0.042336706,51.413467258291874,0.0003,6.17,,
,,,,,,,16840,,584,-44.27926070274298,2788,0,0,633,55.8,3,44.27926070274298,55.78292618,26,28,0.047471687,66.35955370266728,0.0003,6.14,,
,,,,,,,16866,,584,-30.394397812707705,2792,0,0,633,55.7,3,30.394397812707705,55.69304495,26,28,0.4999664,43.49351624835011,0.0003,6.13,,
,,,,,,,16888,,584,-25.613930650170154,2796,0,0,633,56.0,3,25.613930650170154,55.96621549,26,28,0.54157734,37.05562662157555,0.0003,6.16,,
,,,,,,,16912,,591,-39.31574603916951,2800,0,0,640,56.1,3,39.31574603916951,56.14848945000001,26,28,0.4793511,60.23137777717519,0.0003,6.18,,
,,,,,,,16939,,591,-21.42555103365413,2804,0,0,640,56.7,3,21.42555103365413,56.70482394999999,26,28,0.53351814,28.01527634257747,0.0003,6.24,,
,,,,,,,16959,,591,-25.897499152396847,2808,0,0,640,56.7,3,25.897499152396847,56.70234616,26,28,0.5307003,38.01491414232242,0.0003,6.24,,
,,,,,,,16982,,591,-30.203886946948483,2812,0,0,640,57.3,3,30.203886946948483,57.25624573000002,26,28,0.516408,44.619788087972296,0.0003,6.3,,
,,,,,,,17006,,598,-35.71715168627528,2816,0,0,647,57.2,3,35.71715168627528,57.16543584000001,26,28,-0.28181028,52.24269621319527,0.0003,6.29,,
,,,,,,,17029,,598,-30.91020985003084,2820,0,0,647,57.0,3,30.91020985003084,56.97410895,26,28,-0.059896436,44.70664316905656,0.0003,6.27,,
,,,,,,,17051,,598,-34.75272856068796,2824,0,0,647,56.6,3,34.75272856068796,56.59713956999999,26,28,0.5763007,53.17722825328028,0.0003,6.23,,
,,,,,,,17073,,598,-39.81691878082402,2828,0,0,647,56.3,3,39.81691878082402,56.318402070000005,26,28,0.17677188,61.601408727853766,0.0003,6.2,,
,,,,,,,17094,,598,-22.07407005253265,2832,0,0,647,55.3,3,22.07407005253265,55.305750800000006,26,28,-0.09507381,29.76723003615876,0.0003,6.09,,
,,,,,,,17115,,605,-26.516639863448955,2836,0,0,654,54.7,3,26.516639863448955,54.658390110000006,26,28,0.051567912,37.87084483162136,0.0003,6.02,,
,,,,,,,17140,,605,-21.529450610484158,2840,0,0,654,54.6,3,21.529450610484158,54.5641856,26,28,0.532398,28.727130114535605,0.0003,6.01,,
,,,,,,,17162,,605,-22.33418518380308,2844,0,0,654,54.4,3,22.33418518380308,54.37549657,26,28,-0.0757751,29.742361818104584,0.0003,5.99,,
,,,,,,,17184,,605,-21.956672312571886,2848,0,0,655,53.9,3,21.956672312571886,53.906636810000016,26,28,-0.038385537,29.425226381356353,0.0003,5.94,,
,,,,,,,17206,,612,-34.820555565363634,2852,0,0,662,53.9,3,34.820555565363634,53.90756304000001,25,29,0.43315968,53.2282880752485,0.0003,5.94,,
,,,,,,,17231,,612,-43.96376157799733,2856,0,0,662,53.7,3,43.96376157799733,53.72950522000001,26,29,0.19653216,67.49588897531106,0.0003,5.92,,
,,,,,,,17258,,612,-34.786990852479846,2860,0,0,662,53.0,3,34.786990852479846,52.97775344000001,26,29,0.49673256,50.59864835959135,0.0003,5.84,,
,,,,,,,17283,,612,-34.78716510777149,2864,0,0,662,53.4,3,34.78716510777149,53.43125386999999,26,29,0.44978315,51.56542624215673,0.0003,5.89,,
,,,,,,,17306,,619,-21.126766485684726,2868,0,0,669,53.1,3,21.126766485684726,53.147768449999994,25,29,0.508389,28.84830100605173,0.0003,5.86,,
,,,,,,,17325,,619,-30.82229190607687,2872,0,0,669,53.1,3,30.82229190607687,53.0591619,25,29,-0.22114402,46.244890751985174,0.0003,5.85,,
,,,,,,,17350,,619,-35.73820739983725,2876,0,0,669,52.9,3,35.73820739983725,52.87157606000001,25,29,-0.42852402,51.51444142887035,0.0003,5.83,,
,,,,,,,17372,,619,-21.49746948780584,2880,0,0,669,53.0,3,21.49746948780584,52.96521307999999,25,29,0.5194781,29.54662601618056,0.0003,5.84,,
,,,,,,,17397,,619,-26.27623344023968,2884,0,0,669,53.0,3,26.27623344023968,52.98840473999999,25,29,0.52376115,36.561442895131414,0.0003,5.84,,
,,,,,,,17424,,627,-30.470906637828204,2888,0,0,677,53.0,3,30.470906637828204,52.9722848,25,29,0.43359444,42.991051796195265,0.0003,5.84,,
,,,,,,,17451,,627,-44.147479355819605,2892,0,0,677,53.1,3,44.147479355819605,53.056134990000004,25,29,-0.29459035,65.8302785377442,0.0003,5.85,,
,,,,,,,17473,,627,-26.739871390746067,2896,0,0,677,53.1,3,26.739871390746067,53.06313991000001,25,29,-0.15071437,37.47780827226606,0.0003,5.85,,
,,,,,,,17502,,634,-31.418360721445712,2900,0,0,684,53.5,3,31.418360721445712,53.53742091,25,29,-0.30258822,42.363394420154634,0.0003,5.9,,
,,,,,,,17531,,634,-30.14407664602592,2904,0,0,684,53.7,3,30.14407664602592,53.72110932999999,25,29,0.55848753,41.90539215081175,0.0003,5.92,,
,,,,,,,17559,,634,-30.933037720865418,2908,0,0,684,54.5,3,30.933037720865418,54.46627927,25,29,-0.10731691,42.49699666059548,0.0003,6.0,,
,,,,,,,17583,,634,-35.030827555100934,2912,0,0,684,54.6,3,35.030827555100934,54.57009258000001,25,29,0.5251647,52.43409931109188,0.0003,6.01,,
,,,,,,,17609,,641,-48.6890350269105,2916,0,0,691,54.8,3,48.6890350269105,54.754538139999994,25,29,0.1096343,75.07086236945622,0.0003,6.03,,
,,,,,,,17632,,641,-26.40929135681906,2920,0,0,692,54.7,3,26.40929135681906,54.74874553000001,25,29,-0.16376111,36.692145230046876,0.0003,6.03,,
,,,,,,,17658,,641,-31.00347685155982,2924,0,0,692,55.1,3,31.00347685155982,55.125097030000006,25,29,-0.097721644,43.4551914680103,0.0003,6.07,,
,,,,,,,17683,,641,-26.20891239320819,2928,0,0,692,55.4,3,26.20891239320819,55.39718128000001,25,29,-0.004575205,35.988869807267236,0.0003,6.1,,
,,,,,,,17705,,648,-25.79054333119675,2932,0,0,699,55.5,3,25.79054333119675,55.49179786,25,29,0.54315215,37.141207912145546,0.0003,6.11,,
,,,,,,,17725,,648,-26.500231085508272,2936,0,0,699,55.4,3,26.500231085508272,55.40237021,25,29,-0.25623363,37.74743618894508,0.0003,6.1,,
,,,,,,,17744,,648,-26.712030222085055,2940,0,0,699,54.8,3,26.712030222085055,54.837390750000004,25,29,-0.32075837,38.25997500461404,0.0003,6.04,,
,,,,,,,17774,,648,-35.4522803820247,2944,0,0,699,55.6,3,35.4522803820247,55.57162806999999,25,29,0.08516679,49.24067795331678,0.0003,6.12,,
,,,,,,,17795,,648,-26.828403822778945,2948,0,0,699,55.5,3,26.828403822778945,55.49518620999999,25,30,-0.1836334,37.901693511848734,0.0003,6.11,,
,,,,,,,17816,,655,-21.32584956486259,2952,0,0,707,55.4,3,21.32584956486259,55.39382725,25,30,0.5115171,29.63856682055833,0.0003,6.1,,
,,,,,,,17841,,655,-38.93794685270924,2956,0,0,707,55.4,3,38.93794685270924,55.382064850000006,25,30,0.47654715,59.24022960939894,0.0003,6.1,,
,,,,,,,17864,,655,-21.991391237287104,2960,0,0,707,55.0,3,21.991391237287104,55.01500412,25,30,-0.070782006,29.12963766683531,0.0003,6.06,,
,,,,,,,17894,,655,-39.805012843934264,2964,0,0,707,55.5,3,39.805012843934264,55.47678806,25,30,-0.13838458,56.5153363934288,0.0003,6.11,,
,,,,,,,17915,,663,-17.177035550156106,2968,0,0,714,55.3,3,17.177035550156106,55.30630905,25,30,0.527093,22.219653668859877,0.0003,6.09,,
,,,,,,,17934,,663,-31.27543599224327,2972,0,0,714,55.3,3,31.27543599224327,55.31005544,25,30,-0.23115943,46.76717490558041,0.0003,6.09,,
,,,,,,,17954,,663,-22.252954786380602,2976,0,0,714,54.8,3,22.252954786380602,54.8477131,25,30,-0.10177359,30.223432885016386,0.0003,6.04,,
,,,,,,,17983,,663,-35.20500617107659,2980,0,0,714,55.5,3,35.20500617107659,55.51002414,25,30,0.4408254,50.010890386496754,0.0003,6.11,,
,,,,,,,18008,,670,-21.440153821021546,2984,0,0,722,55.5,3,21.440153821021546,55.49435677999999,24,30,0.53843707,28.571361581946068,0.0003,6.11,,
,,,,,,,18030,,670,-34.753054868237164,2988,0,0,722,55.0,3,34.753054868237164,55.03602702000001,24,30,0.49079663,53.20309230040265,0.0003,6.06,,
,,,,,,,18058,,670,-25.861166048057868,2992,0,0,722,55.1,3,25.861166048057868,55.13643742,24,30,0.5300605,35.04368260950128,0.0003,6.07,,
,,,,,,,18080,,670,-30.639682472892904,2996,0,0,722,55.1,3,30.639682472892904,55.13143001000001,25,30,-0.11503423,44.81073475026025,0.0003,6.07,,
,,,,,,,18100,,678,-26.5781475648301,3000,0,0,729,54.3,3,26.5781475648301,54.290854480000014,24,30,-0.18067889,37.972342512269776,0.0003,5.98,,
,,,,,,,18126,,678,-47.98637845226317,3004,0,0,730,54.0,3,47.98637845226317,54.01121630000001,24,30,0.22334285,74.52049602891259,0.0003,5.95,,
,,,,,,,18152,,678,-30.609075635125908,3008,0,0,730,53.8,3,30.609075635125908,53.82278997,24,30,0.526721,43.750506451027846,0.0003,5.93,,
,,,,,,,18173,,678,-21.453463891688042,3012,0,0,730,53.5,3,21.453463891688042,53.538492780000006,24,30,0.5351633,29.80044510863667,0.0003,5.9,,
,,,,,,,18202,,685,-35.105119535898005,3016,0,0,737,53.8,3,35.105119535898005,53.82719776000001,24,30,0.4451405,49.85407972592476,0.0003,5.93,,
,,,,,,,18233,,685,-30.125599053540814,3020,0,0,737,54.6,3,30.125599053540814,54.579278669999994,24,30,0.5151724,41.091251430541924,0.0003,6.01,,
,,,,,,,18263,,685,-34.7604218985656,3024,0,0,737,55.0,3,34.7604218985656,54.96255627999999,24,30,0.5429734,49.12824155410709,0.0003,6.05,,
,,,,,,,18288,,685,-39.36548579620741,3028,0,0,737,55.0,3,39.36548579620741,54.967682610000004,24,30,0.45294237,59.626113629285825,0.0003,6.05,,
,,,,,,,18314,,693,-39.310496787906054,3032,0,0,745,55.3,3,39.310496787906054,55.336894490000006,24,30,0.5544733,59.02567835289446,0.0003,6.09,,
,,,,,,,18335,,693,-26.860849172207793,3036,0,0,745,55.4,3,26.860849172207793,55.433419689999994,24,30,-0.07983617,38.06251205182431,0.0003,6.1,,
,,,,,,,18362,,693,-22.2345062739497,3040,0,0,745,56.2,3,22.2345062739497,56.186345460000005,24,30,-0.13409728,28.09556408838337,0.0003,6.18,,
,,,,,,,18384,,693,-22.35348410469728,3044,0,0,745,55.5,3,22.35348410469728,55.45248454000001,24,30,-0.1289263,29.737060037073924,0.0003,6.1,,
,,,,,,,18406,,700,-26.735269506210663,3048,0,0,753,55.5,3,26.735269506210663,55.526014350000004,24,31,-0.21560399,37.33984529786267,0.0003,6.11,,
,,,,,,,18433,,700,-26.423478726773585,3052,0,0,753,56.1,3,26.423478726773585,56.09187121000001,24,31,-0.09069353,35.31375691695832,0.0003,6.17,,
,,,,,,,18461,,700,-31.082671918044298,3056,0,0,753,56.4,3,31.082671918044298,56.38922047,24,31,-0.1680773,42.58110738390665,0.0003,6.2,,
,,,,,,,18485,,700,-30.306173415713555,3060,0,0,753,56.5,3,30.306173415713555,56.47989737000001,24,31,0.5137312,44.22144613652305,0.0003,6.21,,
,,,,,,,18510,,708,-35.0129517978536,3064,0,0,761,56.0,3,35.0129517978536,56.025669050000005,24,31,0.523235,51.90398268493382,0.0003,6.16,,
,,,,,,,18534,,708,-25.890547930115975,3068,0,0,761,56.3,3,25.890547930115975,56.29820544000001,24,31,0.49765092,36.50890773806363,0.0003,6.19,,
,,,,,,,18557,,708,-30.578627830506317,3072,0,0,761,56.7,3,30.578627830506317,56.659847550000016,24,31,0.45249853,45.02509202261298,0.0003,6.23,,
,,,,,,,18588,,708,-25.80967693239146,3076,0,0,761,57.7,3,25.80967693239146,57.67678609000001,24,31,0.5229559,33.96603381409042,0.0003,6.34,,
,,,,,,,18616,,715,-34.794658760503125,3080,0,0,769,57.6,3,34.794658760503125,57.57217701,24,31,0.39246145,50.059034975529926,0.0003,6.33,,
,,,,,,,18634,,715,-26.772132981026424,3084,0,0,769,56.9,3,26.772132981026424,56.91788680999999,24,31,-0.36604872,38.70798499230479,0.0003,6.26,,
,,,,,,,18658,,715,-22.15296190402171,3088,0,0,769,57.1,3,22.15296190402171,57.102235150000006,24,31,-0.08814168,29.013339362676522,0.0003,6.28,,
,,,,,,,18679,,715,-25.909496027659827,3092,0,0,769,56.4,3,25.909496027659827,56.44378269,24,31,0.5459389,37.607493661807595,0.0003,6.21,,
,,,,,,,18709,,723,-30.644777318215933,3096,0,0,776,57.2,3,30.644777318215933,57.186002169999995,24,31,-0.024338914,41.52195503358997,0.0003,6.29,,
,,,,,,,18732,,723,-35.59934361118868,3100,0,0,776,57.5,3,35.59934361118868,57.467111550000006,24,31,-0.012459227,52.98863709937191,0.0003,6.32,,
,,,,,,,18758,,723,-44.30953609803032,3104,0,0,777,57.5,3,44.30953609803032,57.46927566999999,24,31,-0.25359148,66.67007152378036,0.0003,6.32,,
,,,,,,,18780,,723,-26.50926127500883,3108,0,0,777,57.1,3,26.50926127500883,57.103863880000006,24,31,-0.10439982,37.270153879657585,0.0003,6.28,,
,,,,,,,18804,,731,-25.973387392599495,3112,0,0,784,57.4,3,25.973387392599495,57.37825931,23,31,0.52572995,36.65985204339083,0.0003,6.31,,
,,,,,,,18828,,731,-47.7173485082349,3116,0,0,785,56.9,3,47.7173485082349,56.898958780000015,23,31,0.50686276,75.93598774192947,0.0003,6.26,,
,,,,,,,18851,,731,-30.030889010715097,3120,0,0,785,56.1,3,30.030889010715097,56.14530763999999,24,31,0.56238097,44.41516900074057,0.0003,6.18,,
,,,,,,,18871,,731,-35.20687330282656,3124,0,0,785,55.2,3,35.20687330282656,55.21053231,24,31,0.40730596,54.71417863289345,0.0003,6.08,,
,,,,,,,18897,,731,-21.797789041425577,3128,0,0,785,55.3,3,21.797789041425577,55.304063809999995,24,31,-0.01485022,28.12062927053031,0.0003,6.09,,
,,,,,,,18919,,738,-39.31877842948504,3132,0,0,793,54.9,3,39.31877842948504,54.93116680999999,23,31,0.37095487,61.23187631514727,0.0003,6.05,,
,,,,,,,18945,,738,-31.01920941190045,3136,0,0,793,55.4,3,31.01920941190045,55.383387889999995,23,31,-0.13875516,43.42685563532976,0.0003,6.1,,
,,,,,,,18963,,738,-26.647824652615746,3140,0,0,793,54.5,3,26.647824652615746,54.54681292,23,31,-0.115514316,38.97039135790273,0.0003,6.01,,
,,,,,,,18989,,738,-31.02863074799038,3144,0,0,793,54.9,3,31.02863074799038,54.911776149999994,23,32,-0.057387996,43.57636573100724,0.0003,6.05,,
,,,,,,,19011,,746,-21.958804107197878,3148,0,0,801,54.9,3,21.958804107197878,54.92051746,23,32,-0.051351093,29.395962488097158,0.0003,6.05,,
,,,,,,,19042,,746,-30.86245621800793,3152,0,0,801,55.3,3,30.86245621800793,55.28485497,23,32,0.0015306125,41.26204105826828,0.0003,6.09,,
,,,,,,,19065,,746,-26.077335021370505,3156,0,0,801,54.8,3,26.077335021370505,54.81286179999999,23,32,0.5005293,37.01734792141588,0.0003,6.04,,
,,,,,,,19091,,746,-25.843460310691615,3160,0,0,801,55.0,3,25.843460310691615,54.98945595,23,32,0.5279503,35.67284994471659,0.0003,6.06,,
,,,,,,,19122,,754,-44.16554102520046,3164,0,0,809,55.5,3,44.16554102520046,55.548010749999996,23,32,-0.25996393,63.19568815715684,0.0003,6.12,,
,,,,,,,19147,,754,-30.99093369330458,3168,0,0,809,55.6,3,30.99093369330458,55.62761435999999,23,32,0.03310875,44.0875785522284,0.0003,6.13,,
,,,,,,,19167,,754,-21.429823980650763,3172,0,0,809,55.4,3,21.429823980650763,55.35783785999999,23,32,0.5264971,30.105179148511297,0.0003,6.1,,
,,,,,,,19191,,754,-25.71005111020163,3176,0,0,809,54.7,3,25.71005111020163,54.701152349999994,23,32,0.54227,36.334097822902095,0.0003,6.03,,
,,,,,,,19216,,762,-30.349854430135796,3180,0,0,817,54.4,3,30.349854430135796,54.425268939999995,23,32,0.55891263,43.91640388047438,0.0003,6.0,,
,,,,,,,19235,,762,-25.729976271215367,3184,0,0,817,54.5,3,25.729976271215367,54.52110184000001,23,32,0.539575,38.25065879722058,0.0003,6.01,,
,,,,,,,19266,,762,-30.952401905256284,3188,0,0,817,55.2,3,30.952401905256284,55.17871593000001,23,32,-0.05024756,41.39169085307737,0.0003,6.08,,
,,,,,,,19293,,762,-30.458036374943173,3192,0,0,817,55.7,3,30.458036374943173,55.737306559999986,23,32,0.49889985,43.04796733066488,0.0003,6.14,,
,,,,,,,19321,,769,-39.96613444392714,3196,0,0,825,55.6,3,39.96613444392714,55.55887262999999,23,32,0.14726178,58.15247269457455,0.0003,6.12,,
,,,,,,,19343,,769,-30.7002410758747,3200,0,0,825,55.5,3,30.7002410758747,55.46553135000001,23,32,0.022173522,45.095968395559474,0.0003,6.11,,
,,,,,,,19370,,769,-43.319889243305205,3204,0,0,825,55.6,3,43.319889243305205,55.55629395,23,32,0.5221003,65.92264503221747,0.0003,6.12,,
,,,,,,,19393,,769,-26.854115967797366,3208,0,0,825,55.7,3,26.854115967797366,55.65474719000001,23,32,-0.18611386,37.170423319563746,0.0003,6.13,,
,,,,,,,19419,,777,-26.137283624219474,3212,0,0,833,55.8,3,26.137283624219474,55.84690310999999,23,32,0.5338573,36.10655161498397,0.0003,6.15,,
,,,,,,,19446,,777,-21.99788075203667,3216,0,0,833,56.1,3,21.99788075203667,56.12921444,23,32,-0.048418388,27.976721221320396,0.0003,6.18,,
,,,,,,,19474,,777,-39.76329601854563,3220,0,0,833,56.6,3,39.76329601854563,56.60486396,23,32,0.027569622,57.821600535785024,0.0003,6.23,,
,,,,,,,19499,,777,-26.66755351268001,3224,0,0,833,57.1,3,26.66755351268001,57.06344898000001,23,32,-0.225148,36.17124594818974,0.0003,6.28,,
,,,,,,,19520,,785,-25.720466930909623,3228,0,0,841,56.6,3,25.720466930909623,56.59104961,23,32,0.52060395,37.5237678451004,0.0003,6.23,,
,,,,,,,19538,,785,-21.406683355310715,3232,0,0,841,56.2,3,21.406683355310715,56.23030503,23,32,0.51163185,30.57884228259416,0.0003,6.19,,
,,,,,,,19564,,785,-26.133808459831748,3236,0,0,841,56.2,3,26.133808459831748,56.24232347,23,32,0.52820224,36.128627231042934,0.0003,6.19,,
,,,,,,,19588,,785,-39.898291242883836,3240,0,0,841,56.8,3,39.898291242883836,56.79574049,23,33,-0.14400284,60.05510681816069,0.0003,6.25,,
,,,,,,,19611,,793,-30.919142392975953,3244,0,0,850,56.5,3,30.919142392975953,56.51503158,23,33,-0.26632825,44.45261547153572,0.0003,6.22,,
,,,,,,,19635,,793,-35.073221445242574,3248,0,0,850,56.7,3,35.073221445242574,56.711437960000005,23,33,0.49456507,52.33424485454915,0.0003,6.24,,
,,,,,,,19661,,793,-30.95635302053462,3252,0,0,850,56.2,3,30.95635302053462,56.24798701,23,33,-0.22761239,43.28376165158978,0.0003,6.19,,
,,,,,,,19685,,793,-30.29573043143486,3256,0,0,850,56.3,3,30.29573043143486,56.33442396999999,23,33,0.57197994,44.17994137085628,0.0003,6.2,,
,,,,,,,19703,,802,-21.72418139538084,3260,0,0,858,55.6,3,21.72418139538084,55.60575486,22,33,0.49060658,30.99796912939072,0.0003,6.12,,
,,,,,,,19725,,802,-31.25496555965061,3264,0,0,858,54.8,3,31.25496555965061,54.76702351000001,22,33,-0.35270885,45.14019261380111,0.0003,6.03,,
,,,,,,,19750,,802,-26.008328032344792,3268,0,0,858,54.8,3,26.008328032344792,54.781047390000005,23,33,0.5299761,36.286670357225944,0.0003,6.03,,
,,,,,,,19776,,802,-26.23293243815243,3272,0,0,858,55.3,3,26.23293243815243,55.34620886,23,33,0.49664006,36.14517531779231,0.0003,6.09,,
,,,,,,,19796,,802,-25.803563993635276,3276,0,0,858,55.0,3,25.803563993635276,54.97105963999999,23,33,0.5598712,37.97162346711824,0.0003,6.05,,
,,,,,,,19818,,810,-26.659568445268434,3280,0,0,866,54.7,3,26.659568445268434,54.684950719999996,22,33,-0.06564422,37.49347510333752,0.0003,6.02,,
