eval_ep_rewmean,eval_eplenmean,eval_abs_qs_difference,eval_time_elapsed,total timesteps,eval_qs_difference,eval mean 100 episode reward,eval_qs,eval_discount_q,discount_q,env_time,n_updates,act_time,qs_mean,train_time,ep_rewmean,episodes,eplenmean,qs_difference,time_elapsed,update_time,mean 100 episode reward,current_lr,fps,qs_abs_difference,qfs_loss,q_grad_norm
-4.617633909090909,17.90909090909091,3.1128051,0,1,3.0157325727557023,-4.6,-0.27239138,-4.069691640014578,,,,,,,,,,,,,,,,,,
,,,,195660,,,,,0.15351705418179037,160,341400,76,386.1392,3236,1555.20504801,1788,401.08,90.87949060924126,10588,6972,1555.2,0.0003,18,91.50567152240694,29.251875,628.057
,,,,197166,,,,,0.0032161111668658022,161,344400,77,382.79385,3263,1535.55452391,1792,396.87,62.555514539766456,10678,7033,1535.6,0.0003,18,62.61328405137763,23.163275,553.97205
,,,,198230,,,,,0.13536170477855625,162,346600,77,335.52496,3284,1486.1320687500001,1796,386.3,41.72909611124341,10744,7077,1486.1,0.0003,18,44.6666249835052,31.91812,582.39905
,,,,199108,,,,,0.2070678569978198,163,348400,78,301.87427,3303,1436.9720076199999,1800,375.04,108.5323093290226,10799,7111,1437.0,0.0003,18,109.72695230258266,23.944405,571.9877
,,,,199667,,,,,6.265257813734583,164,349400,78,310.84653,3313,1329.18583095,1804,349.86,91.90369651362616,10829,7130,1329.2,0.0003,18,92.0167992467969,29.315258,697.9835
1060.1561944545454,330.09090909090907,129.2229,4,200001,124.5788112975807,2614.3,353.5609,222.37129953282022,,,,,,,,,,,,,,,,,,
,,,,200779,,,,,0.01279001051123285,165,351600,79,293.2,3332,1297.8983821200002,1808,344.3,128.45559860302274,10899,7174,1297.9,0.0003,18,128.45559860302274,28.385582,643.397
,,,,201738,,,,,0.23361607890847297,165,353600,79,349.48227,3354,1330.64984295,1812,353.51,86.8691341157439,10960,7212,1330.6,0.0003,18,86.87298371357548,31.915493,686.3995
,,,,202421,,,,,4.714826452193209,166,355000,79,368.8195,3368,1304.3107572100002,1816,348.29,102.82437603302404,11002,7239,1304.3,0.0003,18,103.1603124757903,38.70598,833.67365
,,,,203086,,,,,3.5918472849401573,167,356200,80,371.64633,3379,1259.73338253,1820,338.42,142.8788997784683,11039,7264,1259.7,0.0003,18,142.8788997784683,33.385548,780.9836
,,,,204200,,,,,0.032390706856156096,168,358600,80,302.4964,3401,1226.29674381,1824,330.44,44.757623956880614,11111,7313,1226.3,0.0003,18,45.735560769291965,47.399025,884.27594
,,,,204993,,,,,0.05886031650150926,168,360000,80,335.27667,3413,1122.9328226799998,1828,307.66,278.6289755896914,11154,7341,1122.9,0.0003,18,278.6289755896914,32.169033,764.07227
,,,,205268,,,,,9.540372368651317,168,360600,81,324.1956,3419,1075.7481432499999,1832,296.56,275.45959177816127,11172,7354,1075.7,0.0003,18,275.45959177816127,32.215195,712.23706
,,,,205721,,,,,34.184458034791795,169,361600,81,337.90262,3428,1051.8276915,1836,290.66,75.8956172526524,11202,7374,1051.8,0.0003,18,79.5165317926248,32.342907,759.961
,,,,206399,,,,,0.4779826155232487,169,362800,81,341.36996,3439,939.2666926899999,1840,266.65,248.86297351169023,11238,7399,939.3,0.0003,18,248.86297351169023,34.08299,812.317
,,,,207377,,,,,0.07461936453463235,170,364800,81,332.09723,3459,912.7389787799999,1844,261.02,122.8789154635458,11298,7438,912.7,0.0003,18,122.8789154635458,52.423756,981.2776
,,,,208460,,,,,0.031682978007949336,171,367000,82,290.70706,3482,906.97988723,1848,259.66,69.39338453613796,11365,7479,907.0,0.0003,18,71.33439453850632,57.93918,1209.0051
,,,,209464,,,,,0.24805210196394525,172,369000,82,346.6392,3502,859.1932551799999,1852,249.02,60.08324090042071,11426,7518,859.2,0.0003,18,60.61267103261045,50.423996,1174.7219
1086.934804,335.72727272727275,118.95141,4,210001,113.97819389322595,2495.8,348.7473,181.49011505007294,,,,,,,,,,,,,,,,,,
,,,,210853,,,,,0.0053261675434765265,173,371800,83,382.0801,3528,853.18794193,1856,251.1,114.70637274313513,11514,7574,853.2,0.0003,18,114.9717697702635,47.684113,1155.0582
,,,,211654,,,,,0.052192594768016534,174,373400,84,307.45676,3545,819.56233946,1860,243.91,263.64839172034436,11563,7605,819.6,0.0003,18,263.64839172034436,64.35731,1377.8348
,,,,212504,,,,,5.2047524191801555,175,375200,84,380.45636,3563,796.27299663,1864,238.94,43.80372486607036,11618,7639,796.3,0.0003,18,45.00046348088078,50.164093,1180.6954
,,,,213704,,,,,0.1099567722951403,176,377600,85,411.45563,3587,775.3451698800002,1868,233.77,69.71582368866564,11691,7686,775.3,0.0003,18,72.70690466289102,48.40805,1131.1952
,,,,214567,,,,,0.15109224638792806,177,379200,85,386.58124,3603,731.41260507,1872,224.32,225.87191217764465,11740,7718,731.4,0.0003,18,225.87191217764465,54.96318,1338.3892
,,,,215504,,,,,0.1531987068085493,178,381200,86,407.71976,3622,718.6749031499999,1876,221.12,192.21930635077715,11800,7758,718.7,0.0003,18,192.21930635077715,67.11536,1385.0763
,,,,216221,,,,,-0.0006943588210894093,179,382600,86,309.29428,3635,709.35922461,1880,218.47,310.4070782613089,11843,7786,709.4,0.0003,18,310.4070782613089,58.488457,1516.9276
,,,,217627,,,,,0.002026525509964803,180,385400,87,389.16467,3661,763.89911475,1884,230.6,146.6102227872481,11928,7843,763.9,0.0003,18,146.6102227872481,80.6539,1933.5613
,,,,218489,,,,,0.5051786142192282,181,387000,87,348.8076,3676,755.5751951300002,1888,228.29,99.12293062473715,11977,7875,755.6,0.0003,18,99.12293062473715,74.0016,1914.5844
,,,,219371,,,,,0.3044100574390131,182,388800,88,382.78183,3693,729.10152494,1892,222.05,152.08219144668408,12032,7912,729.1,0.0003,18,153.04012577639404,80.047745,1991.6389
1149.0470229090909,310.6363636363636,135.46954,3,220001,132.451134360812,2480.1,389.5492,236.59311749202936,,,,,,,,,,,,,,,,,,
,,,,220172,,,,,0.6092475426583187,183,390400,88,395.053,3707,720.59430911,1896,219.42,174.0562084908353,12084,7944,720.6,0.0003,18,174.0562084908353,60.575592,1575.3999
,,,,220873,,,,,2.311608401229041,183,391800,89,395.11627,3720,713.52984029,1900,217.65,157.10868089002986,12126,7973,713.5,0.0003,18,157.10868089002986,84.69726,2034.8964
,,,,221683,,,,,1.583423651054355,184,393400,89,388.6943,3737,723.0982993000001,1904,220.16,92.74500440872082,12176,8003,723.1,0.0003,18,93.23081290167964,71.38964,1971.7622
,,,,222293,,,,,1.745600931075163,185,394600,89,363.62823,3750,704.9742530800002,1908,215.14,217.71292070870203,12212,8026,705.0,0.0003,18,217.71292070870203,83.58905,2024.572
,,,,223528,,,,,0.005144193083191045,186,397200,90,396.94244,3778,719.0570645300002,1912,217.9,206.57634165321042,12292,8076,719.1,0.0003,18,206.57634165321042,79.05152,2117.237
,,,,225273,,,,,2.1676261725245274e-05,188,400600,91,347.67905,3815,765.3587786200001,1916,228.52,244.0557101726968,12397,8141,765.4,0.0003,18,244.0557101726968,79.7446,2180.4092
,,,,226420,,,,,0.023789040720695227,189,403000,92,399.55396,3840,788.85188112,1920,233.34,162.33702042322747,12471,8187,788.9,0.0003,18,162.33702042322747,82.285286,2196.984
,,,,227772,,,,,0.02303738946963661,190,405600,92,431.96344,3869,798.54277862,1924,235.72,63.839130385037336,12552,8237,798.5,0.0003,18,67.51297505153488,86.78024,2096.2405
,,,,228990,,,,,0.09321423673262996,191,408000,93,425.43744,3895,817.0240230099998,1928,239.97,74.16163461028955,12626,8283,817.0,0.0003,18,74.25056268860888,85.537704,2362.2866
783.6604252727273,321.72727272727275,224.02675,3,230001,220.64928592500172,2238.4,360.01587,146.02558560661353,,,,,,,,,,,,,,,,,,
,,,,230718,,,,,0.00012875756884289408,192,411600,94,412.15155,3932,880.2593255700002,1932,254.5,150.9598397142701,12740,8354,880.3,0.0003,18,150.9598397142701,92.37007,2350.4065
,,,,232037,,,,,0.12145235494934582,193,414200,94,432.1771,3955,919.1719778300001,1936,263.16,50.523889036383984,12818,8407,919.2,0.0003,18,56.92750343045568,80.21504,2246.9697
,,,,233371,,,,,0.0032937095285182063,194,416800,95,430.79468,3979,954.7616798399999,1940,269.72,194.43973113254143,12897,8461,954.8,0.0003,18,194.43973113254143,125.80141,2466.0586
,,,,234489,,,,,0.01093689800138211,195,419000,95,385.11017,3999,962.70550108,1944,271.12,226.01442053145948,12965,8506,962.7,0.0003,18,226.01442053145948,106.071175,2337.733
,,,,235427,,,,,0.014283950804350331,196,421000,96,362.07632,4019,959.0310566,1948,269.67,304.40720397566866,13026,8546,959.0,0.0003,18,304.40720397566866,132.6236,2762.2224
,,,,236382,,,,,0.49670979274173677,197,422800,96,381.74133,4038,960.7172505900002,1952,269.18,44.285437455656485,13082,8581,960.7,0.0003,18,54.62007509462347,101.167244,2716.2905
,,,,237546,,,,,0.019989041773868347,198,425200,97,407.8942,4064,966.1064002,1956,266.93,210.51710798257471,13156,8627,966.1,0.0003,18,210.51710798257471,97.61865,2340.4624
,,,,238366,,,,,1.535877747746258,199,426800,97,430.4327,4081,971.72066194,1960,267.12,103.85521281304236,13206,8659,971.7,0.0003,18,104.43188240686197,103.764755,2970.85
,,,,239159,,,,,0.3176937937905847,200,428400,98,361.48703,4098,968.1127539499997,1964,266.55,203.0293292094509,13255,8690,968.1,0.0003,18,203.1006772057323,110.578224,2713.544
,,,,239995,,,,,0.08278223071590947,200,430000,98,370.49283,4114,952.9085932799999,1968,262.91,284.5613095973817,13305,8722,952.9,0.0003,18,284.5613095973817,120.52859,2915.4077
1058.8782965454548,291.72727272727275,128.72592,3,240001,126.20731452223866,1997.9,388.9622,212.8831659067049,,,,,,,,,,,,,,,,,,
,,,,241284,,,,,0.04303600093845901,201,432600,99,427.73486,4139,971.46717752,1972,267.17,57.37464958408863,13387,8775,971.5,0.0003,18,62.76365767942451,90.60103,2549.6099
,,,,242183,,,,,0.7322087901295592,202,434400,99,430.38235,4155,973.28618051,1976,266.79,122.52410655438398,13442,8813,973.3,0.0003,18,122.52410655438398,136.7097,3205.337
,,,,244015,,,,,0.0004953949530759343,203,438200,100,451.15335,4190,1027.4755454900003,1980,277.94,59.70569012135698,13559,8892,1027.5,0.0003,17,60.912268406017,117.14405,2515.712
,,,,245910,,,,,0.0034925280711811915,205,442000,100,473.64886,4224,1055.72981058,1984,282.83,36.756328519607266,13675,8971,1055.7,0.0003,17,39.96342600625415,179.03424,3864.385
,,,,247171,,,,,0.027185804197521233,206,444400,101,466.98648,4247,1077.0527956399999,1988,286.82,120.74262060994555,13749,9020,1077.1,0.0003,17,120.74262060994555,107.9022,2675.2932
,,,,248318,,,,,0.07004653502444182,207,446800,102,452.6154,4272,1095.8472959499998,1992,289.47,128.6573005321804,13823,9067,1095.8,0.0003,17,128.80441232369785,124.974815,3181.571
,,,,249215,,,,,0.49861967127435985,208,448600,102,455.18704,4292,1104.2648439700001,1996,290.43,174.63817067198477,13879,9102,1104.3,0.0003,17,174.63817067198477,119.279305,2931.0518
,,,,249698,,,,,1.0239994068626577,208,449400,102,333.18094,4300,1089.96627956,2000,288.25,295.9893098444563,13904,9117,1090.0,0.0003,17,295.9893098444563,137.09052,3160.493
799.5264378181818,231.54545454545453,166.13573,2,250001,164.90404347401827,1769.0,387.80164,203.56054337892962,,,,,,,,,,,,,,,,,,
,,,,250210,,,,,3.5332652595371847,209,450600,103,361.77127,4312,1078.9924112699998,2004,285.27,229.17281527069008,13943,9142,1079.0,0.0003,17,229.17281527069008,126.39076,3145.3608
,,,,250846,,,,,1.3871267745819365,209,451800,103,367.31082,4323,1078.70570297,2008,285.53,215.47698013398679,13979,9167,1078.7,0.0003,17,216.75217152485058,143.95451,3636.4316
,,,,251557,,,,,0.5766608875388902,210,453200,103,387.40393,4336,1055.0530103299998,2012,280.29,242.6970151500749,14022,9196,1055.1,0.0003,17,242.6970151500749,134.10855,3496.3896
,,,,252556,,,,,0.17077146900615353,210,455200,103,385.0671,4354,1024.0412311599998,2016,272.83,113.46811410960665,14084,9238,1024.0,0.0003,17,116.35901030288265,133.6845,3186.741
,,,,254138,,,,,0.0033923187256875076,212,458400,104,431.52283,4383,1047.61856969,2020,277.18,67.54187609853638,14182,9305,1047.6,0.0003,17,69.3928429279542,143.35487,3718.343
,,,,255760,,,,,0.0019345046524754774,213,461600,105,466.36115,4412,1068.22589381,2024,279.88,87.88431284464576,14280,9372,1068.2,0.0003,17,88.92390578422827,142.74028,3739.6687
,,,,257037,,,,,0.03469118830456285,214,464200,106,429.39008,4439,1076.10348556,2028,280.47,70.39643240260311,14361,9423,1076.1,0.0003,17,82.99867980287743,153.63712,3958.6147
,,,,258081,,,,,0.027654215563228425,215,466200,106,371.7163,4460,1048.20739386,2032,273.63,187.90219649616262,14423,9462,1048.2,0.0003,17,187.90219649616262,113.41997,3159.343
,,,,259209,,,,,0.06487975924953059,216,468600,106,403.79688,4484,1041.5579409900001,2036,271.72,86.42911763748931,14497,9511,1041.6,0.0003,17,95.58681274499428,128.65294,3679.9307
1293.4925140909093,305.6363636363636,93.48034,3,260001,85.10191061592523,1666.5,410.44144,287.3270890806622,,,,,,,,,,,,,,,,,,
,,,,260333,,,,,0.057855090822844436,217,470800,107,407.20645,4506,1032.02562708,2040,269.62,105.86390801024933,14569,9556,1032.0,0.0003,17,105.86390801024933,135.35057,3807.8635
,,,,261313,,,,,0.20252784881279084,218,472800,107,404.4959,4525,1029.3070438299999,2044,268.24,113.16214635511865,14630,9597,1029.3,0.0003,17,113.16214635511865,142.58847,3687.406
,,,,262438,,,,,0.010892050493886512,218,475000,108,410.38696,4545,1040.9198294,2048,270.11,238.74799817914183,14698,9643,1040.9,0.0003,17,238.74799817914183,119.659706,3371.945
,,,,264133,,,,,0.0002032581905099118,220,478400,109,412.71396,4576,1079.99582429,2052,277.51,97.49964954581732,14803,9713,1080.0,0.0003,17,102.60042292984876,128.37794,3356.2607
,,,,265000,,,,,0.361107550523827,221,480200,109,445.06473,4596,1070.54673563,2056,274.54,188.65361341780178,14859,9749,1070.5,0.0003,17,188.65361341780178,118.62042,3041.5366
,,,,265578,,,,,0.4352053795770655,221,481200,109,362.9633,4606,1059.10664286,2060,272.12,313.64228485159185,14890,9769,1059.1,0.0003,17,313.64228485159185,138.13515,3614.7256
,,,,266400,,,,,0.5913820809976585,222,483000,110,425.1317,4624,1064.95175488,2064,272.41,169.8351306579072,14945,9805,1065.0,0.0003,17,169.8950856088335,145.45328,3382.5793
,,,,266854,,,,,1.5689967150601407,222,483800,110,356.11804,4632,1047.0004180399999,2068,268.59,306.0119737894506,14970,9822,1047.0,0.0003,17,306.0119737894506,140.51059,3714.4116
,,,,268051,,,,,0.08897682359320785,223,486200,110,454.01068,4653,1049.25083203,2072,267.67,94.05772847294887,15044,9873,1049.3,0.0003,17,94.07391872740374,136.7483,3561.6885
,,,,268781,,,,,0.16726987875364233,224,487600,111,379.79794,4666,1041.33575078,2076,265.98,311.5202419135248,15087,9902,1041.3,0.0003,17,311.5202419135248,160.44336,4067.5093
,,,,269499,,,,,0.11171516543087408,224,489000,111,345.44803,4678,988.5582792700001,2080,254.84,295.25489627533943,15130,9932,988.6,0.0003,17,295.25489627533943,143.5506,3711.8237
851.5796174545455,206.63636363636363,188.58525,2,270001,186.06997369677578,1426.3,381.46964,183.41187922701454,,,,,,,,,,,,,,,,,,
,,,,270426,,,,,0.15430195792630216,225,491000,111,457.88434,4696,941.2739389299999,2084,245.16,245.02327058690332,15195,9974,941.3,0.0003,17,245.02327058690332,163.57869,4027.721
,,,,271176,,,,,1.2686353002711457,225,492400,111,414.81058,4709,918.623087,2088,240.05,141.97872929423986,15237,10003,918.6,0.0003,17,144.4963299541853,165.81671,4098.7915
,,,,272006,,,,,0.06414849601535991,226,494200,112,355.44235,4725,903.2304207400001,2092,236.88,272.72785601212075,15292,10041,903.2,0.0003,17,272.72785601212075,147.13028,3828.9731
,,,,273414,,,,,0.0011777167309218325,227,497000,113,405.7108,4754,927.60942197,2096,241.99,251.7470842536497,15380,10097,927.6,0.0003,17,251.7470842536497,131.13939,3470.3237
,,,,274421,,,,,0.6709734123140364,228,499000,113,474.1065,4774,950.1214612199999,2100,247.23,107.2740936125886,15442,10138,950.1,0.0003,17,107.36315914089937,129.74709,3457.7632
,,,,276127,,,,,0.0030598021193674677,229,502400,114,468.3896,4805,1015.27775547,2104,259.17,25.600394397657187,15547,10210,1015.3,0.0003,17,34.45362533762902,158.46307,3924.204
,,,,277546,,,,,0.0038752647588265626,230,505200,114,460.6555,4830,1056.3845680499999,2108,267.0,136.8369507852694,15633,10269,1056.4,0.0003,17,136.8369507852694,154.09853,4013.0571
,,,,279944,,,,,0.00020356446467865958,232,510000,115,508.61404,4878,1145.03743454,2112,283.87,51.2793279277818,15783,10367,1145.0,0.0003,17,53.03423714828226,146.61043,4205.926
60.418152909090914,88.0,269.20505,0,280001,268.84997544297727,984.7,290.80493,34.77481151529071,,,,,,,,,,,,,,,,,,
,,,,282243,,,,,1.032439131633796e-05,234,514600,116,511.40527,4925,1219.5425074099999,2116,296.87,93.13600342366993,15927,10460,1219.5,0.0003,17,93.20367092374723,144.3535,4230.1846
,,,,282626,,,,,15.692175600184784,234,515400,116,433.6448,4932,1162.36964064,2120,284.88,289.6884507619828,15952,10477,1162.4,0.0003,17,289.6884507619828,151.87822,4189.7383
,,,,284087,,,,,2.9799071168994726,236,518200,117,507.3163,4957,1152.61879152,2124,283.27,55.08332631027123,16038,10536,1152.6,0.0003,17,65.4880751040208,143.9357,3807.265
,,,,285040,,,,,0.0956722623358119,236,520200,117,419.51233,4975,1137.7856168700002,2128,280.03,210.86072359836575,16100,10579,1137.8,0.0003,17,211.3161923379515,149.06712,4067.6086
,,,,286550,,,,,0.0025629051081254325,238,523200,118,426.21893,5006,1163.2418743700002,2132,284.69,89.65969929997048,16195,10640,1163.2,0.0003,17,93.39534279462015,166.78377,4957.4023
,,,,287771,,,,,0.015141929713495537,239,525600,119,377.0321,5030,1167.9227457400002,2136,285.62,100.88934563095205,16269,10689,1167.9,0.0003,17,100.95439607211817,177.94926,4965.7734
,,,,288658,,,,,0.4318518040851845,239,527400,119,407.63535,5046,1154.38792177,2140,283.25,141.3747122592451,16325,10728,1154.4,0.0003,17,142.37701508091578,169.08467,4801.815
,,,,289831,,,,,0.0012327471609451118,240,529800,119,356.51013,5068,1164.0799016199999,2144,285.18,303.2201661945728,16399,10778,1164.1,0.0003,17,303.2201661945728,191.07458,5293.3706
1672.3817546363637,375.90909090909093,83.5393,4,290001,77.73846076558287,962.4,437.8805,297.1499176186133,,,,,,,,,,,,,,,,,,
,,,,290873,,,,,0.2070406851722962,241,531800,120,444.2817,5086,1157.5654391700002,2148,284.35,141.65388410424896,16466,10821,1157.6,0.0003,17,141.70306477609125,164.96323,4572.8423
,,,,292630,,,,,0.0003681714433565878,242,535400,121,482.51566,5118,1159.6529354099998,2152,284.97,109.77079027244031,16577,10897,1159.7,0.0003,17,109.77079027244031,176.20131,5025.044
,,,,294810,,,,,8.172236636417078e-06,244,539800,122,438.72177,5163,1222.98479079,2156,298.1,91.59415496928315,16714,10986,1223.0,0.0003,17,96.35091490590638,144.642,4087.8955
,,,,295950,,,,,0.09884458109497067,245,542000,122,419.43835,5184,1250.76913727,2160,303.72,51.427348972860166,16783,11033,1250.8,0.0003,17,60.09669823174583,165.45753,5161.181
,,,,297660,,,,,0.00045454102234353076,246,545400,123,440.0089,5214,1296.39645337,2164,312.6,79.87939005679534,16888,11105,1296.4,0.0003,17,80.61538553250753,174.5772,5127.6553
,,,,299087,,,,,0.0008182838484531479,247,548200,123,449.53,5240,1344.0262911899997,2168,322.33,241.55741279247388,16974,11164,1344.0,0.0003,17,241.55741279247388,148.40372,4090.1968
1368.894022909091,315.72727272727275,140.499,3,300001,128.08387630533053,1015.8,417.4871,258.14739420278573,,,,,,,,,,,,,,,,,,
,,,,301278,,,,,0.0004097176600504664,249,552600,124,490.16022,5286,1398.7026881299998,2172,332.27,34.14433305721647,17115,11252,1398.7,0.0003,17,42.72764495343982,143.33221,4162.418
,,,,302137,,,,,5.921392278123256,250,554400,125,446.13742,5303,1404.5615217499999,2176,333.56,60.090463508945696,17171,11289,1404.6,0.0003,17,64.90655696235434,153.67178,4438.4307
,,,,303320,,,,,0.0016986948887748477,251,556800,125,379.03067,5324,1426.33372467,2180,338.21,310.7931728102448,17244,11340,1426.3,0.0003,17,310.7931728102448,170.43346,4758.992
,,,,304538,,,,,0.37190715149412745,252,559200,126,487.26865,5346,1437.3558374499999,2184,341.12,69.742775219394,17319,11391,1437.4,0.0003,17,69.77464789433137,153.16522,4543.1616
,,,,306934,,,,,9.93531916019655e-07,254,564000,127,441.57358,5391,1519.96656528,2188,357.58,89.69446629620398,17467,11490,1520.0,0.0003,17,94.39534794311132,157.15955,4653.3613
,,,,307712,,,,,0.23567644838693452,255,565600,127,380.7441,5409,1514.8099825300005,2192,357.06,256.6130617006392,17517,11521,1514.8,0.0003,17,256.8005346120052,151.23189,4278.1235
,,,,308733,,,,,0.2236578024595993,255,567600,128,422.36105,5430,1497.9077027800001,2196,353.19,84.18447219065759,17579,11561,1497.9,0.0003,17,85.31258756573833,146.42482,4353.7573
,,,,309903,,,,,0.035721815480953795,256,570000,128,351.25473,5453,1510.0284153199996,2200,354.82,79.71660949892735,17653,11610,1510.0,0.0003,17,99.67681841461707,156.38086,4548.4375
1318.7687401818182,307.45454545454544,118.977615,3,310001,113.35277013083622,1019.7,419.45407,269.6354218670909,,,,,,,,,,,,,,,,,,
,,,,311379,,,,,6.629472073527575e-05,257,572800,129,380.8751,5479,1497.2514302700001,2204,352.52,320.9771446543951,17744,11669,1497.3,0.0003,17,320.9771446543951,177.9982,5571.225
,,,,312265,,,,,0.18825185150645532,258,574600,129,302.26917,5495,1474.47272677,2208,347.19,89.2958677496989,17799,11707,1474.5,0.0003,17,95.237550931713,188.94833,5557.5923
,,,,313782,,,,,0.02255343021607022,259,577600,130,445.83157,5522,1429.74531645,2212,338.38,27.366702335788762,17892,11771,1429.7,0.0003,17,37.63381903904145,183.81252,4999.5293
,,,,315014,,,,,0.019298318467036484,260,580200,130,395.24112,5547,1370.95294373,2216,327.71,75.041590553738,17972,11824,1371.0,0.0003,17,76.41411071106742,195.002,5911.26
,,,,316013,,,,,0.29876583135905543,261,582200,131,443.17545,5568,1399.64313576,2220,333.87,110.47246600235896,18035,11864,1399.6,0.0003,17,111.03078338628542,189.24654,5616.7827
,,,,316900,,,,,0.021575285284154314,262,584000,131,347.7149,5588,1368.37734388,2224,328.13,308.12423950292333,18091,11899,1368.4,0.0003,17,308.12423950292333,194.70593,4899.404
,,,,318646,,,,,8.696259568015983e-06,263,587400,132,402.9736,5622,1412.1341798600001,2228,336.06,305.59418400233443,18196,11968,1412.1,0.0003,17,305.59418400233443,192.48415,5535.198
,,,,319763,,,,,0.02432352020864769,264,589600,132,385.72656,5643,1388.41396636,2232,332.13,157.8806281528299,18265,12014,1388.4,0.0003,17,158.1946316573908,178.96352,4876.6216
721.8684425454546,189.45454545454547,212.59111,2,320001,211.1789656436937,1002.5,404.7992,198.88385407132202,,,,,,,,,,,,,,,,,,
,,,,320607,,,,,0.8103517928060249,264,591400,133,405.23868,5661,1371.85473863,2236,328.36,92.27517419907315,18322,12050,1371.9,0.0003,17,94.19418597469088,160.68756,4694.728
,,,,321471,,,,,0.08895782208899686,265,593000,133,386.8555,5678,1369.3509133199998,2240,328.13,274.42141925461215,18372,12081,1369.4,0.0003,17,274.4835107573718,209.75069,5350.5273
,,,,322329,,,,,0.11060094356991876,266,594800,133,368.31683,5698,1353.8581878599996,2244,324.98,218.87369469570146,18428,12117,1353.9,0.0003,17,218.87369469570146,206.66318,5293.9375
,,,,322835,,,,,2.7814038211739898,266,595800,133,382.16702,5708,1327.4135174600003,2248,319.62,269.2748689909953,18459,12136,1327.4,0.0003,17,269.2748689909953,195.03001,5718.0312
,,,,323555,,,,,3.8178336294245754,267,597200,134,464.4059,5723,1274.08549974,2252,309.25,152.98139664563917,18502,12164,1274.1,0.0003,17,152.98139664563917,196.97807,5716.2295
,,,,325200,,,,,0.00041962222622387435,268,600600,134,489.31488,5759,1253.1306801100002,2256,303.9,151.63317991077744,18609,12233,1253.1,0.0003,17,151.63317991077744,197.72746,5782.741
,,,,326020,,,,,0.14109056620601237,269,602200,135,416.45334,5775,1235.6749675199999,2260,300.7,300.64263369223045,18659,12265,1235.7,0.0003,17,300.64263369223045,190.13734,5244.8965
,,,,327207,,,,,0.269006190291466,269,604600,135,477.91998,5806,1210.55602268,2264,295.47,69.24726602238407,18741,12315,1210.6,0.0003,17,71.53626047671224,220.0318,6723.116
,,,,328467,,,,,0.0007550604747335303,271,607000,136,349.32193,5835,1203.6315510700001,2268,293.8,282.12401661199146,18821,12363,1203.6,0.0003,17,282.12401661199146,183.44211,5473.295
,,,,329677,,,,,0.0013400060011690977,272,609400,136,393.2614,5863,1149.03273499,2272,283.99,327.88293064251445,18898,12411,1149.0,0.0003,17,327.88293064251445,193.53172,5460.5767
2698.007359181818,559.1818181818181,93.39954,6,330001,89.23776100968621,1170.4,472.56677,287.1730054561304,,,,,,,,,,,,,,,,,,
,,,,330596,,,,,0.4755775884390023,272,611200,137,438.11478,5881,1155.53268319,2276,284.59,121.33503291664316,18962,12449,1155.5,0.0003,17,121.36857027264121,191.60043,5058.8745
,,,,331643,,,,,0.004324510020263411,273,613400,137,380.3044,5902,1152.5635977900001,2280,283.23,332.2937425114901,19032,12496,1152.6,0.0003,17,332.2937425114901,193.79138,5521.692
,,,,332620,,,,,3.357725558255304,274,615400,138,502.45544,5921,1143.12817888,2284,280.82,82.52809569065928,19095,12539,1143.1,0.0003,17,84.78630318056165,211.0228,5871.705
,,,,333579,,,,,0.03952016742175736,275,617200,138,360.00815,5937,1068.23996048,2288,266.45,214.51788392231242,19151,12578,1068.2,0.0003,17,214.51788392231242,204.12541,5019.9727
,,,,334820,,,,,0.23193322192369203,276,619800,138,462.89908,5961,1093.69860888,2292,271.08,52.415760084268236,19232,12633,1093.7,0.0003,17,57.00203913783066,191.03468,5580.554
,,,,335760,,,,,0.019820364446339014,276,621600,139,365.63742,5978,1090.31364272,2296,270.27,294.4658751813416,19291,12673,1090.3,0.0003,17,294.4658751813416,189.17046,5015.619
,,,,337357,,,,,0.06229891957636016,277,624800,140,484.6574,6009,1118.87384931,2300,274.54,26.480858670705228,19393,12743,1118.9,0.0003,17,34.378430170044446,183.0506,5117.6636
,,,,338457,,,,,0.9386599473159228,278,627000,140,454.05417,6029,1094.7239234899998,2304,270.78,79.28543035587984,19461,12789,1094.7,0.0003,17,80.74802479679047,192.08434,5889.963
,,,,339496,,,,,0.03314050548025441,279,629000,140,362.4354,6047,1098.40912994,2308,272.31,215.02561459750106,19523,12831,1098.4,0.0003,17,215.42167178035825,218.32156,6652.5386
2487.0204788181823,532.1818181818181,86.38026,6,340001,77.06359288263447,1365.8,466.72903,308.6047685030458,,,,,,,,,,,,,,,,,,
,,,,340469,,,,,43.811841852116416,280,631000,141,476.59064,6065,1071.84565016,2312,266.87,37.46961600950727,19590,12873,1071.8,0.0003,17,59.11570320751766,181.85603,4992.537
,,,,342032,,,,,8.585901970783015e-05,282,634200,142,383.4709,6095,1090.24647454,2316,270.18,253.8847471673055,19689,12938,1090.2,0.0003,17,253.8847471673055,184.03325,5553.6167
,,,,343244,,,,,0.0023501928857081883,283,636600,142,363.54788,6118,1098.500626,2320,272.31,260.66607225991703,19763,12987,1098.5,0.0003,17,260.66607225991703,207.16315,5913.195
,,,,344509,,,,,0.13976258591435947,284,639200,143,458.36606,6144,1119.2980092,2324,276.09,49.535208169006154,19846,13041,1119.3,0.0003,17,56.44865138112101,227.21613,6769.011
