eval_ep_rewmean,eval_eplenmean,eval_abs_qs_difference,eval_time_elapsed,total timesteps,eval_qs_difference,eval mean 100 episode reward,eval_qs,eval_discount_q,discount_q,env_time,n_updates,act_time,qs_mean,train_time,ep_rewmean,episodes,eplenmean,qs_difference,time_elapsed,update_time,mean 100 episode reward,current_lr,fps,qs_abs_difference,qfs_loss,q_grad_norm
-4.617633909090909,17.90909090909091,3.1128051,0,1,3.0157325727557023,-4.6,-0.27239138,-4.069691640014578,,,,,,,,,,,,,,,,,,
,,,,31860,,,,,0.18446905710072434,27,13800,4,188.6999,139,91.15261894,1248,82.52,76.05120870980409,602,418,91.2,0.0003,52,76.05120870980409,48.703632,2002.8168
,,,,32710,,,,,0.17744250786806526,28,15600,5,190.1664,157,105.82266296000002,1252,89.97,69.47599286705872,643,440,105.8,0.0003,50,69.47599286705872,49.194683,2332.5781
,,,,33697,,,,,0.04984020776663297,29,17400,5,198.44635,174,123.06891126,1256,99.0,75.11406722973588,683,462,123.1,0.0003,49,75.11406722973588,58.087555,1908.0652
,,,,34598,,,,,0.11607706813178943,29,19200,6,208.00569,192,136.94046272,1260,107.42,81.47098180676639,725,484,136.9,0.0003,47,81.47098180676639,75.65268,2753.5325
,,,,35373,,,,,0.46543355953859494,30,20800,6,212.04445,208,152.55909367999996,1264,114.58,79.2555068109955,762,505,152.6,0.0003,46,79.2555068109955,72.79935,2504.5127
,,,,36335,,,,,0.04344093546700629,31,22800,6,176.4089,228,168.46954291000003,1268,123.47,110.76222541706291,809,531,168.5,0.0003,44,117.95274292423812,84.7115,2953.7686
,,,,37190,,,,,0.2904183023943333,32,24400,7,218.5644,243,183.56129822,1272,131.15,84.96098677625554,847,551,183.6,0.0003,43,84.96098677625554,79.3929,3035.7622
,,,,38100,,,,,0.1611661576677048,32,26400,7,222.86646,263,202.52877413000002,1276,139.37,61.305885024393945,895,578,202.5,0.0003,42,61.337040242715986,70.74602,2604.3484
,,,,38695,,,,,0.5057195728830053,33,27400,7,207.08243,273,208.61067139000002,1280,144.25,183.33829324593887,919,592,208.6,0.0003,42,183.33829324593887,71.77828,2650.0745
,,,,39449,,,,,0.53648853164117,33,29000,8,230.33417,289,225.46692251000002,1284,150.65,97.41979431400814,958,613,225.5,0.0003,41,97.41979431400814,80.064384,2890.7202
495.35037809090903,220.8181818181818,67.81359,2,40001,64.52022868582296,166.2,217.82323,158.40866642525793,,,,,,,,,,,,,,,,,,
,,,,40331,,,,,0.18857430883990348,34,30800,8,215.28851,307,241.70540415000002,1288,158.8,64.75535442019628,1005,638,241.7,0.0003,40,69.52831444648757,81.362434,2945.5044
,,,,41228,,,,,0.15032068209588956,35,32600,9,230.88295,324,260.37496387000004,1292,166.9,89.60818459444612,1049,663,260.4,0.0003,39,89.60818459444612,58.827927,2363.754
,,,,42716,,,,,0.00038657996942232986,36,35600,9,230.29268,354,280.68698291,1296,181.03,99.91954033090781,1123,705,280.7,0.0003,38,99.91954033090781,54.56471,2282.4563
,,,,43594,,,,,0.18545023132967217,37,37200,10,223.2008,370,297.61369094,1300,189.12,100.44215595875505,1163,729,297.6,0.0003,37,100.44215595875505,56.76901,2359.329
,,,,44438,,,,,0.28566570221985754,38,39000,10,210.30414,387,314.03628182,1304,196.85,72.21057651754008,1207,754,314.0,0.0003,36,73.89396042555414,48.7549,2015.5496
,,,,45176,,,,,0.07724295277118345,38,40400,10,176.87274,400,325.70130762,1308,203.28,174.52679533881528,1242,775,325.7,0.0003,36,174.52679533881528,45.60938,1960.5452
,,,,45922,,,,,0.6701747532219429,39,42000,11,224.01466,416,336.24272333,1312,209.65,96.70917664957018,1282,798,336.2,0.0003,35,96.70917664957018,47.00983,2011.9453
,,,,46744,,,,,0.28022645831646986,40,43600,11,212.77452,431,349.35834736,1316,213.18,85.69157433287052,1322,822,349.4,0.0003,35,85.72996737505206,38.631393,1628.1466
,,,,47344,,,,,0.10968141299865773,40,44800,11,194.97105,442,354.2126018799999,1320,210.88,187.25100978427628,1352,840,354.2,0.0003,35,187.25100978427628,37.882755,1665.7991
,,,,47643,,,,,2.6381046875746175,40,45400,12,194.2856,448,344.00640767,1324,203.87,187.5181802125828,1368,849,344.0,0.0003,34,187.5181802125828,40.58346,1567.5897
,,,,48490,,,,,0.20072140157350038,41,47000,12,202.90755,463,348.7479398899999,1328,204.84,85.19242899877005,1408,873,348.7,0.0003,34,85.19242899877005,36.372704,1416.19
,,,,49256,,,,,0.38262839922233194,42,48600,12,197.87808,478,351.16690927999997,1332,205.12,80.66565555878543,1450,898,351.2,0.0003,33,81.03988153349475,41.581486,1458.2255
,,,,49963,,,,,0.5228447403063977,42,50000,13,192.77437,492,352.1728204799999,1336,205.23,84.01288688151554,1486,920,352.2,0.0003,33,84.18460766152349,31.419947,1145.2096
289.1665565454545,149.8181818181818,93.94488,1,50001,93.86991770204585,190.5,195.62735,137.5472782508371,,,,,,,,,,,,,,,,,,
,,,,50505,,,,,1.4705051023229785,43,51200,13,174.48763,503,348.6692264199999,1340,203.12,93.31542153568945,1519,940,348.7,0.0003,33,93.31542153568945,32.313854,1208.6597
,,,,51186,,,,,0.8100331681353444,43,52400,13,193.06038,514,346.42087338,1344,201.6,73.08140902160414,1551,959,346.4,0.0003,32,73.08140902160414,30.883875,1196.5562
,,,,51945,,,,,0.4810433704052807,44,54000,13,189.75688,530,350.40649992000004,1348,200.85,50.51534049776266,1593,985,350.4,0.0003,32,50.51534049776266,26.21087,1036.6519
,,,,52669,,,,,0.7626070140337554,45,55400,14,184.01277,543,350.63351051999996,1352,199.59,57.664367391192464,1630,1008,350.6,0.0003,32,57.85095315730287,30.871466,1241.8322
,,,,53525,,,,,0.20729002899895235,45,57200,14,183.35915,560,351.27413565999996,1356,198.28,57.75120360407316,1678,1037,351.3,0.0003,31,57.75120360407316,24.076565,1045.6583
,,,,54276,,,,,0.4009077752486481,46,58600,14,174.70027,573,352.41449697000013,1360,196.78,55.14236876337736,1716,1061,352.4,0.0003,31,55.513903616101146,26.66217,1155.2625
,,,,55162,,,,,0.5209207079400016,47,60400,15,184.20445,591,354.03769961,1364,197.89,57.8525201985807,1765,1091,354.0,0.0003,31,58.12721963106094,26.921564,1258.3247
,,,,55930,,,,,0.5834679183885818,47,62000,15,171.5402,606,355.60322268999994,1368,195.95,22.53561317211699,1808,1118,355.6,0.0003,30,22.59641873917403,24.890676,1080.5094
,,,,56760,,,,,0.3714198434527253,48,63600,16,169.34964,621,359.1683744900001,1372,195.7,15.955439036127341,1852,1145,359.2,0.0003,30,16.590858385860887,26.6854,1111.79
,,,,57560,,,,,0.4493524214016112,49,65200,16,172.18057,637,360.86431368999996,1376,194.6,13.022396236195817,1896,1172,360.9,0.0003,30,13.177629759544676,25.619085,977.3398
,,,,58529,,,,,0.10257710523618555,49,67200,16,166.11145,655,376.07769762,1380,198.34,10.965202276861115,1951,1207,376.1,0.0003,29,11.755573084714733,29.288792,1094.8369
,,,,59421,,,,,0.18132833108824664,50,69000,17,182.97606,673,381.25165376000007,1384,199.72,26.27968558248337,2001,1239,381.3,0.0003,29,26.488632632878343,29.400816,1072.5093
593.6758050909091,252.45454545454547,27.730436,2,60001,27.466978499389462,244.4,195.68971,170.61059674482965,,,,,,,,,,,,,,,,,,
,,,,60369,,,,,0.11611360459184888,51,70800,17,177.96758,689,388.25197030000004,1388,200.38,3.616881049654455,2055,1272,388.3,0.0003,29,12.837749262480598,34.302742,1238.4813
,,,,61298,,,,,0.20448260243625993,52,72600,18,193.7947,708,393.08456544000006,1392,200.7,22.201848688825844,2108,1305,393.1,0.0003,29,23.986905469653315,28.05574,984.8136
,,,,62199,,,,,0.19999090978650075,52,74400,18,199.72412,724,395.92458899000013,1396,194.83,35.41483973135984,2159,1339,395.9,0.0003,28,35.68433331269168,30.625576,1150.2983
,,,,63124,,,,,0.23090384085172777,53,76400,18,193.46117,744,403.4342215,1400,195.3,-3.5652162379227073,2216,1374,403.4,0.0003,28,12.001013711055595,30.731752,1171.2079
,,,,63986,,,,,0.2777111625547195,54,78000,19,212.26823,758,409.73473042,1404,195.48,49.23081195723746,2262,1405,409.7,0.0003,28,49.36490538555154,31.948183,1249.2594
,,,,64897,,,,,0.10986430411150523,54,79800,19,189.04544,775,421.62357663999995,1408,197.21,41.55592132893442,2314,1439,421.6,0.0003,28,42.61360229041915,35.90404,1397.477
,,,,65725,,,,,0.36879545327177166,55,81600,20,191.804,793,432.98260505999997,1412,198.03,11.549619678205092,2366,1472,433.0,0.0003,27,16.536513466992584,29.002172,1240.4945
,,,,66566,,,,,0.5567825140518031,56,83200,20,203.75877,807,439.34230896,1416,198.22,1.9497573800796824,2413,1503,439.3,0.0003,27,20.75469445041627,31.59484,1234.833
,,,,67267,,,,,0.8569060775006048,57,84600,20,192.11302,820,449.29315025999995,1420,199.23,44.20690929903141,2455,1531,449.3,0.0003,27,44.20690929903141,30.543144,1218.2278
,,,,68222,,,,,0.0796469231385337,57,86600,21,229.88106,837,474.81051264000007,1424,205.79,79.13864943105068,2512,1569,474.8,0.0003,27,79.13864943105068,32.086277,1307.898
,,,,68800,,,,,0.4760790979300067,58,87800,21,162.89673,847,478.9265437600001,1428,203.1,115.82657090628194,2544,1590,478.9,0.0003,27,118.85398921635075,33.56894,1185.8688
,,,,69322,,,,,8.950266867778888,58,88800,21,216.91322,856,476.71341108,1432,200.66,35.978795303220544,2570,1608,476.7,0.0003,26,36.01675627808602,31.64561,1191.6796
,,,,69997,,,,,0.26914395385076095,59,90000,21,144.13763,866,480.5831683199999,1436,200.34,83.59614641294966,2603,1629,480.6,0.0003,26,95.40632559597533,33.792988,1337.8687
511.54354854545454,193.54545454545453,43.185925,2,70001,42.56612923891556,279.6,208.92642,191.22065847534276,,,,,,,,,,,,,,,,,,
,,,,70750,,,,,1.1466922676474394,59,91600,22,213.62057,880,489.3217049500001,1440,202.45,9.937164386347943,2648,1658,489.3,0.0003,26,26.02214451903458,39.25323,1509.9293
,,,,71475,,,,,0.7499325047818292,60,93000,22,172.41968,892,495.28828427,1444,202.89,6.392680931428502,2686,1683,495.3,0.0003,26,23.450434574900665,36.88043,1421.5021
,,,,72158,,,,,0.26257420720934155,60,94400,22,185.11986,904,497.51218157999995,1448,202.13,116.84782403523793,2725,1709,497.5,0.0003,26,117.1561100562791,35.461006,1397.3999
,,,,72887,,,,,1.0506596970823994,61,95800,22,204.41092,916,501.03642815,1452,202.18,23.580383513819285,2763,1734,501.0,0.0003,26,25.069310991198623,28.848078,1142.7712
,,,,73695,,,,,0.1882751097829807,61,97400,23,210.20554,930,490.5473210699999,1456,201.7,222.02336269928438,2809,1765,490.5,0.0003,26,222.02336269928438,34.472904,1192.3912
,,,,74538,,,,,0.7570005542736176,62,99200,23,218.66495,947,498.67939029,1460,202.62,4.61374937100407,2866,1803,498.7,0.0003,26,11.586368646084505,39.892967,1516.0574
,,,,75313,,,,,0.44777686987245224,63,100800,23,237.27019,963,500.97100493000005,1464,201.51,92.26835179751832,2917,1837,501.0,0.0003,25,92.85343450181058,38.60524,1459.1205
,,,,76298,,,,,0.10555592358883013,63,102600,24,230.1559,980,511.20200854,1468,203.68,34.67728888762003,2974,1876,511.2,0.0003,25,34.945077347491505,34.510433,1295.7427
,,,,77212,,,,,0.3024854714396007,64,104600,24,241.49994,999,517.78287597,1472,204.52,44.253086935062505,3038,1920,517.8,0.0003,25,44.35541719994755,30.549952,1153.0216
,,,,78118,,,,,0.23394757570276511,65,106400,25,227.30005,1016,523.57949196,1476,205.58,26.05083708135869,3096,1959,523.6,0.0003,25,29.14290558560177,34.061047,1282.9697
,,,,79073,,,,,0.16418145143843968,66,108200,25,248.43034,1033,529.58717728,1480,205.44,50.660204343350465,3154,1998,529.6,0.0003,25,50.660204343350465,31.371964,1159.6924
,,,,79986,,,,,0.19680674124473818,66,110000,25,243.9199,1051,533.8217059499999,1484,205.65,52.297242549792,3212,2038,533.8,0.0003,24,52.297242549792,30.348381,1097.6354
586.970109,227.1818181818182,57.84071,2,80001,56.60492194934657,313.4,233.5368,186.6038261518899,,,,,,,,,,,,,,,,,,
,,,,80908,,,,,0.2342235743766711,67,112000,26,240.40993,1070,535.83178309,1488,205.39,38.44746468888142,3280,2083,535.8,0.0003,24,38.600201741576,32.46868,1174.0676
,,,,81864,,,,,0.2526281753829634,68,113800,26,240.73647,1087,539.5863401499998,1492,205.66,28.89792834351946,3340,2124,539.6,0.0003,24,28.977872555870917,32.389805,1212.3636
,,,,82793,,,,,0.25273150097562863,69,115600,27,243.49442,1104,542.4426139899999,1496,205.94,51.94184477992783,3399,2165,542.4,0.0003,24,51.94184477992783,30.309362,1156.6407
,,,,83664,,,,,0.495311541576235,69,117400,27,236.55061,1121,542.74364098,1500,205.4,30.05099826921649,3459,2206,542.7,0.0003,24,30.242301774434868,29.358976,1121.5481
,,,,84905,,,,,0.06353781366579259,70,120000,28,246.40053,1146,555.4379494600001,1504,209.19,2.620982208214892,3545,2265,555.4,0.0003,23,9.998833220355223,30.154325,1171.5066
,,,,86223,,,,,0.011045843620534837,72,122600,28,230.06972,1170,572.59390093,1508,213.26,-20.52278387906666,3632,2326,572.6,0.0003,23,20.52278387906666,32.20352,1083.8805
,,,,87365,,,,,0.02781000454520917,72,124800,29,233.7255,1191,585.56033674,1512,216.4,21.089845017364677,3706,2378,585.6,0.0003,23,21.604821751996734,32.863636,1137.2028
,,,,88975,,,,,0.0008459301010691207,74,128000,30,248.80205,1222,613.80673585,1516,224.09,-2.86239585112737,3816,2454,613.8,0.0003,23,10.855475674330709,33.145004,1139.1837
1073.5318677272728,330.8181818181818,12.130688,3,90001,-2.161990877864675,420.4,249.57178,243.19413345397754,,,,,,,,,,,,,,,,,,
,,,,90332,,,,,0.006712991951016857,75,130800,30,245.70604,1248,639.1892523500001,1520,230.65,-7.50600546967123,3916,2521,639.2,0.0003,23,8.876529668281634,34.285034,1143.9999
,,,,91538,,,,,0.03171508548658096,76,133200,31,258.68436,1271,651.4744256299999,1524,233.16,3.0403348782039092,3998,2579,651.5,0.0003,22,7.857986857331999,33.69924,1125.8496
,,,,92724,,,,,0.022573144321473587,77,135600,31,246.16571,1293,674.1216347100001,1528,239.24,11.42056216900122,4080,2637,674.1,0.0003,22,17.15382143426577,32.671764,1086.866
,,,,93932,,,,,0.029616030599237075,78,138000,32,255.35898,1316,701.43972543,1532,246.1,0.8820576332792587,4164,2697,701.4,0.0003,22,10.667982781907348,32.414684,1124.6588
,,,,95527,,,,,0.0032309536091730305,79,141200,33,284.6387,1346,736.7686065299999,1536,255.3,-4.1414519705976724,4276,2776,736.8,0.0003,22,19.039443385361057,38.53743,1288.588
,,,,97163,,,,,0.002261054273032813,81,144400,33,295.04367,1376,773.0069084899999,1540,264.13,-5.946297691558564,4389,2857,773.0,0.0003,22,12.863835517829513,40.015465,1318.0134
,,,,98482,,,,,0.00810036106323023,82,147000,34,277.19186,1401,799.1664570299997,1544,270.07,25.445779330578866,4482,2923,799.2,0.0003,21,25.445779330578866,41.007374,1333.1486
2839.765492363637,767.1818181818181,27.591383,9,100001,7.633298564204453,716.5,340.41263,259.2883964480596,,,,,,,,,,,,,,,,,,
,,,,100580,,,,,9.14799531442386e-06,83,151200,35,315.59003,1441,856.4654335800001,1548,284.22,28.7977247044126,4640,3030,856.5,0.0003,21,28.933565589379374,40.91842,1351.8577
,,,,101639,,,,,0.06393398880264863,84,153400,35,260.71158,1461,871.7885480999998,1552,287.52,35.80088716726359,4718,3085,871.8,0.0003,21,40.63247859161081,44.804134,1534.7428
,,,,103189,,,,,0.0006840482028400186,85,156400,36,279.81964,1489,917.61861206,1556,294.94,29.803405040932393,4823,3160,917.6,0.0003,21,35.46093315146994,43.402393,1440.766
,,,,104623,,,,,0.003492507653697888,87,159400,36,309.36508,1517,942.4156017900001,1560,300.85,49.16714956680882,4927,3234,942.4,0.0003,21,49.171730181888066,37.40582,1221.3734
,,,,106301,,,,,0.0010000767209601628,88,162800,37,333.9218,1549,979.8691290300001,1564,309.88,44.190007237228606,5044,3316,979.9,0.0003,21,45.96724941544183,35.143364,1030.6439
,,,,109062,,,,,6.380929190536842e-08,90,168200,38,359.08722,1600,1052.13453655,1568,327.64,52.622666304622214,5230,3448,1052.1,0.0003,20,52.88737180183353,35.218765,1109.8575
2034.3232387272726,566.1818181818181,36.09284,6,110001,31.09403464580771,947.3,340.51807,249.39399578123184,,,,,,,,,,,,,,,,,,
,,,,111125,,,,,8.233138053729189e-06,92,172400,39,318.9463,1639,1099.75757506,1572,339.13,43.07362867813246,5378,3546,1099.8,0.0003,20,43.59427669989971,37.211864,1161.6733
,,,,113024,,,,,0.00020101699374128963,93,176200,40,348.59488,1674,1140.9726564300001,1576,349.06,43.598409794552126,5503,3634,1141.0,0.0003,20,43.598409794552126,33.277752,1040.3634
,,,,114467,,,,,0.0030911168450827903,94,179000,41,307.6887,1701,1161.85231437,1580,353.94,38.011511020051906,5596,3698,1161.9,0.0003,20,38.48369803751211,31.567177,1032.3386
,,,,116157,,,,,0.0008843895962161477,96,182400,41,347.0787,1731,1194.64527645,1584,361.71,56.14035880484759,5705,3774,1194.6,0.0003,20,56.14035880484759,36.531246,1128.6824
,,,,117417,,,,,0.009001595850893895,97,185000,42,316.21918,1755,1209.57087641,1588,365.09,111.88460442199381,5788,3832,1209.6,0.0003,20,111.88460442199381,33.810307,1081.8804
,,,,119150,,,,,0.0001110226868204742,98,188400,43,307.00803,1791,1242.91161639,1592,372.86,66.29399221157361,5897,3903,1242.9,0.0003,20,66.29399221157361,33.572086,1067.0724
1946.3530917272726,538.8181818181819,51.549362,6,120001,44.906222617581676,1135.5,348.2866,257.3825278272017,,,,,,,,,,,,,,,,,,
,,,,120266,,,,,0.04261009821924521,99,190600,43,303.85828,1813,1252.40232151,1596,374.73,81.79587617750192,5973,3948,1252.4,0.0003,20,81.79587617750192,30.58142,945.5028
,,,,121983,,,,,0.0020283959252292167,101,194000,44,364.48236,1844,1286.87583768,1600,383.19,61.60151638040748,6079,4020,1286.9,0.0003,20,61.60151638040748,28.323406,867.00464
,,,,123535,,,,,0.0007504161895779827,102,197200,45,308.60544,1875,1305.11102058,1604,386.3,66.67079492749257,6178,4087,1305.1,0.0003,19,66.67079492749257,28.104155,835.9648
,,,,126114,,,,,4.740592286733793e-06,104,202400,46,366.7285,1924,1359.68883725,1608,398.91,18.780652518516742,6337,4192,1359.7,0.0003,19,20.65136962276929,29.8097,913.25476
959.3379862727274,286.72727272727275,113.924774,3,130001,110.44930671714074,1200.1,275.1967,171.7959658596187,,,,,,,,,,,,,,,,,,
,,,,130114,,,,,2.0081974746248475e-11,107,210400,48,404.4622,1999,1477.1987681099997,1612,427.49,48.00992407517998,6583,4354,1477.2,0.0003,19,48.53304398396377,23.575918,758.17096
,,,,133193,,,,,2.0858048947976532e-07,110,216400,49,403.64658,2055,1543.9360436,1616,442.18,40.910013606330246,6765,4475,1543.9,0.0003,19,42.40565994831333,21.19247,671.9521
,,,,134027,,,,,0.9652696010265277,110,218200,49,334.0128,2072,1523.1857219300002,1620,436.95,96.34292226773344,6819,4511,1523.2,0.0003,19,96.64356971184566,22.229975,728.50854
,,,,135913,,,,,1.6980400638985136e-05,112,222000,50,281.82098,2108,1553.4104870600004,1624,443.75,53.75806941690698,6935,4588,1553.4,0.0003,19,54.1309815947994,23.047863,809.1175
,,,,137291,,,,,0.00024014648575745022,113,224600,51,227.44678,2132,1564.4865666500002,1628,445.67,164.54744863464134,7013,4640,1564.5,0.0003,19,164.54744863464134,25.343182,789.5797
,,,,138813,,,,,0.00016461441619937704,114,227800,51,217.26828,2162,1578.9002209700002,1632,448.81,91.58123790471181,7110,4705,1578.9,0.0003,19,91.58155047057538,27.758118,953.18964
3787.4116987272723,934.9090909090909,43.832115,11,140001,36.03233644089354,1541.3,405.1539,263.49233104529236,,,,,,,,,,,,,,,,,,
,,,,140370,,,,,0.000515936822784305,116,230800,52,283.6865,2190,1582.1530112000005,1636,448.43,51.79774249481866,7211,4765,1582.2,0.0003,19,52.293626818654204,26.337906,844.44196
,,,,141348,,,,,0.057761294112452434,116,232800,53,224.86842,2208,1557.42141263,1640,441.85,58.2745476711233,7272,4805,1557.4,0.0003,19,58.2745476711233,25.410955,903.46686
,,,,141796,,,,,0.1199432362627392,117,233600,53,272.14856,2216,1522.1222484699997,1644,433.14,272.52450034826785,7296,4821,1522.1,0.0003,19,272.52450034826785,26.981678,920.8718
,,,,141908,,,,,-1.8841936709489049,117,234000,53,263.2128,2220,1446.70456424,1648,413.28,270.12426988847227,7308,4829,1446.7,0.0003,19,270.12426988847227,31.802048,819.37134
,,,,141974,,,,,-3.3261059359149603,117,234000,53,261.64386,2220,1412.6667870099998,1652,403.35,268.6693020036564,7308,4829,1412.7,0.0003,19,268.6693020036564,,
,,,,142063,,,,,-0.5477076697719747,117,234200,53,265.66098,2222,1359.3155394,1656,388.74,269.4903627292056,7314,4833,1359.3,0.0003,19,269.4903627292056,31.470713,888.7247
,,,,143274,,,,,0.006855879887993503,118,236600,53,258.98703,2245,1357.07013994,1660,386.51,76.83044039573163,7387,4881,1357.1,0.0003,19,76.83728404791675,30.827055,945.40826
,,,,145502,,,,,0.00010643606040831623,120,241200,54,398.073,2288,1386.45291837,1664,392.01,27.63172550690376,7526,4974,1386.5,0.0003,19,30.186629524620244,31.697414,1142.3142
,,,,146944,,,,,0.00031131003811294994,121,244000,55,176.68932,2313,1337.22818541,1668,378.82,49.959398255895245,7611,5031,1337.2,0.0003,19,71.98630805399218,27.750853,995.20764
,,,,148691,,,,,2.3255992854953543e-05,122,247400,56,200.7239,2345,1330.4204183699999,1672,375.66,48.34676689037805,7714,5100,1330.4,0.0003,19,48.706622713643846,28.277948,1022.7088
,,,,149967,,,,,0.0026115636463576817,123,250000,56,211.42427,2369,1307.58143727,1676,369.43,55.96699397947175,7792,5152,1307.6,0.0003,19,56.03282526449412,29.902622,1088.4471
2866.3937447272724,721.2727272727273,51.61201,8,150001,47.356145314388115,1832.8,368.9874,255.76935192254385,,,,,,,,,,,,,,,,,,
,,,,152025,,,,,6.6107885303353285e-06,125,254200,57,316.08313,2409,1335.6477697600003,1680,375.58,36.92932382004101,7927,5236,1335.6,0.0003,19,39.405600536199344,34.496227,1245.9022
,,,,154029,,,,,0.010938409116390293,126,258200,58,433.8264,2446,1340.91365935,1684,378.72,44.852583205136455,8048,5317,1340.9,0.0003,19,46.31285062964685,27.601118,1057.3939
,,,,155552,,,,,7.181658975533247e-05,128,261200,59,268.50662,2475,1353.70234099,1688,381.35,251.00648562242282,8139,5376,1353.7,0.0003,19,251.00648562242282,32.073246,1181.4999
,,,,157479,,,,,0.001003292554641574,129,265000,59,393.04727,2511,1366.89828026,1692,383.29,27.27614028218424,8254,5453,1366.9,0.0003,19,27.344641894728056,24.356342,928.4975
,,,,159600,,,,,0.0026811750183310585,131,269400,60,414.2577,2552,1413.89041287,1696,393.34,20.95772355692718,8387,5542,1413.9,0.0003,19,25.031248542067605,26.85915,1080.8779
2717.7868230909094,664.4545454545455,41.74986,7,160001,29.296935107699486,2072.5,359.58664,260.3559015999338,,,,,,,,,,,,,,,,,,
,,,,161604,,,,,1.9843826491977585e-05,132,273400,61,322.08096,2590,1432.19577484,1700,396.21,15.495963635992563,8515,5622,1432.2,0.0003,18,30.429361099929174,27.084871,1069.3799
,,,,164681,,,,,8.030021136530842e-12,135,279400,63,219.69037,2646,1502.1812392500003,1704,411.46,150.88454914852275,8697,5743,1502.2,0.0003,18,150.88454914852275,27.081577,986.73456
,,,,166349,,,,,-6.432514655182865e-08,136,282800,63,287.6477,2679,1473.55753467,1708,402.35,289.17172184773824,8800,5811,1473.6,0.0003,18,289.17172184773824,23.346176,892.91406
,,,,166387,,,,,-1.1324959985161906,136,282800,63,284.34607,2679,1320.80695174,1712,362.73,286.14301026927825,8800,5811,1320.8,0.0003,18,286.14301026927825,,
,,,,167592,,,,,0.023612843895906843,137,285200,64,305.37256,2701,1250.0183532400001,1716,343.99,41.27754099406723,8873,5860,1250.0,0.0003,18,46.09166325555056,21.192041,733.0875
,,,,169244,,,,,0.05430032446068307,139,288600,65,412.64328,2733,1290.6752640599998,1720,352.17,27.57202946147818,8975,5928,1290.7,0.0003,18,28.60046513060309,22.818733,784.0407
2174.2560640909096,542.6363636363636,35.808468,5,170001,20.213281312576356,2244.4,340.53967,270.92453193957846,,,,,,,,,,,,,,,,,,
,,,,171156,,,,,0.0017394530888312826,140,292400,65,396.1088,2768,1296.8754981200002,1724,352.43,19.829658550922634,9096,6005,1296.9,0.0003,18,20.14449487859186,24.358156,913.9249
,,,,174227,,,,,6.313387876843158e-08,143,298600,67,405.55737,2828,1377.8765003199996,1728,369.36,12.524029511445937,9283,6127,1377.9,0.0003,18,14.21414569898752,23.142572,888.8449
,,,,175612,,,,,0.000926970942808336,144,301400,67,236.2063,2854,1375.5640772600004,1732,367.99,79.62246084942241,9367,6184,1375.6,0.0003,18,79.62246084942241,26.994787,1055.9016
,,,,176655,,,,,0.040422255110903,145,303400,68,239.74127,2874,1356.2392286699999,1736,362.85,39.155515374952486,9428,6223,1356.2,0.0003,18,40.955953924347405,30.16706,762.80096
,,,,179734,,,,,2.45784033228897e-10,147,309600,69,322.14197,2933,1456.38252186,1740,383.86,28.215216947953998,9613,6346,1456.4,0.0003,18,31.631976440355025,20.46551,731.04846
3356.0884460909087,790.3636363636364,45.981247,9,180001,31.8990803387158,2473.8,388.83005,269.5302267292941,,,,,,,,,,,,,,,,,,
,,,,181275,,,,,0.00018637256892791031,148,312600,70,257.6019,2961,1505.8268768700002,1744,394.79,87.5278636775366,9713,6404,1505.8,0.0003,18,87.5278636775366,21.508661,805.3108
,,,,182494,,,,,0.01485423714232129,149,315000,70,320.6718,2984,1550.0235240500003,1748,405.86,71.19413950276618,9784,6451,1550.0,0.0003,18,71.7810441471317,20.87316,847.3652
,,,,184562,,,,,0.0008613335615090524,151,319200,71,392.67233,3024,1632.8067776799999,1752,425.88,0.3061292896444511,9911,6534,1632.8,0.0003,18,15.563242290893058,22.930344,824.9364
,,,,185743,,,,,0.025962702700959978,152,321600,72,287.67133,3047,1676.3317054599997,1756,436.8,17.114342467078345,9982,6582,1676.3,0.0003,18,38.72565291284372,22.708519,670.2269
,,,,187263,,,,,0.0031876616189552235,153,324600,72,349.1514,3074,1688.71987131,1760,439.89,20.70947202126361,10072,6642,1688.7,0.0003,18,25.15318488896348,19.591686,594.1277
,,,,188610,,,,,0.006288816315234829,154,327400,73,302.57086,3103,1654.1564639399994,1764,431.08,24.492059662609044,10156,6695,1654.2,0.0003,18,34.56541198008693,20.60975,609.73676
4438.808607818181,1000.0,46.865475,11,190001,37.68482933986334,2670.8,452.88947,289.6586120905175,,,,,,,,,,,,,,,,,,
,,,,190327,,,,,8.29223284203822e-05,156,330800,74,344.77332,3134,1670.2256330999999,1768,433.83,122.10899920625212,10270,6764,1670.2,0.0003,18,122.10899920625212,18.855474,498.65286
,,,,192135,,,,,0.00012096121501335457,157,334400,75,344.96982,3169,1677.0074968399997,1772,434.44,32.79742599744671,10378,6834,1677.0,0.0003,18,33.30542616194289,27.065273,548.3232
,,,,193392,,,,,0.01025597274611276,158,336800,75,323.62134,3191,1676.59532168,1776,434.25,71.33118905627411,10450,6882,1676.6,0.0003,18,72.59533017524652,26.821352,618.14124
,,,,194374,,,,,-0.0003631080445707166,159,338800,76,255.47485,3210,1633.7131950200003,1780,423.49,261.80607553888757,10510,6921,1633.7,0.0003,18,261.80607553888757,31.115273,598.08704
,,,,194567,,,,,2.1542578178892855,159,339200,76,280.102,3214,1569.8437397300004,1784,405.38,278.2154527624219,10522,6929,1569.8,0.0003,18,278.2154527624219,26.812634,526.5591
