#{"t_start": 1651870067.1506615, "env_id": "Swimmer-v3"}
r,l,t
3.813243,1000,34.578009
-1.500234,1000,37.322013
0.147478,1000,40.421507
9.865261,1000,44.213648
-5.026812,1000,48.218014
-3.991393,1000,52.626638
-8.889578,1000,57.863244
7.449423,1000,63.257758
-8.617524,1000,69.034436
8.02288,1000,75.50463
5.664029,1000,108.69055
3.238827,1000,115.555612
7.703272,1000,123.128756
10.746178,1000,131.419354
24.425078,1000,139.94376
18.154342,1000,149.158413
7.022195,1000,159.178226
-1.512802,1000,168.927689
0.556597,1000,179.401775
-1.654633,1000,189.904936
-7.35021,1000,227.677279
-23.699831,1000,239.250394
6.181886,1000,251.048942
-0.644283,1000,263.936244
8.768089,1000,277.229787
-6.430259,1000,318.768239
32.357875,1000,357.52514
27.751157,1000,398.600714
32.85446,1000,437.682371
31.874008,1000,479.302994
25.366576,1000,546.978023
19.892638,1000,588.711171
27.34009,1000,631.529366
34.476409,1000,673.629274
33.228785,1000,716.743872
41.00353,1000,759.466673
19.310439,1000,802.717454
47.278684,1000,845.560589
45.308364,1000,889.1443
42.300633,1000,934.621172
39.793824,1000,1006.389704
43.453573,1000,1053.0796
44.097717,1000,1100.801514
41.644263,1000,1148.617666
45.518817,1000,1197.320206
48.849644,1000,1246.904046
41.546309,1000,1297.152633
47.221656,1000,1348.045295
51.051677,1000,1398.961901
43.075715,1000,1450.920595
-21.726962,1000,1528.228267
42.620814,1000,1580.630163
55.559008,1000,1633.589043
56.997165,1000,1686.936291
16.296303,1000,1740.792011
15.121835,1000,1794.710128
-4.066377,1000,1849.717658
22.381466,1000,1904.225874
26.900946,1000,1959.448886
19.909976,1000,2015.312642
15.559053,1000,2097.35377
23.692672,1000,2154.046602
25.638016,1000,2211.444373
42.639508,1000,2269.648198
43.570111,1000,2327.805204
47.027161,1000,2385.214602
37.905331,1000,2444.091883
47.970589,1000,2503.30051
40.262569,1000,2563.029831
32.532875,1000,2622.268431
47.12245,1000,2709.624284
48.848727,1000,2769.85571
45.734353,1000,2831.369676
46.961897,1000,2893.978522
48.067228,1000,2954.131196
45.176404,1000,3017.591607
48.307049,1000,3082.201586
51.442012,1000,3144.218609
60.680677,1000,3208.09456
63.700015,1000,3275.145696
60.820041,1000,3366.208516
47.909101,1000,3431.696086
60.241314,1000,3500.133977
50.829659,1000,3566.116077
43.164391,1000,3630.75016
54.957474,1000,3699.971798
50.459004,1000,3769.645966
63.885963,1000,3836.320733
58.929472,1000,3904.488966
82.801846,1000,3973.731438
124.881764,1000,4069.856056
51.994209,1000,4139.694237
100.148377,1000,4208.38847
49.212229,1000,4277.841531
49.582216,1000,4352.051639
131.654145,1000,4423.995535
129.227802,1000,4495.434764
145.409258,1000,4565.894734
153.623767,1000,4636.828762
148.766357,1000,4708.047688
146.668779,1000,4803.395567
