eval_qs_difference,eval_eplenmean,eval mean 100 episode reward,eval_qs,eval_time_elapsed,total timesteps,eval_abs_qs_difference,eval_discount_q,eval_ep_rewmean,act_time,qs_abs_difference,env_time,qs_mean,episodes,update_time,mean 100 episode reward,discount_q,qs_difference,current_lr,n_updates,ep_rewmean,fps,time_elapsed,eplenmean,train_time,qfs_loss,q_grad_norm
-3.2946269191051827,3.8181818181818183,3.8,-0.90830666,0,1,3.2946272,3.763981,3.8181818181818183,,,,,,,,,,,,,,,,,,
,,,,,21026,,,,4,6.096020885188175,30,0.63152736,3676,938,6.2,11.188665794459492,-6.096020885188175,0.0003,0,6.19,21,992,6.19,0,,
,,,,,21070,,,,4,6.165341379353962,30,0.56220686,3680,938,6.4,8.969176756967917,-6.165341379353962,0.0003,0,6.39,21,992,6.39,0,,
,,,,,21098,,,,4,1.6309679632005691,30,0.84415674,3684,938,6.3,3.095885360358624,-1.6309679632005691,0.0003,0,6.33,21,992,6.33,0,,
,,,,,21115,,,,4,1.1918148414611816,30,0.79488516,3688,946,6.3,2.580261938505142,-1.1918148414611816,0.0003,0,6.3,21,1001,6.3,0,,
,,,,,21127,,,,4,1.815080766014258,30,0.17161924,3692,946,6.2,2.713237576751162,-1.815080766014258,0.0003,0,6.22,21,1001,6.22,0,,
,,,,,21151,,,,4,1.1251882926940917,30,0.8615117,3696,946,6.3,2.40497274140396,-1.1251882926940917,0.0003,0,6.27,21,1001,6.27,0,,
,,,,,21169,,,,4,1.9089785880168282,30,0.07772141,3700,946,6.2,2.554459319120091,-1.9089785880168282,0.0003,0,6.22,21,1001,6.22,0,,
,,,,,21196,,,,4,6.151308475581828,30,0.5762398,3704,946,6.3,10.640309842187454,-6.151308475581828,0.0003,0,6.26,21,1001,6.26,0,,
,,,,,21219,,,,4,4.206168313881744,30,0.6628039,3708,955,6.3,7.513152912532277,-4.206168313881744,0.0003,0,6.29,20,1010,6.29,0,,
,,,,,21251,,,,4,6.64221606814436,30,0.542323,3712,955,6.4,10.953342549223393,-6.64221606814436,0.0003,0,6.37,21,1010,6.37,0,,
,,,,,21282,,,,4,8.827180124968708,30,0.59752387,3716,955,6.4,15.408150206173165,-8.827180124968708,0.0003,0,6.38,21,1010,6.38,0,,
,,,,,21308,,,,4,6.71519471423967,30,0.4693443,3720,964,6.4,11.634172591097396,-6.71519471423967,0.0003,0,6.43,20,1019,6.43,0,,
,,,,,21329,,,,4,3.143402993750487,30,0.29884353,3724,964,6.5,5.033048642002996,-3.143402993750487,0.0003,0,6.47,20,1019,6.47,0,,
,,,,,21352,,,,4,2.698565612308099,30,0.7436809,3728,964,6.5,4.932890974027137,-2.698565612308099,0.0003,0,6.52,20,1019,6.52,0,,
,,,,,21366,,,,4,1.1777116672515868,30,0.80898833,3732,964,6.2,2.6592441489738134,-1.1777116672515868,0.0003,0,6.25,20,1019,6.25,0,,
,,,,,21395,,,,4,3.374696435350345,30,0.54629564,3736,964,6.3,5.445849520744957,-3.374696435350345,0.0003,0,6.35,20,1019,6.35,0,,
,,,,,21415,,,,4,2.3854631126788854,30,0.08966164,3740,972,6.4,3.3550833497644765,-2.3854631126788854,0.0003,0,6.36,20,1028,6.36,0,,
,,,,,21429,,,,4,1.1840677078882853,30,0.80263233,3744,972,6.3,2.6592441489738134,-1.1840677078882853,0.0003,0,6.28,20,1028,6.28,0,,
,,,,,21446,,,,4,1.1509200549443561,30,0.83577996,3748,972,6.2,2.580261938505142,-1.1509200549443561,0.0003,0,6.16,20,1028,6.16,0,,
,,,,,21474,,,,4,3.1741261383612094,30,0.26812038,3752,972,6.1,4.691130233541325,-3.1741261383612094,0.0003,0,6.11,20,1028,6.11,0,,
,,,,,21501,,,,4,4.944094351613861,31,0.3941599,3756,981,6.1,8.060047903682312,-4.944094351613861,0.0003,0,6.07,20,1037,6.07,0,,
,,,,,21524,,,,4,3.190163092138284,31,0.25208342,3760,981,6.0,4.932890974027137,-3.190163092138284,0.0003,0,5.97,20,1037,5.97,0,,
,,,,,21549,,,,4,2.3901919496176243,31,0.084932804,3764,981,6.1,3.1906508822111785,-2.3901919496176243,0.0003,0,6.07,20,1037,6.07,0,,
,,,,,21580,,,,4,4.37655296265515,31,0.4924193,3768,981,6.2,6.9327219884648335,-4.37655296265515,0.0003,0,6.16,20,1037,6.16,0,,
,,,,,21604,,,,4,3.1118845009028053,31,0.33036202,3772,990,6.0,4.883562064286864,-3.1118845009028053,0.0003,0,6.0,20,1046,6.0,0,,
,,,,,21642,,,,4,8.572764313465596,31,0.40980446,3776,990,6.2,13.53523425868436,-8.572764313465596,0.0003,0,6.16,20,1046,6.16,0,,
,,,,,21659,,,,4,2.322168888193085,31,0.6381299,3780,990,5.9,4.344167833220239,-2.322168888193085,0.0003,0,5.89,20,1046,5.89,0,,
,,,,,21682,,,,4,1.155329765510559,31,0.8313702,3784,990,5.8,2.429265395357535,-1.155329765510559,0.0003,0,5.84,20,1047,5.84,0,,
,,,,,21713,,,,4,1.846662657094002,31,0.14003734,3788,999,6.0,2.241591754923509,-1.846662657094002,0.0003,0,5.98,20,1056,5.98,0,,
,,,,,21728,,,,4,1.63714488194561,31,0.8379798,3792,999,6.0,3.527989961742792,-1.63714488194561,0.0003,0,6.01,20,1056,6.01,0,,
,,,,,21743,,,,4,1.1468207653681437,31,0.8398792,3796,999,5.9,2.632651707484075,-1.1468207653681437,0.0003,0,5.92,20,1056,5.92,0,,
,,,,,21761,,,,4,2.3164207075653076,31,0.15870404,3800,999,5.9,3.423205131889069,-2.3164207075653076,0.0003,0,5.92,20,1056,5.92,0,,
,,,,,21776,,,,4,2.263353615712881,31,0.21177113,3804,999,5.8,3.527989961742792,-2.263353615712881,0.0003,0,5.8,20,1056,5.8,0,,
,,,,,21792,,,,4,1.1923096792221068,31,0.7943904,3808,999,5.7,2.6063251904092346,-1.1923096792221068,0.0003,0,5.73,20,1056,5.73,0,,
,,,,,21817,,,,4,5.720837902012156,31,0.5466812,3812,1008,5.7,9.96996635998212,-5.720837902012156,0.0003,0,5.66,20,1065,5.66,0,,
,,,,,21850,,,,4,2.6330980971869966,31,0.3272007,3816,1008,5.7,3.6988754605357603,-2.6330980971869966,0.0003,0,5.68,20,1065,5.68,0,,
,,,,,21881,,,,4,3.47643454127754,31,0.4445575,3820,1008,5.7,5.337477115282133,-3.47643454127754,0.0003,0,5.73,20,1065,5.73,0,,
,,,,,21901,,,,4,3.689430747814464,31,0.70712864,3824,1017,5.7,6.84779341188984,-3.689430747814464,0.0003,0,5.72,20,1074,5.72,0,,
,,,,,21941,,,,4,1.1776909049669901,31,0.8090091,3828,1017,5.9,2.0477327299397476,-1.1776909049669901,0.0003,0,5.89,20,1074,5.89,0,,
,,,,,21961,,,,4,2.3711558130500316,31,0.10396893,3832,1017,6.0,3.3550833497644765,-2.3711558130500316,0.0003,0,5.95,20,1075,5.95,0,,
,,,,,21982,,,,4,1.639077935081482,31,0.8360468,3836,1017,5.9,3.321532516266832,-1.639077935081482,0.0003,0,5.87,20,1075,5.87,0,,
,,,,,22006,,,,4,1.8248571638879776,31,0.6502676,3840,1026,5.9,3.2228796790011907,-1.8248571638879776,0.0003,0,5.91,20,1083,5.91,0,,
,,,,,22035,,,,4,6.618923174334428,31,0.5656159,3844,1026,6.1,11.28862603096921,-6.618923174334428,0.0003,0,6.06,20,1083,6.06,0,,
,,,,,22063,,,,4,7.234416376045748,31,0.40409765,3848,1026,6.2,12.280173579533525,-7.234416376045748,0.0003,0,6.17,20,1083,6.17,0,,
,,,,,22081,,,,4,3.2024989637950196,31,0.23974754,3852,1026,6.1,5.187111026604166,-3.2024989637950196,0.0003,0,6.07,20,1083,6.07,0,,
,,,,,22104,,,,4,2.7471045911726497,31,0.2131942,3856,1035,6.0,4.089947780643209,-2.7471045911726497,0.0003,0,6.03,20,1093,6.03,0,,
,,,,,22132,,,,4,4.007574939802277,31,0.38898444,3860,1035,6.1,6.318765039359814,-4.007574939802277,0.0003,0,6.08,20,1093,6.08,0,,
,,,,,22162,,,,4,2.3317806084570885,31,0.14334415,3864,1035,6.1,3.0342772416874877,-2.3317806084570885,0.0003,0,6.13,20,1093,6.13,0,,
,,,,,22178,,,,4,1.8287834335980415,32,0.6463413,3868,1035,6.0,3.4927100621253633,-1.8287834335980415,0.0003,0,5.98,20,1093,5.98,0,,
,,,,,22199,,,,4,3.9852133949100845,32,0.41134596,3872,1035,6.0,6.7793154777709415,-3.9852133949100845,0.0003,0,5.95,20,1093,5.95,0,,
,,,,,22223,,,,4,3.032764382731829,32,0.4094821,3876,1044,5.8,4.883562064286864,-3.032764382731829,0.0003,0,5.81,20,1102,5.81,0,,
,,,,,22242,,,,4,2.303105951887085,32,0.6571929,3880,1044,5.8,4.257718893339156,-2.303105951887085,0.0003,0,5.83,20,1102,5.83,0,,
,,,,,22267,,,,4,2.3606956728664636,32,0.11442908,3884,1044,5.8,3.1906508822111785,-2.3606956728664636,0.0003,0,5.85,20,1102,5.85,0,,
,,,,,22287,,,,4,1.9094247859040898,32,0.07727521,3888,1044,5.7,2.503625578669601,-1.9094247859040898,0.0003,0,5.74,20,1102,5.74,0,,
,,,,,22305,,,,4,2.6184042230662845,32,0.34189457,3892,1054,5.8,4.300726154888037,-2.6184042230662845,0.0003,0,5.77,20,1112,5.77,0,,
,,,,,22333,,,,4,2.320856380921364,32,0.15426837,3896,1054,5.9,3.095885360358624,-2.320856380921364,0.0003,0,5.9,20,1112,5.9,0,,
,,,,,22366,,,,4,1.1530021047910053,32,0.83369786,3900,1054,6.0,2.196984079000531,-1.1530021047910053,0.0003,0,6.05,20,1112,6.05,0,,
,,,,,22387,,,,4,4.429731323547816,32,0.43924087,3904,1054,6.1,7.665700349487071,-4.429731323547816,0.0003,0,6.11,20,1112,6.11,0,,
,,,,,22415,,,,4,5.345063873382679,32,0.45936498,3908,1063,6.2,8.822390618029416,-5.345063873382679,0.0003,0,6.23,19,1122,6.23,0,,
,,,,,22437,,,,4,3.985093155577766,32,0.41146618,3912,1063,6.2,6.711522322993232,-3.985093155577766,0.0003,0,6.2,19,1122,6.2,0,,
,,,,,22453,,,,4,1.1730575776418048,32,0.81364244,3916,1063,6.0,2.6063251904092346,-1.1730575776418048,0.0003,0,6.03,20,1122,6.03,0,,
,,,,,22485,,,,4,1.8492611886382102,32,0.13743882,3920,1063,6.0,2.219175837374274,-1.8492611886382102,0.0003,0,6.04,20,1122,6.04,0,,
,,,,,22508,,,,4,1.8846718759655954,32,0.102028124,3924,1072,6.1,2.429265395357535,-1.8846718759655954,0.0003,0,6.07,19,1131,6.07,0,,
,,,,,22528,,,,4,1.1864249921162922,32,0.800275,3928,1072,5.9,2.503625578669601,-1.1864249921162922,0.0003,0,5.87,19,1131,5.87,0,,
,,,,,22548,,,,4,1.6564108167705536,32,0.8187139,3932,1072,5.9,3.3550833497644765,-1.6564108167705536,0.0003,0,5.87,19,1131,5.87,0,,
,,,,,22570,,,,4,2.564214874845459,32,0.39608392,3936,1072,5.9,4.13126038448809,-2.564214874845459,0.0003,0,5.88,19,1131,5.88,0,,
,,,,,22597,,,,4,1.9067574830174447,32,0.07994252,3940,1072,5.9,2.3335426460115203,-1.9067574830174447,0.0003,0,5.91,19,1131,5.91,0,,
,,,,,22617,,,,4,2.283876706701233,32,0.6764221,3944,1082,5.8,4.215141704405765,-2.283876706701233,0.0003,0,5.82,19,1141,5.82,0,,
,,,,,22637,,,,4,1.681575406056404,32,0.7935493,3948,1082,5.7,3.3550833497644765,-1.681575406056404,0.0003,0,5.74,19,1141,5.74,0,,
,,,,,22665,,,,4,3.7854820272698873,32,0.6110773,3952,1082,5.8,6.318765039359814,-3.7854820272698873,0.0003,0,5.84,19,1141,5.84,0,,
,,,,,22691,,,,4,4.884105349266869,32,0.45414886,3956,1082,5.9,8.141462528972033,-4.884105349266869,0.0003,0,5.87,19,1141,5.87,0,,
,,,,,22709,,,,4,2.624610506039574,32,0.3356883,3960,1091,5.8,4.300726154888037,-2.624610506039574,0.0003,0,5.77,19,1150,5.77,0,,
,,,,,22721,,,,4,1.9055391317923867,32,0.081160866,3964,1091,5.6,2.713237576751162,-1.9055391317923867,0.0003,0,5.59,19,1150,5.59,0,,
,,,,,22739,,,,4,1.6189280931768417,32,0.85619664,3968,1091,5.6,3.423205131889069,-1.6189280931768417,0.0003,0,5.61,19,1150,5.61,0,,
,,,,,22757,,,,4,2.0725556269702454,32,0.8877432,3972,1091,5.6,4.300726154888037,-2.0725556269702454,0.0003,0,5.58,19,1150,5.58,0,,
,,,,,22777,,,,4,1.1437794185002643,32,0.8429206,3976,1091,5.5,2.503625578669601,-1.1437794185002643,0.0003,0,5.54,19,1150,5.54,0,,
,,,,,22792,,,,4,1.8832598444143933,32,0.103440166,3980,1091,5.5,2.632651707484075,-1.8832598444143933,0.0003,0,5.5,19,1150,5.5,0,,
,,,,,22809,,,,4,2.118134667020752,32,0.84216416,3984,1100,5.4,4.344167833220239,-2.118134667020752,0.0003,0,5.42,19,1159,5.42,0,,
,,,,,22832,,,,4,4.4233453580680715,32,0.44562685,3988,1100,5.5,7.513152912532277,-4.4233453580680715,0.0003,0,5.45,19,1160,5.45,0,,
,,,,,22851,,,,4,1.651432249408722,32,0.8236925,3992,1100,5.5,3.388973080570178,-1.651432249408722,0.0003,0,5.46,19,1160,5.46,0,,
,,,,,22873,,,,4,3.7297594181075566,32,0.6667999,3996,1100,5.4,6.711522322993232,-3.7297594181075566,0.0003,0,5.4,19,1160,5.4,0,,
,,,,,22896,,,,4,2.0905678525981446,33,0.86973095,4000,1100,5.3,4.089947780643209,-2.0905678525981446,0.0003,0,5.3,19,1160,5.3,0,,
,,,,,22917,,,,4,2.6472055664379535,33,0.7950409,4004,1110,5.3,5.033048642002996,-2.6472055664379535,0.0003,0,5.3,19,1169,5.3,0,,
,,,,,22940,,,,4,1.9002596876343094,33,0.08644032,4008,1110,5.2,2.429265395357535,-1.9002596876343094,0.0003,0,5.25,19,1170,5.25,0,,
,,,,,22962,,,,4,4.877991036260467,33,0.46026316,4012,1110,5.2,8.475428217708329,-4.877991036260467,0.0003,0,5.25,19,1170,5.25,0,,
,,,,,22990,,,,4,6.125625586083631,33,0.6019227,4016,1110,5.4,10.533906743765577,-6.125625586083631,0.0003,0,5.37,19,1170,5.37,0,,
,,,,,23022,,,,4,2.3867171403882503,33,0.08840761,4020,1119,5.4,2.973895124577907,-2.3867171403882503,0.0003,0,5.37,19,1179,5.37,0,,
,,,,,23035,,,,4,1.9152578032334648,33,0.071442194,4024,1119,5.3,2.68610520098365,-1.9152578032334648,0.0003,0,5.27,19,1179,5.27,0,,
,,,,,23052,,,,4,2.3278206267324686,33,0.14730413,4028,1119,5.2,3.45778296150411,-2.3278206267324686,0.0003,0,5.24,19,1179,5.24,0,,
,,,,,23079,,,,4,1.8955036119937898,33,0.09119639,4032,1119,5.3,2.3335426460115203,-1.8955036119937898,0.0003,0,5.31,19,1179,5.31,0,,
,,,,,23099,,,,4,2.3847698305664062,33,0.09035491,4036,1119,5.3,3.3550833497644765,-2.3847698305664062,0.0003,0,5.29,19,1179,5.29,0,,
,,,,,23112,,,,4,1.1668983714103698,33,0.8198016,4040,1129,5.2,2.68610520098365,-1.1668983714103698,0.0003,0,5.15,19,1189,5.15,0,,
,,,,,23135,,,,4,5.0135303317848265,33,0.32472393,4044,1129,5.2,8.390673935531245,-5.0135303317848265,0.0003,0,5.18,19,1189,5.18,0,,
,,,,,23179,,,,4,9.600277401972805,33,0.7000033,4048,1129,5.4,15.100268155893707,-9.600277401972805,0.0003,0,5.42,19,1189,5.42,0,,
,,,,,23201,,,,4,1.8891983718991279,33,0.09750163,4052,1139,5.4,2.453803429654076,-1.8891983718991279,0.0003,0,5.36,19,1199,5.36,0,,
,,,,,23221,,,,4,1.5987547372398376,33,0.87637,4056,1139,5.3,3.3550833497644765,-1.5987547372398376,0.0003,0,5.3,19,1199,5.3,0,,
,,,,,23249,,,,4,3.005136313609196,33,0.4371102,4060,1139,5.4,4.691130233541325,-3.005136313609196,0.0003,0,5.4,19,1199,5.4,0,,
,,,,,23275,,,,4,4.124889582456141,33,0.7440827,4064,1139,5.5,7.290004757877157,-4.124889582456141,0.0003,0,5.54,19,1199,5.54,0,,
,,,,,23302,,,,4,4.287864751346564,33,0.58110744,4068,1149,5.6,7.2171047102983845,-4.287864751346564,0.0003,0,5.63,19,1209,5.63,0,,
,,,,,23326,,,,4,2.3564372395095825,33,0.11868751,4072,1149,5.7,3.2228796790011907,-2.3564372395095825,0.0003,0,5.69,19,1209,5.69,0,,
,,,,,23343,,,,4,1.1616911109606425,33,0.82500887,4076,1149,5.7,2.580261938505142,-1.1616911109606425,0.0003,0,5.66,19,1209,5.66,0,,
,,,,,23366,,,,4,2.299190367799713,33,0.6611084,4080,1149,5.7,4.089947780643209,-2.299190367799713,0.0003,0,5.74,19,1209,5.74,0,,
,,,,,23397,,,,4,3.906793012917029,33,0.48976633,4084,1149,5.9,6.131091398925789,-3.906793012917029,0.0003,0,5.88,19,1209,5.88,0,,
,,,,,23416,,,,4,1.339023071229458,33,0.15597692,4088,1158,5.8,1.6774569548340144,-1.339023071229458,0.0003,0,5.84,19,1219,5.84,0,,
,,,,,23455,,,,4,7.612010551874051,33,0.4774853,4092,1158,6.0,11.788523458337213,-7.612010551874051,0.0003,0,6.04,19,1219,6.04,0,,
,,,,,23475,,,,4,3.2148922316697615,33,0.70609987,4096,1158,6.0,5.961408540173711,-3.2148922316697615,0.0003,0,6.02,19,1219,6.02,0,,
,,,,,23512,,,,4,4.554811734352829,33,0.31416047,4100,1168,6.2,6.52702013345547,-4.554811734352829,0.0003,0,6.16,19,1229,6.16,0,,
,,,,,23527,,,,4,1.8309887514829637,33,0.15571125,4104,1168,6.1,2.632651707484075,-1.8309887514829637,0.0003,0,6.1,19,1229,6.1,0,,
,,,,,23552,,,,4,2.3598280266789198,33,0.11529672,4108,1168,6.1,3.1906508822111785,-2.3598280266789198,0.0003,0,6.12,19,1229,6.12,0,,
,,,,,23570,,,,4,1.8864255315383274,34,0.100274466,4112,1168,6.1,2.554459319120091,-1.8864255315383274,0.0003,0,6.08,19,1229,6.08,0,,
,,,,,23583,,,,4,1.860598265262445,34,0.12610173,4116,1168,5.9,2.68610520098365,-1.860598265262445,0.0003,0,5.93,19,1229,5.93,0,,
,,,,,23615,,,,4,2.7996474087652703,34,0.1606514,4120,1177,5.9,3.7362378389250104,-2.7996474087652703,0.0003,0,5.93,19,1238,5.93,0,,
,,,,,23637,,,,4,6.163263771772714,34,0.56428456,4124,1177,6.0,11.188665794459492,-6.163263771772714,0.0003,0,6.02,19,1238,6.02,0,,
,,,,,23671,,,,4,2.5534970030602953,34,0.4068018,4128,1177,6.2,3.661886705930402,-2.5534970030602953,0.0003,0,6.19,19,1239,6.19,0,,
,,,,,23694,,,,4,2.593616829853966,34,0.366682,4132,1177,6.2,4.089947780643209,-2.593616829853966,0.0003,0,6.15,19,1239,6.15,0,,
,,,,,23715,,,,4,4.010471267327654,34,0.38608807,4136,1187,6.2,6.7793154777709415,-4.010471267327654,0.0003,0,6.16,18,1249,6.16,0,,
,,,,,23754,,,,4,8.114272032874231,34,0.4232347,4140,1187,6.4,12.590154047876258,-8.114272032874231,0.0003,0,6.42,19,1249,6.42,0,,
,,,,,23771,,,,4,3.0948937697429595,34,0.34735274,4144,1187,6.4,5.239506087478956,-3.0948937697429595,0.0003,0,6.36,19,1249,6.36,0,,
,,,,,23791,,,,4,1.1802134331385294,34,0.8064866,4148,1187,6.1,2.503625578669601,-1.1802134331385294,0.0003,0,6.12,19,1249,6.12,0,,
,,,,,23819,,,,4,5.168968293547177,34,0.6354605,4152,1197,6.2,8.822390618029416,-5.168968293547177,0.0003,0,6.18,18,1259,6.18,0,,
,,,,,23848,,,,4,1.7803641964612007,34,0.69476056,4156,1197,6.3,3.0649265067550377,-1.7803641964612007,0.0003,0,6.27,18,1259,6.27,0,,
,,,,,23875,,,,4,1.7980744904597599,34,0.18862551,4160,1197,6.3,2.3335426460115203,-1.7980744904597599,0.0003,0,6.26,18,1259,6.26,0,,
,,,,,23888,,,,4,1.3294566747546197,34,0.16554332,4164,1197,6.1,1.7817231259748456,-1.3294566747546197,0.0003,0,6.13,18,1259,6.13,0,,
,,,,,23909,,,,4,5.603121816225534,34,0.6643973,4168,1207,6.1,10.378937926238233,-5.603121816225534,0.0003,0,6.07,18,1269,6.07,0,,
,,,,,23926,,,,4,3.190100904625569,34,0.2521456,4172,1207,6.0,5.239506087478956,-3.190100904625569,0.0003,0,6.0,18,1269,6.0,0,,
,,,,,23945,,,,4,3.6925363760941323,34,0.22845565,4176,1207,6.0,6.021624788054253,-3.6925363760941323,0.0003,0,6.02,18,1269,6.02,0,,
,,,,,23967,,,,4,1.9013138777335488,34,0.08538613,4180,1207,6.0,2.453803429654076,-1.9013138777335488,0.0003,0,6.01,18,1269,6.01,0,,
,,,,,23986,,,,4,2.1566875711497806,34,0.80361116,4184,1207,5.9,4.257718893339156,-2.1566875711497806,0.0003,0,5.89,18,1269,5.89,0,,
,,,,,24022,,,,4,1.6386606578645706,34,0.83646417,4188,1217,6.1,2.8567117908279895,-1.6386606578645706,0.0003,0,6.06,18,1279,6.06,0,,
,,,,,24047,,,,4,1.1369333084742228,34,0.8497667,4192,1217,5.9,2.38092301398992,-1.1369333084742228,0.0003,0,5.92,18,1279,5.92,0,,
,,,,,24065,,,,4,1.9142277604659401,34,0.07247224,4196,1217,5.9,2.554459319120091,-1.9142277604659401,0.0003,0,5.9,18,1279,5.9,0,,
,,,,,24091,,,,4,2.55999821875663,34,0.4003006,4200,1217,5.8,3.9684722416103253,-2.55999821875663,0.0003,0,5.79,18,1279,5.79,0,,
,,,,,24112,,,,4,2.276269562583878,34,0.6840292,4204,1227,5.8,4.172990287361707,-2.276269562583878,0.0003,0,5.85,18,1289,5.85,0,,
,,,,,24135,,,,4,4.487074775888843,34,0.38189745,4208,1227,5.8,7.513152912532277,-4.487074775888843,0.0003,0,5.83,18,1290,5.83,0,,
,,,,,24147,,,,4,1.8985527298172313,34,0.088147275,4212,1227,5.8,2.713237576751162,-1.8985527298172313,0.0003,0,5.77,18,1290,5.77,0,,
,,,,,24161,,,,4,1.8199120577494303,34,0.16678794,4216,1227,5.8,2.6592441489738134,-1.8199120577494303,0.0003,0,5.78,18,1290,5.78,0,,
,,,,,24189,,,,4,5.777564484360501,34,0.48995462,4220,1227,5.7,9.673848389124291,-5.777564484360501,0.0003,0,5.74,18,1290,5.74,0,,
,,,,,24206,,,,4,1.1452208376248676,34,0.8414791,4224,1237,5.7,2.580261938505142,-1.1452208376248676,0.0003,0,5.69,18,1300,5.69,0,,
,,,,,24222,,,,4,2.264566030066967,34,0.21055871,4228,1237,5.5,3.4927100621253633,-2.264566030066967,0.0003,0,5.51,18,1300,5.51,0,,
,,,,,24251,,,,4,1.914383785557747,35,0.07231622,4232,1237,5.6,2.2871051473558914,-1.914383785557747,0.0003,0,5.57,18,1300,5.57,0,,
,,,,,24281,,,,4,2.6053372373897967,35,0.8369093,4236,1237,5.7,4.597776741893853,-2.6053372373897967,0.0003,0,5.66,18,1300,5.66,0,,
,,,,,24307,,,,4,5.69705697867541,35,0.5704622,4240,1246,5.5,9.870266696382298,-5.69705697867541,0.0003,0,5.53,18,1310,5.53,0,,
,,,,,24327,,,,4,2.350652074154973,35,0.12447268,4244,1246,5.6,3.3550833497644765,-2.350652074154973,0.0003,0,5.56,18,1310,5.56,0,,
,,,,,24347,,,,4,1.88949687444369,35,0.09720313,4248,1246,5.6,2.503625578669601,-1.88949687444369,0.0003,0,5.56,18,1310,5.56,0,,
,,,,,24368,,,,4,4.270029028317321,35,0.5989432,4252,1246,5.5,7.665700349487071,-4.270029028317321,0.0003,0,5.49,18,1310,5.49,0,,
,,,,,24387,,,,4,1.1763527608235675,35,0.81034726,4256,1246,5.4,2.5289147259288898,-1.1763527608235675,0.0003,0,5.39,18,1310,5.39,0,,
,,,,,24405,,,,4,2.140416766744568,35,0.81988204,4260,1256,5.3,4.300726154888037,-2.140416766744568,0.0003,0,5.3,18,1320,5.3,0,,
,,,,,24426,,,,4,1.141040108235677,35,0.8456599,4264,1256,5.4,2.478589322882905,-1.141040108235677,0.0003,0,5.38,18,1320,5.38,0,,
,,,,,24454,,,,4,4.440039883117864,35,0.42893234,4268,1256,5.5,7.144933663195401,-4.440039883117864,0.0003,0,5.45,18,1320,5.45,0,,
,,,,,24475,,,,4,2.3350041263667345,35,0.14012063,4272,1256,5.5,3.321532516266832,-2.3350041263667345,0.0003,0,5.49,18,1320,5.49,0,,
,,,,,24504,,,,4,5.684819659573521,35,0.5826995,4276,1267,5.6,9.57710990523305,-5.684819659573521,0.0003,0,5.59,18,1330,5.59,0,,
,,,,,24519,,,,4,1.8764467404603957,35,0.11025325,4280,1267,5.5,2.632651707484075,-1.8764467404603957,0.0003,0,5.52,18,1330,5.52,0,,
,,,,,24541,,,,4,1.111529053878784,35,0.87517095,4284,1267,5.5,2.453803429654076,-1.111529053878784,0.0003,0,5.55,18,1330,5.55,0,,
,,,,,24558,,,,4,2.1071259376523495,35,0.3679988,4288,1267,5.4,3.45778296150411,-2.1071259376523495,0.0003,0,5.36,18,1330,5.36,0,,
,,,,,24579,,,,4,1.8823955522298812,35,0.104304455,4292,1267,5.3,2.478589322882905,-1.8823955522298812,0.0003,0,5.32,18,1330,5.32,0,,
,,,,,24608,,,,4,5.359189094537585,35,0.44523972,4296,1277,5.4,8.73416671184912,-5.359189094537585,0.0003,0,5.43,18,1341,5.43,0,,
,,,,,24636,,,,4,2.1592760220584415,35,0.8010228,4300,1277,5.5,3.8894996440022798,-2.1592760220584415,0.0003,0,5.45,18,1341,5.45,0,,
,,,,,24654,,,,4,3.510481289132318,35,0.41051075,4304,1277,5.4,6.082449280862883,-3.510481289132318,0.0003,0,5.42,18,1341,5.42,0,,
,,,,,24676,,,,4,2.7085871980008625,35,0.2517116,4308,1277,5.4,4.13126038448809,-2.7085871980008625,0.0003,0,5.41,18,1341,5.41,0,,
,,,,,24697,,,,4,2.7050740108308338,35,0.2552248,4312,1277,5.5,4.172990287361707,-2.7050740108308338,0.0003,0,5.5,18,1341,5.5,0,,
,,,,,24713,,,,4,2.428226549964859,35,0.53207225,4316,1288,5.5,4.38804831638408,-2.428226549964859,0.0003,0,5.52,18,1352,5.52,0,,
,,,,,24730,,,,4,2.3138456121501467,35,0.6464532,4320,1288,5.4,4.344167833220239,-2.3138456121501467,0.0003,0,5.41,18,1352,5.41,0,,
,,,,,24759,,,,4,4.283430030836982,35,0.5855422,4324,1288,5.5,7.073484326563447,-4.283430030836982,0.0003,0,5.53,18,1352,5.53,0,,
,,,,,24774,,,,4,1.8925898637692133,35,0.09411014,4328,1288,5.5,2.632651707484075,-1.8925898637692133,0.0003,0,5.52,18,1352,5.52,0,,
,,,,,24791,,,,4,3.3028049785079223,35,0.61818707,4332,1288,5.4,6.143888162487761,-3.3028049785079223,0.0003,0,5.4,18,1352,5.4,0,,
,,,,,24811,,,,4,2.7594543398141003,35,0.6827922,4336,1298,5.3,5.083887517174743,-2.7594543398141003,0.0003,0,5.3,18,1362,5.3,0,,
,,,,,24830,,,,4,1.146217486890157,35,0.8404825,4340,1298,5.2,2.5289147259288898,-1.146217486890157,0.0003,0,5.23,18,1362,5.23,0,,
,,,,,24850,,,,4,3.1142593784351287,35,0.32798716,4344,1298,5.2,5.083887517174743,-3.1142593784351287,0.0003,0,5.23,18,1362,5.23,0,,
,,,,,24879,,,,4,4.1965143979201605,35,0.6724579,4348,1298,5.3,7.073484326563447,-4.1965143979201605,0.0003,0,5.32,18,1363,5.32,0,,
