eval mean 100 episode reward,eval_time_elapsed,eval_eplenmean,total timesteps,eval_qs,eval_ep_rewmean,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,qs_mean,ep_rewmean,discount_q,update_time,eplenmean,n_updates,act_time,time_elapsed,env_time,mean 100 episode reward,qs_abs_difference,qs_difference,episodes,current_lr,fps,train_time,qfs_loss,q_grad_norm
0.3,1,64.63636363636364,1,-1.523069,0.04387618181818199,1.570135485707157,2.5919022224043,5.5917187,,,,,,,,,,,,,,,,,,
,,,17362,,,,,,-0.1252054,1.2817319,1.2731024114606078,145,20.01,0,1,171,17,1.3,1.0882169883533415,0.5145386511577565,848,0.0003,101,0,,
,,,17435,,,,,,0.04694042,1.13022464,0.5303467286128203,146,19.92,0,1,172,17,1.1,0.9743638530556465,0.7890971811580305,852,0.0003,100,0,,
,,,17526,,,,,,-0.34645024,1.3292190900000003,1.980553996647576,148,20.0,0,1,174,17,1.3,2.2399710053046933,-2.2399710053046933,856,0.0003,100,0,,
,,,17608,,,,,,0.058757458,1.6246835400000001,2.7825811572876527,150,20.02,0,1,176,17,1.6,1.499571862616105,-0.5382142934822824,860,0.0003,99,0,,
,,,17666,,,,,,-0.1597221,1.55891726,-1.6472717821136127,150,20.0,0,1,176,17,1.6,2.76510455690029,2.76510455690029,864,0.0003,100,0,,
,,,17740,,,,,,-0.17884277,1.4811282700000001,0.48112106946601446,152,20.05,0,1,178,17,1.5,0.560036152958149,0.1472217499646869,868,0.0003,99,0,,
,,,17827,,,,,,0.065539375,1.57423681,-1.4496063904322731,153,20.14,0,1,179,17,1.6,2.482947855641118,2.482947855641118,872,0.0003,99,0,,
,,,17895,,,,,,0.21036044,1.41930688,-0.44499507717517084,153,19.82,0,1,179,18,1.4,1.6323835683992471,1.6323835683992471,876,0.0003,99,0,,
,,,17973,,,,,,-0.20252377,1.1320339899999998,-1.4452473654656441,155,19.69,0,1,181,18,1.1,2.4018146775672364,2.4018146775672364,880,0.0003,98,0,,
,,,18043,,,,,,-0.061034996,1.18773618,-0.3988186573888797,157,19.51,0,1,183,18,1.2,2.583865181663648,2.543327630989346,884,0.0003,98,0,,
,,,18090,,,,,,0.11967077,1.13268449,0.96986295919551,157,19.16,0,1,183,18,1.1,0.653952120891256,0.154765340289474,888,0.0003,98,0,,
,,,18183,,,,,,-0.5134304,1.2519450799999996,-2.331435426017103,158,19.24,0,1,185,18,1.3,3.179413915384543,3.1703135433929486,892,0.0003,97,0,,
,,,18246,,,,,,0.009883061,1.2516856499999998,0.3296612668503567,160,19.09,0,1,187,18,1.3,1.436033750499964,1.282453556193414,896,0.0003,97,0,,
,,,18381,,,,,,-0.2421884,1.6105601200000002,2.2351732897901613,162,19.32,0,1,189,18,1.6,2.3942527242773157,-0.26142032818093136,900,0.0003,97,0,,
,,,18450,,,,,,-0.24602747,1.34186721,3.186615188312008,164,19.12,0,1,191,18,1.3,2.0954082040461266,-2.066258878565935,904,0.0003,96,0,,
,,,18536,,,,,,-0.18349831,1.73339731,2.750267345385536,165,19.35,0,1,192,18,1.7,2.4375444797825083,-2.4375444797825083,908,0.0003,96,0,,
,,,18620,,,,,,-0.22524314,1.8190925900000006,-1.8238133740771763,167,19.62,0,1,194,18,1.8,4.283511614832308,4.283511614832308,912,0.0003,95,0,,
,,,18683,,,,,,-0.12152587,1.9133012399999998,1.986208223928404,167,19.39,0,1,194,18,1.9,1.0995451527129962,0.048993971284205684,916,0.0003,95,0,,
,,,18764,,,,,,0.2635468,1.9729548399999999,-0.7728584907851954,169,19.21,0,1,196,18,2.0,2.148822545171078,2.148822545171078,920,0.0003,95,0,,
,,,18832,,,,,,-0.30237395,1.9026860900000002,1.263781570440365,170,19.11,0,1,198,18,1.9,1.060540024399854,0.42140679967142763,924,0.0003,94,0,,
,,,18909,,,,,,-0.23529914,2.11139857,4.081630210076435,172,19.13,0,1,200,19,2.1,3.7800418311813844,-3.7800418311813844,928,0.0003,94,0,,
,,,19006,,,,,,-0.30128995,2.1173728499999998,3.922777112785689,174,19.37,0,1,202,19,2.1,3.446391791918089,-0.991643317111728,932,0.0003,93,0,,
,,,19075,,,,,,-0.26984635,2.2608205600000004,-1.3711899561001564,174,19.18,0,1,202,19,2.3,3.1859760669325454,3.1859760669325454,936,0.0003,94,0,,
,,,19168,,,,,,-0.42838645,2.0483388,5.486781412356076,176,19.31,0,1,204,19,2.0,2.7496467592496527,-2.7494538559254678,940,0.0003,93,0,,
,,,19241,,,,,,0.19415611,2.3006950299999995,0.8198911753674096,178,19.48,0,1,206,19,2.3,0.6113792188361695,0.14006587894687772,944,0.0003,93,0,,
,,,19308,,,,,,0.13601528,2.01488203,1.3720728529085768,180,19.46,0,1,208,19,2.0,0.8825488324989245,-0.4022382905828732,948,0.0003,92,0,,
,,,19385,,,,,,-0.40162793,2.23259403,2.019041328994381,180,19.5,0,1,208,19,2.2,2.302970876762732,1.1151378275823403,952,0.0003,92,0,,
,,,19480,,,,,,-0.4151895,2.18806882,-0.5835103667034386,181,19.54,0,1,210,19,2.2,2.462746019820901,2.462746019820901,956,0.0003,92,0,,
,,,19546,,,,,,0.2806954,2.08317987,1.1144560037601063,183,19.38,0,1,212,19,2.1,1.863220235018342,1.2709499221370975,960,0.0003,92,0,,
,,,19651,,,,,,-0.23699825,2.17829179,0.7676099715886255,185,19.85,0,1,214,19,2.2,2.655460934517883,2.5311016517340823,964,0.0003,91,0,,
,,,19728,,,,,,0.18911643,2.28843625,-0.41833932201335533,187,19.88,0,1,216,19,2.3,1.2552363725807025,1.2552363725807025,968,0.0003,91,0,,
,,,19818,,,,,,-0.18379761,2.33400788,4.851002306452477,189,19.91,0,1,218,19,2.3,3.5474320847606027,-3.471843995489424,972,0.0003,90,0,,
,,,19888,,,,,,0.07684738,2.3198935499999997,-2.4532685738008237,189,19.93,0,1,218,20,2.3,2.7196593877919213,2.7196593877919213,976,0.0003,91,0,,
-1.7,0,60.63636363636363,20001,-1.5674679,-4.298238727272728,4.285314223464802,-0.011252556004122631,4.834505,,,,,,,,,,,,,,,,,,
,,,20007,,,,,,-0.34691757,2.82771123,2.008091095602565,193,20.34,0,1,223,20,2.8,1.4951757887498944,-1.4750215749479372,980,0.0003,89,0,,
,,,20074,,,,,,0.0008592618,2.9695085500000005,-0.3663198597815047,193,20.31,0,1,223,20,3.0,1.2910506082840294,1.1761149535204687,984,0.0003,89,0,,
,,,20179,,,,,,0.15653844,3.36626175,1.8972264442300648,195,20.89,0,1,225,20,3.4,1.7517254621082148,-1.7470460652323796,988,0.0003,89,0,,
,,,20256,,,,,,0.03712075,3.30115165,-2.403486904188157,197,20.73,0,1,227,20,3.3,4.4174794889036315,4.4174794889036315,992,0.0003,88,0,,
,,,20340,,,,,,-0.03981351,3.08350137,-0.28998280285202477,198,20.94,0,1,229,20,3.1,1.9918749876616175,1.9835185117907717,996,0.0003,88,0,,
,,,20417,,,,,,-0.34132132,2.46588276,0.41966803946404385,201,20.36,0,1,231,20,2.5,3.930335824694661,3.836099587610895,1000,0.0003,88,0,,
,,,20517,,,,,,0.080801584,2.56153403,0.6050801101473243,202,20.67,0,1,233,20,2.6,0.9112143546228028,-0.2019049429436233,1004,0.0003,87,0,,
,,,20591,,,,,,-0.1198163,2.2333895799999994,-1.2853208995141499,202,20.55,0,1,233,20,2.2,2.2462982878217073,2.2462982878217073,1008,0.0003,88,0,,
,,,20669,,,,,,-0.12333517,2.21609273,1.3906658116027484,204,20.49,0,1,235,20,2.2,1.3548010616813635,0.5020648508825308,1012,0.0003,87,0,,
,,,20783,,,,,,-0.28261414,2.22046189,1.2543647835994347,207,21.0,0,1,238,20,2.2,1.3457629620304472,0.23570346855026933,1016,0.0003,87,0,,
,,,20889,,,,,,-0.16318828,2.24693434,1.0117082036631162,208,21.25,0,1,240,21,2.2,1.0866825359596206,0.17355808600455913,1020,0.0003,87,0,,
,,,20977,,,,,,0.022956805,2.3703832699999996,1.2781045375443267,210,21.45,0,1,241,21,2.4,1.8840833858817774,1.1888526851785022,1024,0.0003,86,0,,
,,,21063,,,,,,-0.15984696,2.21410159,4.318911557392373,213,21.54,0,1,244,21,2.2,5.216882317639408,-5.216882317639408,1028,0.0003,86,0,,
,,,21129,,,,,,0.17859015,2.2389804900000003,0.8091205508420879,214,21.23,0,1,246,21,2.2,0.8229008989603517,0.30018295775690884,1032,0.0003,85,0,,
,,,21195,,,,,,0.22215694,2.0634076,-0.4339004951705686,214,21.2,0,1,246,21,2.1,1.3227141655412464,1.3227141655412464,1036,0.0003,86,0,,
,,,21324,,,,,,-0.3578183,2.47726008,1.871813408469497,219,21.56,0,1,250,21,2.5,1.8868232286168303,0.3452303847831625,1040,0.0003,85,0,,
,,,21396,,,,,,0.091189735,2.26659701,-0.9203204527296747,219,21.55,0,1,250,21,2.3,1.8973444220881224,1.8973444220881224,1044,0.0003,85,0,,
,,,21507,,,,,,-0.34660023,2.42625073,3.6522588128014117,222,21.99,0,1,254,21,2.4,4.750493202275428,2.485173903790768,1048,0.0003,84,0,,
,,,21583,,,,,,-0.16043086,2.2101276199999997,-2.559809971128171,222,21.98,0,1,254,21,2.2,4.987985354239766,4.987985354239766,1052,0.0003,84,0,,
,,,21670,,,,,,-0.12107118,2.30435938,2.135900071881426,225,21.9,0,1,257,21,2.3,2.579006777217402,-2.579006777217402,1056,0.0003,84,0,,
,,,21743,,,,,,-0.026499385,2.2169997099999996,1.8423460574409016,226,21.97,0,1,259,21,2.2,1.2770866233743108,-1.0680760887185161,1060,0.0003,83,0,,
,,,21840,,,,,,-0.08103387,2.2795053500000004,-0.8132451813938386,229,21.89,0,1,261,21,2.3,2.9562359003937986,2.9562359003937986,1064,0.0003,83,0,,
,,,21911,,,,,,0.075086914,2.12157375,-0.47999950338390474,231,21.83,0,1,263,22,2.1,1.1559989640399064,1.0853836908037113,1068,0.0003,83,0,,
,,,21990,,,,,,0.039568696,2.07933804,2.225364146483756,231,21.72,0,1,263,22,2.1,1.4224076175581748,-1.1241002257276733,1072,0.0003,83,0,,
,,,22038,,,,,,0.35606268,1.9972383000000002,-1.793464036028433,233,21.5,0,1,265,22,2.0,2.5786586425121456,2.5786586425121456,1076,0.0003,82,0,,
,,,22128,,,,,,0.115938604,1.7656213200000002,3.4712799084994455,235,21.21,0,1,268,22,1.8,5.375277409161396,-5.375277409161396,1080,0.0003,82,0,,
,,,22233,,,,,,-0.22542216,1.76916044,1.6927934128326245,237,21.59,0,1,270,22,1.8,1.5277462535527642,-1.2807761423801172,1084,0.0003,82,0,,
,,,22335,,,,,,-0.32540864,1.47277514,0.14476882636737715,239,21.56,0,1,272,22,1.5,1.869387650516777,1.827715815498887,1088,0.0003,81,0,,
,,,22427,,,,,,-0.18903227,1.7394558500000001,3.3836480035117322,241,21.71,0,1,275,22,1.7,2.554753489109927,-2.5144118596123968,1092,0.0003,81,0,,
,,,22535,,,,,,-0.36016285,1.9971792200000003,2.2246784941107918,243,21.95,0,1,277,22,2.0,1.8197551447598836,-1.7374471199495052,1096,0.0003,81,0,,
,,,22607,,,,,,0.098611705,1.8256549200000003,0.31104475488252525,245,21.9,0,1,279,22,1.8,3.028091781683433,3.009183456860938,1100,0.0003,80,0,,
,,,22673,,,,,,-0.15529385,1.72908752,-0.5206479389347266,245,21.56,0,1,279,22,1.7,1.9781336194018972,1.970915291750563,1104,0.0003,81,0,,
,,,22744,,,,,,-0.262086,1.85888457,4.403502482783711,248,21.53,0,1,281,22,1.9,2.05630783511077,-0.4160707865359323,1108,0.0003,80,0,,
,,,22834,,,,,,-0.37003922,1.85953854,0.6206335055435099,250,21.65,0,1,283,22,1.9,2.124898550948975,1.6087297513495558,1112,0.0003,80,0,,
,,,22912,,,,,,-0.1879391,1.7684637099999998,1.7618909264656266,252,21.29,0,1,286,22,1.8,1.6742133770084502,1.1487082044429553,1116,0.0003,80,0,,
,,,22994,,,,,,-0.20435077,1.6017958799999996,-2.2125730483262265,252,21.05,0,1,286,23,1.6,4.913143270118373,4.913143270118373,1120,0.0003,80,0,,
,,,23074,,,,,,-0.21335644,1.5525168299999996,2.6397791136652033,254,20.97,0,1,288,23,1.6,2.097853677886074,0.8153974570572003,1124,0.0003,79,0,,
,,,23142,,,,,,-0.3629248,1.33906192,-1.4576087639839486,256,20.79,0,1,290,23,1.3,2.3539617808797253,2.3539617808797253,1128,0.0003,79,0,,
,,,23211,,,,,,-0.10894725,1.26640957,3.2785369948323813,259,20.82,0,1,293,23,1.3,1.3758355569359488,-1.0223781898641149,1132,0.0003,79,0,,
,,,23280,,,,,,0.030295033,1.3253382799999998,0.7628744067393283,259,20.85,0,1,293,23,1.3,1.5822708625504736,0.9185603040839834,1136,0.0003,79,0,,
,,,23370,,,,,,-0.04899626,0.9913414999999998,0.42571891296328984,260,20.46,0,1,295,23,1.0,2.1000283313463095,1.9961919870072913,1140,0.0003,79,0,,
,,,23469,,,,,,-0.066893786,1.1705085199999998,4.205390193412252,263,20.73,0,1,297,23,1.2,3.075190159530325,-2.083103488999315,1144,0.0003,78,0,,
,,,23584,,,,,,-0.36438742,1.3656144899999998,4.639264403004187,265,20.77,0,1,300,23,1.4,4.132474847824657,-2.66047009454433,1148,0.0003,78,0,,
,,,23681,,,,,,-0.15848996,1.7327710399999996,5.651942433246516,267,20.98,0,1,302,23,1.7,5.495384545031707,-1.2033596458964095,1152,0.0003,78,0,,
,,,23766,,,,,,-0.25700164,1.69653701,0.971459227011234,270,20.96,0,1,305,23,1.7,1.630101659061364,1.0470081230601707,1156,0.0003,77,0,,
,,,23839,,,,,,-0.19026306,1.88495095,7.040891335086391,272,20.96,0,1,307,23,1.9,5.790317829975026,-5.790317829975026,1160,0.0003,77,0,,
,,,23904,,,,,,0.25919282,1.7828155799999998,-0.25679839946163585,274,20.64,0,1,309,23,1.8,1.4580326565177915,1.4580326565177915,1164,0.0003,77,0,,
,,,23982,,,,,,-0.18599513,1.8532807199999999,5.412536717603406,274,20.71,0,1,309,23,1.9,4.464516051233605,-4.464516051233605,1168,0.0003,77,0,,
,,,24056,,,,,,-0.34600446,1.76523175,-0.9504414328969367,276,20.66,0,1,312,24,1.8,4.952554117496943,4.952554117496943,1172,0.0003,77,0,,
,,,24138,,,,,,-0.17931107,1.8424203999999997,1.3031732511781822,278,21.0,0,1,314,24,1.8,1.2125230616741827,-1.1312662448782886,1176,0.0003,76,0,,
,,,24228,,,,,,-0.092296846,1.9527462899999997,5.048971137028456,281,21.0,0,1,317,24,2.0,4.227428089118818,-3.7520175816951693,1180,0.0003,76,0,,
,,,24297,,,,,,-0.14317547,1.8270273599999998,1.119128024507247,281,20.64,0,1,317,24,1.8,0.6034136112421247,-0.5525018115541267,1184,0.0003,76,0,,
,,,24388,,,,,,-0.16155897,1.8272195500000001,-1.2091879171188304,283,20.53,0,1,319,24,1.8,2.921157222945537,2.921157222945537,1188,0.0003,76,0,,
,,,24491,,,,,,-0.19688036,1.7579080900000001,-1.5478589938328988,285,20.64,0,1,321,24,1.8,3.247080329675839,3.247080329675839,1192,0.0003,76,0,,
,,,24569,,,,,,0.11762849,1.58629851,-1.7003268912506342,288,20.34,0,1,324,24,1.6,3.2845850023277543,3.2845850023277543,1196,0.0003,75,0,,
,,,24646,,,,,,0.08071554,1.6999165900000002,1.7478988884071576,290,20.39,0,2,326,24,1.7,1.032837573881498,-0.8861170088878519,1200,0.0003,75,0,,
,,,24704,,,,,,-0.13974449,1.6271025599999995,-2.503406998610213,292,20.31,0,2,329,24,1.6,3.779996619963083,3.779996619963083,1204,0.0003,75,0,,
,,,24770,,,,,,-0.19472724,1.61328952,-0.556185333053941,292,20.26,0,2,329,24,1.6,1.5882080372898393,1.5776632770954342,1208,0.0003,75,0,,
,,,24861,,,,,,-0.2811791,1.6790237200000002,8.804550683285205,295,20.27,0,2,331,24,1.7,4.435489598555876,-3.5883495190446855,1212,0.0003,74,0,,
,,,24966,,,,,,-0.07737776,1.80366605,-0.2668871174454238,297,20.54,0,2,333,24,1.8,1.7189768657353173,1.6734912179622592,1216,0.0003,74,0,,
,,,25505,,,,,,8.28318,3.4338563800000004,2.1299685224914,311,25.11,1200,2,365,25,3.4,22.62286915056552,-4.733150852354002,1220,0.0003,69,15,6.686876,18.939129
,,,26263,,,,,,37.412243,8.93290517,0.06223571081558652,328,31.89,2600,2,398,26,8.9,40.846302869305006,40.49960461284112,1224,0.0003,65,31,34.19727,146.45132
,,,26954,,,,,,87.76668,14.68836629,0.29420268603872163,345,38.12,4000,3,432,26,14.7,59.527218157165734,59.527218157165734,1228,0.0003,62,47,29.527748,372.45395
,,,27776,,,,,,145.59476,25.4955281,0.2734085921034591,364,45.65,5600,3,470,27,25.5,40.48479318285235,40.48479318285235,1232,0.0003,59,64,32.053448,636.40356
,,,28471,,,,,,152.11389,36.21812484,0.930235377794474,382,51.91,7000,3,504,28,36.2,35.20452973708319,35.20452973708319,1236,0.0003,56,80,34.14175,774.9207
,,,29344,,,,,,169.88335,52.124459699999996,0.13047560593611732,404,59.74,8800,4,548,29,52.1,45.542219247376636,45.542219247376636,1240,0.0003,53,100,38.504917,1064.8174
93.9,3,219.9090909090909,30001,167.34508,408.8345505454545,41.55209339553361,133.19540341998515,42.30502,,,,,,,,,,,,,,,,,,
,,,30170,,,,,,172.02367,67.49083230000001,0.2636252217587488,424,67.01,10400,4,591,29,67.5,48.80138500894409,48.80138500894409,1244,0.0003,51,118,38.888866,1148.4221
,,,30789,,,,,,183.23222,79.55880241000001,1.0736273344550291,440,72.05,11600,4,621,30,79.6,80.67706652245248,80.67706652245248,1248,0.0003,49,131,45.287365,1200.7924
,,,31388,,,,,,188.75732,91.33705392,1.1889984414660677,455,77.07,12800,5,650,30,91.3,84.87827203199208,84.87827203199208,1252,0.0003,48,144,37.20527,1170.5691
,,,32084,,,,,,193.89946,103.64853763,0.6778332340233352,474,83.18,14200,5,685,31,103.6,80.03608059865289,80.03608059865289,1256,0.0003,46,160,48.227013,1128.4758
,,,32807,,,,,,185.99893,117.59338731,0.5181916406673642,495,89.68,15800,5,726,32,117.6,70.98201935989205,70.72763937797563,1260,0.0003,45,178,40.061527,1204.6068
,,,33658,,,,,,188.2885,133.19703276,0.18009010750104404,517,97.54,17400,6,767,33,133.2,66.07400618603307,65.68901664600193,1264,0.0003,43,195,42.91202,1495.0297
,,,34447,,,,,,194.41469,149.11188841999999,0.3220780750289773,539,104.65,19000,6,808,33,149.1,66.76172057811317,66.50183018533671,1268,0.0003,42,213,49.69468,1630.4907
,,,35369,,,,,,198.97102,167.15240838999998,0.1313242012604281,564,113.13,20800,7,854,34,167.2,62.011175144336576,62.004987280020465,1272,0.0003,41,232,43.78704,1594.207
,,,36429,,,,,,201.58047,181.05968324000003,0.024537304963072323,596,122.91,23000,7,911,35,181.1,67.26343718508573,67.26343718508573,1276,0.0003,39,257,47.061447,1665.8386
,,,37705,,,,,,195.55188,203.52273858,0.004718577605046633,633,134.77,25600,8,980,36,203.5,42.464036935280376,34.38455140855878,1280,0.0003,38,286,37.60198,1484.0686
,,,38736,,,,,,211.92935,222.63660398,0.05163777632550164,663,144.39,27600,8,1033,37,222.6,99.95882286146035,99.95882286146035,1284,0.0003,37,308,41.117786,1552.6842
,,,39520,,,,,,209.93062,238.93296057999999,0.4166643146708954,687,151.32,29200,9,1076,38,238.9,67.18347874200123,66.81502078897864,1288,0.0003,36,325,44.054096,1564.9418
169.4,2,219.72727272727272,40001,206.80951,471.68178454545455,60.27599138968455,151.23542810051234,64.10913,,,,,,,,,,,,,,,,,,
,,,40183,,,,,,204.22664,252.74929673000005,1.7786803533532907,705,156.92,30400,9,1112,39,252.7,64.2592973251389,60.99435819175662,1292,0.0003,36,338,42.556374,1512.5778
,,,40837,,,,,,216.15742,266.33665446000003,0.7164701828413179,726,162.68,31800,9,1149,39,266.3,117.92449544295381,117.92449544295381,1296,0.0003,35,354,47.071728,1820.4441
,,,41822,,,,,,197.74362,288.01188875,0.112214334177454,757,171.76,33800,10,1204,40,288.0,25.939894712218674,18.967932101572217,1300,0.0003,34,376,43.512817,1661.8348
,,,42825,,,,,,204.90399,307.69863940000005,0.08323796635246047,789,181.21,35800,10,1259,41,307.7,36.44741390446699,35.21843013547828,1304,0.0003,33,398,53.793682,2029.7566
,,,43824,,,,,,215.46388,329.97891919,0.06697259576759503,821,190.54,37800,11,1315,42,330.0,68.2218319977161,68.2218319977161,1308,0.0003,33,420,47.803246,1976.1178
,,,44757,,,,,,222.63037,351.67697376,0.13387778959595717,850,198.96,39600,11,1365,43,351.7,67.80620840579442,67.80620840579442,1312,0.0003,32,440,48.98015,1863.027
,,,45765,,,,,,227.13351,375.19121561,0.055118535640004046,882,207.99,41600,12,1422,44,375.2,75.74504210809891,75.74504210809891,1316,0.0003,32,462,42.635273,1856.7039
,,,46673,,,,,,206.98842,394.41403705000005,0.2350845248946393,913,211.68,43400,12,1473,45,394.4,37.87193383966158,36.132942698036366,1320,0.0003,31,482,54.666317,2217.0981
,,,47755,,,,,,212.88809,413.26027388999995,0.04034976133220644,950,214.92,45600,13,1537,46,413.3,52.48119907694246,52.48119907694246,1324,0.0003,31,506,37.812084,1493.981
,,,48741,,,,,,213.45935,430.68371398999994,0.11359691854524262,984,217.87,47600,13,1594,47,430.7,35.20312308486661,31.721261764086176,1328,0.0003,30,529,48.758183,1986.9843
,,,49854,,,,,,212.08496,442.5799457499999,0.029744754093195113,1023,220.78,49800,14,1659,48,442.6,42.03213481326153,41.54472159833396,1332,0.0003,30,552,44.93142,1771.5702
196.9,3,299.09090909090907,50001,199.04184,305.9480806363636,136.98638706821905,75.99928243766006,138.3864,,,,,,,,,,,,,,,,,,
,,,50871,,,,,,222.51718,456.40800708999996,0.0470029302624257,1058,224.0,51800,15,1722,49,456.4,82.36986908154766,82.36986908154766,1336,0.0003,29,575,48.342266,1669.456
,,,51799,,,,,,201.31651,463.08753952000006,0.23261269142054403,1090,224.55,53600,15,1775,50,463.1,18.577111447708813,-13.050266167740544,1340,0.0003,29,595,40.457283,1593.5647
,,,52742,,,,,,207.15802,466.25339274000004,0.14081281103663995,1126,225.72,55600,15,1835,50,466.3,28.980938080715593,28.244904616538484,1344,0.0003,28,616,39.609207,1382.1082
,,,53760,,,,,,208.63716,476.21925493999987,0.09721701541061993,1162,229.71,57600,16,1895,51,476.2,11.876615113253123,2.1783179358152087,1348,0.0003,28,639,36.054962,1280.9976
,,,54602,,,,,,194.13205,480.27504382,0.04109677497263918,1196,232.14,59400,16,1950,52,480.3,181.2525585135059,181.2525585135059,1352,0.0003,27,659,34.653202,1217.2792
,,,56505,,,,,,214.43204,490.8002939,8.143250054069862e-06,1266,244.21,63200,17,2065,54,490.8,53.68249161043609,53.68249161043609,1356,0.0003,27,701,42.02028,1375.51
,,,57461,,,,,,209.89078,496.37571930999997,0.13312331036914302,1301,246.54,65000,18,2121,55,496.4,31.37887207951897,30.741811454408296,1360,0.0003,27,721,37.762672,1225.9357
,,,58390,,,,,,217.57843,501.16965662,0.2177603170958375,1336,247.32,66800,18,2177,56,501.2,62.90204653678738,62.90204653678738,1364,0.0003,26,740,50.918175,1540.3003
,,,59249,,,,,,228.82555,503.39814325,0.18563019810303766,1370,248.02,68600,19,2233,56,503.4,91.60262175727664,91.60262175727664,1368,0.0003,26,760,35.37374,1376.4613
271.1,3,279.72727272727275,60001,211.06383,757.2198189090909,-0.0734958321804904,168.25825721561753,11.718051,,,,,,,,,,,,,,,,,,
,,,60074,,,,,,213.2245,504.15714208,0.4538606338486925,1401,247.05,70200,19,2287,57,504.2,30.66060278361275,30.034753838214247,1372,0.0003,26,778,35.540283,1228.9224
,,,61078,,,,,,226.34122,514.15765671,0.09528895294911635,1440,246.49,72200,20,2350,58,514.2,51.340181908847086,51.340181908847086,1376,0.0003,25,801,34.71568,1242.0298
,,,62147,,,,,,217.44739,517.6509802,0.07061143690148916,1485,244.42,74400,20,2420,59,517.7,16.72875516225263,15.879246918371372,1380,0.0003,25,824,33.68018,1090.3685
,,,63117,,,,,,221.40344,519.2372675,0.12463019903762812,1525,243.81,76400,21,2484,60,519.2,67.39127200475431,67.39127200475431,1384,0.0003,25,846,38.677097,1292.0406
,,,64965,,,,,,227.02579,532.4200594200001,0.016979895427095344,1599,254.45,80000,22,2601,62,532.4,138.7177957000145,138.7177957000145,1388,0.0003,24,886,31.962778,1194.3147
,,,65884,,,,,,210.27571,539.67218596,0.2148809326787216,1638,257.01,81800,22,2660,63,539.7,16.617493902773862,15.332611264469953,1392,0.0003,24,905,28.935514,933.64526
,,,67052,,,,,,215.79024,552.1933445899999,0.01984208284404734,1685,262.15,84200,22,2733,63,552.2,32.1310746377183,32.1310746377183,1396,0.0003,24,929,30.271545,1017.23376
,,,68212,,,,,,213.63136,559.1741991700002,0.01946002134658495,1730,263.9,86600,23,2803,64,559.2,28.081674931834332,28.010645592067807,1400,0.0003,24,952,34.944,1206.6333
,,,69318,,,,,,215.83939,568.3044903299999,0.07506833788883409,1771,264.93,88800,23,2867,65,568.3,15.667349411060655,-0.4597500471965919,1404,0.0003,24,974,30.108091,1092.8694
316.9,2,247.27272727272728,70001,206.49268,627.6044060909092,31.128418112603836,156.49139327820123,46.840393,,,,,,,,,,,,,,,,,,
,,,70387,,,,,,218.92163,571.80557412,0.049849271198788875,1809,265.63,90800,24,2929,66,571.8,16.6717620398109,16.140961409933706,1408,0.0003,24,993,38.032063,1293.5367
,,,71313,,,,,,216.71979,575.5846518500001,0.20555868022871102,1847,265.56,92800,24,2988,67,575.6,27.99474764425817,27.99474764425817,1412,0.0003,23,1013,31.811663,1038.0931
,,,72351,,,,,,219.57802,579.02291361,0.08841985595804394,1888,265.86,94800,25,3051,68,579.0,11.480373079759778,10.328774655725448,1416,0.0003,23,1034,36.717445,1382.4272
,,,73133,,,,,,211.07733,577.2291335699999,0.6480993040879359,1925,264.6,96400,25,3107,68,577.2,26.42640530184893,25.040244987486485,1420,0.0003,23,1051,27.243286,931.2604
,,,74216,,,,,,223.08246,582.07798166,0.042880072183694475,1975,264.61,98600,26,3184,69,582.1,23.99232909295726,23.48608310000633,1424,0.0003,23,1076,27.77723,917.9885
,,,75267,,,,,,216.29877,587.7208043400001,0.05783106207379375,2022,265.26,100600,26,3254,70,587.7,15.656558518041548,12.577436826685371,1428,0.0003,23,1098,32.861008,1142.5458
,,,76070,,,,,,222.75932,585.9894451699998,0.7326578078434677,2059,262.16,102200,27,3311,71,586.0,30.187017964646127,30.187017964646127,1432,0.0003,22,1116,31.789122,1132.7585
,,,77030,,,,,,217.33142,587.07849831,0.12455482622871213,2106,261.59,104200,27,3381,72,587.1,17.844493431216442,13.884192526459016,1436,0.0003,22,1138,28.667095,976.09265
,,,78023,,,,,,224.49344,593.9368527099999,0.14148832815835283,2153,262.24,106200,28,3453,73,593.9,6.990467389898224,-1.903723086358032,1440,0.0003,22,1160,28.84061,991.7248
,,,79290,,,,,,223.24927,605.8898830499999,0.00662491051549479,2211,265.48,108600,28,3538,74,605.9,14.713992281080206,11.724492046625677,1444,0.0003,22,1186,28.43353,1094.2747
362.2,3,241.27272727272728,80001,217.01125,726.9027611818183,5.3026375854901975,217.34429058044572,11.693897,,,,,,,,,,,,,,,,,,
,,,80239,,,,,,217.82506,611.1904845799999,0.16274724698072152,2259,264.79,110600,29,3613,75,611.2,12.784423314227398,9.559932006828184,1448,0.0003,22,1208,29.38847,1190.5815
,,,81170,,,,,,219.18579,623.7793781,0.2967473095672177,2302,265.68,112400,29,3678,76,623.8,18.249229428402295,-17.97529942591038,1452,0.0003,22,1228,31.023066,1110.2008
,,,81931,,,,,,211.97441,622.42039276,0.46555545825597755,2342,254.26,114000,30,3736,77,622.4,48.93244627390034,48.93244627390034,1456,0.0003,21,1245,29.909182,1036.3633
