eval_ep_rewmean,eval_discount_q,eval_eplenmean,total timesteps,eval mean 100 episode reward,eval_qs_difference,eval_abs_qs_difference,eval_time_elapsed,eval_qs,discount_q,mean 100 episode reward,n_updates,eplenmean,fps,env_time,act_time,train_time,update_time,qs_mean,episodes,qs_abs_difference,time_elapsed,current_lr,qs_difference,ep_rewmean,q_grad_norm,qfs_loss
3.8181818181818183,3.7329557116715524,3.8181818181818183,1,3.9,-3.820038931482911,3.8200388,0,-1.4441735,,,,,,,,,,,,,,,,,,
,,,16796,,,,,,2.5289147259288898,5.5,0,5.46,25,24,3,0,605,-0.14380701,2960,2.1305070088624953,650,0.0003,-2.1305070088624953,5.46,,
,,,16816,,,,,,4.215141704405765,5.5,0,5.47,25,24,3,0,613,-0.5259274,2964,3.486226199608757,657,0.0003,-3.486226199608757,5.47,,
,,,16845,,,,,,3.0649265067550377,5.6,0,5.57,25,24,3,0,613,-0.109084845,2968,2.584209590863943,657,0.0003,-2.584209590863943,5.57,,
,,,16867,,,,,,2.453803429654076,5.6,0,5.64,25,24,3,0,613,-0.111115195,2972,2.097815202307701,657,0.0003,-2.097815202307701,5.64,,
,,,16885,,,,,,2.554459319120091,5.6,0,5.6,25,24,3,0,613,-0.5527963,2976,2.5394963141600293,657,0.0003,-2.5394963141600293,5.6,,
,,,16908,,,,,,3.255434019193122,5.7,0,5.66,25,24,3,0,620,-0.65324277,2980,3.12836755411005,665,0.0003,-3.12836755411005,5.66,,
,,,16927,,,,,,3.388973080570178,5.7,0,5.68,25,24,3,0,620,-0.16230592,2984,2.6374306824920177,665,0.0003,-2.6374306824920177,5.68,,
,,,16949,,,,,,3.2883171911041633,5.6,0,5.62,25,24,3,0,620,-0.5685708,2988,3.0436955203232765,665,0.0003,-3.0436955203232765,5.62,,
,,,16964,,,,,,3.527989961742792,5.6,0,5.59,25,24,3,0,620,-0.58228904,2992,3.0574137751874924,665,0.0003,-3.0574137751874924,5.59,,
,,,16981,,,,,,6.143888162487761,5.5,0,5.53,25,24,3,0,620,-0.42848566,2996,4.3494776867297675,665,0.0003,-4.3494776867297675,5.53,,
,,,16995,,,,,,3.563626223982618,5.4,0,5.42,25,24,3,0,620,-0.5865983,3000,3.0617230121908188,665,0.0003,-3.0617230121908188,5.42,,
,,,17010,,,,,,4.432372036751596,5.4,0,5.42,25,25,3,0,627,-0.7345025,3004,3.6948013082561033,672,0.0003,-3.6948013082561033,5.42,,
,,,17026,,,,,,2.6063251904092346,5.4,0,5.37,25,25,3,0,627,-0.5888978,3008,2.575597824287415,672,0.0003,-2.575597824287415,5.37,,
,,,17041,,,,,,3.527989961742792,5.2,0,5.21,25,25,3,0,627,-0.5555412,3012,3.030665982228279,673,0.0003,-3.030665982228279,5.21,,
,,,17063,,,,,,4.13126038448809,5.3,0,5.27,25,25,3,0,627,-0.07582806,3016,3.036126871448471,673,0.0003,-3.036126871448471,5.27,,
,,,17084,,,,,,4.172990287361707,5.2,0,5.21,25,25,3,0,627,-0.09170183,3020,3.052000634413673,673,0.0003,-3.052000634413673,5.21,,
,,,17100,,,,,,2.6063251904092346,5.2,0,5.19,25,25,3,0,635,-0.11678279,3024,2.103482799363136,680,0.0003,-2.103482799363136,5.19,,
,,,17125,,,,,,2.38092301398992,5.2,0,5.2,25,25,3,0,635,-0.13309614,3028,2.119796143603325,680,0.0003,-2.119796143603325,5.2,,
,,,17144,,,,,,5.135239916338124,5.2,0,5.17,25,25,3,0,635,-0.22349942,3032,3.665745928954992,680,0.0003,-3.665745928954992,5.17,,
,,,17163,,,,,,3.388973080570178,5.2,0,5.17,25,25,3,0,635,-0.14593735,3036,2.6210620996472835,680,0.0003,-2.6210620996472835,5.17,,
,,,17197,,,,,,14.090454382258326,5.2,0,5.21,25,25,3,0,635,-0.23615271,3040,9.218721495316665,680,0.0003,-9.218721495316665,5.21,,
,,,17219,,,,,,4.982718155582965,5.2,0,5.2,25,25,3,0,642,-0.17928375,3044,3.6215302969733014,688,0.0003,-3.6215302969733014,5.2,,
,,,17246,,,,,,3.9287875191942216,5.2,0,5.18,25,25,3,0,642,-0.706565,3048,3.6668638572511214,688,0.0003,-3.6668638572511214,5.18,,
,,,17280,,,,,,3.661886705930402,5.3,0,5.26,25,25,3,0,642,-0.63599944,3052,3.5962982193049924,688,0.0003,-3.5962982193049924,5.26,,
,,,17302,,,,,,2.453803429654076,5.2,0,5.25,24,25,3,0,650,-0.11975428,3056,2.1064542746861776,695,0.0003,-2.1064542746861776,5.25,,
,,,17332,,,,,,7.820656420895043,5.4,0,5.36,24,25,3,0,650,-0.24600868,3060,5.584262923831086,696,0.0003,-5.584262923831086,5.36,,
,,,17357,,,,,,4.008557819808409,5.4,0,5.41,24,25,3,0,650,-0.52834105,3064,3.4886398509559173,696,0.0003,-3.4886398509559173,5.41,,
,,,17371,,,,,,2.6592441489738134,5.3,0,5.26,24,25,3,0,650,-0.5346961,3068,2.521396122010549,696,0.0003,-2.521396122010549,5.26,,
,,,17391,,,,,,5.961408540173711,5.2,0,5.24,24,25,3,0,650,-0.22245352,3072,4.143445553201603,696,0.0003,-4.143445553201603,5.24,,
,,,17409,,,,,,5.187111026604166,5.2,0,5.24,24,25,3,0,657,-0.12596923,3076,3.5682157502292733,703,0.0003,-3.5682157502292733,5.24,,
,,,17430,,,,,,4.172990287361707,5.2,0,5.22,24,25,3,0,657,-0.60859954,3080,3.5688983872947233,703,0.0003,-3.5688983872947233,5.22,,
,,,17457,,,,,,10.640309842187454,5.3,0,5.3,24,25,3,0,657,-0.2880132,3084,7.015561486469195,704,0.0003,-7.015561486469195,5.3,,
,,,17491,,,,,,5.178948707481139,5.4,0,5.42,24,25,3,0,657,-0.5619214,3088,4.4829134277967,704,0.0003,-4.4829134277967,5.42,,
,,,17511,,,,,,2.503625578669601,5.5,0,5.47,24,25,3,0,665,-0.68474674,3092,2.67144676211675,711,0.0003,-2.67144676211675,5.47,,
,,,17545,,,,,,7.512491353492659,5.6,0,5.64,24,25,3,0,665,-0.36978608,3096,5.708040323043209,711,0.0003,-5.708040323043209,5.64,,
,,,17565,,,,,,2.503625578669601,5.7,0,5.7,24,25,3,0,665,-0.13050587,3100,2.117205879720052,711,0.0003,-2.117205879720052,5.7,,
,,,17586,,,,,,3.321532516266832,5.8,0,5.76,24,25,3,0,665,-0.6188252,3104,3.0939499844727516,711,0.0003,-3.0939499844727516,5.76,,
,,,17616,,,,,,7.002749483297812,5.9,0,5.9,24,25,3,0,673,-0.20478696,3108,5.073759175069784,719,0.0003,-5.073759175069784,5.9,,
,,,17640,,,,,,5.726505257670792,6.0,0,5.99,24,25,3,0,673,-0.15821004,3112,4.079202079024651,719,0.0003,-4.079202079024651,5.99,,
,,,17669,,,,,,4.644218931205913,6.1,0,6.06,24,25,3,0,673,-0.46431208,3116,3.9065585584162803,719,0.0003,-3.9065585584162803,6.06,,
,,,17693,,,,,,7.438021383406954,6.1,0,6.09,24,26,3,0,673,-0.39234135,3120,5.261313605700256,719,0.0003,-5.261313605700256,6.09,,
,,,17714,,,,,,6.7793154777709415,6.1,0,6.14,24,26,3,0,680,-0.14997053,3124,4.546529893465328,727,0.0003,-4.546529893465328,6.14,,
,,,17745,,,,,,5.337477115282133,6.2,0,6.2,24,26,3,0,680,-0.36706448,3128,4.288056511641566,727,0.0003,-4.288056511641566,6.2,,
,,,17784,,,,,,12.590154047876258,6.4,0,6.4,24,26,3,0,680,-0.29986557,3132,8.83737233440992,727,0.0003,-8.83737233440992,6.4,,
,,,17802,,,,,,2.554459319120091,6.4,0,6.39,24,26,3,0,688,-0.61708957,3136,2.6037895795027417,735,0.0003,-2.6037895795027417,6.39,,
,,,17830,,,,,,3.095885360358624,6.3,0,6.33,24,26,3,0,688,-0.64545786,3140,3.120582651060581,735,0.0003,-3.120582651060581,6.33,,
,,,17853,,,,,,2.429265395357535,6.3,0,6.34,24,26,3,0,688,-0.68550825,3144,2.6722082859595617,735,0.0003,-2.6722082859595617,6.34,,
,,,17880,,,,,,5.5564223250127105,6.3,0,6.34,24,26,3,0,688,-0.55209225,3148,4.473084277017793,735,0.0003,-4.473084277017793,6.34,,
,,,17898,,,,,,2.554459319120091,6.2,0,6.18,24,26,3,0,688,-0.11771921,3152,2.10441921813488,735,0.0003,-2.10441921813488,6.18,,
,,,17916,,,,,,2.554459319120091,6.1,0,6.14,24,26,3,0,696,-0.12361219,3156,2.110312185319265,743,0.0003,-2.110312185319265,6.14,,
,,,17937,,,,,,3.321532516266832,6.0,0,6.05,24,26,3,0,696,-0.50261617,3160,2.9777409170684814,743,0.0003,-2.9777409170684814,6.05,,
,,,17960,,,,,,4.089947780643209,6.0,0,6.03,24,26,3,0,696,-0.094702475,3164,3.0550012693223496,743,0.0003,-3.0550012693223496,6.03,,
,,,17986,,,,,,9.001520883613319,6.2,0,6.15,24,26,3,0,696,-0.4457924,3168,6.250221262671276,743,0.0003,-6.250221262671276,6.15,,
,,,18018,,,,,,4.506280984730165,6.3,0,6.27,23,26,3,0,703,-0.24206603,3172,3.6843125721533228,751,0.0003,-3.6843125721533228,6.27,,
,,,18049,,,,,,3.773977615075768,6.4,0,6.4,24,26,3,0,703,-0.58103156,3176,3.541330350976898,751,0.0003,-3.541330350976898,6.4,,
,,,18068,,,,,,5.135239916338124,6.4,0,6.38,24,26,3,0,703,-0.14154457,3180,3.58379107224138,751,0.0003,-3.58379107224138,6.38,,
,,,18082,,,,,,3.563626223982618,6.2,0,6.25,24,26,3,0,703,-0.628675,3184,3.103799741428852,751,0.0003,-3.103799741428852,6.25,,
,,,18110,,,,,,2.310207219551405,6.2,0,6.19,23,26,3,0,711,-0.54069585,3188,2.5273958609819416,759,0.0003,-2.5273958609819416,6.19,,
,,,18128,,,,,,6.986831355871687,6.2,0,6.17,23,26,3,0,711,-0.18939269,3192,4.585952047891903,759,0.0003,-4.585952047891903,6.17,,
,,,18150,,,,,,3.2883171911041633,6.0,0,6.05,23,26,3,0,711,-0.10391143,3196,2.5790361833689213,759,0.0003,-2.5790361833689213,6.05,,
,,,18170,,,,,,2.503625578669601,6.0,0,6.05,23,26,3,0,711,-0.11114359,3200,2.0978435890197753,759,0.0003,-2.0978435890197753,6.05,,
,,,18189,,,,,,6.021624788054253,6.0,0,6.03,23,26,3,0,711,-0.22218187,3204,4.1431739135479875,759,0.0003,-4.1431739135479875,6.03,,
,,,18209,,,,,,5.083887517174743,5.9,0,5.93,23,26,3,0,719,-0.30053386,3208,3.742780350220117,767,0.0003,-3.742780350220117,5.93,,
,,,18246,,,,,,12.027878235218052,6.1,0,6.06,23,26,3,0,719,-0.39123297,3212,8.48072881742985,767,0.0003,-8.48072881742985,6.06,,
,,,18269,,,,,,3.255434019193122,6.0,0,6.0,23,26,3,0,719,-0.4502051,3216,2.925329837661743,767,0.0003,-2.925329837661743,6.0,,
,,,18290,,,,,,2.478589322882905,6.0,0,5.97,23,26,3,0,719,-0.69826823,3220,2.684968254597982,767,0.0003,-2.684968254597982,5.97,,
,,,18314,,,,,,2.40497274140396,6.0,0,6.0,23,26,3,0,727,-0.59058255,3224,2.577282569440206,776,0.0003,-2.577282569440206,6.0,,
,,,18351,,,,,,2.8281446729197093,6.1,0,6.06,23,26,3,0,727,-0.4266554,3228,2.9017801542696953,776,0.0003,-2.9017801542696953,6.06,,
,,,18371,,,,,,5.083887517174743,5.9,0,5.87,23,27,3,0,727,-0.5176722,3232,3.959918685328875,776,0.0003,-3.959918685328875,5.87,,
,,,18398,,,,,,3.127156929655176,6.0,0,5.96,23,27,3,0,727,-0.5849304,3236,3.0600551997241974,776,0.0003,-3.0600551997241974,5.96,,
,,,18420,,,,,,8.475428217708329,5.9,0,5.9,23,27,3,0,735,-0.31475422,3240,5.653008488500457,784,0.0003,-5.653008488500457,5.9,,
,,,18477,,,,,,3.505081601377342,6.2,0,6.24,23,27,3,0,735,-0.7180317,3244,4.160278305482779,784,0.0003,-4.160278305482779,6.24,,
,,,18495,,,,,,3.423205131889069,6.2,0,6.15,23,27,3,0,735,-0.5628234,3248,3.037948172253132,784,0.0003,-3.037948172253132,6.15,,
,,,18514,,,,,,4.257718893339156,6.2,0,6.16,23,27,3,0,743,-0.25033385,3252,3.2106326565560837,792,0.0003,-3.2106326565560837,6.16,,
,,,18541,,,,,,2.3335426460115203,6.2,0,6.25,23,27,3,0,743,-0.11982437,3256,2.1065243598143257,792,0.0003,-2.1065243598143257,6.25,,
,,,18566,,,,,,9.092445336983152,6.3,0,6.29,23,27,3,0,743,-0.42408466,3260,6.228513488108007,792,0.0003,-6.228513488108007,6.29,,
,,,18584,,,,,,3.423205131889069,6.2,0,6.24,23,27,3,0,743,-0.72098637,3264,3.196111119997263,792,0.0003,-3.196111119997263,6.24,,
,,,18621,,,,,,6.52702013345547,6.3,0,6.35,23,27,3,0,751,-0.22836035,3268,5.097332626641778,800,0.0003,-5.097332626641778,6.35,,
,,,18647,,,,,,6.44706156449323,6.3,0,6.29,23,27,3,0,751,-0.2110134,3272,4.607572766654181,800,0.0003,-4.607572766654181,6.29,,
,,,18665,,,,,,5.187111026604166,6.2,0,6.16,23,27,3,0,751,-0.49045065,3276,3.9326971894223632,800,0.0003,-3.9326971894223632,6.16,,
,,,18695,,,,,,2.2642340958823324,6.3,0,6.27,23,27,3,0,751,-0.5524724,3280,2.5391724125862125,800,0.0003,-2.5391724125862125,6.27,,
,,,18744,,,,,,5.116480145111838,6.6,0,6.62,23,27,3,0,759,-0.22984283,3284,4.6264021905884025,809,0.0003,-4.6264021905884025,6.62,,
,,,18762,,,,,,2.554459319120091,6.5,0,6.52,23,27,3,0,759,-0.1388347,3288,2.125534695021311,809,0.0003,-2.125534695021311,6.52,,
,,,18775,,,,,,3.599622448467291,6.5,0,6.47,23,27,3,0,759,-0.099188186,3292,2.5743129399535656,809,0.0003,-2.5743129399535656,6.47,,
,,,18796,,,,,,2.478589322882905,6.5,0,6.46,23,27,3,0,759,-0.5893862,3296,2.576086254549027,809,0.0003,-2.576086254549027,6.46,,
,,,18814,,,,,,3.423205131889069,6.4,0,6.44,23,27,3,0,767,-0.6352326,3300,3.110357388567686,817,0.0003,-3.110357388567686,6.44,,
,,,18841,,,,,,2.3335426460115203,6.5,0,6.52,23,27,3,0,767,-0.12243561,3304,2.1091356045325598,817,0.0003,-2.1091356045325598,6.52,,
,,,18874,,,,,,3.6988754605357603,6.7,0,6.65,23,27,3,0,767,-0.5364173,3308,3.4967160836276547,817,0.0003,-3.4967160836276547,6.65,,
,,,18895,,,,,,3.321532516266832,6.5,0,6.49,23,27,3,0,767,-0.5924349,3312,3.067559610765934,817,0.0003,-3.067559610765934,6.49,,
,,,18919,,,,,,4.049048302836777,6.5,0,6.5,22,27,3,0,775,-0.14516085,3316,3.105459655862762,825,0.0003,-3.105459655862762,6.5,,
,,,18947,,,,,,6.318765039359814,6.6,0,6.57,22,27,3,0,775,-0.34352848,3320,4.740087852515268,825,0.0003,-4.740087852515268,6.57,,
,,,18963,,,,,,2.6063251904092346,6.5,0,6.49,22,27,3,0,775,-0.13012676,3324,2.1168267544428505,825,0.0003,-2.1168267544428505,6.49,,
,,,18981,,,,,,3.423205131889069,6.3,0,6.3,22,27,3,0,775,-0.0964102,3328,2.5715349499998092,825,0.0003,-2.5715349499998092,6.3,,
,,,18998,,,,,,5.239506087478956,6.3,0,6.27,23,27,3,0,775,-0.69108826,3332,4.133334800672444,825,0.0003,-4.133334800672444,6.27,,
,,,19034,,,,,,2.131731454870136,6.4,0,6.36,22,27,3,0,783,-0.56867033,3336,2.555370322497686,834,0.0003,-2.555370322497686,6.36,,
,,,19054,,,,,,3.3550833497644765,6.3,0,6.34,22,28,3,0,783,-0.1583589,3340,2.63348364428854,834,0.0003,-2.63348364428854,6.34,,
,,,19070,,,,,,2.6063251904092346,5.9,0,5.93,22,28,3,0,783,-0.12720893,3344,2.1139089332342147,834,0.0003,-2.1139089332342147,5.93,,
,,,19102,,,,,,10.118828787773307,6.1,0,6.07,22,28,3,0,792,-0.40228182,3348,7.129830104603546,842,0.0003,-7.129830104603546,6.07,,
,,,19127,,,,,,3.1906508822111785,6.1,0,6.13,22,28,3,0,792,-0.10689824,3352,2.5820229907450676,842,0.0003,-2.5820229907450676,6.13,,
,,,19153,,,,,,9.001520883613319,6.1,0,6.12,22,28,3,0,792,-0.2975857,3356,6.10201453018143,842,0.0003,-6.10201453018143,6.12,,
,,,19175,,,,,,3.2883171911041633,6.1,0,6.09,22,28,3,0,792,-0.6411792,3360,3.1163039390859604,842,0.0003,-3.1163039390859604,6.09,,
,,,19198,,,,,,5.784348745122012,6.1,0,6.14,22,28,3,0,792,-0.2143614,3364,4.135353418010639,842,0.0003,-4.135353418010639,6.14,,
,,,19221,,,,,,4.089947780643209,6.0,0,6.0,22,28,3,0,800,-0.17777173,3368,3.1380705461320417,851,0.0003,-3.1380705461320417,6.0,,
,,,19242,,,,,,4.172990287361707,6.0,0,5.95,22,28,3,0,800,-0.3954875,3372,3.3557862803754346,851,0.0003,-3.3557862803754346,5.95,,
,,,19266,,,,,,1.5952448731827014,6.0,0,6.01,22,28,3,0,800,-0.1985816,3376,1.6935816061496736,851,0.0003,-1.6935816061496736,6.01,,
,,,19292,,,,,,10.747787719381266,6.0,0,5.97,22,28,3,0,800,-0.32163817,3380,7.049186486267455,851,0.0003,-7.049186486267455,5.97,,
,,,19314,,,,,,5.842776510224254,5.7,0,5.7,22,28,3,0,808,-0.3597295,3384,4.280721574699192,859,0.0003,-4.280721574699192,5.7,,
,,,19338,,,,,,2.40497274140396,5.8,0,5.76,22,28,3,0,808,-0.113928765,3388,2.1006287700255712,859,0.0003,-2.1006287700255712,5.76,,
,,,19359,,,,,,3.321532516266832,5.8,0,5.84,22,28,3,0,808,-0.64884907,3392,3.123973820072174,859,0.0003,-3.123973820072174,5.84,,
,,,19387,,,,,,3.8894996440022798,5.9,0,5.91,22,28,3,0,808,-0.6386258,3396,3.598924620490982,859,0.0003,-3.598924620490982,5.91,,
,,,19427,,,,,,7.07286148185999,6.1,0,6.13,22,28,3,0,816,-0.21756606,3400,5.555820333147388,867,0.0003,-5.555820333147388,6.13,,
,,,19454,,,,,,3.127156929655176,6.1,0,6.13,22,28,3,0,816,-0.6507191,3404,3.1258438487467766,868,0.0003,-3.1258438487467766,6.13,,
,,,19469,,,,,,3.527989961742792,6.0,0,5.95,22,28,3,0,816,-0.17595209,3408,2.651076838087797,868,0.0003,-2.651076838087797,5.95,,
,,,19486,,,,,,5.239506087478956,5.9,0,5.91,22,28,3,0,816,-0.21483131,3412,3.657077816696876,868,0.0003,-3.657077816696876,5.91,,
,,,19509,,,,,,3.255434019193122,5.9,0,5.9,22,28,3,0,824,-0.26389477,3416,2.739019520294428,876,0.0003,-2.739019520294428,5.9,,
,,,19522,,,,,,2.68610520098365,5.8,0,5.75,22,28,3,0,824,-0.4852834,3420,2.471983414522807,876,0.0003,-2.471983414522807,5.75,,
,,,19543,,,,,,4.172990287361707,5.8,0,5.8,22,28,3,0,824,-0.15625189,3424,3.1165507093486324,876,0.0003,-3.1165507093486324,5.8,,
,,,19565,,,,,,5.842776510224254,5.8,0,5.84,22,28,3,0,824,-0.217219,3428,4.138211026465206,876,0.0003,-4.138211026465206,5.84,,
,,,19582,,,,,,3.45778296150411,5.8,0,5.84,22,28,3,0,824,-0.744399,3432,3.2195237909374237,876,0.0003,-3.2195237909374237,5.84,,
,,,19610,,,,,,5.500858101762584,5.8,0,5.76,22,28,3,0,832,-0.23549522,3436,4.156487272995876,884,0.0003,-4.156487272995876,5.76,,
,,,19626,,,,,,2.6063251904092346,5.7,0,5.72,22,28,3,0,832,-0.122668505,3440,2.1093685096820196,884,0.0003,-2.1093685096820196,5.72,,
,,,19639,,,,,,2.68610520098365,5.7,0,5.69,22,28,3,0,832,-0.11774656,3444,2.1044465667327246,884,0.0003,-2.1044465667327246,5.69,,
,,,19690,,,,,,7.00157521035192,5.9,0,5.88,22,28,3,0,832,-0.439944,3448,6.244372850861962,884,0.0003,-6.244372850861962,5.88,,
,,,19708,,,,,,2.554459319120091,5.8,0,5.81,22,28,3,0,841,-0.6192371,3452,2.6059370851834616,893,0.0003,-2.6059370851834616,5.81,,
,,,19722,,,,,,3.563626223982618,5.7,0,5.69,22,28,3,0,841,-0.7153337,3456,3.190458465081215,893,0.0003,-3.190458465081215,5.69,,
,,,19763,,,,,,5.544849161429138,5.9,0,5.88,22,29,3,0,841,-0.5680368,3460,4.964596192054438,893,0.0003,-4.964596192054438,5.88,,
,,,19785,,,,,,4.982718155582965,5.9,0,5.87,22,29,3,0,841,-0.5169831,3464,3.9592295637447776,893,0.0003,-3.9592295637447776,5.87,,
,,,19802,,,,,,3.45778296150411,5.8,0,5.81,21,29,3,0,849,-0.6609075,3468,3.1360322383162975,902,0.0003,-3.1360322383162975,5.81,,
,,,19830,,,,,,6.318765039359814,5.9,0,5.88,21,29,3,0,849,-0.3011534,3472,4.697712751738715,902,0.0003,-4.697712751738715,5.88,,
,,,19858,,,,,,5.500858101762584,5.9,0,5.92,22,29,3,0,849,-0.5284751,3476,4.449467166935712,902,0.0003,-4.449467166935712,5.92,,
,,,19884,,,,,,3.1587443733890668,5.9,0,5.92,22,29,3,0,849,-0.10504011,3480,2.5801648606476784,902,0.0003,-2.5801648606476784,5.92,,
,,,19916,,,,,,5.284102344129312,6.0,0,6.02,21,29,3,0,858,-0.14229155,3484,4.063283584689408,910,0.0003,-4.063283584689408,6.02,,
,,,19947,,,,,,7.742449856686092,6.1,0,6.09,21,29,3,0,858,-0.19330528,3488,5.531559526110034,910,0.0003,-5.531559526110034,6.09,,
,,,19966,,,,,,2.5289147259288898,6.1,0,6.07,21,29,3,0,858,-0.12043357,3492,2.1071335739215216,910,0.0003,-2.1071335739215216,6.07,,
,,,19984,,,,,,2.554459319120091,6.0,0,5.97,21,29,3,0,858,-0.5514858,3496,2.53818579676946,911,0.0003,-2.53818579676946,5.97,,
3.0,2.9700999999999995,3.0,20001,3.6,-3.3178914530667387,3.3178911,0,-1.3311915,,,,,,,,,,,,,,,,,,
,,,20008,,,,,,7.438021383406954,5.8,0,5.81,21,29,3,0,866,-0.3888274,3500,5.257799633735739,919,0.0003,-5.257799633735739,5.81,,
,,,20035,,,,,,4.738515387415481,5.8,0,5.81,21,29,3,0,866,-0.3456235,3504,3.7878700023610534,919,0.0003,-3.7878700023610534,5.81,,
,,,20063,,,,,,11.402652556534559,5.9,0,5.94,21,29,3,0,866,-0.30843303,3508,7.492972036408531,919,0.0003,-7.492972036408531,5.94,,
,,,20079,,,,,,3.4927100621253633,5.9,0,5.93,21,29,3,0,866,-0.60795057,3512,3.0830753144738674,919,0.0003,-3.0830753144738674,5.93,,
,,,20092,,,,,,3.599622448467291,5.8,0,5.83,21,29,3,0,866,-0.11000474,3516,2.585129487973213,919,0.0003,-2.585129487973213,5.83,,
,,,20109,,,,,,3.45778296150411,5.9,0,5.87,21,29,3,0,875,-0.6500553,3520,3.125180054169655,928,0.0003,-3.125180054169655,5.87,,
,,,20137,,,,,,5.500858101762584,5.9,0,5.94,21,29,3,0,875,-0.46932068,3524,4.390312705398623,928,0.0003,-4.390312705398623,5.94,,
,,,20159,,,,,,3.2883171911041633,5.9,0,5.94,21,29,3,0,875,-0.105415024,3528,2.5805397701380253,928,0.0003,-2.5805397701380253,5.94,,
,,,20175,,,,,,3.4927100621253633,5.9,0,5.93,21,29,3,0,875,-0.17082438,3532,2.6459491138277054,928,0.0003,-2.6459491138277054,5.93,,
,,,20195,,,,,,4.215141704405765,5.8,0,5.85,21,29,3,0,875,-0.13318774,3536,3.093486537080719,929,0.0003,-3.093486537080719,5.85,,
,,,20213,,,,,,6.986831355871687,5.9,0,5.87,21,29,3,0,884,-0.17104475,3540,4.567604114003467,937,0.0003,-4.567604114003467,5.87,,
,,,20236,,,,,,4.932890974027137,6.0,0,5.97,21,29,3,0,884,-0.43959656,3544,3.88184308516176,937,0.0003,-3.88184308516176,5.97,,
,,,20271,,,,,,5.889501934753431,5.8,0,5.81,21,29,3,0,884,-0.17458573,3548,4.571145086251187,937,0.0003,-4.571145086251187,5.81,,
,,,20293,,,,,,5.842776510224254,5.8,0,5.85,21,29,3,0,884,-0.1459463,3552,4.066938340341358,937,0.0003,-4.066938340341358,5.85,,
,,,20317,,,,,,4.883562064286864,6.0,0,5.95,21,29,3,0,893,-0.11760611,3556,3.5598526274878917,946,0.0003,-3.5598526274878917,5.95,,
,,,20340,,,,,,4.089947780643209,5.8,0,5.77,21,29,3,0,893,-0.7214874,3560,3.6817861691531677,946,0.0003,-3.6817861691531677,5.77,,
,,,20372,,,,,,2.973895124577907,5.9,0,5.87,21,29,3,0,893,-0.1691412,3564,2.644265949439764,946,0.0003,-2.644265949439764,5.87,,
,,,20389,,,,,,2.580261938505142,5.9,0,5.87,21,29,3,0,893,-0.12644409,3568,2.113144086432457,946,0.0003,-2.113144086432457,5.87,,
,,,20410,,,,,,5.033048642002996,5.8,0,5.8,21,29,3,0,901,-0.5618809,3572,4.004127395721191,955,0.0003,-4.004127395721191,5.8,,
,,,20424,,,,,,2.6592441489738134,5.7,0,5.66,21,29,3,0,901,-0.13725638,3576,2.123956383895874,955,0.0003,-2.123956383895874,5.66,,
,,,20448,,,,,,4.883562064286864,5.6,0,5.64,21,29,3,0,901,-0.10129475,3580,3.543541255168034,955,0.0003,-3.543541255168034,5.64,,
,,,20471,,,,,,7.513152912532277,5.5,0,5.55,21,30,3,0,901,-0.17036802,3584,5.039340247771133,955,0.0003,-5.039340247771133,5.55,,
,,,20508,,,,,,9.622905493814093,5.6,0,5.61,21,30,3,0,910,-0.47591746,3588,7.203465783628463,964,0.0003,-7.203465783628463,5.61,,
,,,20532,,,,,,4.883562064286864,5.7,0,5.66,21,30,3,0,910,-0.30869007,3592,3.7509365715800853,964,0.0003,-3.7509365715800853,5.66,,
,,,20561,,,,,,5.445849520744957,5.8,0,5.77,21,30,3,0,910,-0.18775709,3596,4.108749123233722,964,0.0003,-4.108749123233722,5.77,,
,,,20580,,,,,,2.5289147259288898,5.7,0,5.72,21,30,3,0,910,-0.14303128,3600,2.129731279246012,964,0.0003,-2.129731279246012,5.72,,
,,,20601,,,,,,4.172990287361707,5.7,0,5.66,21,30,3,0,919,-0.14781357,3604,3.108112363558724,973,0.0003,-3.108112363558724,5.66,,
,,,20630,,,,,,3.0649265067550377,5.7,0,5.67,21,30,3,0,919,-0.08237451,3608,2.5574992631492615,973,0.0003,-2.5574992631492615,5.67,,
,,,20654,,,,,,10.070673090891031,5.8,0,5.75,21,30,3,0,919,-0.20055483,3612,6.468074006073361,974,0.0003,-6.468074006073361,5.75,,
,,,20677,,,,,,3.255434019193122,5.8,0,5.85,21,30,3,0,919,-0.50961626,3616,2.9847409759578705,974,0.0003,-2.9847409759578705,5.85,,
,,,20693,,,,,,5.292430391392885,5.8,0,5.84,21,30,3,0,919,-0.18134193,3620,3.6235884354232883,974,0.0003,-3.6235884354232883,5.84,,
,,,20715,,,,,,4.982718155582965,5.8,0,5.78,21,30,3,0,928,-0.5592251,3624,4.001471603981568,982,0.0003,-4.001471603981568,5.78,,
,,,20733,,,,,,3.423205131889069,5.7,0,5.74,21,30,3,0,928,-0.086610675,3628,2.5617354248580932,982,0.0003,-2.5617354248580932,5.74,,
,,,20751,,,,,,4.300726154888037,5.8,0,5.76,21,30,3,0,928,-0.45319858,3632,3.413497374993278,983,0.0003,-3.413497374993278,5.76,,
,,,20772,,,,,,2.478589322882905,5.8,0,5.77,21,30,3,0,928,-0.4779679,3636,2.464667883149783,983,0.0003,-2.464667883149783,5.77,,
