eval_ep_rewmean,eval_discount_q,eval_eplenmean,total timesteps,eval mean 100 episode reward,eval_qs_difference,eval_abs_qs_difference,eval_time_elapsed,eval_qs,discount_q,mean 100 episode reward,n_updates,eplenmean,fps,env_time,act_time,train_time,update_time,qs_mean,episodes,qs_abs_difference,time_elapsed,current_lr,qs_difference,ep_rewmean,q_grad_norm,qfs_loss
3.8181818181818183,3.7329557116715524,3.8181818181818183,1,3.9,-3.820038931482911,3.8200388,0,-1.4441735,,,,,,,,,,,,,,,,,,
,,,20794,,,,,,7.5890433459921995,5.8,0,5.81,21,30,3,0,928,-0.46583346,3640,5.3348056790507385,983,0.0003,-5.3348056790507385,5.81,,
,,,20815,,,,,,4.172990287361707,5.8,0,5.79,20,30,4,0,937,-0.6171904,3644,3.5774892226275936,992,0.0003,-3.5774892226275936,5.79,,
,,,20834,,,,,,2.5289147259288898,5.6,0,5.63,20,30,4,0,937,-0.12651587,3648,2.1132158653259276,992,0.0003,-2.1132158653259276,5.63,,
,,,20861,,,,,,4.738515387415481,5.7,0,5.68,21,30,4,0,937,-0.13376759,3652,3.5760140990931926,992,0.0003,-3.5760140990931926,5.68,,
,,,20881,,,,,,4.215141704405765,5.6,0,5.64,21,30,4,0,937,-0.6433002,3656,3.6035989210423964,992,0.0003,-3.6035989210423964,5.64,,
,,,20909,,,,,,6.318765039359814,5.7,0,5.69,20,30,4,0,945,-0.2510862,3660,4.647645565383124,1001,0.0003,-4.647645565383124,5.69,,
,,,20929,,,,,,2.503625578669601,5.6,0,5.57,20,30,4,0,945,-0.57921004,3664,2.565910033019384,1001,0.0003,-2.565910033019384,5.57,,
,,,20947,,,,,,5.187111026604166,5.6,0,5.58,20,30,4,0,945,-0.5464173,3668,3.9886638473192,1001,0.0003,-3.9886638473192,5.58,,
,,,20959,,,,,,2.713237576751162,5.5,0,5.49,20,30,4,0,945,-0.1063903,3672,2.0930902924458183,1001,0.0003,-2.0930902924458183,5.49,,
,,,20982,,,,,,4.089947780643209,5.6,0,5.58,20,30,4,0,945,-0.7454384,3676,3.7057371274051207,1001,0.0003,-3.7057371274051207,5.58,,
,,,21006,,,,,,4.049048302836777,5.6,0,5.58,20,30,4,0,954,-0.66222125,3680,3.6225200251159206,1010,0.0003,-3.6225200251159206,5.58,,
,,,21024,,,,,,2.554459319120091,5.5,0,5.53,20,30,4,0,954,-0.66746193,3684,2.654161971441905,1010,0.0003,-2.654161971441905,5.53,,
,,,21038,,,,,,3.563626223982618,5.3,0,5.3,20,30,4,0,954,-0.18200739,3688,2.6571321298298836,1010,0.0003,-2.6571321298298836,5.3,,
,,,21070,,,,,,6.069780484936531,5.4,0,5.38,20,30,4,0,954,-0.27091366,3692,4.667472994588303,1010,0.0003,-4.667472994588303,5.38,,
,,,21097,,,,,,5.5564223250127105,5.4,0,5.36,20,30,4,0,954,-0.674622,3696,4.5956140221197215,1010,0.0003,-4.5956140221197215,5.36,,
,,,21113,,,,,,3.4927100621253633,5.3,0,5.33,20,30,4,0,963,-0.61560595,3700,3.090730715256691,1019,0.0003,-3.090730715256691,5.33,,
,,,21125,,,,,,2.713237576751162,5.2,0,5.24,20,30,4,0,963,-0.5763011,3704,2.5630010978698734,1019,0.0003,-2.5630010978698734,5.24,,
,,,21152,,,,,,6.382590948848297,5.2,0,5.22,20,31,4,0,963,-0.4149347,3708,4.811494038142252,1019,0.0003,-4.811494038142252,5.22,,
,,,21178,,,,,,3.1587443733890668,5.2,0,5.24,20,31,4,0,963,-0.6559202,3712,3.131044909071684,1019,0.0003,-3.131044909071684,5.24,,
,,,21192,,,,,,3.563626223982618,5.2,0,5.15,20,31,4,0,963,-0.08770178,3716,2.5628265363094807,1019,0.0003,-2.5628265363094807,5.15,,
,,,21209,,,,,,4.344167833220239,5.2,0,5.16,20,31,4,0,972,-0.13712302,3720,3.097421817522957,1028,0.0003,-3.097421817522957,5.16,,
,,,21240,,,,,,3.773977615075768,5.2,0,5.25,20,31,4,0,972,-0.20356846,3724,3.163867251616432,1029,0.0003,-3.163867251616432,5.25,,
,,,21271,,,,,,3.0039344692706127,5.4,0,5.38,20,31,4,0,972,-0.6484392,3728,3.1235639561829567,1029,0.0003,-3.1235639561829567,5.38,,
,,,21291,,,,,,2.503625578669601,5.4,0,5.4,20,31,4,0,972,-0.12280574,3732,2.1095057295084,1029,0.0003,-2.1095057295084,5.4,,
,,,21312,,,,,,4.172990287361707,5.4,0,5.4,20,31,4,0,982,-0.42164797,3736,3.3819467947301405,1038,0.0003,-3.3819467947301405,5.4,,
,,,21340,,,,,,9.673848389124291,5.5,0,5.46,20,31,4,0,982,-0.32040563,3740,6.58792478067943,1038,0.0003,-6.58792478067943,5.46,,
,,,21355,,,,,,3.527989961742792,5.4,0,5.4,20,31,4,0,982,-0.556571,3744,3.0316957865772247,1038,0.0003,-3.0316957865772247,5.4,,
,,,21390,,,,,,5.127159220406327,5.6,0,5.56,20,31,4,0,982,-0.16761672,3748,4.088608786141187,1038,0.0003,-4.088608786141187,5.56,,
,,,21424,,,,,,3.661886705930402,5.6,0,5.63,20,31,4,0,991,-0.08042662,3752,3.040725426417305,1047,0.0003,-3.040725426417305,5.63,,
,,,21451,,,,,,8.911505674777189,5.7,0,5.7,20,31,4,0,991,-0.21780461,3756,6.022233450347273,1048,0.0003,-6.022233450347273,5.7,,
,,,21468,,,,,,2.580261938505142,5.6,0,5.59,20,31,4,0,991,-0.13211806,3760,2.118818066151937,1048,0.0003,-2.118818066151937,5.59,,
,,,21490,,,,,,2.453803429654076,5.6,0,5.61,20,31,4,0,991,-0.1230006,3764,2.1097005969603857,1048,0.0003,-2.1097005969603857,5.61,,
,,,21518,,,,,,2.310207219551405,5.7,0,5.71,20,31,4,0,1000,-0.13962339,3768,2.1263233787139257,1057,0.0003,-2.1263233787139257,5.71,,
,,,21542,,,,,,10.070673090891031,5.8,0,5.83,20,31,4,0,1000,-0.42790887,3772,6.695428035887763,1057,0.0003,-6.695428035887763,5.83,,
,,,21562,,,,,,3.3550833497644765,5.8,0,5.8,20,31,4,0,1000,-0.5702678,3776,3.0453925725934505,1057,0.0003,-3.0453925725934505,5.8,,
,,,21591,,,,,,9.57710990523305,5.8,0,5.85,20,31,4,0,1000,-0.43431747,3780,6.701836635403519,1057,0.0003,-6.701836635403519,5.85,,
,,,21617,,,,,,9.870266696382298,5.9,0,5.93,20,31,4,0,1010,-0.41910967,3784,6.686628836872861,1067,0.0003,-6.686628836872861,5.93,,
,,,21643,,,,,,3.1587443733890668,6.0,0,6.05,20,31,4,0,1010,-0.08675243,3788,2.5618771833298206,1067,0.0003,-2.5618771833298206,6.05,,
,,,21659,,,,,,5.292430391392885,5.9,0,5.89,20,31,4,0,1010,-0.5506645,3792,3.9929110582390557,1067,0.0003,-3.9929110582390557,5.89,,
,,,21675,,,,,,5.292430391392885,5.8,0,5.78,20,31,4,0,1010,-0.49287525,3796,3.935121747426107,1067,0.0003,-3.935121747426107,5.78,,
,,,21691,,,,,,3.4927100621253633,5.8,0,5.78,20,31,4,0,1010,-0.21612468,3800,2.691249441069126,1067,0.0003,-2.691249441069126,5.78,,
,,,21711,,,,,,5.083887517174743,5.9,0,5.86,20,31,4,0,1019,-0.4400263,3804,3.8822728743870187,1076,0.0003,-3.8822728743870187,5.86,,
,,,21740,,,,,,2.2871051473558914,5.9,0,5.88,20,31,4,0,1019,-0.5749435,3808,2.561643507711093,1076,0.0003,-2.561643507711093,5.88,,
,,,21758,,,,,,3.423205131889069,5.8,0,5.8,20,31,4,0,1019,-0.08618656,3812,2.561311308008194,1076,0.0003,-2.561311308008194,5.8,,
,,,21784,,,,,,5.612547803043142,5.9,0,5.92,20,31,4,0,1019,-0.26225525,3816,4.183247293422217,1076,0.0003,-4.183247293422217,5.92,,
,,,21807,,,,,,4.089947780643209,6.0,0,5.98,20,31,4,0,1028,-0.2993601,3820,3.2596588775929947,1086,0.0003,-3.2596588775929947,5.98,,
,,,21825,,,,,,4.300726154888037,5.8,0,5.85,20,31,4,0,1028,-0.6932287,3824,3.6535274878558655,1086,0.0003,-3.6535274878558655,5.85,,
,,,21852,,,,,,8.060047903682312,5.8,0,5.81,20,31,4,0,1028,-0.24254306,3828,5.580797336185317,1086,0.0003,-5.580797336185317,5.81,,
,,,21876,,,,,,5.726505257670792,5.8,0,5.85,20,32,4,0,1028,-0.55056864,3832,4.471560643929409,1086,0.0003,-4.471560643929409,5.85,,
,,,21904,,,,,,3.095885360358624,5.9,0,5.92,19,32,4,0,1038,-0.08560015,3836,2.5607248914358616,1095,0.0003,-2.5607248914358616,5.92,,
,,,21925,,,,,,2.478589322882905,5.8,0,5.85,20,32,4,0,1038,-0.11430645,3840,2.1010064498901366,1095,0.0003,-2.1010064498901366,5.85,,
,,,21956,,,,,,7.742449856686092,6.0,0,6.01,20,32,4,0,1038,-0.2237349,3844,5.561989159071784,1095,0.0003,-5.561989159071784,6.01,,
,,,21976,,,,,,3.3550833497644765,5.9,0,5.86,20,32,4,0,1038,-0.09476739,3848,2.5698921342310905,1095,0.0003,-2.5698921342310905,5.86,,
,,,22004,,,,,,2.310207219551405,5.8,0,5.8,19,32,4,0,1047,-0.5170169,3852,2.503716912500064,1105,0.0003,-2.503716912500064,5.8,,
,,,22027,,,,,,2.429265395357535,5.8,0,5.76,19,32,4,0,1047,-0.11700415,3856,2.1037041461785635,1105,0.0003,-2.1037041461785635,5.76,,
,,,22072,,,,,,8.154504653440386,6.0,0,6.04,19,32,4,0,1047,-0.22706299,3860,6.494582138690039,1105,0.0003,-6.494582138690039,6.04,,
,,,22105,,,,,,2.9441561733321273,6.2,0,6.15,19,32,4,0,1056,-0.14554332,3864,2.6206680645165443,1114,0.0003,-2.6206680645165443,6.15,,
,,,22121,,,,,,3.4927100621253633,6.0,0,6.03,19,32,4,0,1056,-0.6557565,3868,3.1308812347171306,1114,0.0003,-3.1308812347171306,6.03,,
,,,22137,,,,,,2.6063251904092346,6.0,0,5.95,19,32,4,0,1056,-0.52992064,3872,2.5166206773440045,1115,0.0003,-2.5166206773440045,5.95,,
,,,22185,,,,,,3.1812487426114235,6.2,0,6.23,19,32,4,0,1056,-0.31480512,3876,3.275103946071579,1115,0.0003,-3.275103946071579,6.23,,
,,,22201,,,,,,3.4927100621253633,6.1,0,6.1,19,32,4,0,1066,-0.64106816,3880,3.116192932885647,1124,0.0003,-3.116192932885647,6.1,,
,,,22233,,,,,,2.973895124577907,6.2,0,6.16,19,32,4,0,1066,-0.5793554,3884,3.0544801463303566,1124,0.0003,-3.0544801463303566,6.16,,
,,,22260,,,,,,2.3335426460115203,6.2,0,6.17,19,32,4,0,1066,-0.13369104,3888,2.120391037694613,1124,0.0003,-2.120391037694613,6.17,,
,,,22284,,,,,,4.049048302836777,6.2,0,6.25,19,32,4,0,1066,-0.20531365,3892,3.1656124487933655,1124,0.0003,-3.1656124487933655,6.25,,
,,,22308,,,,,,2.40497274140396,6.3,0,6.33,19,32,4,0,1075,-0.5702564,3896,2.5569563623587293,1134,0.0003,-2.5569563623587293,6.33,,
,,,22330,,,,,,2.453803429654076,6.4,0,6.39,19,32,4,0,1075,-0.105278075,3900,2.0919780747413634,1134,0.0003,-2.0919780747413634,6.39,,
,,,22349,,,,,,5.135239916338124,6.4,0,6.38,19,32,4,0,1075,-0.13720597,3904,3.579452494851662,1134,0.0003,-3.579452494851662,6.38,,
,,,22381,,,,,,2.219175837374274,6.4,0,6.41,19,32,4,0,1075,-0.59159297,3908,2.578292942674955,1134,0.0003,-2.578292942674955,6.41,,
,,,22402,,,,,,5.033048642002996,6.4,0,6.44,19,32,4,0,1085,-0.65935785,3912,4.101604352466179,1144,0.0003,-4.101604352466179,6.44,,
,,,22417,,,,,,3.527989961742792,6.3,0,6.33,19,32,4,0,1085,-0.7934633,3916,3.268588047188282,1144,0.0003,-3.268588047188282,6.33,,
,,,22437,,,,,,2.503625578669601,6.3,0,6.3,19,32,4,0,1085,-0.12794688,3920,2.1146468784729637,1144,0.0003,-2.1146468784729637,6.3,,
,,,22472,,,,,,5.889501934753431,6.5,0,6.47,19,32,4,0,1085,-0.15276907,3924,4.549328426532435,1144,0.0003,-4.549328426532435,6.47,,
,,,22497,,,,,,3.1906508822111785,6.5,0,6.45,19,32,4,0,1085,-0.11953537,3928,2.594660117935896,1144,0.0003,-2.594660117935896,6.45,,
,,,22524,,,,,,6.382590948848297,6.5,0,6.48,19,32,4,0,1095,-0.33899498,3932,4.735554364211845,1154,0.0003,-4.735554364211845,6.48,,
,,,22541,,,,,,6.143888162487761,6.4,0,6.37,19,32,4,0,1095,-0.53191596,3936,4.452907968522135,1154,0.0003,-4.452907968522135,6.37,,
,,,22561,,,,,,5.083887517174743,6.4,0,6.36,19,32,4,0,1095,-0.12670588,3940,3.568952399066998,1154,0.0003,-3.568952399066998,6.36,,
,,,22595,,,,,,7.512491353492659,6.4,0,6.39,19,33,4,0,1095,-0.22759862,3944,5.5658528841379695,1154,0.0003,-5.5658528841379695,6.39,,
,,,22623,,,,,,3.095885360358624,6.5,0,6.47,19,33,4,0,1104,-0.6406024,3948,3.115727182191372,1163,0.0003,-3.115727182191372,6.47,,
,,,22643,,,,,,6.84779341188984,6.4,0,6.39,19,33,4,0,1104,-0.5461791,3952,4.942738459147501,1163,0.0003,-4.942738459147501,6.39,,
,,,22660,,,,,,2.580261938505142,6.3,0,6.33,19,33,4,0,1104,-0.5313631,3956,2.51806312464873,1163,0.0003,-2.51806312464873,6.33,,
,,,22686,,,,,,2.357113783850021,6.1,0,6.14,19,33,4,0,1104,-0.12526815,3960,2.111968146395683,1163,0.0003,-2.111968146395683,6.14,,
,,,22703,,,,,,3.45778296150411,6.0,0,5.98,19,33,4,0,1113,-0.09824528,3964,2.573370035451412,1173,0.0003,-2.573370035451412,5.98,,
,,,22725,,,,,,2.453803429654076,6.0,0,6.04,19,33,4,0,1113,-0.114335336,3968,2.1010353382746376,1173,0.0003,-2.1010353382746376,6.04,,
,,,22747,,,,,,3.2883171911041633,6.1,0,6.1,19,33,4,0,1113,-0.10198453,3972,2.577109280687332,1173,0.0003,-2.577109280687332,6.1,,
,,,22765,,,,,,3.423205131889069,5.8,0,5.8,19,33,4,0,1113,-0.106631696,3976,2.5817564462242126,1173,0.0003,-2.5817564462242126,5.8,,
,,,22783,,,,,,4.300726154888037,5.8,0,5.82,19,33,4,0,1113,-0.13270636,3980,3.093005158048584,1173,0.0003,-3.093005158048584,5.82,,
,,,22807,,,,,,4.049048302836777,5.7,0,5.74,19,33,4,0,1123,-0.5089773,3984,3.4692761198100586,1183,0.0003,-3.4692761198100586,5.74,,
,,,22848,,,,,,6.269829497386992,5.9,0,5.88,19,33,4,0,1123,-0.484719,3988,5.3536912236554635,1183,0.0003,-5.3536912236554635,5.88,,
,,,22881,,,,,,10.84380912373116,6.0,0,5.97,19,33,4,0,1123,-0.23112945,3992,7.415668484206715,1183,0.0003,-7.415668484206715,5.97,,
,,,22901,,,,,,6.84779341188984,5.9,0,5.93,19,33,4,0,1133,-0.37029266,3996,4.766852003224182,1193,0.0003,-4.766852003224182,5.93,,
,,,22921,,,,,,5.083887517174743,5.9,0,5.91,19,33,4,0,1133,-0.51151687,4000,3.953763355882876,1193,0.0003,-3.953763355882876,5.91,,
,,,22936,,,,,,4.432372036751596,5.9,0,5.87,19,33,4,0,1133,-0.48187208,4004,3.442170889717056,1193,0.0003,-3.442170889717056,5.87,,
,,,22953,,,,,,3.45778296150411,5.7,0,5.72,19,33,4,0,1133,-0.07997882,4008,2.5551035773870945,1193,0.0003,-2.5551035773870945,5.72,,
,,,22973,,,,,,6.84779341188984,5.7,0,5.71,19,33,4,0,1133,-0.4503955,4012,4.846954869739699,1193,0.0003,-4.846954869739699,5.71,,
,,,22990,,,,,,3.45778296150411,5.7,0,5.73,19,33,4,0,1133,-0.80539554,4016,3.280520308476448,1193,0.0003,-3.280520308476448,5.73,,
,,,23022,,,,,,2.973895124577907,5.8,0,5.85,19,33,4,0,1142,-0.114107154,4020,2.5892319005844593,1203,0.0003,-2.5892319005844593,5.85,,
,,,23057,,,,,,3.625267838871098,5.8,0,5.85,19,33,4,0,1142,-0.40903988,4024,3.369338659983589,1203,0.0003,-3.369338659983589,5.85,,
,,,23072,,,,,,2.632651707484075,5.8,0,5.75,19,33,4,0,1142,-0.12604754,4028,2.112747526796659,1203,0.0003,-2.112747526796659,5.75,,
,,,23091,,,,,,4.257718893339156,5.7,0,5.67,19,33,4,0,1142,-0.19095084,4032,3.1512496516522903,1203,0.0003,-3.1512496516522903,5.67,,
,,,23117,,,,,,2.357113783850021,5.8,0,5.76,19,33,4,0,1152,-0.14544182,4036,2.1321418251911797,1212,0.0003,-2.1321418251911797,5.76,,
,,,23146,,,,,,3.8506046475622564,5.8,0,5.85,19,33,4,0,1152,-0.12645976,4040,3.086758555513336,1212,0.0003,-3.086758555513336,5.85,,
,,,23172,,,,,,4.786379179207556,5.8,0,5.77,19,33,4,0,1152,-0.74537486,4044,4.187621374996417,1213,0.0003,-4.187621374996417,5.77,,
,,,23197,,,,,,7.363641169572886,5.7,0,5.74,19,33,4,0,1152,-0.39586166,4048,5.264833887478698,1213,0.0003,-5.264833887478698,5.74,,
,,,23215,,,,,,4.300726154888037,5.7,0,5.72,18,33,4,0,1161,-0.6304887,4052,3.590787462931587,1222,0.0003,-3.590787462931587,5.72,,
,,,23236,,,,,,2.478589322882905,5.8,0,5.76,18,33,4,0,1161,-0.106147766,4056,2.092847766113281,1222,0.0003,-2.092847766113281,5.76,,
,,,23255,,,,,,2.5289147259288898,5.7,0,5.69,19,33,4,0,1161,-0.612413,4060,2.5991129891395572,1223,0.0003,-2.5991129891395572,5.69,,
,,,23287,,,,,,3.7362378389250104,5.8,0,5.84,19,34,4,0,1161,-0.19184247,4064,3.1521412447509305,1223,0.0003,-3.1521412447509305,5.84,,
,,,23304,,,,,,5.239506087478956,5.8,0,5.79,18,34,4,0,1171,-0.42977074,4068,3.872017284305805,1233,0.0003,-3.872017284305805,5.79,,
,,,23329,,,,,,4.834726443643996,5.8,0,5.82,18,34,4,0,1171,-0.54747057,4072,3.989717096161757,1233,0.0003,-3.989717096161757,5.82,,
,,,23346,,,,,,4.344167833220239,5.8,0,5.81,18,34,4,0,1171,-0.0473957,4076,3.007694496255829,1233,0.0003,-3.007694496255829,5.81,,
,,,23363,,,,,,3.45778296150411,5.8,0,5.8,18,34,4,0,1171,-0.643166,4080,3.118290774237871,1233,0.0003,-3.118290774237871,5.8,,
,,,23397,,,,,,3.661886705930402,5.9,0,5.9,18,34,4,0,1171,-0.14520685,4084,3.105505655747368,1233,0.0003,-3.105505655747368,5.9,,
,,,23418,,,,,,2.478589322882905,5.7,0,5.7,18,34,4,0,1181,-0.637803,4088,2.6245030081590017,1243,0.0003,-2.6245030081590017,5.7,,
,,,23437,,,,,,3.388973080570178,5.6,0,5.56,18,34,4,0,1181,-0.088492334,4092,2.563617076438427,1243,0.0003,-2.563617076438427,5.56,,
,,,23466,,,,,,2.2871051473558914,5.7,0,5.65,18,34,4,0,1181,-0.5777276,4096,2.5644276555697125,1243,0.0003,-2.5644276555697125,5.65,,
,,,23498,,,,,,2.219175837374274,5.8,0,5.77,18,34,4,0,1181,-0.14012946,4100,2.126829471818606,1243,0.0003,-2.126829471818606,5.77,,
,,,23524,,,,,,6.44706156449323,5.9,0,5.88,18,34,4,0,1191,-0.1877885,4104,4.584347855932998,1253,0.0003,-4.584347855932998,5.88,,
,,,23537,,,,,,2.68610520098365,5.8,0,5.84,18,34,4,0,1191,-0.54149765,4108,2.5281976179599766,1253,0.0003,-2.5281976179599766,5.84,,
,,,23554,,,,,,3.45778296150411,5.8,0,5.81,18,34,4,0,1191,-0.1809256,4112,2.656050327878952,1253,0.0003,-2.656050327878952,5.81,,
,,,23573,,,,,,4.257718893339156,5.8,0,5.83,18,34,4,0,1191,-0.15144189,4116,3.111740674119903,1253,0.0003,-3.111740674119903,5.83,,
,,,23589,,,,,,2.6063251904092346,5.7,0,5.67,18,34,4,0,1191,-0.11534333,4120,2.1020433422247566,1253,0.0003,-2.1020433422247566,5.67,,
,,,23609,,,,,,4.215141704405765,5.5,0,5.52,18,34,4,0,1201,-0.5594366,4124,3.519735400420143,1263,0.0003,-3.519735400420143,5.52,,
,,,23640,,,,,,11.9154401440478,5.7,0,5.68,18,34,4,0,1201,-0.5319093,4128,8.170423343272413,1263,0.0003,-8.170423343272413,5.68,,
,,,23658,,,,,,2.554459319120091,5.7,0,5.67,18,34,4,0,1201,-0.51610416,4132,2.502804176640511,1263,0.0003,-2.502804176640511,5.67,,
,,,23692,,,,,,2.1750142382105255,5.8,0,5.75,18,34,4,0,1201,-0.13526611,4136,2.1219661103010177,1263,0.0003,-2.1219661103010177,5.75,,
,,,23706,,,,,,3.563626223982618,5.6,0,5.6,18,34,4,0,1211,-0.1885314,4140,2.6636561636743545,1273,0.0003,-2.6636561636743545,5.6,,
,,,23726,,,,,,3.3550833497644765,5.5,0,5.54,18,34,4,0,1211,-0.56663305,4144,3.0417577956733703,1273,0.0003,-3.0417577956733703,5.54,,
,,,23743,,,,,,2.580261938505142,5.5,0,5.46,18,34,4,0,1211,-0.71146005,4148,2.6981600439866384,1273,0.0003,-2.6981600439866384,5.46,,
,,,23764,,,,,,5.901794454771974,5.5,0,5.49,18,34,4,0,1211,-0.45007345,4152,4.371065450243605,1273,0.0003,-4.371065450243605,5.49,,
,,,23783,,,,,,2.5289147259288898,5.5,0,5.47,18,34,4,0,1211,-0.5544836,4156,2.541183582576116,1273,0.0003,-2.541183582576116,5.47,,
,,,23806,,,,,,3.255434019193122,5.5,0,5.51,18,34,4,0,1221,-0.10060201,4160,2.5757267584023475,1283,0.0003,-2.5757267584023475,5.51,,
,,,23834,,,,,,3.095885360358624,5.5,0,5.47,18,34,4,0,1221,-0.104876265,4164,2.5800010186550617,1283,0.0003,-2.5800010186550617,5.47,,
,,,23858,,,,,,8.306767196175933,5.5,0,5.54,18,34,4,0,1221,-0.41105694,4168,5.749311213875155,1284,0.0003,-5.749311213875155,5.54,,
,,,23878,,,,,,3.3550833497644765,5.5,0,5.49,18,34,4,0,1221,-0.086332,4172,2.561456743341446,1284,0.0003,-2.561456743341446,5.49,,
,,,23897,,,,,,3.388973080570178,5.5,0,5.51,18,34,4,0,1221,-0.67653316,4176,3.1516579125938415,1284,0.0003,-3.1516579125938415,5.51,,
,,,23929,,,,,,7.665025358119231,5.7,0,5.66,18,34,4,0,1231,-0.49098286,4180,5.8292371384147215,1294,0.0003,-5.8292371384147215,5.66,,
,,,23955,,,,,,3.9684722416103253,5.6,0,5.58,18,34,4,0,1231,-0.29845887,4184,3.2587576643046874,1294,0.0003,-3.2587576643046874,5.58,,
,,,23974,,,,,,5.135239916338124,5.6,0,5.56,18,34,4,0,1231,-0.37105772,4188,3.813304215741072,1294,0.0003,-3.813304215741072,5.56,,
,,,24008,,,,,,14.090454382258326,5.7,0,5.71,18,35,4,0,1241,-0.41468132,4192,9.397250130354935,1304,0.0003,-9.397250130354935,5.71,,
,,,24043,,,,,,2.8855674654828176,5.8,0,5.77,18,35,4,0,1241,-0.47053245,4196,2.945657200824976,1304,0.0003,-2.945657200824976,5.77,,
,,,24066,,,,,,6.644407099763299,5.7,0,5.68,18,35,4,0,1241,-0.38432348,4200,4.780882836021471,1304,0.0003,-4.780882836021471,5.68,,
,,,24083,,,,,,2.580261938505142,5.6,0,5.59,18,35,4,0,1241,-0.117017604,4204,2.103717606894175,1304,0.0003,-2.103717606894175,5.59,,
,,,24103,,,,,,5.961408540173711,5.7,0,5.66,18,35,4,0,1251,-0.5842371,4208,4.50522915773834,1315,0.0003,-4.50522915773834,5.66,,
,,,24129,,,,,,3.9684722416103253,5.8,0,5.75,18,35,4,0,1251,-0.67497844,4212,3.635277225118591,1315,0.0003,-3.635277225118591,5.75,,
,,,24148,,,,,,2.5289147259288898,5.8,0,5.75,18,35,4,0,1251,-0.5681062,4216,2.554806194337209,1315,0.0003,-2.554806194337209,5.75,,
,,,24173,,,,,,4.008557819808409,5.8,0,5.84,18,35,4,0,1251,-0.66798174,4220,3.62828055773349,1315,0.0003,-3.62828055773349,5.84,,
,,,24201,,,,,,7.144933663195401,5.9,0,5.92,18,35,4,0,1261,-0.24049804,4224,5.109470268151153,1325,0.0003,-5.109470268151153,5.92,,
,,,24239,,,,,,2.7998632261905128,6.0,0,5.99,18,35,4,0,1261,-0.6685476,4228,3.1436723058042526,1325,0.0003,-3.1436723058042526,5.99,,
,,,24259,,,,,,4.215141704405765,6.0,0,6.01,18,35,4,0,1261,-0.46523124,4232,3.42553006265731,1325,0.0003,-3.42553006265731,6.01,,
,,,24285,,,,,,3.1587443733890668,5.9,0,5.93,18,35,4,0,1261,-0.17633165,4236,2.6514564079163074,1325,0.0003,-2.6514564079163074,5.93,,
,,,24306,,,,,,5.901794454771974,6.0,0,6.0,18,35,4,0,1272,-0.19818075,4240,4.11917278564078,1335,0.0003,-4.11917278564078,6.0,,
,,,24328,,,,,,3.2883171911041633,6.0,0,6.02,18,35,4,0,1272,-0.5201459,4244,2.995270620745182,1335,0.0003,-2.995270620745182,6.02,,
,,,24347,,,,,,2.5289147259288898,6.0,0,6.04,18,35,4,0,1272,-0.12994902,4248,2.116649008425077,1335,0.0003,-2.116649008425077,6.04,,
,,,24372,,,,,,2.38092301398992,6.1,0,6.08,18,35,4,0,1272,-0.60902715,4252,2.595727147293091,1336,0.0003,-2.595727147293091,6.08,,
,,,24395,,,,,,3.255434019193122,6.1,0,6.12,18,35,4,0,1272,-0.118167885,4256,2.593292642098427,1336,0.0003,-2.593292642098427,6.12,,
,,,24410,,,,,,3.527989961742792,6.0,0,6.04,18,35,4,0,1282,-0.082282655,4260,2.557407404941082,1346,0.0003,-2.557407404941082,6.04,,
,,,24436,,,,,,3.1587443733890668,6.0,0,6.02,18,35,4,0,1282,-0.58684075,4264,3.061965483885765,1346,0.0003,-3.061965483885765,6.02,,
,,,24458,,,,,,9.370766471967046,6.0,0,6.0,18,35,4,0,1282,-0.35555154,4268,6.159980380469648,1346,0.0003,-6.159980380469648,6.0,,
,,,24482,,,,,,3.2228796790011907,6.0,0,6.04,18,35,4,0,1282,-0.18193187,4272,2.657056610744953,1346,0.0003,-2.657056610744953,6.04,,
,,,24502,,,,,,3.3550833497644765,6.0,0,6.05,18,35,4,0,1292,-0.17729256,4276,2.652417313021183,1357,0.0003,-2.652417313021183,6.05,,
,,,24525,,,,,,6.644407099763299,6.0,0,5.96,18,35,4,0,1292,-0.4966962,4280,4.893255552910256,1357,0.0003,-4.893255552910256,5.96,,
,,,24546,,,,,,5.033048642002996,5.9,0,5.91,18,35,4,0,1292,-0.5961,4284,4.038346454572591,1357,0.0003,-4.038346454572591,5.91,,
,,,24571,,,,,,2.38092301398992,6.0,0,5.97,18,35,4,0,1292,-0.12415513,4288,2.1108551289955773,1357,0.0003,-2.1108551289955773,5.97,,
,,,24607,,,,,,3.589015160482387,6.0,0,5.99,17,35,4,0,1303,-0.44480714,4292,3.4051059589204327,1367,0.0003,-3.4051059589204327,5.99,,
,,,24620,,,,,,2.68610520098365,5.8,0,5.77,17,35,4,0,1303,-0.44677392,4296,2.433473926417033,1367,0.0003,-2.433473926417033,5.77,,
,,,24638,,,,,,2.554459319120091,5.7,0,5.72,18,35,4,0,1303,-0.46116948,4300,2.447869501145681,1367,0.0003,-2.447869501145681,5.72,,
,,,24655,,,,,,4.344167833220239,5.7,0,5.72,18,35,4,0,1303,-0.069431804,4304,3.0297306076106567,1367,0.0003,-3.0297306076106567,5.72,,
,,,24673,,,,,,2.554459319120091,5.7,0,5.7,18,36,4,0,1303,-0.12812808,4308,2.114828081560135,1367,0.0003,-2.114828081560135,5.7,,
