eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_eplenmean,total timesteps,eval_abs_qs_difference,eval_discount_q,eval_qs,eval_qs_difference,update_time,qs_mean,fps,env_time,qs_abs_difference,mean 100 episode reward,n_updates,ep_rewmean,current_lr,qs_difference,time_elapsed,episodes,discount_q,act_time,eplenmean,train_time,qfs_loss,q_grad_norm
0,47.2,47.04346090909091,5.181818181818182,1,28.14811,46.07731172419892,-0.73605937,-28.14811034949066,,,,,,,,,,,,,,,,,,
,,,,22855,,,,,1084,0.03752945,19,38,26.68019514935928,54.1,0,54.11031223999999,0.0003,-26.68019514935928,1149,3788,37.660597856202614,4,5.96,0,,
,,,,22884,,,,,1084,0.07893723,19,38,43.88557609993604,54.5,0,54.488419640000004,0.0003,-43.88557609993604,1149,3792,64.61637161007107,4,6.0,0,,
,,,,22911,,,,,1094,0.090788126,19,38,35.55215592707418,54.5,0,54.501939820000004,0.0003,-35.55215592707418,1158,3796,50.986079982298705,4,6.0,0,,
,,,,22932,,,,,1094,-0.026826022,19,38,35.295594266093,54.4,0,54.40056442000001,0.0003,-35.295594266093,1158,3800,53.62965467488209,4,5.99,0,,
,,,,22959,,,,,1094,-0.17113835,19,38,26.8695533411285,54.3,0,54.3149054,0.0003,-26.8695533411285,1159,3804,35.705937815012774,4,5.98,0,,
,,,,22985,,,,,1094,0.15425524,19,38,26.242721642719818,53.9,0,53.937895090000005,0.0003,-26.242721642719818,1159,3808,35.79445203527223,4,5.94,0,,
,,,,23011,,,,,1103,-0.11583065,19,38,30.887098632176404,54.4,0,54.39561998,0.0003,-30.887098632176404,1168,3812,43.390669192525316,4,5.99,0,,
,,,,23036,,,,,1103,-0.13691908,19,38,30.80291224354373,53.8,0,53.845131920000014,0.0003,-30.80291224354373,1168,3816,43.669117127748784,4,5.93,0,,
,,,,23058,,,,,1103,-0.1291833,19,38,30.6878928818645,53.8,0,53.83755311000001,0.0003,-30.6878928818645,1168,3820,44.777251719579965,4,5.93,0,,
,,,,23080,,,,,1103,0.13532485,19,38,22.04262296911895,53.8,0,53.846139060000006,0.0003,-22.04262296911895,1168,3824,29.69449996232808,4,5.93,0,,
,,,,23103,,,,,1113,-0.24262196,19,38,22.21806713522106,53.8,0,53.84459949000001,0.0003,-22.21806713522106,1178,3828,29.175292794971845,4,5.93,0,,
,,,,23122,,,,,1113,0.2801648,19,38,35.16888433526088,52.7,0,52.741343879999995,0.0003,-35.16888433526088,1178,3832,55.044961702792946,4,5.81,0,,
,,,,23146,,,,,1113,0.29732078,19,38,26.070104913472857,53.1,0,53.11434254000001,0.0003,-26.070104913472857,1178,3836,36.544166800894935,4,5.85,0,,
,,,,23176,,,,,1113,0.17002821,19,38,21.631580632713046,53.9,0,53.85995883,0.0003,-21.631580632713046,1178,3840,27.02958102533529,4,5.93,0,,
,,,,23204,,,,,1123,0.10583561,19,38,35.3251576766094,54.1,0,54.142169509999995,0.0003,-35.3251576766094,1188,3844,50.15273375134201,4,5.96,0,,
,,,,23231,,,,,1123,0.18387969,19,38,30.479703800029412,54.8,0,54.80166564,0.0003,-30.479703800029412,1188,3848,42.83353718696719,4,6.03,0,,
,,,,23256,,,,,1123,0.41238153,19,38,30.621515482378317,54.9,0,54.8973059,0.0003,-30.621515482378317,1188,3852,44.08786144736242,4,6.04,0,,
,,,,23275,,,,,1123,-0.14978643,19,38,30.834304099360097,54.7,0,54.7159515,0.0003,-30.834304099360097,1188,3856,46.29984165434418,4,6.02,0,,
,,,,23302,,,,,1132,0.1363972,19,38,30.93961696140404,55.6,0,55.55990008999999,0.0003,-30.93961696140404,1198,3860,43.16781401404115,4,6.11,0,,
,,,,23327,,,,,1132,0.29768395,19,38,43.98064985478625,55.4,0,55.37304353999998,0.0003,-43.98064985478625,1198,3864,67.6221727321259,4,6.09,0,,
,,,,23348,,,,,1132,0.045446016,19,38,35.6304026886307,55.7,0,55.650171760000006,0.0003,-35.6304026886307,1198,3868,54.10929096405554,4,6.12,0,,
,,,,23368,,,,,1132,0.28368545,19,38,25.969160934519646,54.7,0,54.71227872,0.0003,-25.969160934519646,1198,3872,37.87571173407932,4,6.02,0,,
,,,,23395,,,,,1132,0.32580116,19,39,26.263992362315896,55.4,0,55.36096194000001,0.0003,-26.263992362315896,1198,3876,35.69236847899226,4,6.09,0,,
,,,,23424,,,,,1142,0.06755135,19,39,52.91068422929004,56.1,0,56.10546401999999,0.0003,-52.91068422929004,1208,3880,80.38296660607459,4,6.17,0,,
,,,,23446,,,,,1142,-0.06212391,19,39,31.09261461590006,55.7,0,55.724492170000005,0.0003,-31.09261461590006,1208,3884,45.29111416744076,4,6.13,0,,
,,,,23465,,,,,1142,-0.16532615,19,39,26.721409231033277,55.4,0,55.43686077,0.0003,-26.721409231033277,1208,3888,38.463692743296996,4,6.1,0,,
,,,,23496,,,,,1142,0.13775294,19,39,21.973982922613803,55.6,0,55.62067608,0.0003,-21.973982922613803,1208,3892,27.04152518136961,4,6.12,0,,
,,,,23520,,,,,1152,0.1564428,19,39,30.635443469980988,55.3,0,55.32293173999999,0.0003,-30.635443469980988,1219,3896,44.14205572081999,4,6.09,0,,
,,,,23546,,,,,1152,0.14024475,19,39,26.3585539805615,55.8,0,55.79883734999999,0.0003,-26.3585539805615,1219,3900,35.83888852211849,4,6.14,0,,
,,,,23573,,,,,1152,0.11250413,19,39,56.85149486644102,55.8,0,55.79879216000001,0.0003,-56.85149486644102,1219,3904,89.84417944369373,4,6.14,0,,
,,,,23595,,,,,1152,-0.1767169,19,39,22.34281462537768,55.4,0,55.42828474,0.0003,-22.34281462537768,1219,3908,29.72898837254445,4,6.1,0,,
,,,,23621,,,,,1162,0.07073965,19,39,26.40902764692816,55.4,0,55.43806114000001,0.0003,-26.40902764692816,1229,3912,35.81451196974776,4,6.1,0,,
,,,,23639,,,,,1162,-0.25839943,19,39,22.021455135163325,54.8,0,54.7887816,0.0003,-22.021455135163325,1229,3916,30.427388398099737,4,6.03,0,,
,,,,23659,,,,,1162,-0.037994463,19,39,26.511716326944896,54.6,0,54.61713433,0.0003,-26.511716326944896,1229,3920,38.15344497891204,4,6.01,0,,
,,,,23684,,,,,1162,0.14679407,19,39,22.032594944625494,54.9,0,54.88899518,0.0003,-22.032594944625494,1229,3924,28.795301594070065,4,6.04,0,,
,,,,23713,,,,,1172,0.08033787,19,39,48.13205523874385,55.5,0,55.45226187,0.0003,-48.13205523874385,1239,3928,72.2666076738222,4,6.1,0,,
,,,,23741,,,,,1172,0.25328985,19,39,35.288257656282724,56.3,0,56.27956716,0.0003,-35.288257656282724,1239,3932,50.38640530704874,4,6.19,0,,
,,,,23765,,,,,1172,0.23316574,19,39,26.56123960433373,56.3,0,56.2991065,0.0003,-26.56123960433373,1239,3936,36.99004972950585,4,6.19,0,,
,,,,23795,,,,,1172,-0.08466023,19,39,22.113038273387705,56.3,0,56.296416289999996,0.0003,-22.113038273387705,1239,3940,27.31562543430423,4,6.19,0,,
,,,,23817,,,,,1182,-0.12299986,19,39,26.755234874202376,55.7,0,55.744029149999996,0.0003,-26.755234874202376,1249,3944,37.55529129877306,4,6.13,0,,
,,,,23840,,,,,1182,0.14095105,19,39,35.093485939871,55.4,0,55.3527377,0.0003,-35.093485939871,1249,3948,52.61410488328942,4,6.09,0,,
,,,,23866,,,,,1182,0.11188396,19,39,35.191302322100114,55.4,0,55.440246339999995,0.0003,-35.191302322100114,1249,3952,51.008439529514014,4,6.1,0,,
,,,,23896,,,,,1182,0.051001985,19,39,35.13527821055293,56.5,0,56.45779637999999,0.0003,-35.13527821055293,1249,3956,49.00264347094857,4,6.21,0,,
,,,,23919,,,,,1192,0.18528375,18,39,26.48072634158327,56.1,0,56.078850509999995,0.0003,-26.48072634158327,1259,3960,37.20011886807787,4,6.17,0,,
,,,,23943,,,,,1192,0.07257953,19,40,30.829292764932195,56.0,0,55.98313309,0.0003,-30.829292764932195,1259,3964,44.334292623469516,4,6.16,0,,
,,,,23970,,,,,1192,-0.23016393,19,40,22.401789082981086,56.5,0,56.54987214,0.0003,-22.401789082981086,1259,3968,28.233750088268433,4,6.22,0,,
,,,,23997,,,,,1192,-0.14168513,19,40,26.35887411120978,57.2,0,57.19673570999999,0.0003,-26.35887411120978,1260,3972,35.18963237241023,4,6.29,0,,
,,,,24016,,,,,1202,-0.24671838,18,40,22.114084237983327,56.5,0,56.451242210000004,0.0003,-22.114084237983327,1270,3976,30.237193066893852,4,6.21,0,,
,,,,24045,,,,,1202,-0.13281499,18,40,31.00168586317813,56.4,0,56.443604099999995,0.0003,-31.00168586317813,1270,3980,42.167315826316866,4,6.21,0,,
,,,,24068,,,,,1202,0.28948742,18,40,26.24908647627648,56.5,0,56.53199593,0.0003,-26.24908647627648,1270,3984,37.0618109897424,4,6.22,0,,
,,,,24092,,,,,1202,-0.2228184,18,40,22.278323894162522,57.0,0,57.00679963,0.0003,-22.278323894162522,1270,3988,28.96685205801952,4,6.27,0,,
,,,,24115,,,,,1212,0.063190676,18,40,30.56899536097009,56.3,0,56.261363270000004,0.0003,-30.56899536097009,1280,3992,44.40009196097972,4,6.19,0,,
,,,,24138,,,,,1212,-0.1646837,18,40,26.702201361842896,56.2,0,56.17750049,0.0003,-26.702201361842896,1280,3996,36.99863794573976,4,6.18,0,,
,,,,24159,,,,,1212,0.14982699,18,40,35.24472142700323,55.7,0,55.707024759999996,0.0003,-35.24472142700323,1280,4000,53.796066432346656,4,6.13,0,,
,,,,24186,,,,,1212,0.11323026,18,40,39.37133215000972,55.7,0,55.70549266,0.0003,-39.37133215000972,1280,4004,58.09906633531023,4,6.13,0,,
,,,,24206,,,,,1222,0.10205853,18,40,26.29707884836254,55.5,0,55.523613489999995,0.0003,-26.29707884836254,1291,4008,37.96505198402903,4,6.11,0,,
,,,,24236,,,,,1222,-0.050232567,18,40,48.63203662243276,55.9,0,55.897678289999995,0.0003,-48.63203662243276,1291,4012,71.8163214021076,4,6.15,0,,
,,,,24261,,,,,1222,-0.25815398,18,40,26.729496548920203,56.5,0,56.543526560000004,0.0003,-26.729496548920203,1291,4016,36.17172374022109,4,6.22,0,,
,,,,24287,,,,,1222,-0.14967124,18,40,30.803382502383588,57.1,0,57.09021736999998,0.0003,-30.803382502383588,1291,4020,43.18681767795481,4,6.28,0,,
,,,,24309,,,,,1232,0.07639209,18,40,30.816482161112877,56.8,0,56.81420698,0.0003,-30.816482161112877,1301,4024,45.16548528173905,4,6.25,0,,
,,,,24330,,,,,1232,-0.18938431,18,40,26.4980288671125,56.1,0,56.07058731000001,0.0003,-26.4980288671125,1301,4028,37.51065520095683,4,6.17,0,,
,,,,24352,,,,,1232,0.09170812,18,40,31.147047757713594,55.5,0,55.51232202999999,0.0003,-31.147047757713594,1301,4032,45.51469618771458,4,6.11,0,,
,,,,24372,,,,,1232,-0.08568892,18,40,31.196411866091964,55.1,0,55.128232260000004,0.0003,-31.196411866091964,1301,4036,46.43165643065329,4,6.07,0,,
,,,,24400,,,,,1242,0.16996002,18,40,21.722058038289656,55.0,0,54.95286363999999,0.0003,-21.722058038289656,1311,4040,27.685948720154972,4,6.05,0,,
,,,,24428,,,,,1242,-0.11932448,18,40,35.337101991751275,55.5,0,55.507564079999995,0.0003,-35.337101991751275,1311,4044,50.0526941454986,4,6.11,0,,
,,,,24451,,,,,1242,-0.17367506,18,40,26.476632186438813,55.5,0,55.516269920000006,0.0003,-26.476632186438813,1311,4048,36.68763477844765,4,6.11,0,,
,,,,24476,,,,,1242,0.10863167,18,40,30.904383195828192,55.4,0,55.42698860999999,0.0003,-30.904383195828192,1312,4052,43.96039584124978,4,6.1,0,,
,,,,24500,,,,,1253,-0.26069766,18,40,22.34235017325152,54.9,0,54.876420079999995,0.0003,-22.34235017325152,1322,4056,28.938959520368368,4,6.04,0,,
,,,,24527,,,,,1253,0.14389417,18,40,21.929649450763677,55.3,0,55.2541451,0.0003,-21.929649450763677,1322,4060,28.151747104702117,4,6.08,0,,
,,,,24546,,,,,1253,0.14927474,18,41,21.93481078568826,54.8,0,54.7771655,0.0003,-21.93481078568826,1322,4064,30.47350718662195,4,6.03,0,,
,,,,24575,,,,,1253,0.31761253,18,41,30.871492231158243,55.0,0,54.95930593,0.0003,-30.871492231158243,1322,4068,42.45950056577343,4,6.05,0,,
,,,,24600,,,,,1263,0.15308376,18,41,30.95020940472548,54.8,0,54.78302424,0.0003,-30.95020940472548,1332,4072,44.06880505487851,4,6.03,0,,
,,,,24621,,,,,1263,0.22287129,18,41,21.844195792741907,55.0,0,54.977396590000005,0.0003,-21.844195792741907,1333,4076,29.892710298410364,4,6.05,0,,
,,,,24649,,,,,1263,-0.09287194,18,41,30.99257830013663,54.9,0,54.88575854999999,0.0003,-30.99257830013663,1333,4080,42.49711193702854,4,6.04,0,,
,,,,24670,,,,,1263,0.14719836,18,41,26.395627996459456,54.7,0,54.69930328,0.0003,-26.395627996459456,1333,4084,37.77931674173445,4,6.02,0,,
,,,,24691,,,,,1263,-0.25221616,18,41,22.18647330796216,54.4,0,54.41234551,0.0003,-22.18647330796216,1333,4088,29.700363615242956,4,5.99,0,,
,,,,24717,,,,,1273,-0.13765849,18,41,39.521082426341806,54.7,0,54.690270930000004,0.0003,-39.521082426341806,1343,4092,58.58452702441222,4,6.02,0,,
,,,,24742,,,,,1273,0.3898465,18,41,35.27090670376758,54.9,0,54.89295669999999,0.0003,-35.27090670376758,1343,4096,52.07722126924958,4,6.04,0,,
,,,,24764,,,,,1273,0.11922236,18,41,26.322454196124745,55.0,0,54.990626920000004,0.0003,-26.322454196124745,1343,4100,37.32248036572162,4,6.05,0,,
,,,,24786,,,,,1273,-0.20038934,18,41,26.6670736600989,54.5,0,54.515204139999994,0.0003,-26.6670736600989,1343,4104,37.353454233044474,4,6.0,0,,
,,,,24810,,,,,1284,0.14935957,18,41,21.696824748371398,54.9,0,54.88122453999999,0.0003,-21.696824748371398,1354,4108,28.71396419486141,4,6.04,0,,
,,,,24837,,,,,1284,-0.22747159,18,41,26.753225872285377,54.6,0,54.60353547999999,0.0003,-26.753225872285377,1354,4112,35.5274416851715,4,6.01,0,,
,,,,24859,,,,,1284,0.23348242,18,41,39.196864548997446,54.3,0,54.327821899999996,0.0003,-39.196864548997446,1354,4116,61.071948540904124,4,5.98,0,,
,,,,24894,,,,,1284,0.12687927,18,41,43.99667770393465,55.2,0,55.167299799999995,0.0003,-43.99667770393465,1354,4120,61.044303143106816,4,6.07,0,,
,,,,24921,,,,,1294,0.2132397,18,41,44.32702687110456,55.6,0,55.61888086,0.0003,-44.32702687110456,1364,4124,66.53197467300019,4,6.12,0,,
,,,,24947,,,,,1294,-0.056481257,18,41,43.80755271012878,56.1,0,56.07123739000001,0.0003,-43.80755271012878,1364,4128,66.3840613753752,4,6.17,0,,
,,,,24970,,,,,1294,0.11724382,18,41,39.288189977032296,56.2,0,56.152379740000015,0.0003,-39.288189977032296,1365,4132,60.39685863384402,4,6.18,0,,
,,,,24993,,,,,1294,0.13165334,18,41,35.3841788949667,56.4,0,56.42772870999999,0.0003,-35.3841788949667,1365,4136,52.85313412726508,4,6.21,0,,
,,,,25022,,,,,1304,0.09299623,18,41,39.794796634268124,56.5,200,56.52445275000001,0.0003,-39.794796634268124,1380,4140,57.28053248298892,4,6.22,5,340.46396,122.9629
,,,,25059,,,,,1304,0.15828368,18,41,48.383498774003996,57.4,200,57.365180390000006,0.0003,-48.383498774003996,1380,4144,66.94686788607068,4,6.31,5,,
,,,,25095,,,,,1304,0.13249062,18,41,44.38354449160713,58.6,200,58.59107855,0.0003,-44.38354449160713,1381,4148,60.701699799019444,4,6.44,5,,
,,,,25134,,,,,1315,17.049164,18,41,28.328608318538627,59.9,400,59.90774204,0.0003,-27.32598153586336,1393,4152,58.82508706171895,4,6.58,7,181.90627,97.16977
,,,,25185,,,,,1315,16.47914,18,42,37.12006323967569,62.4,400,62.43171238000001,0.0003,-36.700945488478574,1394,4156,64.64123929232522,4,6.85,7,,
,,,,25250,,,,,1325,28.071896,17,42,25.980078394908958,66.0,600,65.99215539,0.0003,-20.901624990660217,1406,4160,50.819298013040815,4,7.23,9,115.41259,77.791985
,,,,25306,,,,,1336,33.09908,17,42,25.821122409966772,69.5,800,69.46860897999998,0.0003,-15.963802418620858,1419,4164,55.683145194287306,5,7.6,12,84.58925,68.837555
,,,,25370,,,,,1336,36.556694,17,42,28.369747588021728,72.8,800,72.75370709,0.0003,-21.20968685076271,1420,4168,62.4646026579026,5,7.95,12,,
,,,,25443,,,,,1346,44.32585,17,42,33.658171815361776,77.2,1000,77.24109821,0.0003,-25.900853350282414,1433,4172,72.3431651043427,5,8.43,14,67.15205,72.84263
,,,,25530,,,,,1357,53.09022,17,42,56.67816091228535,83.4,1200,83.41567365,0.0003,-50.301560779458995,1446,4176,100.92649644420928,5,9.09,16,64.33212,72.28135
,,,,25595,,,,,1357,52.502056,17,42,24.71399873476293,86.9,1200,86.86757096,0.0003,-8.959421666558208,1446,4180,66.89447703075808,5,9.46,16,,
,,,,25692,,,,,1367,62.5785,17,42,63.19923798651992,94.0,1400,93.96630309999999,0.0003,-52.16515242193532,1459,4184,104.53055686286075,5,10.22,19,57.001797,103.9211
,,,,25790,,,,,1378,68.47075,17,42,46.93593305006507,101.2,1600,101.15737615999998,0.0003,-34.744110853167406,1473,4188,90.22133046199033,5,10.99,21,61.32715,104.69371
,,,,25934,,,,,1399,82.60349,17,43,57.200364921498085,112.2,2000,112.18799986,0.0003,-43.811306574199,1499,4192,73.88825204696664,5,12.17,26,72.231346,165.42583
,,,,26049,,,,,1410,84.381134,17,43,36.31473399149068,120.6,2200,120.56602187000003,0.0003,-25.78886549580909,1512,4196,83.07167114951906,5,13.07,28,96.2872,216.85175
,,,,26228,,,,,1431,100.69661,17,43,44.93684365203691,135.2,2600,135.23623433000003,0.0003,-29.546630223964648,1539,4200,54.08772186348058,5,14.64,33,165.8826,305.46527
,,,,26369,,,,,1442,119.42854,16,43,105.46577794547522,146.3,2800,146.34385428999997,0.0003,-92.9605491386699,1552,4204,159.019766250914,6,15.83,35,161.5875,334.34518
,,,,26581,,,,,1464,131.877,16,44,83.03578611772313,163.9,3200,163.90438303000002,0.0003,-70.1101762362541,1580,4208,72.17671335333642,6,17.71,40,183.51932,454.475
,,,,26813,,,,,1496,146.35043,16,44,61.55642826263208,183.1,3800,183.05341248999997,0.0003,-45.600053984895816,1619,4212,54.627892434644394,6,19.76,46,306.90497,749.9906
,,,,27032,,,,,1518,182.63022,16,44,109.18041916151725,201.5,4200,201.47802715999998,0.0003,-82.92712009958741,1646,4216,105.4454355761996,6,21.73,51,291.69025,1196.471
,,,,27191,,,,,1528,173.99924,16,45,38.11763013276326,213.1,4400,213.06635484999998,0.0003,-0.49353918677366,1659,4220,98.93579245014324,6,22.97,53,305.78827,1145.5186
,,,,27981,,,,,1613,282.54675,15,46,503.9194813657321,284.4,6000,284.42542935999995,0.0003,-498.0258854362558,1766,4224,135.4467110555861,7,30.6,73,249.43283,2458.9463
25,2213.3,9357.577249181819,1000.0,30001,114.94707,935.7487670957067,860.40704,17.288490873971114,,,,,,,,,,,,,,,,,,
,,,,30101,,,,,1847,750.5773,14,49,219.0134994016415,480.3,10400,480.27319964,0.0003,-91.86270954085691,2083,4228,0.012084972132780734,9,51.54,125,1499.4806,28620.81
,,,,33654,,,,,2227,943.4868,13,54,176.4221451139317,810.3,17400,810.3263477400001,0.0003,175.74048487535532,2557,4232,7.493494755945904e-11,12,86.84,209,1840.3767,34307.2
,,,,36181,,,,,2503,967.89667,12,58,132.52490923035774,1044.4,22400,1044.3611945399998,0.0003,125.78604279373118,2899,4236,0.00020204884065318248,14,111.88,267,2009.634,39277.473
,,,,39840,,,,,2918,980.17267,11,64,151.9259975747365,1383.5,29800,1383.52036521,0.0003,138.85438633778145,3406,4240,2.312916976845097e-09,18,148.18,349,2452.6938,47184.79
24,3668.3,9353.956606363636,1000.0,40001,294.8359,935.4567891008584,741.6998,-101.08554976380107,,,,,,,,,,,,,,,,,,
,,,,43043,,,,,3279,958.71265,11,69,165.9165213902153,1679.2,36200,1679.2300079,0.0003,163.39027598639714,3877,4244,8.119582984395726e-09,20,179.84,426,1983.3611,39584.066
,,,,45696,,,,,3571,955.86194,10,72,179.8992501970452,1923.6,41400,1923.62964752,0.0003,179.67689203377086,4234,4248,8.763270040843024e-07,23,206.01,485,2188.268,37936.688
,,,,48586,,,,,3910,994.82086,10,77,155.41876227191014,2189.8,47200,2189.7962286800002,0.0003,153.49375304900997,4649,4252,5.255578195026273e-06,25,234.52,553,2068.3625,49700.41
24,4629.2,9348.024036272727,1000.0,50001,284.87784,934.9838812173358,826.9107,-15.32830283477358,,,,,,,,,,,,,,,,,,
,,,,50837,,,,,4183,962.33026,10,80,234.2566387543196,2395.2,51800,2395.15497344,0.0003,233.901857443285,5004,4256,1.2331256817583634e-05,27,256.52,604,2197.4429,50241.824
,,,,52264,,,,,4350,863.21954,10,82,544.5793650229028,2522.3,54600,2522.3300845999997,0.0003,544.2925444231767,5206,4260,0.0007973431121382541,28,270.14,636,2103.9937,41113.387
,,,,54467,,,,,4614,946.0234,9,85,172.79718478486345,2722.6,59000,2722.63989703,0.0003,151.3723053855547,5530,4264,0.00018796499250516946,30,291.61,689,2596.669,49967.887
,,,,57242,,,,,4958,907.29956,9,89,497.02384688566053,2975.7,64600,2975.741397570001,0.0003,496.9411996539143,5943,4268,1.888844486520374e-09,33,318.72,751,1938.7634,40960.18
,,,,58144,,,,,5067,966.0999,9,91,185.3410605589962,3053.2,66400,3053.15184602,0.0003,184.3177197494969,6076,4272,48.535627061384474,33,327.01,774,2106.9058,43376.16
,,,,59528,,,,,5235,981.9358,9,93,142.39376547316851,3174.2,69200,3174.2389008000005,0.0003,140.60549411458163,6282,4276,19.688792916852787,34,339.98,807,2027.5671,68403.67
2,4213.9,997.613424,106.81818181818181,60001,406.60364,609.8355061187322,735.9164,374.4927534059092,,,,,,,,,,,,,,,,,,
,,,,61238,,,,,5446,943.62775,9,95,135.34883733825845,3327.8,72600,3327.7818538100005,0.0003,130.39941488803674,6541,4280,0.07218933387217856,36,356.43,848,1679.7612,48999.715
,,,,63618,,,,,5747,921.6119,9,99,303.70897944968107,3540.9,77400,3540.89327074,0.0003,295.6394432856877,6906,4284,6.242515999762414e-07,38,379.26,905,1620.9882,48193.95
,,,,66733,,,,,6136,980.396,9,103,140.0321381757659,3822.4,83600,3822.3547076899995,0.0003,139.8398828011673,7377,4288,5.477659347983462e-07,41,409.43,980,1969.8403,58598.83
,,,,69786,,,,,6515,965.2344,8,108,133.37192031236785,4093.7,89600,4093.7205152600004,0.0003,124.88100006103082,7835,4292,1.0201604723200562e-06,43,438.52,1052,1896.3147,77928.86
24,4767.1,9350.791332818182,1000.0,70001,125.883156,935.1046712212828,952.5201,110.01628754486669,,,,,,,,,,,,,,,,,,
,,,,71308,,,,,6718,854.04694,8,110,283.750491137634,4225.0,92800,4225.02534503,0.0003,283.64668544005923,8105,4296,0.001927528925607092,45,452.59,1089,1965.8475,78917.73
,,,,75298,,,,,7221,957.25,8,116,119.28684971497277,4580.5,100600,4580.53088904,0.0003,116.41443269228438,8710,4300,8.303029642890965e-11,48,490.7,1181,1766.397,57656.35
,,,,76907,,,,,7440,818.42236,8,118,404.6746908596482,4717.4,104000,4717.4472065,0.0003,404.6239485630102,8974,4304,0.00023838240330799405,49,505.38,1220,1426.6049,55545.656
,,,,79664,,,,,7798,935.6193,8,122,124.1845488194339,4954.8,109400,4954.769183279999,0.0003,118.93821896416912,9401,4308,2.5983675213854243e-06,52,530.83,1283,1261.3416,51608.31
24,5278.2,9317.827610818182,1000.0,80001,575.4659,933.7784474782676,311.3616,-527.977086440314,,,,,,,,,,,,,,,,,,
,,,,81824,,,,,8087,875.49866,8,125,283.50989201007076,5134.6,113800,5134.553370099999,0.0003,274.00686927336284,9771,4312,4.348814827929224e-06,54,550.11,1334,1443.0707,62191.6
,,,,83336,,,,,8288,940.8647,8,128,118.65147504377254,5255.1,116800,5255.095648099999,0.0003,117.06929739107996,10012,4316,1.1909817347278597,55,563.04,1370,1697.8325,74207.0
,,,,85892,,,,,8629,956.35675,8,131,117.90410828171771,5478.5,121800,5478.524752990001,0.0003,116.7869196289141,10418,4320,0.0001506883415816409,57,587.01,1427,1645.5011,69532.664
,,,,88114,,,,,8941,952.1717,8,135,114.13661069810802,5611.8,126400,5611.829937049999,0.0003,112.87456582469933,10789,4324,0.004324715456913777,59,601.33,1481,1472.8795,76822.76
24,6192.5,9308.147121636364,1000.0,90001,574.2579,932.6365775955551,321.81375,-516.6699702666023,,,,,,,,,,,,,,,,,,
,,,,90388,,,,,9242,745.1771,8,138,443.37965701670055,5625.5,130800,5625.5151246899995,0.0003,443.1428805322753,11172,4328,1.441287071293449e-07,61,602.87,1532,1969.6183,83318.85
,,,,91940,,,,,9462,902.5821,8,140,299.57063675587665,5438.1,134000,5438.05696429,0.0003,299.46072523765014,11433,4332,0.001983966224958769,63,582.86,1569,1182.4028,52360.547
,,,,94435,,,,,9811,857.65533,7,144,455.0524913872702,5434.5,139000,5434.516391779999,0.0003,454.0488106967671,11846,4336,3.020227234209274e-08,65,582.54,1627,1544.2739,68725.38
,,,,96595,,,,,10104,840.63965,7,147,500.60176547170016,5293.9,143200,5293.94400519,0.0003,500.39335696457096,12194,4340,5.820512309299169e-07,67,567.55,1675,1654.1586,84951.96
,,,,99551,,,,,10512,930.4279,7,151,148.4489598933809,5270.1,149200,5270.1184586300005,0.0003,148.0376158102684,12679,4344,5.978091008660253e-08,69,565.08,1744,1351.1396,71830.12
24,7210.0,9297.845845545455,1000.0,100001,583.3155,932.3306447969785,276.94394,-560.5399128991929,,,,,,,,,,,,,,,,,,
