eval_eplenmean,eval_abs_qs_difference,eval_ep_rewmean,eval_discount_q,eval_time_elapsed,eval_qs_difference,eval_qs,eval mean 100 episode reward,total timesteps,discount_q,update_time,act_time,n_updates,current_lr,eplenmean,train_time,ep_rewmean,qs_abs_difference,time_elapsed,qs_difference,mean 100 episode reward,episodes,fps,env_time,qs_mean,qfs_loss,q_grad_norm
5.181818181818182,3.4654665,5.181818181818182,5.06612976104872,0,-3.4654668410409997,-0.42015904,5.2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,20141,3.255434019193122,853,3,0,0.0003,5.48,0,5.48,1.9192560200510025,905,-1.9192560200510025,5.5,3576,22,28,0.55586874,,
,,,,,,,,20170,7.073484326563447,853,3,0,0.0003,5.58,0,5.58,4.1054298414730255,905,-4.088497883804298,5.6,3580,22,28,0.78047436,,
,,,,,,,,20191,5.033048642002996,853,3,0,0.0003,5.56,0,5.56,2.899296855004543,905,-2.899296855004543,5.6,3584,22,29,0.5429496,,
,,,,,,,,20219,2.310207219551405,862,3,0,0.0003,5.67,0,5.67,1.2061757362206775,914,-1.1118572668552398,5.7,3588,22,29,0.8748427,,
,,,,,,,,20232,2.68610520098365,862,3,0,0.0003,5.51,0,5.51,1.163954021167755,914,-1.1351905680020649,5.5,3592,22,29,0.8515094,,
,,,,,,,,20264,6.069780484936531,862,3,0,0.0003,5.59,0,5.59,3.6112344383075707,914,-3.585832607634353,5.6,3596,22,29,0.81072676,,
,,,,,,,,20282,2.554459319120091,862,3,0,0.0003,5.56,0,5.56,1.4380836701711017,914,-1.4380836701711017,5.6,3600,22,29,0.54861635,,
,,,,,,,,20302,4.215141704405765,870,3,0,0.0003,5.42,0,5.42,2.149888469320252,923,-2.149888469320252,5.4,3604,21,29,0.8104103,,
,,,,,,,,20319,2.580261938505142,870,3,0,0.0003,5.34,0,5.34,1.2262788133144378,923,-1.1657452102820078,5.3,3608,22,29,0.8209548,,
,,,,,,,,20345,3.1587443733890668,870,3,0,0.0003,5.4,0,5.4,1.7687012885627746,923,-1.6937634681282043,5.4,3612,22,29,0.7813613,,
,,,,,,,,20370,6.512183398478011,870,3,0,0.0003,5.4,0,5.4,3.722011168189334,923,-3.722011168189334,5.4,3616,22,29,0.67454815,,
,,,,,,,,20393,4.089947780643209,870,3,0,0.0003,5.51,0,5.51,2.1289213911113283,923,-2.080560852628662,5.5,3620,22,29,0.879738,,
,,,,,,,,20412,6.91696304231297,878,3,0,0.0003,5.46,0,5.46,3.6406626297905915,931,-3.6170635415986054,5.5,3624,21,29,0.77949584,,
,,,,,,,,20436,3.2228796790011907,878,3,0,0.0003,5.44,0,5.44,1.5531275455770492,931,-1.5410043780622482,5.4,3628,21,29,0.9341204,,
,,,,,,,,20448,2.713237576751162,878,3,0,0.0003,5.38,0,5.38,1.4980846361637115,931,-1.4980846361637115,5.4,3632,21,29,0.48861536,,
,,,,,,,,20466,4.300726154888037,878,3,0,0.0003,5.38,0,5.38,2.158105613332703,931,-2.1445453182277223,5.4,3636,21,29,0.8157536,,
,,,,,,,,20492,12.529510845356114,878,3,0,0.0003,5.39,0,5.39,6.915582334490026,932,-6.915582334490026,5.4,3640,21,29,0.72293174,,
,,,,,,,,20513,7.665700349487071,887,3,0,0.0003,5.45,0,5.45,4.165176673128528,940,-4.165176673128528,5.5,3644,21,29,0.70379555,,
,,,,,,,,20565,13.201388955635391,887,3,0,0.0003,5.75,0,5.75,9.055986959266386,940,-9.055986959266386,5.8,3648,21,29,0.80794716,,
,,,,,,,,20578,2.68610520098365,887,3,0,0.0003,5.7,0,5.7,1.4480756140073139,940,-1.4480756140073139,5.7,3652,21,29,0.53862435,,
,,,,,,,,20597,2.5289147259288898,887,3,0,0.0003,5.69,0,5.69,1.1337396121342975,940,-1.1213203088760375,5.7,3656,21,29,0.86537963,,
,,,,,,,,20621,4.049048302836777,896,3,0,0.0003,5.72,0,5.72,2.4357334748324893,949,-2.4357334748324893,5.7,3660,21,29,0.52456534,,
,,,,,,,,20642,5.901794454771974,896,3,0,0.0003,5.64,0,5.64,3.091434463536053,949,-3.0701037322803857,5.6,3664,21,29,0.85088825,,
,,,,,,,,20668,7.290004757877157,896,3,0,0.0003,5.69,0,5.69,4.1058109933081495,949,-4.072938051549252,5.7,3668,21,29,0.79603416,,
,,,,,,,,20681,3.599622448467291,896,3,0,0.0003,5.63,0,5.63,1.6007901613531113,949,-1.6007901613531113,5.6,3672,21,29,0.8743346,,
,,,,,,,,20707,3.1587443733890668,904,3,0,0.0003,5.66,0,5.66,1.9412376617012024,958,-1.9412376617012024,5.7,3676,21,29,0.5338871,,
,,,,,,,,20729,7.5890433459921995,904,3,0,0.0003,5.59,0,5.59,4.245061771797792,958,-4.245061771797792,5.6,3680,21,29,0.6239105,,
,,,,,,,,20760,6.131091398925789,904,3,0,0.0003,5.69,0,5.69,3.79725872416048,958,-3.79725872416048,5.7,3684,21,29,0.5993006,,
,,,,,,,,20784,4.883562064286864,904,3,0,0.0003,5.65,0,5.65,2.9814476868231234,958,-2.9814476868231234,5.7,3688,21,29,0.46079883,,
,,,,,,,,20809,3.1906508822111785,913,3,0,0.0003,5.77,0,5.77,1.956716883641243,967,-1.956716883641243,5.8,3692,21,29,0.5184079,,
,,,,,,,,20838,4.644218931205913,913,3,0,0.0003,5.74,0,5.74,2.7898739080348745,967,-2.7898739080348745,5.7,3696,21,29,0.6523726,,
,,,,,,,,20853,2.632651707484075,913,3,0,0.0003,5.71,0,5.71,1.2708964463392893,967,-1.1699922995090484,5.7,3700,21,29,0.8167077,,
,,,,,,,,20876,2.429265395357535,913,3,0,0.0003,5.74,0,5.74,1.2418800707976023,967,-1.141986024014155,5.7,3704,21,29,0.844714,,
,,,,,,,,20892,2.6063251904092346,913,3,0,0.0003,5.73,0,5.73,1.1646923339684803,967,-1.1426763650099436,5.7,3708,21,29,0.84402364,,
,,,,,,,,20917,3.1906508822111785,922,3,0,0.0003,5.72,0,5.72,1.918591815691948,976,-1.918591815691948,5.7,3712,21,30,0.5565329,,
,,,,,,,,20937,2.503625578669601,922,3,0,0.0003,5.67,0,5.67,1.1690961039384205,976,-1.0844172156174976,5.7,3716,21,30,0.9022828,,
,,,,,,,,20951,2.6592441489738134,922,3,0,0.0003,5.58,0,5.58,1.2154080685297648,976,-1.143875342241923,5.6,3720,21,30,0.84282464,,
,,,,,,,,20980,8.73416671184912,922,3,0,0.0003,5.68,0,5.68,5.05161603547181,976,-5.05161603547181,5.7,3724,21,30,0.7528128,,
,,,,,,,,20994,3.563626223982618,922,3,0,0.0003,5.58,0,5.58,1.6907741536316871,976,-1.6353361715493202,5.6,3728,21,30,0.83978856,,
,,,,,,,,21007,3.599622448467291,930,3,0,0.0003,5.59,0,5.59,2.000555980664253,985,-2.000555980664253,5.6,3732,21,30,0.47456872,,
,,,,,,,,21020,2.68610520098365,930,3,0,0.0003,5.54,0,5.54,1.1513551589171092,985,-1.1337712323983509,5.5,3736,21,30,0.8529288,,
,,,,,,,,21037,2.580261938505142,930,3,0,0.0003,5.45,0,5.45,1.4635626292546589,985,-1.4635626292546589,5.5,3740,21,30,0.5231374,,
,,,,,,,,21063,2.357113783850021,930,3,0,0.0003,5.5,0,5.5,1.1751349485238392,985,-1.0843991951465606,5.5,3744,21,30,0.90230083,,
,,,,,,,,21095,2.219175837374274,930,3,0,0.0003,5.3,0,5.3,1.3031542814095813,985,-1.3031542814095813,5.3,3748,21,30,0.68354577,,
,,,,,,,,21114,3.388973080570178,939,3,0,0.0003,5.36,0,5.36,1.7496563826618194,994,-1.6728783284244537,5.4,3752,21,30,0.8022464,,
,,,,,,,,21142,2.310207219551405,939,3,0,0.0003,5.45,0,5.45,1.209555011622111,994,-1.1576301471710204,5.5,3756,21,30,0.82906985,,
,,,,,,,,21166,2.40497274140396,939,3,0,0.0003,5.45,0,5.45,1.4533545589764911,994,-1.4533545589764911,5.5,3760,21,30,0.53334546,,
,,,,,,,,21187,4.172990287361707,939,3,0,0.0003,5.45,0,5.45,2.280252929073288,994,-2.280252929073288,5.5,3764,21,30,0.6800459,,
,,,,,,,,21214,2.3335426460115203,948,3,0,0.0003,5.46,0,5.46,1.4833997901598612,1003,-1.4833997901598612,5.5,3768,21,30,0.5033002,,
,,,,,,,,21227,2.68610520098365,948,3,0,0.0003,5.46,0,5.46,1.4370230253855387,1003,-1.4370230253855387,5.5,3772,21,30,0.54967695,,
,,,,,,,,21255,2.310207219551405,948,3,0,0.0003,5.48,0,5.48,1.4294678287029265,1003,-1.4294678287029265,5.5,3776,21,30,0.55723214,,
,,,,,,,,21294,4.925128689757028,948,4,0,0.0003,5.65,0,5.65,3.253907639742914,1003,-3.253907639742914,5.7,3780,21,30,0.66708434,,
,,,,,,,,21318,3.2228796790011907,957,4,0,0.0003,5.58,0,5.58,1.9666228328762054,1012,-1.9666228328762054,5.6,3784,21,30,0.5085019,,
,,,,,,,,21341,3.255434019193122,957,4,0,0.0003,5.57,0,5.57,1.5881319974479675,1012,-1.5881319974479675,5.6,3788,21,30,0.8869928,,
,,,,,,,,21354,2.68610520098365,957,4,0,0.0003,5.45,0,5.45,1.1468032614707946,1012,-1.1468032614707946,5.5,3792,21,30,0.83989674,,
,,,,,,,,21374,3.3550833497644765,957,4,0,0.0003,5.36,0,5.36,1.695893827539444,1012,-1.695893827539444,5.4,3796,21,30,0.77923095,,
,,,,,,,,21414,4.875877402859458,966,4,0,0.0003,5.61,0,5.61,3.1590845092034288,1021,-3.138600197963369,5.6,3800,20,30,0.78239185,,
,,,,,,,,21432,4.300726154888037,966,4,0,0.0003,5.56,0,5.56,2.2271301284846805,1021,-2.1675877109584354,5.6,3804,20,30,0.7927111,,
,,,,,,,,21462,5.391391025537509,966,4,0,0.0003,5.7,0,5.7,3.0337279840207048,1021,-3.0074601148887994,5.7,3808,21,30,0.9135319,,
,,,,,,,,21484,2.453803429654076,966,4,0,0.0003,5.67,0,5.67,1.4658536728541056,1021,-1.4658536728541056,5.7,3812,21,30,0.5208463,,
,,,,,,,,21511,2.3335426460115203,975,4,0,0.0003,5.74,0,5.74,1.4458136972109477,1030,-1.4458136972109477,5.7,3816,20,30,0.54088634,,
,,,,,,,,21531,5.083887517174743,975,4,0,0.0003,5.8,0,5.8,2.8556658377964435,1031,-2.8556658377964435,5.8,3820,20,30,0.5865807,,
,,,,,,,,21565,4.416605993134035,975,4,0,0.0003,5.85,0,5.85,2.6773230185825767,1031,-2.6395767878213663,5.8,3824,20,30,0.8026697,,
,,,,,,,,21595,5.391391025537509,975,4,0,0.0003,6.01,0,6.01,3.116115380288187,1031,-3.0794854309909634,6.0,3828,20,30,0.8415066,,
,,,,,,,,21613,3.423205131889069,984,4,0,0.0003,6.06,0,6.06,1.9318640117464065,1040,-1.9318640117464065,6.1,3832,20,30,0.54326075,,
,,,,,,,,21635,4.13126038448809,984,4,0,0.0003,6.15,0,6.15,2.162417991500809,1040,-2.119545753341629,6.2,3836,20,31,0.84075296,,
,,,,,,,,21657,5.842776510224254,984,4,0,0.0003,6.2,0,6.2,3.0805884660322276,1040,-3.0805884660322276,6.2,3840,20,31,0.8404036,,
,,,,,,,,21670,2.68610520098365,984,4,0,0.0003,6.07,0,6.07,1.4134541766166686,1040,-1.4134541766166686,6.1,3844,20,31,0.5732458,,
,,,,,,,,21697,5.5564223250127105,984,4,0,0.0003,6.02,0,6.02,3.1472664876675553,1040,-3.1070657433111277,6.0,3848,20,31,0.8139263,,
,,,,,,,,21713,4.38804831638408,993,4,0,0.0003,5.99,0,5.99,2.142114116292908,1049,-2.142114116292908,6.0,3852,20,31,0.8181847,,
,,,,,,,,21728,3.527989961742792,993,4,0,0.0003,5.86,0,5.86,1.9052334536728859,1049,-1.9052334536728859,5.9,3856,20,31,0.5698913,,
,,,,,,,,21748,5.083887517174743,993,4,0,0.0003,5.82,0,5.82,2.846367006572002,1049,-2.846367006572002,5.8,3860,20,31,0.5958795,,
,,,,,,,,21766,2.554459319120091,993,4,0,0.0003,5.79,0,5.79,1.2606699085553486,1049,-1.1595656490643818,5.8,3864,20,31,0.8271344,,
,,,,,,,,21784,7.900348603355328,993,4,0,0.0003,5.7,0,5.7,4.013094266316283,1049,-4.013094266316283,5.7,3868,20,31,0.85587794,,
,,,,,,,,21800,3.4927100621253633,1002,4,0,0.0003,5.73,0,5.73,1.9834410433588028,1058,-1.9834410433588028,5.7,3872,20,31,0.49168372,,
,,,,,,,,21821,2.478589322882905,1002,4,0,0.0003,5.66,0,5.66,1.4548145747502643,1058,-1.4548145747502643,5.7,3876,20,31,0.53188545,,
,,,,,,,,21840,3.388973080570178,1002,4,0,0.0003,5.46,0,5.46,1.9266646166262626,1058,-1.9266646166262626,5.5,3880,20,31,0.5484601,,
,,,,,,,,21866,5.612547803043142,1002,4,0,0.0003,5.48,0,5.48,3.0481162046715142,1058,-3.016078946523321,5.5,3884,20,31,0.90491307,,
,,,,,,,,21883,2.580261938505142,1002,4,0,0.0003,5.42,0,5.42,1.4507256961186725,1058,-1.4507256961186725,5.4,3888,20,31,0.5359743,,
,,,,,,,,21905,4.982718155582965,1011,4,0,0.0003,5.51,0,5.51,2.8092739533105626,1068,-2.8092739533105626,5.5,3892,20,31,0.63297254,,
,,,,,,,,21924,2.5289147259288898,1011,4,0,0.0003,5.5,0,5.5,1.456199886035919,1068,-1.456199886035919,5.5,3896,20,31,0.5305001,,
,,,,,,,,21946,8.475428217708329,1011,4,0,0.0003,5.32,0,5.32,4.6582494235876615,1068,-4.6582494235876615,5.3,3900,20,31,0.68000484,,
,,,,,,,,21961,3.527989961742792,1011,4,0,0.0003,5.29,0,5.29,1.749581176501274,1068,-1.749581176501274,5.3,3904,20,31,0.7255436,,
,,,,,,,,21985,2.40497274140396,1011,4,0,0.0003,5.23,0,5.23,1.4589453753153483,1068,-1.4589453753153483,5.2,3908,20,31,0.5277546,,
,,,,,,,,22008,6.644407099763299,1020,4,0,0.0003,5.24,0,5.24,3.6511682762578004,1077,-3.6511682762578004,5.2,3912,20,31,0.7453911,,
,,,,,,,,22027,5.135239916338124,1020,4,0,0.0003,5.16,0,5.16,2.546562030982886,1077,-2.508007124137793,5.2,3916,20,31,0.9342394,,
,,,,,,,,22050,3.255434019193122,1020,4,0,0.0003,5.19,0,5.19,1.8854452033457756,1077,-1.8854452033457756,5.2,3920,20,31,0.58967954,,
,,,,,,,,22073,4.089947780643209,1020,4,0,0.0003,5.08,0,5.08,2.406961359125092,1077,-2.406961359125092,5.1,3924,20,31,0.55333745,,
,,,,,,,,22102,9.57710990523305,1029,4,0,0.0003,5.07,0,5.07,5.534316353234336,1086,-5.534316353234336,5.1,3928,20,31,0.73320276,,
,,,,,,,,22119,7.057405409971401,1029,4,0,0.0003,5.06,0,5.06,3.6146191714145117,1086,-3.6146191714145117,5.1,3932,20,31,0.7819402,,
,,,,,,,,22145,2.357113783850021,1029,4,0,0.0003,5.1,0,5.1,1.470627587668101,1087,-1.470627587668101,5.1,3936,20,31,0.51607245,,
,,,,,,,,22162,3.45778296150411,1029,4,0,0.0003,5.05,0,5.05,1.9261433814582825,1087,-1.9261433814582825,5.0,3940,20,31,0.54898137,,
,,,,,,,,22197,9.016658864408607,1029,4,0,0.0003,5.27,0,5.27,5.491293757888363,1087,-5.491293757888363,5.3,3944,20,31,0.7762254,,
,,,,,,,,22217,8.647513741157361,1039,4,0,0.0003,5.2,0,5.2,4.63627512820993,1096,-4.63627512820993,5.2,3948,20,31,0.7019791,,
,,,,,,,,22241,5.726505257670792,1039,4,0,0.0003,5.28,0,5.28,3.4170232986732842,1096,-3.380977679253641,5.3,3952,20,31,0.5400144,,
,,,,,,,,22259,2.554459319120091,1039,4,0,0.0003,5.31,0,5.31,1.2330344732920329,1096,-1.160790067545573,5.3,3956,20,31,0.8259099,,
,,,,,,,,22287,2.310207219551405,1039,4,0,0.0003,5.39,0,5.39,1.223316959174474,1096,-1.1926183418750762,5.4,3960,20,31,0.7940817,,
,,,,,,,,22306,5.135239916338124,1048,4,0,0.0003,5.4,0,5.4,2.7806496173857784,1106,-2.7806496173857784,5.4,3964,20,31,0.6615969,,
,,,,,,,,22324,5.187111026604166,1048,4,0,0.0003,5.4,0,5.4,2.599259669653489,1106,-2.599259669653489,5.4,3968,20,31,0.8429869,,
,,,,,,,,22346,3.2883171911041633,1048,4,0,0.0003,5.46,0,5.46,1.928097862463951,1106,-1.928097862463951,5.5,3972,20,32,0.5470269,,
,,,,,,,,22369,4.932890974027137,1048,4,0,0.0003,5.48,0,5.48,2.6694848339477324,1106,-2.6285061638274927,5.5,3976,20,32,0.8137403,,
,,,,,,,,22403,4.416605993134035,1057,4,0,0.0003,5.63,0,5.63,2.7630469700415072,1115,-2.7630469700415072,5.6,3980,20,32,0.67919964,,
,,,,,,,,22421,2.554459319120091,1057,4,0,0.0003,5.55,0,5.55,1.3741024947484333,1115,-1.2747005439122516,5.5,3984,20,32,0.7119994,,
,,,,,,,,22449,9.673848389124291,1057,4,0,0.0003,5.66,0,5.66,5.390536069604443,1115,-5.364886820050763,5.7,3988,20,32,0.9026323,,
,,,,,,,,22462,2.68610520098365,1057,4,0,0.0003,5.57,0,5.57,1.2208491977373759,1115,-1.1192167616208393,5.6,3992,20,32,0.8674832,,
,,,,,,,,22482,3.3550833497644765,1057,4,0,0.0003,5.58,0,5.58,1.8441937153158188,1115,-1.8441937153158188,5.6,3996,20,32,0.630931,,
,,,,,,,,22504,4.13126038448809,1067,4,0,0.0003,5.58,0,5.58,2.3099659219798587,1125,-2.3099659219798587,5.6,4000,19,32,0.6503328,,
,,,,,,,,22521,6.143888162487761,1067,4,0,0.0003,5.6,0,5.6,3.3004048144146325,1125,-3.3004048144146325,5.6,4004,20,32,0.6205872,,
,,,,,,,,22537,3.4927100621253633,1067,4,0,0.0003,5.52,0,5.52,1.9549319554982185,1125,-1.9549319554982185,5.5,4008,20,32,0.5201928,,
,,,,,,,,22563,6.44706156449323,1067,4,0,0.0003,5.55,0,5.55,3.754660193510341,1125,-3.754660193510341,5.5,4012,20,32,0.64189917,,
,,,,,,,,22587,6.577963028765667,1067,4,0,0.0003,5.6,0,5.6,3.600629516579198,1125,-3.600629516579198,5.6,4016,20,32,0.79592985,,
,,,,,,,,22614,2.3335426460115203,1076,4,0,0.0003,5.64,0,5.64,1.2062321818192798,1134,-1.1622100985368091,5.6,4020,19,32,0.8244899,,
,,,,,,,,22632,2.554459319120091,1076,4,0,0.0003,5.59,0,5.59,1.384350251785914,1135,-1.384350251785914,5.6,4024,19,32,0.60234976,,
,,,,,,,,22652,2.503625578669601,1076,4,0,0.0003,5.5,0,5.5,1.4590756512006122,1135,-1.4590756512006122,5.5,4028,19,32,0.52762437,,
,,,,,,,,22670,5.187111026604166,1076,4,0,0.0003,5.51,0,5.51,2.849497636230701,1135,-2.849497636230701,5.5,4032,19,32,0.5927489,,
,,,,,,,,22694,5.726505257670792,1076,4,0,0.0003,5.49,0,5.49,3.2660429112580793,1135,-3.2660429112580793,5.5,4036,19,32,0.6549491,,
,,,,,,,,22725,6.131091398925789,1086,4,0,0.0003,5.63,0,5.63,3.5578760660067075,1144,-3.5578760660067075,5.6,4040,19,32,0.8386833,,
,,,,,,,,22743,5.187111026604166,1086,4,0,0.0003,5.46,0,5.46,2.8823515723863378,1144,-2.8823515723863378,5.5,4044,19,32,0.559895,,
,,,,,,,,22768,4.008557819808409,1086,4,0,0.0003,5.51,0,5.51,2.1659921363410493,1144,-2.145638056140854,5.5,4048,19,32,0.8146607,,
,,,,,,,,22789,4.172990287361707,1086,4,0,0.0003,5.48,0,5.48,2.1552651182231446,1144,-2.1552651182231446,5.5,4052,19,32,0.8050337,,
,,,,,,,,22814,4.008557819808409,1095,4,0,0.0003,5.55,0,5.55,2.38006392870517,1154,-2.38006392870517,5.5,4056,19,32,0.5802349,,
,,,,,,,,22835,3.321532516266832,1095,4,0,0.0003,5.48,0,5.48,1.633340757053852,1154,-1.563258330982685,5.5,4060,19,32,0.9118664,,
,,,,,,,,22856,3.321532516266832,1095,4,0,0.0003,5.5,0,5.5,1.6446196694788933,1154,-1.6134916205821037,5.5,4064,19,32,0.8616331,,
,,,,,,,,22879,4.932890974027137,1095,4,0,0.0003,5.55,0,5.55,2.7764708102463818,1154,-2.7764708102463818,5.5,4068,19,32,0.6657757,,
,,,,,,,,22905,3.9684722416103253,1104,4,0,0.0003,5.59,0,5.59,2.1960145309981844,1164,-2.1960145309981844,5.6,4072,19,32,0.76428425,,
,,,,,,,,22919,2.6592441489738134,1104,4,0,0.0003,5.5,0,5.5,1.2379547572453815,1164,-1.1392655190149943,5.5,4076,19,32,0.8474345,,
,,,,,,,,22942,5.784348745122012,1104,4,0,0.0003,5.39,0,5.39,3.3158221560897094,1164,-3.3158221560897094,5.4,4080,19,32,0.6051699,,
,,,,,,,,22962,6.84779341188984,1104,4,0,0.0003,5.41,0,5.41,3.6725535436347,1164,-3.6725535436347,5.4,4084,19,32,0.7240058,,
,,,,,,,,22982,4.215141704405765,1104,4,0,0.0003,5.33,0,5.33,2.406975127798035,1164,-2.406975127798035,5.3,4088,19,32,0.5533237,,
,,,,,,,,23017,11.44592425976614,1114,4,0,0.0003,5.55,0,5.55,6.7757514551196545,1174,-6.7757514551196545,5.5,4092,19,32,0.86276263,,
,,,,,,,,23042,9.092445336983152,1114,4,0,0.0003,5.6,0,5.6,5.071474696494863,1174,-5.053633964267191,5.6,4096,19,32,0.7507948,,
,,,,,,,,23059,5.239506087478956,1114,4,0,0.0003,5.55,0,5.55,2.8390013923962054,1174,-2.8390013923962054,5.5,4100,19,33,0.6032451,,
,,,,,,,,23074,2.632651707484075,1114,4,0,0.0003,5.53,0,5.53,1.2137253002643584,1174,-1.1536111549854278,5.5,4104,19,33,0.8330889,,
,,,,,,,,23098,4.049048302836777,1114,4,0,0.0003,5.61,0,5.61,2.318770618778183,1174,-2.318770618778183,5.6,4108,19,33,0.6415282,,
,,,,,,,,23112,3.563626223982618,1124,4,0,0.0003,5.49,0,5.49,1.677308972638607,1184,-1.677308972638607,5.5,4112,19,33,0.7978158,,
,,,,,,,,23126,2.6592441489738134,1124,4,0,0.0003,5.39,0,5.39,1.2318051572958628,1184,-1.1631037311077117,5.4,4116,19,33,0.8235963,,
,,,,,,,,23143,3.45778296150411,1124,4,0,0.0003,5.29,0,5.29,1.9641903151688576,1184,-1.9641903151688576,5.3,4120,19,33,0.5109345,,
,,,,,,,,23162,5.135239916338124,1124,4,0,0.0003,5.3,0,5.3,2.5881100248018045,1184,-2.553361470572068,5.3,4124,19,33,0.8888851,,
,,,,,,,,23180,5.187111026604166,1124,4,0,0.0003,5.28,0,5.28,2.8196549316961703,1184,-2.8196549316961703,5.3,4128,19,33,0.62259156,,
,,,,,,,,23211,3.773977615075768,1133,4,0,0.0003,5.41,0,5.41,2.230890311342194,1193,-2.208713759523346,5.4,4132,19,33,0.751585,,
,,,,,,,,23232,2.478589322882905,1133,4,0,0.0003,5.38,0,5.38,1.1585192199865977,1193,-1.1585192199865977,5.4,4136,19,33,0.8281808,,
,,,,,,,,23256,8.306767196175933,1133,4,0,0.0003,5.31,0,5.31,4.733376348698479,1193,-4.733376348698479,5.3,4140,19,33,0.6048779,,
,,,,,,,,23290,5.9489918532862935,1133,4,0,0.0003,5.47,0,5.47,3.81759716261177,1193,-3.81759716261177,5.5,4144,19,33,0.5789622,,
,,,,,,,,23308,4.300726154888037,1143,4,0,0.0003,5.4,0,5.4,2.4206857756194613,1203,-2.4206857756194613,5.4,4148,19,33,0.53961307,,
,,,,,,,,23341,9.199733562298343,1143,4,0,0.0003,5.52,0,5.52,5.468472527695383,1203,-5.468472527695383,5.5,4152,19,33,0.7990466,,
,,,,,,,,23361,2.503625578669601,1143,4,0,0.0003,5.47,0,5.47,1.2087340172449748,1203,-1.1149533407211303,5.5,4156,19,33,0.8717467,,
,,,,,,,,23379,4.300726154888037,1143,4,0,0.0003,5.44,0,5.44,2.327201141458466,1203,-2.327201141458466,5.4,4160,19,33,0.63309765,,
,,,,,,,,23408,3.0649265067550377,1153,4,0,0.0003,5.52,0,5.52,1.6378734444198608,1213,-1.5711148713645935,5.5,4164,19,33,0.90400994,,
,,,,,,,,23427,3.388973080570178,1153,4,0,0.0003,5.48,0,5.48,1.9325036440906525,1213,-1.9325036440906525,5.5,4168,19,33,0.54262114,,
,,,,,,,,23460,2.9441561733321273,1153,4,0,0.0003,5.55,0,5.55,1.6705186699447632,1213,-1.622992250782013,5.5,4172,19,33,0.85213244,,
,,,,,,,,23490,5.391391025537509,1153,4,0,0.0003,5.71,0,5.71,3.1226628823971696,1213,-3.078744306837826,5.7,4176,19,33,0.84224766,,
,,,,,,,,23513,4.089947780643209,1163,4,0,0.0003,5.71,0,5.71,2.072221948247864,1223,-2.0437294498500367,5.7,4180,19,33,0.91656935,,
,,,,,,,,23537,2.40497274140396,1163,4,0,0.0003,5.75,0,5.75,1.1561174706935882,1223,-1.1561174706935882,5.8,4184,19,33,0.83058256,,
,,,,,,,,23552,3.527989961742792,1163,4,0,0.0003,5.7,0,5.7,1.675575960141182,1223,-1.675575960141182,5.7,4188,19,33,0.7995488,,
,,,,,,,,23571,5.135239916338124,1163,4,0,0.0003,5.54,0,5.54,2.8166077833095327,1224,-2.8166077833095327,5.5,4192,19,33,0.6256387,,
,,,,,,,,23597,2.357113783850021,1163,4,0,0.0003,5.55,0,5.55,1.4026971078236896,1224,-1.4026971078236896,5.5,4196,19,33,0.5840029,,
,,,,,,,,23623,2.357113783850021,1172,4,0,0.0003,5.64,0,5.64,1.15261082016627,1233,-1.15261082016627,5.6,4200,19,33,0.8340891,,
,,,,,,,,23643,2.503625578669601,1172,4,0,0.0003,5.69,0,5.69,1.399978818130493,1233,-1.399978818130493,5.7,4204,19,33,0.5867212,,
,,,,,,,,23669,10.747787719381266,1172,4,0,0.0003,5.71,0,5.71,6.128237486835038,1233,-6.128237486835038,5.7,4208,19,33,0.59931076,,
,,,,,,,,23694,4.834726443643996,1172,4,0,0.0003,5.82,0,5.82,2.638983612330669,1233,-2.638983612330669,5.8,4212,19,33,0.8032629,,
,,,,,,,,23711,2.580261938505142,1182,4,0,0.0003,5.85,0,5.85,1.2582725302696227,1243,-1.1704218006451923,5.8,4216,19,33,0.8162782,,
,,,,,,,,23738,3.127156929655176,1182,4,0,0.0003,5.95,0,5.95,1.8827977959928512,1243,-1.8827977959928512,6.0,4220,19,33,0.59232694,,
,,,,,,,,23765,3.127156929655176,1182,4,0,0.0003,6.03,0,6.03,1.9333413873729706,1244,-1.9333413873729706,6.0,4224,19,33,0.54178333,,
,,,,,,,,23782,2.580261938505142,1182,4,0,0.0003,6.02,0,6.02,1.2230093594710032,1244,-1.123114994796117,6.0,4228,19,34,0.863585,,
,,,,,,,,23799,6.143888162487761,1182,4,0,0.0003,5.88,0,5.88,3.249282191584105,1244,-3.249282191584105,5.9,4232,19,34,0.6717099,,
,,,,,,,,23827,2.310207219551405,1192,4,0,0.0003,5.95,0,5.95,1.4565062141736347,1254,-1.4565062141736347,6.0,4236,18,34,0.53019375,,
,,,,,,,,23852,4.008557819808409,1192,4,0,0.0003,5.96,0,5.96,2.141318668466522,1254,-2.141318668466522,6.0,4240,19,34,0.8189801,,
,,,,,,,,23870,5.187111026604166,1192,4,0,0.0003,5.8,0,5.8,2.642272820146793,1254,-2.593930910102441,5.8,4244,19,34,0.84831554,,
,,,,,,,,23886,5.292430391392885,1192,4,0,0.0003,5.78,0,5.78,2.8466040194748974,1254,-2.8466040194748974,5.8,4248,19,34,0.5956425,,
,,,,,,,,23906,3.3550833497644765,1202,4,0,0.0003,5.65,0,5.65,1.7076278959331512,1264,-1.6491149698314667,5.7,4252,18,34,0.82600975,,
