eval_eplenmean,eval_abs_qs_difference,eval_ep_rewmean,eval_discount_q,eval_time_elapsed,eval_qs_difference,eval_qs,eval mean 100 episode reward,total timesteps,discount_q,update_time,act_time,n_updates,current_lr,eplenmean,train_time,ep_rewmean,qs_abs_difference,time_elapsed,qs_difference,mean 100 episode reward,episodes,fps,env_time,qs_mean,qfs_loss,q_grad_norm
5.181818181818182,3.4654665,5.181818181818182,5.06612976104872,0,-3.4654668410409997,-0.42015904,5.2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,23936,5.391391025537509,1202,4,0,0.0003,5.75,0,5.75,3.160122600726736,1264,-3.110577108282016,5.8,4256,18,34,0.81041485,,
,,,,,,,,23950,2.6592441489738134,1202,4,0,0.0003,5.71,0,5.71,1.4023470696131388,1264,-1.4023470696131388,5.7,4260,18,34,0.58435297,,
,,,,,,,,23967,2.580261938505142,1202,4,0,0.0003,5.59,0,5.59,1.472510379187266,1264,-1.472510379187266,5.6,4264,18,34,0.51418966,,
,,,,,,,,23987,2.503625578669601,1202,4,0,0.0003,5.6,0,5.6,1.4900339361349741,1264,-1.4900339361349741,5.6,4268,18,34,0.49666607,,
,,,,,,,,24028,4.11656540155857,1212,4,0,0.0003,5.68,0,5.68,2.6647321334202227,1274,-2.6647321334202227,5.7,4272,18,34,0.7775144,,
,,,,,,,,24050,3.2883171911041633,1212,4,0,0.0003,5.6,0,5.6,1.7280183468875885,1274,-1.688190404039383,5.6,4276,18,34,0.7869343,,
,,,,,,,,24071,5.901794454771974,1212,4,0,0.0003,5.58,0,5.58,3.1550550776900512,1274,-3.1510711372930613,5.6,4280,18,34,0.7699209,,
,,,,,,,,24095,7.438021383406954,1212,4,0,0.0003,5.58,0,5.58,4.230475409223956,1274,-4.230475409223956,5.6,4284,18,34,0.6384968,,
,,,,,,,,24123,2.310207219551405,1222,4,0,0.0003,5.71,0,5.71,1.4494335667610168,1284,-1.4494335667610168,5.7,4288,18,34,0.53726643,,
,,,,,,,,24142,5.135239916338124,1222,4,0,0.0003,5.71,0,5.71,2.653590535195583,1284,-2.6071407547314105,5.7,4292,18,34,0.8351057,,
,,,,,,,,24159,2.580261938505142,1222,4,0,0.0003,5.62,0,5.62,1.1855752583662669,1284,-1.1855752583662669,5.6,4296,18,34,0.80112475,,
,,,,,,,,24197,11.90759945286587,1222,4,0,0.0003,5.74,0,5.74,7.474671694358336,1285,-7.464638131578909,5.7,4300,18,34,0.6248577,,
,,,,,,,,24214,2.580261938505142,1232,4,0,0.0003,5.71,0,5.71,1.4559100783189136,1295,-1.4559100783189136,5.7,4304,18,34,0.5307899,,
,,,,,,,,24254,9.337095577742323,1232,4,0,0.0003,5.85,0,5.85,6.135122674392149,1295,-6.135122674392149,5.8,4308,18,34,0.59242564,,
,,,,,,,,24272,2.554459319120091,1232,4,0,0.0003,5.78,0,5.78,1.4670223212560016,1295,-1.4670223212560016,5.8,4312,18,34,0.5196777,,
,,,,,,,,24303,11.9154401440478,1243,4,0,0.0003,5.92,0,5.92,6.82701616236707,1305,-6.82701616236707,5.9,4316,18,34,0.81149787,,
,,,,,,,,24325,4.982718155582965,1243,4,0,0.0003,5.87,0,5.87,2.644846479169442,1305,-2.5959163110175867,5.9,4320,18,34,0.84633017,,
,,,,,,,,24349,3.2228796790011907,1243,4,0,0.0003,5.84,0,5.84,1.8929346610722542,1305,-1.8929346610722542,5.8,4324,18,34,0.5821901,,
,,,,,,,,24367,2.554459319120091,1243,4,0,0.0003,5.85,0,5.85,1.209193956486384,1305,-1.1092955386956531,5.8,4328,18,34,0.87740445,,
,,,,,,,,24388,3.321532516266832,1243,4,0,0.0003,5.89,0,5.89,1.7223172147688866,1305,-1.7223172147688866,5.9,4332,18,34,0.75280756,,
,,,,,,,,24408,2.503625578669601,1253,4,0,0.0003,5.81,0,5.81,1.4165259417215983,1316,-1.4165259417215983,5.8,4336,18,34,0.57017404,,
,,,,,,,,24427,4.257718893339156,1253,4,0,0.0003,5.75,0,5.75,2.4514913574275514,1316,-2.4514913574275514,5.8,4340,18,34,0.5088074,,
,,,,,,,,24446,4.257718893339156,1253,4,0,0.0003,5.76,0,5.76,2.2915233925399323,1316,-2.2385619000014803,5.8,4344,18,34,0.7217369,,
,,,,,,,,24472,3.1587443733890668,1253,4,0,0.0003,5.86,0,5.86,1.8936832656083107,1316,-1.8936832656083107,5.9,4348,18,34,0.5814415,,
,,,,,,,,24491,7.8213451173217745,1253,4,0,0.0003,5.85,0,5.85,4.215152535234215,1316,-4.215152535234215,5.8,4352,18,34,0.65381974,,
,,,,,,,,24506,3.527989961742792,1263,4,0,0.0003,5.7,0,5.7,1.966490510564804,1326,-1.966490510564804,5.7,4356,18,34,0.5086342,,
,,,,,,,,24530,2.40497274140396,1263,4,0,0.0003,5.8,0,5.8,1.2581922527472178,1326,-1.1595015840053557,5.8,4360,18,35,0.82719845,,
,,,,,,,,24563,15.979049040069285,1263,4,0,0.0003,5.96,0,5.96,9.223899483459912,1326,-9.223899483459912,6.0,4364,18,35,0.6400346,,
,,,,,,,,24587,6.577963028765667,1263,4,0,0.0003,6.0,0,6.0,3.69511869985609,1326,-3.69511869985609,6.0,4368,18,35,0.70144063,,
,,,,,,,,24612,6.512183398478011,1273,4,0,0.0003,5.84,0,5.84,3.679665811993169,1337,-3.679665811993169,5.8,4372,18,35,0.71689355,,
,,,,,,,,24641,3.0649265067550377,1273,4,0,0.0003,5.91,0,5.91,1.5799121593055725,1337,-1.5799121593055725,5.9,4376,18,35,0.8952126,,
,,,,,,,,24657,3.4927100621253633,1273,4,0,0.0003,5.86,0,5.86,1.6778220568714142,1337,-1.6707538996753692,5.9,4380,18,35,0.8043709,,
,,,,,,,,24676,2.5289147259288898,1273,4,0,0.0003,5.81,0,5.81,1.263383618625005,1337,-1.1613886273225147,5.8,4384,18,35,0.82531136,,
,,,,,,,,24690,3.563626223982618,1273,4,0,0.0003,5.67,0,5.67,1.974349904519081,1337,-1.974349904519081,5.7,4388,18,35,0.50077486,,
,,,,,,,,24718,3.095885360358624,1283,4,0,0.0003,5.76,0,5.76,1.7208902423200607,1347,-1.695283788901329,5.8,4392,18,35,0.77984095,,
,,,,,,,,24736,2.554459319120091,1283,4,0,0.0003,5.77,0,5.77,1.4554578479448954,1347,-1.4554578479448954,5.8,4396,18,35,0.5312422,,
,,,,,,,,24765,7.073484326563447,1283,4,0,0.0003,5.68,0,5.68,4.047658420331931,1347,-4.011808928576763,5.7,4400,18,35,0.8571633,,
,,,,,,,,24785,5.083887517174743,1283,4,0,0.0003,5.71,0,5.71,2.7187349151292577,1347,-2.669101292959763,5.7,4404,18,35,0.77314526,,
,,,,,,,,24811,6.44706156449323,1294,4,0,0.0003,5.57,0,5.57,3.7739428660645955,1358,-3.7739428660645955,5.6,4408,18,35,0.6226165,,
,,,,,,,,24837,3.1587443733890668,1294,4,0,0.0003,5.65,0,5.65,1.6151858751592636,1358,-1.545665640097618,5.7,4412,18,35,0.9294591,,
,,,,,,,,24861,3.2228796790011907,1294,4,0,0.0003,5.58,0,5.58,1.9840804745373726,1358,-1.9840804745373726,5.6,4416,18,35,0.49104428,,
,,,,,,,,24877,3.4927100621253633,1294,4,0,0.0003,5.52,0,5.52,1.7262970839557648,1358,-1.6569761668262482,5.5,4420,18,35,0.81814855,,
,,,,,,,,24907,6.193021615076553,1304,4,0,0.0003,5.58,0,5.58,3.5200034125521653,1368,-3.5200034125521653,5.6,4424,18,35,0.8765559,,
,,,,,,,,24940,6.009082680087165,1304,4,0,0.0003,5.73,0,5.73,3.8314238793030255,1368,-3.8314238793030255,5.7,4428,18,35,0.5651355,,
,,,,,,,,24989,11.38630964249883,1304,4,0,0.0003,6.01,0,6.01,7.773057242372215,1369,-7.773057242372215,6.0,4432,18,35,0.7644495,,
,,,,,,,,25005,4.38804831638408,1315,4,200,0.0003,5.97,5,5.97,2.220267416578247,1384,-2.220267416578247,6.0,4436,18,35,0.74003136,4.340475,7.9890966
,,,,,,,,25054,16.670411986628142,1315,4,200,0.0003,6.27,5,6.27,10.720542541472007,1384,-10.698979319461076,6.3,4440,18,35,0.89325374,,
,,,,,,,,25080,3.1587443733890668,1315,4,200,0.0003,6.34,5,6.34,1.7866155688581467,1384,-1.7866155688581467,6.3,4444,18,35,0.68850917,,
,,,,,,,,25104,4.049048302836777,1325,4,400,0.0003,6.32,7,6.32,1.4381334119853517,1397,-1.1092827573833008,6.3,4448,17,35,1.851016,4.010034,9.819111
,,,,,,,,25131,3.9287875191942216,1325,4,400,0.0003,6.4,7,6.4,1.2396746450480955,1397,-0.7603639379558105,6.4,4452,17,35,2.199935,,
,,,,,,,,25178,3.8756646092783504,1325,4,400,0.0003,6.72,7,6.72,1.5034506271997232,1397,-1.1518398077010252,6.7,4456,18,35,2.2904065,,
,,,,,,,,25248,16.744338138377636,1335,4,600,0.0003,7.18,10,7.18,9.63384742510063,1411,-9.182579797215142,7.2,4460,17,36,4.507204,3.9461477,11.428039
,,,,,,,,25460,11.645907232886692,1356,5,1000,0.0003,8.97,16,8.97,20.73073441206444,1438,-20.133272754947257,9.0,4464,17,36,7.7839384,5.0615726,17.47156
,,,,,,,,25672,5.176987397804324,1377,5,1400,0.0003,10.85,21,10.85,7.466236450692975,1465,-6.122855044538266,10.8,4468,17,36,10.3907795,6.6522417,35.672558
,,,,,,,,25831,10.93610543203654,1398,5,1800,0.0003,12.19,27,12.19,7.561693778057025,1492,-7.540993067849109,12.2,4472,17,36,11.671008,6.0786376,51.86284
,,,,,,,,26053,8.30592540223898,1420,5,2200,0.0003,14.12,32,14.12,11.786151476175009,1520,-11.786151476175009,14.1,4476,17,37,12.471066,6.7915525,79.79146
,,,,,,,,26318,6.028529049489541,1452,5,2800,0.0003,16.61,41,16.61,10.407143386979417,1561,-10.36595006292113,16.6,4480,16,37,15.586556,7.0899215,132.59467
,,,,,,,,26582,8.07336884479855,1473,6,3200,0.0003,19.06,46,19.06,9.508566555790193,1589,-9.357268933546813,19.1,4484,16,37,21.066675,7.4382105,154.97736
,,,,,,,,26881,5.15807880709129,1506,6,3800,0.0003,21.91,55,21.91,5.659549800248874,1630,-4.881012194808214,21.9,4488,16,38,23.99101,7.6769314,244.25487
,,,,,,,,27142,7.117014680017539,1538,6,4400,0.0003,24.24,63,24.24,4.060915844399984,1671,-2.2922471219767857,24.2,4492,16,38,25.624962,7.9931855,286.21625
,,,,,,,,27445,3.6799234849995335,1570,6,5000,0.0003,27.09,71,27.09,4.029780758115406,1713,2.5393000119251146,27.1,4496,16,38,26.79652,8.76217,361.3659
,,,,,,,,27701,6.038502105000415,1603,7,5600,0.0003,29.36,79,29.36,1.9938323324112874,1755,1.875463321451428,29.4,4500,15,39,26.476063,8.629055,407.54587
,,,,,,,,27954,8.515697253443902,1625,7,6000,0.0003,31.69,85,31.69,2.9268906752982984,1783,1.460874866305771,31.7,4504,15,39,30.959509,9.443439,462.26645
,,,,,,,,28455,5.051564814238122,1679,7,7000,0.0003,36.44,99,36.44,19.471818808118126,1852,-16.590248935571136,36.4,4508,15,40,42.804996,11.951108,553.1548
,,,,,,,,28836,3.3599393535794446,1723,8,7800,0.0003,39.99,109,39.99,3.884777450532561,1908,2.396558881718552,40.0,4512,15,40,37.74967,11.952131,535.08276
1000.0,45.782482,1000.0,99.99568287525881,21,-42.21294501231484,47.887486,236.4,30001,,,,,,,,,,,,,,,,,,
,,,,,,,,30304,0.9062589784293834,1884,9,10800,0.0003,54.43,143,54.43,36.184817631712036,2128,-30.348389595514092,54.4,4516,14,42,59.75204,18.751762,836.3741
,,,,,,,,33448,4.3836762018635546e-08,2225,12,17000,0.0003,85.71,219,85.71,12.160793340528791,2553,11.794836825842111,85.7,4520,13,46,101.89526,33.59434,1766.7675
,,,,,,,,36625,3.9278397016483955e-09,2581,15,23400,0.0003,117.18,299,117.18,10.13406642425983,2996,10.117872127738988,117.2,4524,12,51,97.63795,35.081554,1999.4354
1000.0,15.042934,1000.0,99.99568287525881,21,15.042931008636861,105.14336,391.9,40001,,,,,,,,,,,,,,,,,,
,,,,,,,,40625,8.045722383234983e-12,3036,19,31400,0.0003,156.85,408,156.85,14.196451884741036,3592,14.196451884741036,156.8,4528,11,56,104.296875,34.006508,1736.7058
,,,,,,,,44625,8.045722383234983e-12,3496,22,39400,0.0003,196.36,514,196.36,16.259313334936348,4169,16.259313334936348,196.4,4532,10,61,106.35974,39.367027,1539.0507
,,,,,,,,48625,8.045722383234983e-12,3961,26,47400,0.0003,236.2,616,236.2,15.52652994870588,4747,15.52652994870588,236.2,4536,10,67,105.62695,29.847422,1352.9535
1000.0,16.754448,1000.0,99.99568287525881,21,7.794341059462504,97.89477,494.8,50001,,,,,,,,,,,,,,,,,,
,,,,,,,,52625,8.045722383234983e-12,4433,30,55400,0.0003,275.71,720,275.71,13.96245647000715,5355,13.96245647000715,275.7,4540,9,72,104.06289,20.045208,1026.6273
,,,,,,,,55728,5.188421057323535e-12,4804,33,61600,0.0003,306.48,803,306.48,65.23233430586649,5817,65.23233430586649,306.5,4544,9,76,103.25265,25.564526,1097.1232
,,,,,,,,59728,8.045722383234983e-12,5290,36,69600,0.0003,346.24,909,346.24,12.893001191453342,6419,12.891333507055489,346.2,4548,9,81,102.99177,20.323174,953.12195
1000.0,30.931654,1000.0,99.99568287525881,22,-11.901323086267253,78.199104,567.9,60001,,,,,,,,,,,,,,,,,,
,,,,,,,,63728,8.045722383234983e-12,5782,40,77600,0.0003,385.97,1018,385.97,12.404255843659257,7051,12.404228114599436,386.0,4552,9,87,102.504654,24.224567,950.4274
,,,,,,,,67728,8.045722383234983e-12,6280,43,85600,0.0003,425.5,1126,425.5,11.88071006454519,7668,11.80095785092756,425.5,4556,8,92,101.90138,25.67404,941.7022
1000.0,29.039349,1000.0,99.99568287525881,22,-11.052118762758731,79.04831,622.6,70001,,,,,,,,,,,,,,,,,,
,,,,,,,,71728,8.045722383234983e-12,6785,47,93600,0.0003,464.8,1233,464.8,12.501832840674702,8311,12.446814776891916,464.8,4560,8,97,102.54724,19.722115,781.8937
,,,,,,,,74561,6.614639549308323e-10,7142,49,99200,0.0003,491.01,1309,491.01,34.38728517522557,8752,34.34037410026474,491.0,4564,8,101,100.90745,13.824764,698.697
,,,,,,,,78463,2.1543485694129635e-11,7644,53,107000,0.0003,527.91,1412,527.91,11.454447658056466,9366,11.454447658056466,527.9,4568,8,106,101.55488,17.865229,698.11597
1000.0,15.338818,1000.0,99.99568287525881,22,6.637630521465345,96.73806,664.9,80001,,,,,,,,,,,,,,,,,,
,,,,,,,,80887,1.7160992419217366e-09,7957,55,111800,0.0003,550.56,1476,550.56,78.5355818488576,9771,78.5355818488576,550.6,4572,8,109,100.32679,15.544552,746.2636
,,,,,,,,84360,1.606266087292246e-09,8418,58,118800,0.0003,583.07,1572,583.07,12.383396535054773,10336,12.35685319089338,583.1,4576,8,113,102.45728,13.390991,664.2421
,,,,,,,,87763,3.246040009464883e-09,8869,61,125600,0.0003,614.45,1660,614.45,12.447599116899891,10885,12.42873524808332,614.5,4580,8,118,102.52917,14.221236,588.8292
1000.0,20.425352,1000.0,99.99568287525881,22,1.034628840224223,91.13505,761.2,90001,,,,,,,,,,,,,,,,,,
,,,,,,,,90804,1.2342792392521641e-07,9286,64,131800,0.0003,642.22,1742,642.22,12.211842950188506,11411,11.969758746618478,642.2,4584,7,122,102.07019,14.275259,612.37885
,,,,,,,,94804,8.045722383234983e-12,9825,67,139800,0.0003,679.23,1845,679.23,11.252127470156598,12064,11.237562373632638,679.2,4588,7,127,101.33798,15.836238,609.4596
,,,,,,,,98573,8.20040102365172e-11,10286,71,147200,0.0003,714.31,1940,714.31,11.389721800602892,12629,11.257489329809395,714.3,4592,7,132,101.35792,14.821559,600.9791
1000.0,19.57505,1000.0,99.99568287525881,20,0.5189282398602315,90.619354,870.6,100001,,,,,,,,,,,,,,,,,,
