eval mean 100 episode reward,eval_qs_difference,eval_ep_rewmean,eval_discount_q,total timesteps,eval_eplenmean,eval_qs,eval_abs_qs_difference,eval_time_elapsed,eplenmean,ep_rewmean,qs_difference,current_lr,time_elapsed,qs_abs_difference,update_time,fps,act_time,mean 100 episode reward,env_time,episodes,discount_q,train_time,qs_mean,n_updates,q_grad_norm,qfs_loss
3.7,-2.766193295875007,3.727272727272727,3.66615677883709,1,3.727272727272727,-0.42750394,2.7661932,0,,,,,,,,,,,,,,,,,,
,,,,15942,,,,,5.74,5.74,-6.011229807555861,0.0003,587,6.011229807555861,546,27,2,5.7,22,2816,10.378937926238233,0,0.25628936,0,,
,,,,15960,,,,,5.65,5.65,-1.4260010139465331,0.0003,587,1.4260010139465331,546,27,3,5.7,22,2820,2.554459319120091,0,0.560699,0,,
,,,,15987,,,,,5.67,5.67,-3.0143843418080745,0.0003,587,3.0143843418080745,546,27,3,5.7,22,2824,4.738515387415481,0,0.42786214,0,,
,,,,16009,,,,,5.7,5.7,-1.9988925522883736,0.0003,594,1.9988925522883736,553,26,3,5.7,22,2828,2.453803429654076,0,-0.012192552,0,,
,,,,16029,,,,,5.74,5.74,-2.364547945600464,0.0003,594,2.364547945600464,553,26,3,5.7,22,2832,4.215141704405765,0,0.5957509,0,,
,,,,16047,,,,,5.69,5.69,-3.1852750766495004,0.0003,594,3.1852750766495004,553,26,3,5.7,22,2836,5.187111026604166,0,0.25697145,0,,
,,,,16071,,,,,5.64,5.64,-4.373230006606369,0.0003,594,4.373230006606369,553,27,3,5.6,22,2840,7.438021383406954,0,0.49574217,0,,
,,,,16093,,,,,5.7,5.7,-2.4422123438609242,0.0003,595,2.4422123438609242,553,27,3,5.7,23,2844,3.2883171911041633,0,0.032912407,0,,
,,,,16116,,,,,5.77,5.77,-1.4074169810930888,0.0003,602,1.4074169810930888,560,26,3,5.8,23,2848,2.429265395357535,0,0.579283,0,,
,,,,16140,,,,,5.81,5.81,-5.2940207862741095,0.0003,602,5.2940207862741095,560,26,3,5.8,23,2852,9.184288219174901,0,0.510408,0,,
,,,,16192,,,,,6.05,6.05,-9.09891681133174,0.0003,602,9.09891681133174,560,26,3,6.0,23,2856,12.476408619677537,0,0.32578716,0,,
,,,,16216,,,,,6.12,6.12,-1.8916186277685165,0.0003,609,1.8916186277685165,567,26,3,6.1,23,2860,3.2228796790011907,0,0.5835061,0,,
,,,,16246,,,,,6.16,6.16,-2.667569324415638,0.0003,609,2.667569324415638,567,26,3,6.2,23,2864,3.812098601086634,0,0.2927295,0,,
,,,,16269,,,,,6.11,6.11,-2.427465195995285,0.0003,609,2.427465195995285,567,26,3,6.1,23,2868,4.089947780643209,0,0.53283364,0,,
,,,,16296,,,,,6.1,6.1,-4.500245408112131,0.0003,609,4.500245408112131,567,26,3,6.1,23,2872,7.2171047102983845,0,0.36872685,0,,
,,,,16316,,,,,6.0,6.0,-3.4685116369777016,0.0003,616,3.4685116369777016,574,26,3,6.0,23,2876,5.961408540173711,0,0.45248038,0,,
,,,,16335,,,,,5.96,5.96,-1.9730513136903445,0.0003,616,1.9730513136903445,574,26,3,6.0,23,2880,2.5289147259288898,0,0.013648686,0,,
,,,,16351,,,,,5.76,5.76,-1.9864985363006593,0.0003,616,1.9864985363006593,574,26,3,5.8,23,2884,2.6063251904092346,0,0.0002014637,0,,
,,,,16381,,,,,5.91,5.91,-5.401248951597194,0.0003,616,5.401248951597194,574,26,3,5.9,23,2888,8.64682504473063,0,0.40317985,0,,
,,,,16410,,,,,6.02,6.02,-5.551732698694773,0.0003,623,5.551732698694773,581,26,3,6.0,23,2892,8.73416671184912,0,0.25269616,0,,
,,,,16428,,,,,6.03,6.03,-2.9342536434945603,0.0003,623,2.9342536434945603,581,26,3,6.0,23,2896,4.300726154888037,0,0.026045159,0,,
,,,,16449,,,,,6.03,6.03,-1.9529956595420837,0.0003,623,1.9529956595420837,581,26,3,6.0,23,2900,2.478589322882905,0,0.033704337,0,,
,,,,16480,,,,,6.07,6.07,-1.427087487411499,0.0003,623,1.427087487411499,581,26,3,6.1,23,2904,2.241591754923509,0,0.5596125,0,,
,,,,16505,,,,,5.98,5.98,-3.8228753142026446,0.0003,631,3.8228753142026446,588,26,3,6.0,23,2908,5.669240205094083,0,0.09811672,0,,
,,,,16518,,,,,5.97,5.97,-1.4184831794420878,0.0003,631,1.4184831794420878,588,26,3,6.0,23,2912,2.68610520098365,0,0.5682168,0,,
,,,,16539,,,,,5.97,5.97,-5.08453658030365,0.0003,631,5.08453658030365,588,26,3,6.0,23,2916,8.561038603745788,0,0.25371772,0,,
,,,,16573,,,,,6.13,6.13,-1.407507659626007,0.0003,631,1.407507659626007,588,26,3,6.1,23,2920,2.1750142382105255,0,0.57919234,0,,
,,,,16590,,,,,6.03,6.03,-2.342915214639618,0.0003,631,2.342915214639618,588,26,3,6.0,23,2924,4.344167833220239,0,0.6173836,0,,
,,,,16618,,,,,6.09,6.09,-5.348209016095055,0.0003,638,5.348209016095055,595,26,3,6.1,23,2928,8.822390618029416,0,0.4562198,0,,
,,,,16649,,,,,6.2,6.2,-2.729397372942879,0.0003,638,2.729397372942879,595,26,3,6.2,23,2932,3.773977615075768,0,0.2309014,0,,
,,,,16667,,,,,6.2,6.2,-1.4249380445798236,0.0003,638,1.4249380445798236,595,26,3,6.2,23,2936,2.554459319120091,0,0.5617619,0,,
,,,,16694,,,,,6.23,6.23,-3.9498341574147218,0.0003,638,3.9498341574147218,595,26,3,6.2,23,2940,6.382590948848297,0,0.4467252,0,,
,,,,16713,,,,,6.2,6.2,-2.781765626412346,0.0003,645,2.781765626412346,602,25,3,6.2,23,2944,4.257718893339156,0,0.17853317,0,,
,,,,16744,,,,,6.28,6.28,-1.8908631985006332,0.0003,645,1.8908631985006332,602,25,3,6.3,23,2948,3.0039344692706127,0,0.58426154,0,,
,,,,16758,,,,,6.18,6.18,-2.031098857901494,0.0003,646,2.031098857901494,602,25,3,6.2,23,2952,2.6592441489738134,0,-0.04439886,0,,
,,,,16783,,,,,5.91,5.91,-5.53276372775661,0.0003,646,5.53276372775661,602,25,3,5.9,23,2956,9.092445336983152,0,0.2716651,0,,
,,,,16799,,,,,5.83,5.83,-1.9718906957725686,0.0003,646,1.9718906957725686,602,25,3,5.8,24,2960,2.6063251904092346,0,0.014809304,0,,
,,,,16827,,,,,5.81,5.81,-2.380948700052216,0.0003,653,2.380948700052216,609,25,3,5.8,24,2964,3.8894996440022798,0,0.5793501,0,,
,,,,16854,,,,,5.85,5.85,-4.665064259596324,0.0003,653,4.665064259596324,609,25,3,5.8,24,2968,7.2171047102983845,0,0.20390798,0,,
,,,,16881,,,,,5.85,5.85,-1.421426019700368,0.0003,653,1.421426019700368,609,25,3,5.8,24,2972,2.3335426460115203,0,0.565274,0,,
,,,,16905,,,,,5.89,5.89,-2.4830921987933516,0.0003,660,2.4830921987933516,616,25,3,5.9,24,2976,3.2228796790011907,0,-0.007967449,0,,
,,,,16937,,,,,6.02,6.02,-8.306494094276887,0.0003,660,8.306494094276887,616,25,3,6.0,24,2980,13.507801868343483,0,0.23101264,0,,
,,,,16961,,,,,6.1,6.1,-4.048073326405126,0.0003,660,4.048073326405126,616,25,3,6.1,24,2984,6.577963028765667,0,0.34848604,0,,
,,,,16993,,,,,6.12,6.12,-2.7287005767640613,0.0003,660,2.7287005767640613,616,25,3,6.1,24,2988,3.7362378389250104,0,0.23159821,0,,
,,,,17016,,,,,6.06,6.06,-1.9369906401952106,0.0003,668,1.9369906401952106,624,25,3,6.1,24,2992,2.429265395357535,0,0.04970936,0,,
,,,,17039,,,,,6.11,6.11,-3.03838679077418,0.0003,668,3.03838679077418,624,25,3,6.1,24,2996,4.932890974027137,0,0.4038597,0,,
,,,,17058,,,,,6.09,6.09,-3.4537667096693125,0.0003,668,3.4537667096693125,624,25,3,6.1,24,3000,6.021624788054253,0,0.46722528,0,,
,,,,17074,,,,,5.94,5.94,-1.9582642035007476,0.0003,668,1.9582642035007476,624,25,3,5.9,24,3004,2.6063251904092346,0,0.028435796,0,,
,,,,17101,,,,,5.96,5.96,-5.071460740948063,0.0003,675,5.071460740948063,631,25,3,6.0,24,3008,8.060047903682312,0,0.26679352,0,,
,,,,17119,,,,,6.01,6.01,-2.535108831566288,0.0003,675,2.535108831566288,631,25,3,6.0,24,3012,4.300726154888037,0,0.42518997,0,,
,,,,17135,,,,,5.96,5.96,-2.008582686764002,0.0003,675,2.008582686764002,631,25,3,6.0,24,3016,2.6063251904092346,0,-0.021882689,0,,
,,,,17150,,,,,5.77,5.77,-1.4074261602083842,0.0003,675,1.4074261602083842,631,25,3,5.8,24,3020,2.632651707484075,0,0.5792739,0,,
,,,,17190,,,,,6.0,6.0,-5.078386391261559,0.0003,676,5.078386391261559,631,25,3,6.0,24,3024,7.07286148185999,0,0.25986788,0,,
,,,,17205,,,,,5.87,5.87,-1.9963339695155622,0.0003,683,1.9963339695155622,638,25,3,5.9,24,3028,2.632651707484075,0,-0.0096339695,0,,
,,,,17224,,,,,5.75,5.75,-3.2101972910979524,0.0003,683,3.2101972910979524,638,25,3,5.8,24,3032,5.135239916338124,0,0.23204923,0,,
,,,,17260,,,,,5.93,5.93,-2.222613461029291,0.0003,683,2.222613461029291,638,25,3,5.9,24,3036,2.8567117908279895,0,0.2525113,0,,
,,,,17287,,,,,5.93,5.93,-1.9213325087050597,0.0003,683,1.9213325087050597,638,25,3,5.9,24,3040,2.3335426460115203,0,0.06536749,0,,
,,,,17305,,,,,5.92,5.92,-2.393989868175745,0.0003,691,2.393989868175745,646,25,3,5.9,24,3044,3.423205131889069,0,0.081134886,0,,
,,,,17326,,,,,5.82,5.82,-2.3498715296802066,0.0003,691,2.3498715296802066,646,25,3,5.8,24,3048,4.172990287361707,0,0.61042726,0,,
,,,,17339,,,,,5.81,5.81,-2.0044880997459096,0.0003,691,2.0044880997459096,646,25,3,5.8,24,3052,2.68610520098365,0,-0.0177881,0,,
,,,,17356,,,,,5.73,5.73,-2.2574649198842645,0.0003,691,2.2574649198842645,646,25,3,5.7,24,3056,3.45778296150411,0,0.21765983,0,,
,,,,17379,,,,,5.8,5.8,-3.8054344097386035,0.0003,691,3.8054344097386035,646,25,3,5.8,24,3060,5.784348745122012,0,0.11555763,0,,
,,,,17393,,,,,5.66,5.66,-2.8804891355750106,0.0003,691,2.8804891355750106,646,25,3,5.7,24,3064,4.477143471466259,0,0.079809666,0,,
,,,,17409,,,,,5.55,5.55,-3.2037220473805204,0.0003,698,3.2037220473805204,653,24,3,5.5,24,3068,5.292430391392885,0,0.23852448,0,,
,,,,17423,,,,,5.42,5.42,-2.4503202081588507,0.0003,698,2.4503202081588507,653,24,3,5.4,24,3072,3.563626223982618,0,0.024804544,0,,
,,,,17454,,,,,5.49,5.49,-3.244931659422233,0.0003,698,3.244931659422233,653,24,3,5.5,24,3076,4.551798974474914,0,0.19731484,0,,
,,,,17471,,,,,5.34,5.34,-2.3404054443282485,0.0003,698,2.3404054443282485,653,24,3,5.3,24,3080,3.45778296150411,0,0.13471931,0,,
,,,,17486,,,,,5.25,5.25,-1.8971043561515808,0.0003,699,1.8971043561515808,653,25,3,5.2,24,3084,3.527989961742792,0,0.5780204,0,,
,,,,17522,,,,,5.29,5.29,-1.9020145867881775,0.0003,706,1.9020145867881775,661,24,3,5.3,25,3088,2.8567117908279895,0,0.57311016,0,,
,,,,17538,,,,,5.22,5.22,-1.9475563495179016,0.0003,706,1.9475563495179016,661,24,3,5.2,25,3092,2.6063251904092346,0,0.03914365,0,,
,,,,17561,,,,,5.22,5.22,-1.3971286034901935,0.0003,706,1.3971286034901935,661,24,3,5.2,25,3096,2.429265395357535,0,0.5895714,0,,
,,,,17591,,,,,5.33,5.33,-6.318365949940552,0.0003,706,6.318365949940552,661,24,3,5.3,25,3100,10.324281999564645,0,0.40918234,0,,
,,,,17612,,,,,5.38,5.38,-4.005183843597758,0.0003,714,4.005183843597758,668,24,3,5.4,25,3104,6.7793154777709415,0,0.39137554,0,,
,,,,17636,,,,,5.35,5.35,-3.583667940536732,0.0003,714,3.583667940536732,668,24,3,5.3,25,3108,5.726505257670792,0,0.3373241,0,,
,,,,17650,,,,,5.31,5.31,-1.4155509289423625,0.0003,714,1.4155509289423625,668,24,3,5.3,25,3112,2.6592441489738134,0,0.57114905,0,,
,,,,17664,,,,,5.29,5.29,-1.4172529395739237,0.0003,714,1.4172529395739237,668,24,3,5.3,25,3116,2.6592441489738134,0,0.56944704,0,,
,,,,17677,,,,,5.27,5.27,-2.090332909200847,0.0003,714,2.090332909200847,668,24,3,5.3,25,3120,3.599622448467291,0,0.38479185,0,,
,,,,17707,,,,,5.17,5.17,-9.122954339722687,0.0003,722,9.122954339722687,676,24,3,5.2,25,3124,15.563788087043603,0,0.30174965,0,,
,,,,17725,,,,,5.2,5.2,-3.9381798297911756,0.0003,722,3.9381798297911756,676,24,3,5.2,25,3128,6.986831355871687,0,0.4583795,0,,
,,,,17738,,,,,5.14,5.14,-2.018846775474151,0.0003,722,2.018846775474151,676,24,3,5.1,25,3132,2.68610520098365,0,-0.032146778,0,,
,,,,17769,,,,,5.09,5.09,-3.4671323998665757,0.0003,722,3.4671323998665757,676,24,3,5.1,25,3136,5.337477115282133,0,0.45385966,0,,
,,,,17800,,,,,5.13,5.13,-1.418843986225128,0.0003,730,1.418843986225128,683,24,3,5.1,25,3140,2.241591754923509,0,0.567856,0,,
,,,,17818,,,,,5.13,5.13,-1.9451193055828415,0.0003,730,1.9451193055828415,683,24,3,5.1,25,3144,2.554459319120091,0,0.041580696,0,,
,,,,17846,,,,,5.2,5.2,-2.912726153474762,0.0003,730,2.912726153474762,683,24,3,5.2,25,3148,3.8894996440022798,0,0.04757265,0,,
,,,,17890,,,,,5.51,5.51,-5.391709704360725,0.0003,730,5.391709704360725,683,24,3,5.5,25,3152,7.511893051355667,0,0.41271913,0,,
,,,,17931,,,,,5.75,5.75,-3.7345470154891642,0.0003,738,3.7345470154891642,691,24,3,5.8,25,3156,4.8271186288308625,0,0.18644501,0,,
,,,,17950,,,,,5.71,5.71,-4.045738904438901,0.0003,738,4.045738904438901,691,24,3,5.7,25,3160,6.91696304231297,0,0.35082048,0,,
,,,,17975,,,,,5.82,5.82,-2.96890756743343,0.0003,738,2.96890756743343,691,24,3,5.8,25,3164,4.834726443643996,0,0.47333893,0,,
,,,,18004,,,,,5.95,5.95,-2.3792602315959472,0.0003,745,2.3792602315959472,699,24,3,6.0,25,3168,3.8506046475622564,0,0.5810386,0,,
,,,,18023,,,,,6.0,6.0,-1.9016408656654358,0.0003,745,1.9016408656654358,699,24,3,6.0,25,3172,3.388973080570178,0,0.5734839,0,,
,,,,18054,,,,,6.0,6.0,-5.88575615458954,0.0003,746,5.88575615458954,699,24,3,6.0,25,3176,9.386525418118909,0,0.38176298,0,,
,,,,18077,,,,,6.06,6.06,-2.888174964528992,0.0003,746,2.888174964528992,699,24,3,6.1,25,3180,4.089947780643209,0,0.07212384,0,,
,,,,18093,,,,,6.07,6.07,-1.4269860701084136,0.0003,746,1.4269860701084136,699,24,3,6.1,25,3184,2.6063251904092346,0,0.5597139,0,,
,,,,18108,,,,,5.86,5.86,-1.420516949526469,0.0003,753,1.420516949526469,706,24,3,5.9,25,3188,2.632651707484075,0,0.56618303,0,,
,,,,18132,,,,,5.94,5.94,-4.908765073800426,0.0003,753,4.908765073800426,706,24,3,5.9,25,3192,8.306767196175933,0,0.4294892,0,,
,,,,18147,,,,,5.86,5.86,-1.9381239467680453,0.0003,753,1.9381239467680453,706,24,3,5.9,25,3196,2.632651707484075,0,0.048576053,0,,
,,,,18159,,,,,5.68,5.68,-1.4033969458262125,0.0003,753,1.4033969458262125,706,24,3,5.7,25,3200,2.713237576751162,0,0.58330303,0,,
,,,,18190,,,,,5.78,5.78,-7.304942689330781,0.0003,754,7.304942689330781,706,24,3,5.8,25,3204,11.9154401440478,0,0.33357134,0,,
,,,,18209,,,,,5.73,5.73,-2.8732979298052332,0.0003,761,2.8732979298052332,714,23,3,5.7,26,3208,4.257718893339156,0,0.08700087,0,,
,,,,18232,,,,,5.82,5.82,-2.3706467763003847,0.0003,761,2.3706467763003847,714,23,3,5.8,26,3212,4.089947780643209,0,0.589652,0,,
,,,,18267,,,,,6.03,6.03,-4.9244514386448675,0.0003,762,4.9244514386448675,714,23,3,6.0,26,3216,7.4373664399577315,0,0.4138028,0,,
,,,,18283,,,,,6.06,6.06,-2.0008714190443357,0.0003,762,2.0008714190443357,714,23,3,6.1,26,3220,2.6063251904092346,0,-0.014171419,0,,
,,,,18305,,,,,5.98,5.98,-1.4211545006752013,0.0003,769,1.4211545006752013,722,23,3,6.0,26,3224,2.453803429654076,0,0.5655455,0,,
,,,,18321,,,,,5.96,5.96,-1.9244867076096535,0.0003,769,1.9244867076096535,722,23,3,6.0,26,3228,3.4927100621253633,0,0.5506381,0,,
,,,,18338,,,,,6.0,6.0,-1.9548458833316962,0.0003,769,1.9548458833316962,722,23,3,6.0,26,3232,2.580261938505142,0,0.03185412,0,,
,,,,18357,,,,,5.88,5.88,-4.139171265698957,0.0003,770,4.139171265698957,722,23,3,5.9,26,3236,6.91696304231297,0,0.2573881,0,,
,,,,18381,,,,,5.81,5.81,-1.422319791348775,0.0003,770,1.422319791348775,722,23,3,5.8,26,3240,2.40497274140396,0,0.5643802,0,,
,,,,18406,,,,,5.88,5.88,-4.642569251005175,0.0003,777,4.642569251005175,730,23,3,5.9,26,3244,7.363641169572886,0,0.22640297,0,,
,,,,18421,,,,,5.75,5.75,-2.3781133667048953,0.0003,778,2.3781133667048953,730,23,3,5.8,26,3248,4.432372036751596,0,0.58218545,0,,
,,,,18459,,,,,5.69,5.69,-1.9937619384447736,0.0003,778,1.9937619384447736,730,23,3,5.7,26,3252,2.0893099989182202,0,-0.0070619383,0,,
,,,,18478,,,,,5.47,5.47,-1.430954438082377,0.0003,778,1.430954438082377,730,23,3,5.5,26,3256,2.5289147259288898,0,0.55574554,0,,
,,,,18494,,,,,5.44,5.44,-1.8887035583076477,0.0003,778,1.8887035583076477,730,23,3,5.4,26,3260,3.4927100621253633,0,0.5864212,0,,
,,,,18519,,,,,5.44,5.44,-1.9422312146743141,0.0003,786,1.9422312146743141,738,23,3,5.4,26,3264,2.38092301398992,0,0.044468787,0,,
,,,,18533,,,,,5.29,5.29,-2.022401672236125,0.0003,786,2.022401672236125,738,23,3,5.3,26,3268,2.6592441489738134,0,-0.035701673,0,,
,,,,18549,,,,,5.26,5.26,-1.9567837333997093,0.0003,786,1.9567837333997093,738,23,3,5.3,26,3272,2.6063251904092346,0,0.029916266,0,,
,,,,18562,,,,,5.08,5.08,-1.8920251445293426,0.0003,786,1.8920251445293426,738,23,3,5.1,26,3276,2.68610520098365,0,0.094674855,0,,
,,,,18590,,,,,5.13,5.13,-3.2714125837603354,0.0003,786,3.2714125837603354,738,23,3,5.1,26,3280,4.691130233541325,0,0.17083393,0,,
,,,,18616,,,,,5.23,5.23,-3.347526191494777,0.0003,794,3.347526191494777,746,23,3,5.2,26,3284,4.786379179207556,0,0.09472033,0,,
,,,,18631,,,,,5.23,5.23,-2.5218129560765763,0.0003,794,2.5218129560765763,746,23,3,5.2,26,3288,4.432372036751596,0,0.43848586,0,,
,,,,18648,,,,,5.16,5.16,-1.9545463029364745,0.0003,794,1.9545463029364745,746,23,3,5.2,26,3292,2.580261938505142,0,0.0321537,0,,
,,,,18664,,,,,5.17,5.17,-3.71661053938201,0.0003,794,3.71661053938201,746,23,3,5.2,26,3296,6.205947638876525,0,0.2043815,0,,
,,,,18687,,,,,5.28,5.28,-1.4138048108736674,0.0003,794,1.4138048108736674,746,23,3,5.3,26,3300,2.429265395357535,0,0.57289517,0,,
,,,,18709,,,,,5.19,5.19,-1.402257026863098,0.0003,802,1.402257026863098,754,23,3,5.2,26,3304,2.453803429654076,0,0.584443,0,,
,,,,18734,,,,,5.25,5.25,-2.7446889959690113,0.0003,802,2.7446889959690113,754,23,3,5.2,26,3308,4.008557819808409,0,0.21560982,0,,
,,,,18766,,,,,5.34,5.34,-2.6982975230035326,0.0003,803,2.6982975230035326,754,23,3,5.3,26,3312,3.7362378389250104,0,0.26200128,0,,
,,,,18785,,,,,5.18,5.18,-4.535992161327921,0.0003,803,4.535992161327921,754,23,3,5.2,26,3316,7.8213451173217745,0,0.3329801,0,,
,,,,18818,,,,,5.35,5.35,-5.394244585594894,0.0003,811,5.394244585594894,762,23,3,5.3,26,3320,8.390005694077084,0,0.41018426,0,,
,,,,18838,,,,,5.33,5.33,-1.4203960911750793,0.0003,811,1.4203960911750793,762,23,3,5.3,26,3324,2.503625578669601,0,0.5663039,0,,
,,,,18860,,,,,5.39,5.39,-1.4241347031116485,0.0003,811,1.4241347031116485,762,23,3,5.4,26,3328,2.453803429654076,0,0.5625653,0,,
,,,,18890,,,,,5.52,5.52,-3.5809144587356654,0.0003,811,3.5809144587356654,762,23,3,5.5,26,3332,5.391391025537509,0,0.3400776,0,,
,,,,18914,,,,,5.57,5.57,-2.895594518673136,0.0003,819,2.895594518673136,770,23,3,5.6,27,3336,4.049048302836777,0,0.064704284,0,,
,,,,18930,,,,,5.49,5.49,-2.0046889847834906,0.0003,819,2.0046889847834906,770,23,3,5.5,27,3340,2.6063251904092346,0,-0.017988985,0,,
,,,,18950,,,,,5.44,5.44,-2.0800555885699987,0.0003,819,2.0800555885699987,770,23,3,5.4,27,3344,3.3550833497644765,0,0.39506918,0,,
,,,,18984,,,,,5.63,5.63,-11.248727182158966,0.0003,819,11.248727182158966,770,23,3,5.6,27,3348,19.382884773651213,0,0.3435059,0,,
,,,,19005,,,,,5.46,5.46,-2.0597106280667186,0.0003,827,2.0597106280667186,778,22,3,5.5,27,3352,3.321532516266832,0,0.41541412,0,,
,,,,19042,,,,,5.64,5.64,-5.380241896349822,0.0003,827,5.380241896349822,778,22,3,5.6,27,3356,8.059405993607728,0,0.42418692,0,,
,,,,19065,,,,,5.71,5.71,-2.8705533639010925,0.0003,828,2.8705533639010925,778,23,3,5.7,27,3360,4.089947780643209,0,0.08974544,0,,
,,,,19085,,,,,5.66,5.66,-2.717935419869139,0.0003,828,2.717935419869139,778,23,3,5.7,27,3364,4.215141704405765,0,0.24236338,0,,
,,,,19102,,,,,5.69,5.69,-2.4648235958931446,0.0003,836,2.4648235958931446,786,22,3,5.7,27,3368,3.45778296150411,0,0.010301154,0,,
,,,,19128,,,,,5.79,5.79,-6.4019364904649985,0.0003,836,6.4019364904649985,786,22,3,5.8,27,3372,10.747787719381266,0,0.3256118,0,,
,,,,19145,,,,,5.83,5.83,-1.9394826036016146,0.0003,836,1.9394826036016146,786,22,3,5.8,27,3376,2.580261938505142,0,0.0472174,0,,
,,,,19162,,,,,5.72,5.72,-1.922664183836937,0.0003,836,1.922664183836937,786,22,3,5.7,27,3380,3.45778296150411,0,0.55246055,0,,
,,,,19181,,,,,5.65,5.65,-3.4138787066265466,0.0003,836,3.4138787066265466,786,22,3,5.7,27,3384,6.021624788054253,0,0.50711334,0,,
,,,,19197,,,,,5.66,5.66,-2.9397006159741816,0.0003,836,2.9397006159741816,786,22,3,5.7,27,3388,5.292430391392885,0,0.5025459,0,,
,,,,19219,,,,,5.71,5.71,-4.123461183793831,0.0003,844,4.123461183793831,794,22,3,5.7,27,3392,6.711522322993232,0,0.27309817,0,,
,,,,19240,,,,,5.76,5.76,-4.437162862116419,0.0003,844,4.437162862116419,794,22,3,5.8,27,3396,7.665700349487071,0,0.4318093,0,,
,,,,19266,,,,,5.79,5.79,-1.965837424379587,0.0003,844,1.965837424379587,794,22,3,5.8,27,3400,2.357113783850021,0,0.020862577,0,,
,,,,19288,,,,,5.79,5.79,-1.424839776388804,0.0003,844,1.424839776388804,794,22,3,5.8,27,3404,2.453803429654076,0,0.56186026,0,,
,,,,19305,,,,,5.71,5.71,-1.8812641684827804,0.0003,853,1.8812641684827804,803,22,3,5.7,27,3408,3.45778296150411,0,0.59386057,0,,
,,,,19328,,,,,5.62,5.62,-5.154867221349817,0.0003,853,5.154867221349817,803,22,3,5.6,27,3412,8.390673935531245,0,0.18338704,0,,
,,,,19351,,,,,5.66,5.66,-5.023960085893017,0.0003,853,5.023960085893017,803,22,3,5.7,27,3416,8.390673935531245,0,0.31429416,0,,
,,,,19384,,,,,5.66,5.66,-4.169720721133041,0.0003,853,4.169720721133041,803,22,3,5.7,27,3420,6.009082680087165,0,0.22683862,0,,
,,,,19409,,,,,5.71,5.71,-2.011497311673562,0.0003,862,2.011497311673562,811,22,3,5.7,27,3424,2.38092301398992,0,-0.024797311,0,,
,,,,19436,,,,,5.76,5.76,-3.3721398431243164,0.0003,862,3.3721398431243164,811,22,3,5.8,27,3428,5.5564223250127105,0,0.54885226,0,,
,,,,19455,,,,,5.65,5.65,-3.998373086266207,0.0003,862,3.998373086266207,811,22,3,5.7,27,3432,6.91696304231297,0,0.39818627,0,,
,,,,19471,,,,,5.57,5.57,-1.414683909845352,0.0003,862,1.414683909845352,811,22,3,5.6,27,3436,2.6063251904092346,0,0.57201606,0,,
,,,,19487,,,,,5.57,5.57,-1.918898302775383,0.0003,862,1.918898302775383,811,22,3,5.6,27,3440,3.4927100621253633,0,0.5562265,0,,
,,,,19511,,,,,5.61,5.61,-1.4276387211004893,0.0003,870,1.4276387211004893,820,22,3,5.6,27,3444,2.40497274140396,0,0.5590612,0,,
,,,,19547,,,,,5.63,5.63,-1.9312421112080418,0.0003,870,1.9312421112080418,820,22,3,5.6,27,3448,2.131731454870136,0,0.05545789,0,,
,,,,19575,,,,,5.7,5.7,-5.4901717183964704,0.0003,870,5.4901717183964704,820,22,3,5.7,27,3452,8.822390618029416,0,0.31425712,0,,
,,,,19593,,,,,5.51,5.51,-1.8610055928049087,0.0003,870,1.8610055928049087,820,22,3,5.5,27,3456,3.423205131889069,0,0.6141192,0,,
,,,,19607,,,,,5.42,5.42,-1.4120411293029784,0.0003,879,1.4120411293029784,828,22,3,5.4,28,3460,2.6592441489738134,0,0.5746589,0,,
,,,,19627,,,,,5.42,5.42,-1.935381350797415,0.0003,879,1.935381350797415,828,22,3,5.4,28,3464,2.503625578669601,0,0.05131865,0,,
,,,,19643,,,,,5.41,5.41,-1.9804452922264737,0.0003,879,1.9804452922264737,828,22,3,5.4,28,3468,2.6063251904092346,0,0.006254708,0,,
,,,,19658,,,,,5.3,5.3,-1.4156142092068988,0.0003,879,1.4156142092068988,828,22,3,5.3,28,3472,2.632651707484075,0,0.57108575,0,,
,,,,19678,,,,,5.33,5.33,-3.094761785191212,0.0003,879,3.094761785191212,828,22,3,5.3,28,3476,5.083887517174743,0,0.3474847,0,,
,,,,19713,,,,,5.51,5.51,-2.875973974736446,0.0003,887,2.875973974736446,836,22,3,5.5,28,3480,4.372439933202694,0,0.5662725,0,,
,,,,19738,,,,,5.57,5.57,-1.9336585269689561,0.0003,887,1.9336585269689561,836,22,3,5.6,28,3484,2.38092301398992,0,0.053041473,0,,
,,,,19757,,,,,5.6,5.6,-1.867567274433136,0.0003,888,1.867567274433136,836,22,3,5.6,28,3488,3.388973080570178,0,0.6075575,0,,
,,,,19795,,,,,5.76,5.76,-2.380889566284134,0.0003,888,2.380889566284134,836,22,3,5.8,28,3492,3.517593758788787,0,0.57940924,0,,
,,,,19819,,,,,5.79,5.79,-3.7219693189188368,0.0003,896,3.7219693189188368,845,22,3,5.8,28,3496,5.726505257670792,0,0.19902274,0,,
,,,,19850,,,,,5.84,5.84,-5.5354583440201734,0.0003,896,5.5354583440201734,845,22,3,5.8,28,3500,8.560356794283322,0,0.26897052,0,,
,,,,19886,,,,,5.98,5.98,-1.9385597970406216,0.0003,896,1.9385597970406216,845,22,3,6.0,28,3504,2.131731454870136,0,0.0481402,0,,
