eval mean 100 episode reward,eval_qs_difference,eval_ep_rewmean,eval_discount_q,total timesteps,eval_eplenmean,eval_qs,eval_abs_qs_difference,eval_time_elapsed,eplenmean,ep_rewmean,qs_difference,current_lr,time_elapsed,qs_abs_difference,update_time,fps,act_time,mean 100 episode reward,env_time,episodes,discount_q,train_time,qs_mean,n_updates,q_grad_norm,qfs_loss
3.7,-2.766193295875007,3.727272727272727,3.66615677883709,1,3.727272727272727,-0.42750394,2.7661932,0,,,,,,,,,,,,,,,,,,
,,,,19916,,,,,6.11,6.11,-5.082095352495055,0.0003,905,5.082095352495055,853,21,3,6.1,28,3508,7.820656420895043,0,0.2561589,0,,
,,,,19940,,,,,6.12,6.12,-2.368991793733551,0.0003,905,2.368991793733551,853,22,3,6.1,28,3512,4.049048302836777,0,0.59130704,0,,
,,,,19961,,,,,6.1,6.1,-3.3022525603045163,0.0003,905,3.3022525603045163,853,22,3,6.1,28,3516,5.033048642002996,0,0.13999395,0,,
,,,,19980,,,,,5.96,5.96,-1.9093692188081741,0.0003,905,1.9093692188081741,853,22,3,6.0,28,3520,3.388973080570178,0,0.5657555,0,,
4.2,-3.089421535463043,4.363636363636363,4.281838220782,20001,4.363636363636363,-0.44051182,3.0894217,0,,,,,,,,,,,,,,,,,,
,,,,20003,,,,,5.94,5.94,-2.392792715173676,0.0003,914,2.392792715173676,862,21,3,5.9,28,3524,4.089947780643209,0,0.5675061,0,,
,,,,20021,,,,,5.85,5.85,-1.9225981251716615,0.0003,914,1.9225981251716615,862,21,3,5.8,28,3528,2.554459319120091,0,0.064101875,0,,
,,,,20041,,,,,5.86,5.86,-1.9644797274291517,0.0003,914,1.9644797274291517,862,21,3,5.9,28,3532,2.503625578669601,0,0.022220274,0,,
,,,,20060,,,,,5.89,5.89,-4.1527015438116965,0.0003,914,4.1527015438116965,862,21,3,5.9,28,3536,6.91696304231297,0,0.2438578,0,,
,,,,20075,,,,,5.88,5.88,-2.4029561874387264,0.0003,914,2.4029561874387264,862,21,3,5.9,28,3540,3.527989961742792,0,0.07216857,0,,
,,,,20104,,,,,5.93,5.93,-4.446491393424726,0.0003,923,4.446491393424726,871,21,3,5.9,28,3544,7.073484326563447,0,0.42248085,0,,
,,,,20140,,,,,5.93,5.93,-3.255469725849146,0.0003,923,3.255469725849146,871,21,3,5.9,28,3548,4.3287155338706675,0,0.18677676,0,,
,,,,20161,,,,,5.86,5.86,-5.090020099589568,0.0003,923,5.090020099589568,871,21,3,5.9,28,3552,8.561038603745788,0,0.24823418,0,,
,,,,20201,,,,,6.08,6.08,-5.132295895675164,0.0003,932,5.132295895675164,879,21,3,6.1,28,3556,7.07286148185999,0,0.20595837,0,,
,,,,20218,,,,,6.11,6.11,-1.4090426580429076,0.0003,932,1.4090426580429076,879,21,3,6.1,28,3560,2.580261938505142,0,0.57765734,0,,
,,,,20241,,,,,6.14,6.14,-1.8689694289979935,0.0003,932,1.8689694289979935,879,21,3,6.1,28,3564,3.255434019193122,0,0.60615534,0,,
,,,,20270,,,,,6.27,6.27,-3.266709707748804,0.0003,932,3.266709707748804,879,21,3,6.3,28,3568,4.644218931205913,0,0.17553681,0,,
,,,,20298,,,,,6.4,6.4,-2.32454465301013,0.0003,932,2.32454465301013,879,21,3,6.4,28,3572,3.095885360358624,0,0.15058011,0,,
,,,,20320,,,,,6.42,6.42,-3.3245066069780926,0.0003,941,3.3245066069780926,888,21,3,6.4,29,3576,4.982718155582965,0,0.117739916,0,,
,,,,20338,,,,,6.25,6.25,-1.8852905516443252,0.0003,941,1.8852905516443252,888,21,3,6.2,29,3580,3.423205131889069,0,0.5898342,0,,
,,,,20357,,,,,6.19,6.19,-2.407566405874207,0.0003,941,2.407566405874207,888,21,3,6.2,29,3584,4.257718893339156,0,0.55273235,0,,
,,,,20373,,,,,6.16,6.16,-2.8765481599089644,0.0003,941,2.8765481599089644,888,21,3,6.2,29,3588,4.38804831638408,0,0.08375064,0,,
,,,,20395,,,,,6.0,6.0,-4.003180423453438,0.0003,941,4.003180423453438,888,21,3,6.0,29,3592,6.711522322993232,0,0.39337897,0,,
,,,,20441,,,,,6.22,6.22,-9.944291906808525,0.0003,950,9.944291906808525,897,21,3,6.2,29,3596,14.799772819591421,0,0.35598883,0,,
,,,,20460,,,,,6.1,6.1,-1.4227315998395282,0.0003,950,1.4227315998395282,897,21,3,6.1,29,3600,2.5289147259288898,0,0.5639684,0,,
,,,,20478,,,,,5.92,5.92,-1.8681459014234543,0.0003,950,1.8681459014234543,897,21,3,5.9,29,3604,3.423205131889069,0,0.6069789,0,,
,,,,20496,,,,,5.8,5.8,-1.4059934036254882,0.0003,950,1.4059934036254882,897,21,3,5.8,29,3608,2.554459319120091,0,0.5807066,0,,
,,,,20513,,,,,5.73,5.73,-2.8742212020275137,0.0003,959,2.8742212020275137,905,21,3,5.7,29,3612,4.344167833220239,0,0.0860776,0,,
,,,,20545,,,,,5.84,5.84,-8.1560941387395,0.0003,959,8.1560941387395,905,21,3,5.8,29,3616,13.507801868343483,0,0.38141263,0,,
,,,,20574,,,,,5.94,5.94,-1.890777546626091,0.0003,959,1.890777546626091,905,21,3,5.9,29,3620,3.0649265067550377,0,0.5843472,0,,
,,,,20604,,,,,6.01,6.01,-1.9058875773963928,0.0003,968,1.9058875773963928,914,21,3,6.0,29,3624,3.0342772416874877,0,0.5692372,0,,
,,,,20623,,,,,6.02,6.02,-1.9347605671803159,0.0003,968,1.9347605671803159,914,21,3,6.0,29,3628,2.5289147259288898,0,0.05193943,0,,
,,,,20644,,,,,6.03,6.03,-1.9034294371423721,0.0003,968,1.9034294371423721,914,21,3,6.0,29,3632,3.321532516266832,0,0.5716953,0,,
,,,,20671,,,,,6.11,6.11,-3.940708148926484,0.0003,968,3.940708148926484,914,21,3,6.1,29,3636,6.382590948848297,0,0.4558512,0,,
,,,,20694,,,,,6.19,6.19,-3.1976303148487344,0.0003,968,3.1976303148487344,914,21,3,6.2,29,3640,4.932890974027137,0,0.2446162,0,,
,,,,20724,,,,,6.2,6.2,-3.420361433387819,0.0003,977,3.420361433387819,923,21,3,6.2,29,3644,5.391391025537509,0,0.5006306,0,,
,,,,20759,,,,,6.19,6.19,-1.9299244996229807,0.0003,977,1.9299244996229807,923,21,3,6.2,29,3648,2.1532640958284204,0,0.0567755,0,,
,,,,20797,,,,,6.36,6.36,-7.261924746624037,0.0003,977,7.261924746624037,923,21,3,6.4,29,3652,11.105968863326826,0,0.37658933,0,,
,,,,20821,,,,,6.2,6.2,-4.440532175263751,0.0003,986,4.440532175263751,932,21,3,6.2,29,3656,7.438021383406954,0,0.42844003,0,,
,,,,20839,,,,,6.21,6.21,-4.420114822332384,0.0003,986,4.420114822332384,932,21,3,6.2,29,3660,7.900348603355328,0,0.44885743,0,,
,,,,20864,,,,,6.23,6.23,-1.4212208505789439,0.0003,986,1.4212208505789439,932,21,3,6.2,29,3664,2.38092301398992,0,0.5654791,0,,
,,,,20884,,,,,6.14,6.14,-3.3295690486301126,0.0003,986,3.3295690486301126,932,21,3,6.1,29,3668,5.083887517174743,0,0.11267746,0,,
,,,,20906,,,,,6.08,6.08,-1.9249083359656334,0.0003,995,1.9249083359656334,941,20,3,6.1,29,3672,3.2883171911041633,0,0.55021644,0,,
,,,,20933,,,,,6.13,6.13,-1.4262935734113056,0.0003,995,1.4262935734113056,941,21,3,6.1,29,3676,2.3335426460115203,0,0.56040645,0,,
,,,,20951,,,,,6.13,6.13,-4.12680364416911,0.0003,995,4.12680364416911,941,21,3,6.1,29,3680,6.986831355871687,0,0.2697557,0,,
,,,,20968,,,,,6.11,6.11,-1.4040900882403056,0.0003,995,1.4040900882403056,941,21,3,6.1,29,3684,2.580261938505142,0,0.5826099,0,,
,,,,20993,,,,,6.2,6.2,-4.894553101742607,0.0003,995,4.894553101742607,941,21,3,6.2,29,3688,8.223699524214172,0,0.44370118,0,,
,,,,21019,,,,,6.24,6.24,-8.163720970928427,0.0003,1004,8.163720970928427,950,20,3,6.2,29,3692,14.34741016784856,0,0.37378573,0,,
,,,,21031,,,,,5.9,5.9,-1.9409503977815312,0.0003,1004,1.9409503977815312,950,20,3,5.9,30,3696,2.713237576751162,0,0.045749605,0,,
,,,,21051,,,,,5.91,5.91,-4.379389345706492,0.0003,1004,4.379389345706492,950,20,3,5.9,30,3700,7.743131666148557,0,0.4895829,0,,
,,,,21075,,,,,5.97,5.97,-4.878676760503989,0.0003,1005,4.878676760503989,950,20,3,6.0,30,3704,8.306767196175933,0,0.45957747,0,,
,,,,21093,,,,,5.97,5.97,-2.4893877875921726,0.0003,1005,2.4893877875921726,950,20,3,6.0,30,3708,3.423205131889069,0,-0.014263038,0,,
,,,,21106,,,,,5.93,5.93,-1.429465196164449,0.0003,1014,1.429465196164449,959,20,3,5.9,30,3712,2.68610520098365,0,0.5572348,0,,
,,,,21128,,,,,5.83,5.83,-4.5676831131785995,0.0003,1014,4.5676831131785995,959,20,3,5.8,30,3716,7.5890433459921995,0,0.30128914,0,,
,,,,21146,,,,,5.72,5.72,-1.9281175624648732,0.0003,1014,1.9281175624648732,959,20,3,5.7,30,3720,2.554459319120091,0,0.058582436,0,,
,,,,21183,,,,,5.79,5.79,-6.927277989004344,0.0003,1014,6.927277989004344,959,20,4,5.8,30,3724,10.416519777457749,0,0.25726104,0,,
,,,,21206,,,,,5.83,5.83,-4.413407313387582,0.0003,1023,4.413407313387582,968,20,4,5.8,30,3728,7.513152912532277,0,0.45556492,0,,
,,,,21224,,,,,5.8,5.8,-1.4120759384155273,0.0003,1023,1.4120759384155273,968,20,4,5.8,30,3732,2.554459319120091,0,0.57462406,0,,
,,,,21248,,,,,5.77,5.77,-2.926002872031643,0.0003,1023,2.926002872031643,968,20,4,5.8,30,3736,4.049048302836777,0,0.034295928,0,,
,,,,21270,,,,,5.76,5.76,-5.551533317771372,0.0003,1023,5.551533317771372,968,20,4,5.8,30,3740,9.370766471967046,0,0.2528955,0,,
,,,,21290,,,,,5.66,5.66,-2.6067127392110367,0.0003,1023,2.6067127392110367,968,20,4,5.7,30,3744,4.215141704405765,0,0.35358605,0,,
,,,,21314,,,,,5.55,5.55,-2.843559180768245,0.0003,1032,2.843559180768245,977,20,4,5.5,30,3748,4.883562064286864,0,0.5986873,0,,
,,,,21334,,,,,5.37,5.37,-3.6359403130166825,0.0003,1032,3.6359403130166825,977,20,4,5.4,30,3752,5.961408540173711,0,0.28505176,0,,
,,,,21353,,,,,5.32,5.32,-1.941638708494107,0.0003,1032,1.941638708494107,977,20,4,5.3,30,3756,2.5289147259288898,0,0.04506129,0,,
,,,,21379,,,,,5.4,5.4,-3.793870080472056,0.0003,1033,3.793870080472056,977,20,4,5.4,30,3760,5.612547803043142,0,0.12712196,0,,
,,,,21409,,,,,5.45,5.45,-4.493805464003803,0.0003,1042,4.493805464003803,986,20,4,5.5,30,3764,7.002749483297812,0,0.37516677,0,,
,,,,21429,,,,,5.45,5.45,-1.9754193193038307,0.0003,1042,1.9754193193038307,986,20,4,5.5,30,3768,2.503625578669601,0,0.011280681,0,,
,,,,21458,,,,,5.52,5.52,-6.010982482738978,0.0003,1042,6.010982482738978,986,20,4,5.5,30,3772,9.57710990523305,0,0.2565367,0,,
,,,,21504,,,,,5.71,5.71,-5.826039170891232,0.0003,1051,5.826039170891232,995,20,4,5.7,30,3776,8.07295960690598,0,0.44148,0,,
,,,,21535,,,,,5.84,5.84,-2.8745021622100606,0.0003,1051,2.8745021622100606,995,20,4,5.8,30,3780,4.551798974474914,0,0.5677443,0,,
,,,,21553,,,,,5.85,5.85,-1.4211277381896972,0.0003,1051,1.4211277381896972,995,20,4,5.8,30,3784,2.554459319120091,0,0.56557226,0,,
,,,,21577,,,,,5.84,5.84,-4.277104356028127,0.0003,1051,4.277104356028127,995,20,4,5.8,30,3788,6.577963028765667,0,0.119455,0,,
,,,,21594,,,,,5.75,5.75,-2.751938930195286,0.0003,1051,2.751938930195286,995,20,4,5.8,30,3792,4.344167833220239,0,0.20835987,0,,
,,,,21627,,,,,5.96,5.96,-2.4666022478533387,0.0003,1060,2.4666022478533387,1004,20,4,6.0,30,3796,2.9441561733321273,0,0.008522502,0,,
,,,,21652,,,,,6.01,6.01,-4.413079802835308,0.0003,1060,4.413079802835308,1004,20,4,6.0,30,3800,7.363641169572886,0,0.45589244,0,,
,,,,21674,,,,,5.99,5.99,-3.751855432664662,0.0003,1060,3.751855432664662,1004,20,4,6.0,30,3804,5.842776510224254,0,0.16913661,0,,
,,,,21696,,,,,6.03,6.03,-4.018932412546116,0.0003,1061,4.018932412546116,1004,20,4,6.0,30,3808,6.711522322993232,0,0.37762693,0,,
,,,,21711,,,,,6.05,6.05,-1.423140924803416,0.0003,1070,1.423140924803416,1014,20,4,6.0,30,3812,2.632651707484075,0,0.56355906,0,,
,,,,21728,,,,,6.0,6.0,-1.4305185195128123,0.0003,1070,1.4305185195128123,1014,20,4,6.0,30,3816,2.580261938505142,0,0.5561815,0,,
,,,,21749,,,,,6.03,6.03,-2.880067780685339,0.0003,1070,2.880067780685339,1014,20,4,6.0,31,3820,5.033048642002996,0,0.56217873,0,,
,,,,21769,,,,,5.86,5.86,-2.2333933074889183,0.0003,1070,2.2333933074889183,1014,20,4,5.9,31,3824,3.3550833497644765,0,0.24173144,0,,
,,,,21794,,,,,5.88,5.88,-1.940112835796674,0.0003,1070,1.940112835796674,1014,20,4,5.9,31,3828,2.38092301398992,0,0.04658717,0,,
,,,,21827,,,,,6.03,6.03,-3.2677561157166104,0.0003,1079,3.2677561157166104,1023,20,4,6.0,31,3832,4.461218174882863,0,0.17449039,0,,
,,,,21844,,,,,5.96,5.96,-1.4275387144406635,0.0003,1079,1.4275387144406635,1023,20,4,6.0,31,3836,2.580261938505142,0,0.5591613,0,,
,,,,21862,,,,,5.92,5.92,-2.3860969916400454,0.0003,1079,2.3860969916400454,1023,20,4,5.9,31,3840,4.300726154888037,0,0.57420176,0,,
,,,,21878,,,,,5.88,5.88,-2.390013708215668,0.0003,1080,2.390013708215668,1023,20,4,5.9,31,3844,4.38804831638408,0,0.5702851,0,,
,,,,21901,,,,,5.87,5.87,-2.911341274571135,0.0003,1089,2.911341274571135,1032,20,4,5.9,31,3848,4.089947780643209,0,0.048957527,0,,
,,,,21924,,,,,5.9,5.9,-5.037039634520155,0.0003,1089,5.037039634520155,1032,20,4,5.9,31,3852,8.390673935531245,0,0.30121464,0,,
,,,,21952,,,,,5.99,5.99,-4.089602426793414,0.0003,1089,4.089602426793414,1032,20,4,6.0,31,3856,6.318765039359814,0,0.30695695,0,,
,,,,21966,,,,,5.87,5.87,-1.4146512763023376,0.0003,1089,1.4146512763023376,1032,20,4,5.9,31,3860,2.6592441489738134,0,0.5720487,0,,
,,,,21980,,,,,5.71,5.71,-1.975367769978444,0.0003,1089,1.975367769978444,1032,20,4,5.7,31,3864,2.6592441489738134,0,0.01133223,0,,
,,,,22001,,,,,5.72,5.72,-3.588329615014957,0.0003,1099,3.588329615014957,1042,20,4,5.7,31,3868,5.901794454771974,0,0.33266243,0,,
,,,,22017,,,,,5.59,5.59,-1.9518425853371622,0.0003,1099,1.9518425853371622,1042,20,4,5.6,31,3872,2.6063251904092346,0,0.034857415,0,,
,,,,22036,,,,,5.32,5.32,-2.9371811159369487,0.0003,1099,2.9371811159369487,1042,20,4,5.3,31,3876,4.257718893339156,0,0.023117688,0,,
,,,,22051,,,,,5.16,5.16,-1.9029427056131363,0.0003,1099,1.9029427056131363,1042,20,4,5.2,31,3880,3.527989961742792,0,0.57218206,0,,
,,,,22068,,,,,5.15,5.15,-1.876954931479454,0.0003,1099,1.876954931479454,1042,20,4,5.2,31,3884,3.45778296150411,0,0.5981698,0,,
,,,,22092,,,,,5.15,5.15,-1.4159719364166259,0.0003,1099,1.4159719364166259,1042,20,4,5.2,31,3888,2.40497274140396,0,0.57072806,0,,
,,,,22122,,,,,5.28,5.28,-2.8813742052236333,0.0003,1108,2.8813742052236333,1051,19,4,5.3,31,3892,4.597776741893853,0,0.5608723,0,,
,,,,22138,,,,,5.11,5.11,-1.9007776861009598,0.0003,1108,1.9007776861009598,1051,19,4,5.1,31,3896,3.4927100621253633,0,0.574347,0,,
,,,,22164,,,,,5.12,5.12,-2.8913219936606427,0.0003,1108,2.8913219936606427,1051,19,4,5.1,31,3900,3.9684722416103253,0,0.068976805,0,,
,,,,22197,,,,,5.23,5.23,-1.881209406715393,0.0003,1109,1.881209406715393,1051,20,4,5.2,31,3904,2.9441561733321273,0,0.59391534,0,,
,,,,22222,,,,,5.26,5.26,-6.795023612795136,0.0003,1118,6.795023612795136,1061,19,4,5.3,31,3908,11.751689485956968,0,0.3895154,0,,
,,,,22252,,,,,5.41,5.41,-4.164815591350186,0.0003,1118,4.164815591350186,1061,19,4,5.4,31,3912,6.193021615076553,0,0.23174378,0,,
,,,,22294,,,,,5.66,5.66,-2.3618383780536196,0.0003,1118,2.3618383780536196,1061,19,4,5.7,31,3916,3.3789865294934116,0,0.59846044,0,,
,,,,22323,,,,,5.74,5.74,-2.5057930710656047,0.0003,1128,2.5057930710656047,1070,19,4,5.7,31,3920,3.0649265067550377,0,-0.030668322,0,,
,,,,22336,,,,,5.67,5.67,-1.9859120712995528,0.0003,1128,1.9859120712995528,1070,19,4,5.7,31,3924,2.68610520098365,0,0.0007879287,0,,
,,,,22354,,,,,5.6,5.6,-3.7945852494633145,0.0003,1128,3.7945852494633145,1070,19,4,5.6,31,3928,6.082449280862883,0,0.12640679,0,,
,,,,22372,,,,,5.45,5.45,-2.406613202434494,0.0003,1128,2.406613202434494,1070,19,4,5.5,31,3932,4.300726154888037,0,0.55368555,0,,
,,,,22387,,,,,5.43,5.43,-2.4500332257640958,0.0003,1128,2.4500332257640958,1070,19,4,5.4,31,3936,3.527989961742792,0,0.025091527,0,,
,,,,22406,,,,,5.44,5.44,-2.4438815859076977,0.0003,1137,2.4438815859076977,1079,19,4,5.4,31,3940,3.388973080570178,0,0.031243164,0,,
,,,,22440,,,,,5.62,5.62,-1.4094373401323954,0.0003,1137,1.4094373401323954,1079,19,4,5.6,31,3944,2.1750142382105255,0,0.57726264,0,,
,,,,22459,,,,,5.58,5.58,-1.968970697752635,0.0003,1137,1.968970697752635,1079,19,4,5.6,32,3948,2.5289147259288898,0,0.017729303,0,,
,,,,22478,,,,,5.54,5.54,-4.569560751379519,0.0003,1137,4.569560751379519,1079,19,4,5.5,32,3952,7.8213451173217745,0,0.29941145,0,,
,,,,22495,,,,,5.43,5.43,-1.4309056318124134,0.0003,1137,1.4309056318124134,1079,19,4,5.4,32,3956,2.580261938505142,0,0.55579436,0,,
,,,,22516,,,,,5.5,5.5,-2.0325520576357845,0.0003,1147,2.0325520576357845,1089,19,4,5.5,32,3960,2.478589322882905,0,-0.04585206,0,,
,,,,22535,,,,,5.55,5.55,-1.8718918876171111,0.0003,1147,1.8718918876171111,1089,19,4,5.5,32,3964,2.5289147259288898,0,0.11480811,0,,
,,,,22560,,,,,5.59,5.59,-5.985559963666088,0.0003,1147,5.985559963666088,1089,19,4,5.6,32,3968,9.96996635998212,0,0.2819592,0,,
,,,,22578,,,,,5.61,5.61,-2.9847597902734218,0.0003,1147,2.9847597902734218,1089,19,4,5.6,32,3972,5.187111026604166,0,0.45748666,0,,
,,,,22598,,,,,5.62,5.62,-2.7401631340798875,0.0003,1147,2.7401631340798875,1089,19,4,5.6,32,3976,4.215141704405765,0,0.22013566,0,,
,,,,22619,,,,,5.68,5.68,-2.8715784848450756,0.0003,1157,2.8715784848450756,1098,19,4,5.7,32,3980,5.033048642002996,0,0.57066804,0,,
,,,,22645,,,,,5.77,5.77,-1.9427387854774796,0.0003,1157,1.9427387854774796,1098,19,4,5.8,32,3984,2.357113783850021,0,0.043961216,0,,
,,,,22671,,,,,5.79,5.79,-2.854623915296509,0.0003,1157,2.854623915296509,1098,19,4,5.8,32,3988,3.9684722416103253,0,0.105674885,0,,
,,,,22692,,,,,5.7,5.7,-1.9415442053298158,0.0003,1157,1.9415442053298158,1098,19,4,5.7,32,3992,2.478589322882905,0,0.045155793,0,,
,,,,22710,,,,,5.72,5.72,-1.9915995328446232,0.0003,1167,1.9915995328446232,1108,19,4,5.7,32,3996,2.554459319120091,0,-0.004899533,0,,
,,,,22731,,,,,5.67,5.67,-1.90614641056633,0.0003,1167,1.90614641056633,1108,19,4,5.7,32,4000,3.321532516266832,0,0.5689783,0,,
,,,,22755,,,,,5.58,5.58,-4.525455820952179,0.0003,1167,4.525455820952179,1108,19,4,5.6,32,4004,7.438021383406954,0,0.34351644,0,,
,,,,22772,,,,,5.5,5.5,-4.199224279429751,0.0003,1167,4.199224279429751,1108,19,4,5.5,32,4008,7.057405409971401,0,0.1973351,0,,
,,,,22795,,,,,5.43,5.43,-2.3978981331405183,0.0003,1167,2.3978981331405183,1108,19,4,5.4,32,4012,4.089947780643209,0,0.5624007,0,,
,,,,22810,,,,,5.16,5.16,-1.9040512036601702,0.0003,1177,1.9040512036601702,1118,19,4,5.2,32,4016,2.632651707484075,0,0.0826488,0,,
,,,,22826,,,,,5.03,5.03,-1.868433947743972,0.0003,1177,1.868433947743972,1118,19,4,5.0,32,4020,2.6063251904092346,0,0.118266046,0,,
,,,,22840,,,,,5.04,5.04,-2.7345252432343505,0.0003,1177,2.7345252432343505,1118,19,4,5.0,32,4024,4.477143471466259,0,0.22577357,0,,
,,,,22856,,,,,5.02,5.02,-2.4142497821641564,0.0003,1177,2.4142497821641564,1118,19,4,5.0,32,4028,3.4927100621253633,0,0.06087496,0,,
,,,,22877,,,,,5.05,5.05,-1.8887518082675934,0.0003,1177,1.8887518082675934,1118,19,4,5.0,32,4032,3.321532516266832,0,0.586373,0,,
,,,,22909,,,,,5.22,5.22,-2.0056428304632505,0.0003,1187,2.0056428304632505,1128,19,4,5.2,32,4036,2.219175837374274,0,-0.018942831,0,,
,,,,22926,,,,,5.2,5.2,-2.0144789495885376,0.0003,1187,2.0144789495885376,1128,19,4,5.2,32,4040,2.580261938505142,0,-0.027778948,0,,
,,,,22951,,,,,5.11,5.11,-4.003599309064436,0.0003,1187,4.003599309064436,1128,19,4,5.1,32,4044,6.512183398478011,0,0.39296004,0,,
,,,,22965,,,,,5.06,5.06,-1.9267274939835073,0.0003,1187,1.9267274939835073,1128,19,4,5.1,32,4048,2.6592441489738134,0,0.059972506,0,,
,,,,22984,,,,,5.06,5.06,-3.034237887160891,0.0003,1187,3.034237887160891,1128,19,4,5.1,32,4052,5.135239916338124,0,0.4080086,0,,
,,,,23003,,,,,5.08,5.08,-1.9519793506781262,0.0003,1197,1.9519793506781262,1137,19,4,5.1,32,4056,2.5289147259288898,0,0.034720648,0,,
,,,,23038,,,,,5.22,5.22,-2.3587959424075624,0.0003,1197,2.3587959424075624,1137,19,4,5.2,32,4060,3.625267838871098,0,0.60150284,0,,
,,,,23056,,,,,5.21,5.21,-1.9135685895500183,0.0003,1197,1.9135685895500183,1137,19,4,5.2,32,4064,3.423205131889069,0,0.56155616,0,,
,,,,23085,,,,,5.25,5.25,-1.8630610142765045,0.0003,1197,1.8630610142765045,1137,19,4,5.2,32,4068,3.0649265067550377,0,0.61206377,0,,
,,,,23101,,,,,5.23,5.23,-1.9730232895731925,0.0003,1207,1.9730232895731925,1147,19,4,5.2,32,4072,2.6063251904092346,0,0.0136767095,0,,
,,,,23117,,,,,5.19,5.19,-3.272252281578296,0.0003,1207,3.272252281578296,1147,19,4,5.2,32,4076,5.292430391392885,0,0.16999422,0,,
,,,,23149,,,,,5.3,5.3,-4.985919602522594,0.0003,1207,4.985919602522594,1147,19,4,5.3,32,4080,7.665025358119231,0,0.35233468,0,,
,,,,23166,,,,,5.21,5.21,-2.1922404567641616,0.0003,1207,2.1922404567641616,1147,19,4,5.2,32,4084,3.45778296150411,0,0.2828843,0,,
,,,,23193,,,,,5.22,5.22,-2.3765830651340027,0.0003,1207,2.3765830651340027,1147,19,4,5.2,33,4088,3.9287875191942216,0,0.58371574,0,,
,,,,23211,,,,,5.19,5.19,-2.0196185103376707,0.0003,1217,2.0196185103376707,1157,19,4,5.2,33,4092,2.554459319120091,0,-0.03291851,0,,
,,,,23240,,,,,5.3,5.3,-2.9594585200865207,0.0003,1217,2.9594585200865207,1157,19,4,5.3,33,4096,4.644218931205913,0,0.482788,0,,
,,,,23263,,,,,5.32,5.32,-1.4161985830783843,0.0003,1217,1.4161985830783843,1157,19,4,5.3,33,4100,2.429265395357535,0,0.5705014,0,,
,,,,23289,,,,,5.34,5.34,-4.587342106280382,0.0003,1217,4.587342106280382,1157,19,4,5.3,33,4104,7.290004757877157,0,0.28163016,0,,
,,,,23311,,,,,5.39,5.39,-2.852496594232037,0.0003,1227,2.852496594232037,1167,18,4,5.4,33,4108,4.13126038448809,0,0.10780221,0,,
,,,,23336,,,,,5.41,5.41,-3.271332044846727,0.0003,1228,3.271332044846727,1167,19,4,5.4,33,4112,4.834726443643996,0,0.17091447,0,,
,,,,23356,,,,,5.46,5.46,-3.0224888027428722,0.0003,1228,3.0224888027428722,1167,19,4,5.5,33,4116,5.083887517174743,0,0.4197577,0,,
,,,,23381,,,,,5.55,5.55,-2.263700398330152,0.0003,1228,2.263700398330152,1167,19,4,5.5,33,4120,3.1906508822111785,0,0.21142435,0,,
,,,,23397,,,,,5.57,5.57,-1.9282503554046155,0.0003,1228,1.9282503554046155,1167,19,4,5.6,33,4124,2.6063251904092346,0,0.058449645,0,,
,,,,23410,,,,,5.54,5.54,-1.413405906788508,0.0003,1238,1.413405906788508,1177,18,4,5.5,33,4128,2.68610520098365,0,0.5732941,0,,
,,,,23433,,,,,5.56,5.56,-5.114768096739392,0.0003,1238,5.114768096739392,1177,18,4,5.6,33,4132,8.390673935531245,0,0.22348616,0,,
,,,,23451,,,,,5.42,5.42,-2.7008924141940613,0.0003,1238,2.7008924141940613,1177,18,4,5.4,33,4136,4.300726154888037,0,0.2594064,0,,
,,,,23473,,,,,5.47,5.47,-4.4356847190800535,0.0003,1238,4.4356847190800535,1177,18,4,5.5,33,4140,7.5890433459921995,0,0.4332875,0,,
,,,,23491,,,,,5.4,5.4,-2.0606865004566908,0.0003,1238,2.0606865004566908,1177,18,4,5.4,33,4144,3.423205131889069,0,0.41443825,0,,
,,,,23515,,,,,5.5,5.5,-3.781962135218037,0.0003,1248,3.781962135218037,1187,18,4,5.5,33,4148,5.726505257670792,0,0.1390299,0,,
,,,,23537,,,,,5.53,5.53,-2.8192852788087865,0.0003,1248,2.8192852788087865,1187,18,4,5.5,33,4152,4.13126038448809,0,0.14101353,0,,
,,,,23564,,,,,5.61,5.61,-1.841021511417389,0.0003,1248,1.841021511417389,1187,18,4,5.6,33,4156,3.127156929655176,0,0.63410324,0,,
,,,,23590,,,,,5.52,5.52,-2.5770504251536868,0.0003,1248,2.5770504251536868,1187,18,4,5.5,33,4160,3.9684722416103253,0,0.3832484,0,,
,,,,23616,,,,,5.6,5.6,-5.4187524190703105,0.0003,1259,5.4187524190703105,1197,18,4,5.6,33,4164,9.001520883613319,0,0.3856764,0,,
,,,,23637,,,,,5.52,5.52,-3.7398343375718546,0.0003,1259,3.7398343375718546,1197,18,4,5.5,33,4168,5.901794454771974,0,0.18115771,0,,
,,,,23658,,,,,5.57,5.57,-2.7367813110765953,0.0003,1259,2.7367813110765953,1197,18,4,5.6,33,4172,4.172990287361707,0,0.22351749,0,,
,,,,23674,,,,,5.57,5.57,-1.4141072249730426,0.0003,1259,1.4141072249730426,1197,18,4,5.6,33,4176,2.6063251904092346,0,0.57259274,0,,
,,,,23704,,,,,5.55,5.55,-3.8303478772054347,0.0003,1269,3.8303478772054347,1208,18,4,5.5,33,4180,5.391391025537509,0,0.090644166,0,,
