eval_time_elapsed,eval mean 100 episode reward,eval_discount_q,eval_qs,eval_eplenmean,eval_abs_qs_difference,eval_ep_rewmean,eval_qs_difference,total timesteps,fps,ep_rewmean,mean 100 episode reward,eplenmean,qs_difference,current_lr,time_elapsed,qs_abs_difference,update_time,discount_q,episodes,env_time,act_time,qs_mean,n_updates,train_time,qfs_loss,q_grad_norm
1,155.9,104.50581393674223,-1.4063522,80.9090909090909,66.833015,156.41753018181817,-66.83300745162934,1,,,,,,,,,,,,,,,,,,
,,,,,,,,12114,160,17.57102842,17.6,22.1,-2.72869808321264,0.0003,75,2.72869808321264,58,2.8861923866005808,552,10,0,0.65190727,0,0,,
,,,,,,,,12230,159,17.486225960000002,17.5,21.91,-24.49667543373062,0.0003,76,24.49667543373062,60,22.172379691030617,556,10,0,0.37752652,0,0,,
,,,,,,,,12300,157,17.3363516,17.3,21.72,-1.5156289758250965,0.0003,77,3.418851623267929,61,6.461898743448998,560,10,0,0.6597601,0,0,,
,,,,,,,,12425,157,17.550412960000003,17.6,22.08,-11.829747670775536,0.0003,78,12.041974199379096,62,13.327192083752347,564,10,0,0.50737196,0,0,,
,,,,,,,,12504,156,17.61377519,17.6,21.98,-8.456660154746169,0.0003,79,8.456660154746169,62,10.33561753161801,568,10,0,0.38471198,0,0,,
,,,,,,,,12601,155,18.045050049999997,18.0,22.26,-9.837638135903601,0.0003,80,9.837638135903601,63,8.823669824206153,572,10,0,0.56574357,0,0,,
,,,,,,,,12698,156,18.068287010000002,18.1,22.35,-13.276586100131468,0.0003,81,13.276586100131468,63,15.630498802169068,576,10,0,0.4927622,0,0,,
,,,,,,,,12789,155,17.83582477,17.8,22.48,-3.252411796215823,0.0003,82,3.3280553475517802,65,4.767871697894194,580,10,0,0.61855155,0,0,,
,,,,,,,,12854,153,17.61824453,17.6,22.28,-2.526006222835546,0.0003,83,2.526006222835546,66,3.7220002596527837,584,11,0,0.5287613,0,0,,
,,,,,,,,12944,153,17.7443045,17.7,22.35,-8.818652790584824,0.0003,84,8.818652790584824,67,8.492231360842872,588,11,0,0.4154734,0,0,,
,,,,,,,,13071,152,18.52428114,18.5,23.05,-6.333108780535205,0.0003,85,6.366375501259918,67,5.3495008181401476,592,11,0,0.5440406,0,0,,
,,,,,,,,13156,151,18.372226109999996,18.4,22.87,-8.01271440000892,0.0003,86,8.01271440000892,68,8.289320209134512,596,11,0,0.3130804,0,0,,
,,,,,,,,13236,150,18.09154314,18.1,22.71,-7.818379631167558,0.0003,88,7.818379631167558,70,8.832943865532982,600,11,0,0.4751558,0,0,,
,,,,,,,,13304,149,18.25923309,18.3,22.79,-16.46195715549798,0.0003,89,16.46195715549798,71,21.286969881001205,604,11,0,0.3475336,0,0,,
,,,,,,,,13381,149,18.02036173,18.0,22.71,-2.2108207815069845,0.0003,89,2.9068788497277787,71,6.653509123387545,608,11,0,0.66392446,0,0,,
,,,,,,,,13451,149,17.739103699999998,17.7,22.45,-2.4320779573698075,0.0003,90,2.4320779573698075,72,4.2598596847354955,612,11,0,0.661285,0,0,,
