eval_eplenmean,eval_ep_rewmean,eval_time_elapsed,eval_qs,eval_discount_q,eval_abs_qs_difference,total timesteps,eval_qs_difference,eval mean 100 episode reward,time_elapsed,qs_abs_difference,env_time,update_time,qs_difference,ep_rewmean,qs_mean,n_updates,current_lr,train_time,discount_q,fps,eplenmean,episodes,act_time,mean 100 episode reward,qfs_loss,q_grad_norm
,,,,,,1652,,,10,39.16257220496214,2,5,-39.16257220496214,55.3982075,0.68933153,0,0.0003,0,59.06739177100477,152,6.1,272,0,55.4,,
,,,,,,1675,,,10,30.55791932976403,2,5,-30.55791932976403,55.115773649999994,0.1469102,0,0.0003,0,44.54472439217456,153,6.07,276,0,55.1,,
,,,,,,1699,,,10,34.968180417253976,3,5,-34.968180417253976,54.93186936,0.6684448,0,0.0003,0,52.52854978689414,155,6.05,280,0,54.9,,
,,,,,,1719,,,11,26.185448907291562,3,6,-26.185448907291562,54.09371587000001,0.23736818,0,0.0003,0,38.05766694582017,147,5.96,284,0,54.1,,
,,,,,,1749,,,11,25.507161665517902,3,6,-25.507161665517902,54.45459873,0.81037426,0,0.0003,0,34.23157936224325,148,6.0,288,0,54.5,,
,,,,,,1773,,,11,30.657234243408457,3,6,-30.657234243408457,54.36807138,0.23391253,0,0.0003,0,44.355741485016615,149,5.99,292,0,54.4,,
,,,,,,1796,,,11,30.247901290066157,3,6,-30.247901290066157,54.469753880000006,0.8286243,0,0.0003,0,45.03002846719503,151,6.0,296,0,54.5,,
,,,,,,1816,,,12,21.407707281144887,3,7,-21.407707281144887,54.28146649,0.7314199,0,0.0003,0,30.292987345382542,142,5.98,300,0,54.3,,
,,,,,,1837,,,12,30.06817274065189,3,7,-30.06817274065189,53.90484745,0.73418134,0,0.0003,0,45.591977353678615,143,5.94,304,0,53.9,,
,,,,,,1861,,,12,34.492059829302015,3,7,-34.492059829302015,53.90706105999999,0.7553192,0,0.0003,0,52.061869963329734,144,5.94,308,0,53.9,,
,,,,,,1885,,,12,21.840660141951226,3,7,-21.840660141951226,54.001963290000006,0.3233752,0,0.0003,0,29.14171941197429,145,5.95,312,0,54.0,,
,,,,,,1909,,,13,39.364080264071546,3,7,-39.364080264071546,54.46245522000001,0.2252064,0,0.0003,0,59.91964520073696,137,6.0,316,0,54.5,,
,,,,,,1933,,,13,21.7167489750966,3,7,-21.7167489750966,54.643488260000005,0.10334413,0,0.0003,0,28.71873840258075,138,6.02,320,0,54.6,,
,,,,,,1955,,,14,30.044389500926357,3,7,-30.044389500926357,54.276453759999995,0.8092813,0,0.0003,0,45.21531710299708,139,5.98,324,0,54.3,,
,,,,,,1977,,,14,21.606593487517078,3,7,-21.606593487517078,53.814251750000004,0.12051029,0,0.0003,0,29.19610691091868,140,5.93,328,0,53.8,,
,,,,,,2004,,,15,26.056912267356857,3,8,-26.056912267356857,53.83263301000001,0.24410085,0,0.0003,0,35.40907590926172,133,5.93,332,0,53.8,,
,,,,,,2029,,,15,39.222382915538944,3,8,-39.222382915538944,53.74198849000001,0.35418028,0,0.0003,0,59.41332494762819,134,5.92,336,0,53.7,,
,,,,,,2050,,,15,22.07488281927041,3,8,-22.07488281927041,53.84494053,0.11240508,0,0.0003,0,30.01282970598293,135,5.93,340,0,53.8,,
,,,,,,2081,,,15,26.507151664915465,3,8,-26.507151664915465,54.397543750000004,0.19901636,0,0.0003,0,34.336602903247005,136,5.99,344,0,54.4,,
,,,,,,2104,,,16,21.77653316755178,3,9,-21.77653316755178,54.577209429999996,0.09471885,0,0.0003,0,29.04138036086834,130,6.01,348,0,54.6,,
,,,,,,2129,,,16,25.421296734335886,3,9,-25.421296734335886,54.19882971,0.7689408,0,0.0003,0,35.83512132794682,131,5.97,352,0,54.2,,
,,,,,,2153,,,16,35.15897122242647,3,9,-35.15897122242647,53.63781219999999,0.29503894,0,0.0003,0,52.269384120201266,132,5.91,356,0,53.6,,
,,,,,,2179,,,16,39.18526906188198,3,9,-39.18526906188198,53.92074070999999,0.40751174,0,0.0003,0,58.79921874683875,133,5.94,360,0,53.9,,
,,,,,,2209,,,17,52.382601621386534,3,10,-52.382601621386534,54.751769249999995,0.4579971,0,0.0003,0,79.43330989612636,127,6.03,364,0,54.8,,
,,,,,,2234,,,17,26.246601519166965,3,10,-26.246601519166965,55.21622991,0.23166993,0,0.0003,0,36.23579876511725,128,6.08,368,0,55.2,,
,,,,,,2258,,,17,34.616349326105,3,10,-34.616349326105,55.030415049999995,0.7443862,0,0.0003,0,52.14597905095806,129,6.06,372,0,55.0,,
,,,,,,2284,,,17,21.317320858215602,4,10,-21.317320858215602,55.30999434000001,0.6532768,0,0.0003,0,28.249542440262676,130,6.09,376,0,55.3,,
,,,,,,2308,,,18,35.11255112492485,4,11,-35.11255112492485,55.31672034,0.35851696,0,0.0003,0,52.376119039530785,124,6.09,380,0,55.3,,
,,,,,,2331,,,18,44.06225085509024,4,11,-44.06225085509024,55.59923524,0.46459928,0,0.0003,0,69.21734519142818,125,6.12,384,0,55.6,,
,,,,,,2351,,,18,26.39500101274401,4,11,-26.39500101274401,54.678454079999995,0.31639582,0,0.0003,0,38.37238779134068,126,6.02,388,0,54.7,,
,,,,,,2374,,,18,25.543466941921828,4,11,-25.543466941921828,54.57932190999999,0.7299524,0,0.0003,0,36.82718845398024,127,6.01,392,0,54.6,,
,,,,,,2398,,,18,30.796842130952125,4,11,-30.796842130952125,54.666003499999995,0.23740827,0,0.0003,0,44.502484668561515,128,6.02,396,0,54.7,,
,,,,,,2419,,,19,26.341340193029914,4,12,-26.341340193029914,54.76199224000001,0.21817183,0,0.0003,0,37.85602668337046,122,6.03,400,0,54.8,,
,,,,,,2446,,,19,39.098703033337664,4,12,-39.098703033337664,55.31660682,0.2885961,0,0.0003,0,57.96889328101858,123,6.09,404,0,55.3,,
,,,,,,2470,,,19,26.203946052460402,4,12,-26.203946052460402,55.310752869999995,0.34376526,0,0.0003,0,36.751908255250484,123,6.09,408,0,55.3,,
,,,,,,2492,,,20,25.901367065636816,4,12,-25.901367065636816,55.133831660000006,0.81283844,0,0.0003,0,37.63477465082556,124,6.07,412,0,55.1,,
,,,,,,2515,,,21,22.04186107448866,4,13,-22.04186107448866,55.04733201000001,0.21221824,0,0.0003,0,29.490764331166048,118,6.06,416,0,55.0,,
,,,,,,2542,,,21,44.075852644030746,4,13,-44.075852644030746,55.34222641,0.55869365,0,0.0003,0,66.58185664210754,119,6.09,420,0,55.3,,
,,,,,,2568,,,21,35.45891460132136,4,13,-35.45891460132136,55.712213199999994,0.41481754,0,0.0003,0,51.65879428785787,120,6.13,424,0,55.7,,
,,,,,,2588,,,21,21.694074732691142,4,13,-21.694074732691142,55.527668729999995,0.0868403,0,0.0003,0,29.833118008366533,120,6.11,428,0,55.5,,
,,,,,,2615,,,22,30.91743842025906,4,14,-30.91743842025906,55.518882080000004,0.25771108,0,0.0003,0,43.27562257302492,115,6.11,432,0,55.5,,
,,,,,,2641,,,22,30.301976684681474,4,14,-30.301976684681474,55.60858698999999,0.83832353,0,0.0003,0,43.736631205602436,116,6.12,436,0,55.6,,
,,,,,,2666,,,22,34.92806751289479,4,14,-34.92806751289479,55.96550130999999,0.22589502,0,0.0003,0,51.382539686571185,117,6.16,440,0,56.0,,
,,,,,,2694,,,22,25.71129243031134,4,14,-25.71129243031134,55.70011863,0.76255894,0,0.0003,0,35.120212232192685,117,6.13,444,0,55.7,,
,,,,,,2716,,,23,26.398078656318177,4,15,-26.398078656318177,55.612488570000004,0.089504406,0,0.0003,0,37.255947708007405,113,6.12,448,0,55.6,,
,,,,,,2746,,,23,21.3625832691815,4,15,-21.3625832691815,56.07764324,0.70876455,0,0.0003,0,27.272236600398386,114,6.17,452,0,56.1,,
,,,,,,2764,,,24,30.48339267201679,4,15,-30.48339267201679,55.52759892000001,0.67702913,0,0.0003,0,47.26141575815576,115,6.11,456,0,55.5,,
,,,,,,2795,,,24,30.80626611360817,4,15,-30.80626611360817,55.993830349999996,0.2595726,0,0.0003,0,41.44586326319644,116,6.16,460,0,56.0,,
,,,,,,2818,,,25,29.881045689813053,4,16,-29.881045689813053,55.348456420000005,0.84654135,0,0.0003,0,44.59325422532035,111,6.09,464,0,55.3,,
,,,,,,2842,,,25,25.6824769776972,4,16,-25.6824769776972,55.25528802000001,0.76668525,0,0.0003,0,36.60440293342732,112,6.08,468,0,55.3,,
,,,,,,2873,,,25,21.908746618310136,5,16,-21.908746618310136,55.90565970999999,0.26333004,0,0.0003,0,27.158938114689356,113,6.15,472,0,55.9,,
,,,,,,2896,,,25,38.990732188608604,5,16,-38.990732188608604,55.63339139,0.7403308,0,0.0003,0,60.687380393106636,113,6.12,476,0,55.6,,
,,,,,,2916,,,26,26.390105666681855,5,17,-26.390105666681855,55.258658690000004,0.19296959,0,0.0003,0,38.184115442369276,109,6.08,480,0,55.3,,
,,,,,,2943,,,26,26.1240864760544,5,17,-26.1240864760544,55.63160113999999,0.13318394,0,0.0003,0,35.23116188139657,110,6.12,484,0,55.6,,
,,,,,,2966,,,26,21.259584442519493,5,17,-21.259584442519493,55.90931735,0.7577272,0,0.0003,0,29.250725306731958,110,6.15,488,0,55.9,,
,,,,,,2989,,,26,29.966050536856596,5,17,-29.966050536856596,55.918010269999996,0.7958767,0,0.0003,0,44.56518196921903,111,6.15,492,0,55.9,,
,,,,,,3012,,,27,25.644224800860826,5,18,-25.644224800860826,55.813173819999996,0.7922148,0,0.0003,0,36.82752757026162,108,6.14,496,0,55.8,,
,,,,,,3038,,,27,25.937889993176547,5,18,-25.937889993176547,56.26801712,0.8071157,0,0.0003,0,36.15769674905456,108,6.19,500,0,56.3,,
,,,,,,3057,,,27,25.87715201669898,5,18,-25.87715201669898,55.53745511000001,0.8104845,0,0.0003,0,38.72656557110404,109,6.11,504,0,55.5,,
,,,,,,3083,,,27,30.864284927284057,5,18,-30.864284927284057,55.74053919999999,0.3308116,0,0.0003,0,43.83706698458214,110,6.13,508,0,55.7,,
,,,,,,3105,,,29,25.385459969201346,5,20,-25.385459969201346,55.71198883,0.75166595,0,0.0003,0,36.89691715980939,106,6.13,512,0,55.7,,
,,,,,,3126,,,29,26.199104096346037,5,20,-26.199104096346037,55.519448249999996,0.08182468,0,0.0003,0,37.43926091028141,106,6.11,516,0,55.5,,
,,,,,,3146,,,29,30.39741247364883,5,20,-30.39741247364883,54.859417879999995,0.7444515,0,0.0003,0,46.388991188394485,107,6.04,520,0,54.9,,
,,,,,,3173,,,29,30.393467146066328,5,20,-30.393467146066328,54.95709304,0.7798948,0,0.0003,0,43.282905845868605,107,6.05,524,0,55.0,,
,,,,,,3196,,,29,26.342563271721552,5,20,-26.342563271721552,55.23985834,0.2566368,0,0.0003,0,37.12598464808368,108,6.08,528,0,55.2,,
,,,,,,3217,,,30,34.383167080451884,5,21,-34.383167080451884,54.67254795000001,0.81566685,0,0.0003,0,53.69968404084721,104,6.02,532,0,54.7,,
,,,,,,3240,,,30,29.82852387354958,5,21,-29.82852387354958,54.390180869999995,0.8163399,0,0.0003,0,44.37388371166725,104,5.99,536,0,54.4,,
,,,,,,3269,,,31,21.45355733621218,5,21,-21.45355733621218,54.77229577999999,0.7220768,0,0.0003,0,27.634144105064514,105,6.03,540,0,54.8,,
,,,,,,3287,,,31,21.46025365679938,5,21,-21.46025365679938,53.82546283000001,0.761787,0,0.0003,0,30.979646679411104,105,5.93,544,0,53.8,,
,,,,,,3310,,,32,21.81676382830952,5,22,-21.81676382830952,53.92912906999999,0.23007222,0,0.0003,0,29.30095137879975,102,5.94,548,0,53.9,,
,,,,,,3333,,,32,30.861351027657136,5,22,-30.861351027657136,53.28455545,0.20095658,0,0.0003,0,44.856648340322955,102,5.87,552,0,53.3,,
,,,,,,3352,,,32,25.652784312039728,5,22,-25.652784312039728,53.369090149999984,0.8201041,0,0.0003,0,38.48334423729533,102,5.88,556,0,53.4,,
,,,,,,3382,,,32,34.80976676445464,5,22,-34.80976676445464,53.27477406999999,0.28711396,0,0.0003,0,48.94794593830461,103,5.87,560,0,53.3,,
,,,,,,3406,,,34,21.503868975613216,5,24,-21.503868975613216,53.37066946,0.73595166,0,0.0003,0,29.15907989348269,99,5.88,564,0,53.4,,
,,,,,,3437,,,34,35.12864333621876,5,24,-35.12864333621876,54.029683680000005,0.29558572,0,0.0003,0,48.74645534374803,100,5.95,568,0,54.0,,
,,,,,,3458,,,34,21.525503685332257,5,24,-21.525503685332257,53.09648976999999,0.7292697,0,0.0003,0,30.08083300363148,101,5.85,572,0,53.1,,
,,,,,,3485,,,34,34.568770427040015,6,24,-34.568770427040015,53.46367785999999,0.7270566,0,0.0003,0,50.543278822210134,101,5.89,576,0,53.5,,
,,,,,,3508,,,35,39.543793823147034,6,25,-39.543793823147034,53.740193469999994,0.70224094,0,0.0003,0,61.242954712872155,97,5.92,580,0,53.7,,
,,,,,,3534,,,35,25.690494070976,6,25,-25.690494070976,53.64391983,0.7673433,0,0.0003,0,35.88334339171962,98,5.91,584,0,53.6,,
,,,,,,3561,,,36,30.092740490115972,6,25,-30.092740490115972,54.00632157,0.81065744,0,0.0003,0,43.04576358266667,98,5.95,588,0,54.0,,
,,,,,,3588,,,36,43.8096308825848,6,25,-43.8096308825848,54.37920317000001,0.3905976,0,0.0003,0,66.14007717574339,99,5.99,592,0,54.4,,
,,,,,,3611,,,37,29.700352859544637,6,27,-29.700352859544637,54.380030489999996,0.82182235,0,0.0003,0,44.307662399793955,95,5.99,596,0,54.4,,
,,,,,,3630,,,37,26.202144838236983,6,27,-26.202144838236983,53.73266320999999,0.13939139,0,0.0003,0,38.32901520893756,96,5.92,600,0,53.7,,
,,,,,,3651,,,37,21.734928737403262,6,27,-21.734928737403262,53.903339239999994,0.08381048,0,0.0003,0,29.561515813152123,96,5.94,604,0,53.9,,
,,,,,,3673,,,37,34.769173083544835,6,27,-34.769173083544835,53.52705190999999,0.7127925,0,0.0003,0,53.37305858894683,97,5.9,608,0,53.5,,
,,,,,,3698,,,37,25.57765870134135,6,27,-25.57765870134135,53.82293541000001,0.7799462,0,0.0003,0,36.04487482801887,97,5.93,612,0,53.8,,
,,,,,,3725,,,39,34.677916478006374,6,28,-34.677916478006374,54.38725445,0.80210036,0,0.0003,0,50.79135261840936,94,5.99,616,0,54.4,,
,,,,,,3751,,,39,38.935948353888534,6,28,-38.935948353888534,54.94296178999999,0.37722757,0,0.0003,0,58.51016879653209,94,6.05,620,0,54.9,,
,,,,,,3771,,,39,26.610443008045934,6,28,-26.610443008045934,54.29456583,0.20286337,0,0.0003,0,38.495013993226074,95,5.98,624,0,54.3,,
,,,,,,3797,,,39,26.322130415717908,6,28,-26.322130415717908,54.56916263,0.13453089,0,0.0003,0,35.820058926097,95,6.01,628,0,54.6,,
,,,,,,3823,,,41,25.500570443155787,6,30,-25.500570443155787,55.04684329000001,0.7356395,0,0.0003,0,35.5664973566628,92,6.06,632,0,55.0,,
,,,,,,3849,,,41,30.041943385662844,6,30,-30.041943385662844,55.31877726,0.76375407,0,0.0003,0,43.38766345088804,93,6.09,636,0,55.3,,
,,,,,,3869,,,41,21.463053749848232,6,30,-21.463053749848232,54.47422894,0.7508745,0,0.0003,0,30.309036099420908,93,6.0,640,0,54.5,,
,,,,,,3897,,,41,34.950810265532596,6,30,-34.950810265532596,55.41319805,0.5848153,0,0.0003,0,50.26599362103252,94,6.1,644,0,55.4,,
,,,,,,3921,,,42,30.423847841606996,6,31,-30.423847841606996,55.49462598,0.62723184,0,0.0003,0,44.51016325181935,91,6.11,648,0,55.5,,
,,,,,,3942,,,42,21.569290680932465,6,31,-21.569290680932465,55.31152122999999,0.13480681,0,0.0003,0,29.49001771231226,91,6.09,652,0,55.3,,
,,,,,,3971,,,43,21.895831366905707,6,31,-21.895831366905707,56.24531492999999,0.20282498,0,0.0003,0,27.62992405275624,92,6.19,656,0,56.2,,
,,,,,,3997,,,43,52.4407530153261,6,31,-52.4407530153261,55.88366340999999,0.6718665,0,0.0003,0,83.03236530167005,92,6.15,660,0,55.9,,
,,,,,,4019,,,44,21.46601757193691,6,32,-21.46601757193691,55.69912585999999,0.73303044,0,0.0003,0,29.69729065321354,89,6.13,664,0,55.7,,
,,,,,,4048,,,44,34.468618472182115,6,32,-34.468618472182115,55.51034490999999,0.8301129,0,0.0003,0,49.55204221473657,90,6.11,668,0,55.5,,
,,,,,,4072,,,44,39.40555583821619,6,32,-39.40555583821619,55.79730285000001,0.73485863,0,0.0003,0,60.57385451912525,90,6.14,672,0,55.8,,
,,,,,,4096,,,44,30.517543390965585,7,32,-30.517543390965585,55.51949226,0.2675945,0,0.0003,0,44.27686634265977,91,6.11,676,0,55.5,,
,,,,,,4123,,,46,21.733761352930603,7,34,-21.733761352930603,55.8797656,0.14647892,0,0.0003,0,27.949681456060464,88,6.15,680,0,55.9,,
,,,,,,4147,,,46,34.26511265582858,7,34,-34.26511265582858,55.695305149999996,0.7526192,0,0.0003,0,51.79874416200122,89,6.13,684,0,55.7,,
,,,,,,4176,,,46,30.37958414072428,7,34,-30.37958414072428,55.88758421000001,0.7443676,0,0.0003,0,42.447833650910475,89,6.15,688,0,55.9,,
,,,,,,4202,,,48,21.25570762435497,7,36,-21.25570762435497,55.78725012999999,0.676054,0,0.0003,0,28.24459506369026,86,6.14,692,0,55.8,,
,,,,,,4225,,,48,34.98854352819911,7,36,-34.98854352819911,55.78971339999999,0.2699133,0,0.0003,0,52.609595761345155,87,6.14,696,0,55.8,,
,,,,,,4248,,,48,25.815126282039337,7,36,-25.815126282039337,56.16193585,0.8112221,0,0.0003,0,37.05687847779091,87,6.18,700,0,56.2,,
,,,,,,4270,,,48,29.987962438968598,7,36,-29.987962438968598,56.26051961999999,0.8107341,0,0.0003,0,45.06159429111988,87,6.19,704,0,56.3,,
,,,,,,4301,,,50,26.29751512104856,7,38,-26.29751512104856,57.09374927999999,0.14277917,0,0.0003,0,34.064740954219644,84,6.28,708,0,57.1,,
,,,,,,4331,,,50,34.850143655552436,7,38,-34.850143655552436,57.56206985,0.31158748,0,0.0003,0,49.01102920663962,85,6.33,712,0,57.6,,
,,,,,,4356,,,50,29.95127259925479,7,38,-29.95127259925479,57.37189019,0.8412366,0,0.0003,0,43.84658241035864,85,6.31,716,0,57.4,,
,,,,,,4381,,,50,39.15697212188577,7,38,-39.15697212188577,57.269006659999995,0.27889198,0,0.0003,0,59.23667126371151,86,6.3,720,0,57.3,,
,,,,,,4408,,,52,39.25941793359333,7,39,-39.25941793359333,57.91394395999999,0.29363242,0,0.0003,0,58.1474104784747,83,6.37,724,0,57.9,,
,,,,,,4433,,,52,38.95625205331214,7,39,-38.95625205331214,57.820381880000006,0.7153857,0,0.0003,0,59.482305596657795,84,6.36,728,0,57.8,,
,,,,,,4452,,,52,25.705700843405833,7,39,-25.705700843405833,57.16937462,0.6933929,0,0.0003,0,38.449814574991166,84,6.29,732,0,57.2,,
,,,,,,4470,,,52,26.51482869272727,7,39,-26.51482869272727,56.43860874999999,0.22806795,0,0.0003,0,39.21909548222135,84,6.21,736,0,56.4,,
,,,,,,4505,,,54,30.79930491589245,7,41,-30.79930491589245,57.83802967,0.19133101,0,0.0003,0,39.733288235240344,82,6.36,740,0,57.8,,
,,,,,,4526,,,54,21.981654802957706,7,41,-21.981654802957706,57.182380169999995,0.11943512,0,0.0003,0,29.86664965280604,82,6.29,744,0,57.2,,
,,,,,,4548,,,54,30.30899810589572,7,41,-30.30899810589572,57.00421211,0.7304945,0,0.0003,0,45.406772718357644,82,6.27,748,0,57.0,,
,,,,,,4570,,,54,25.6936586256633,7,41,-25.6936586256633,57.10010616,0.80637085,0,0.0003,0,37.3681373646761,83,6.28,752,0,57.1,,
,,,,,,4590,,,54,17.03816612595948,7,41,-17.03816612595948,56.27197549000002,0.68923527,0,0.0003,0,22.463899009553057,83,6.19,756,0,56.3,,
,,,,,,4611,,,56,29.74473287263333,7,43,-29.74473287263333,55.79999098000001,0.76062566,0,0.0003,0,45.20815356721853,81,6.14,760,0,55.8,,
,,,,,,4636,,,56,34.45479725738082,7,43,-34.45479725738082,56.070849630000005,0.80631393,0,0.0003,0,51.55786571691785,81,6.17,764,0,56.1,,
,,,,,,4657,,,56,25.788866669214872,7,43,-25.788866669214872,55.328576860000005,0.7089459,0,0.0003,0,37.73632671321942,81,6.09,768,0,55.3,,
,,,,,,4683,,,57,30.3949470084173,8,43,-30.3949470084173,55.51270231,0.73808146,0,0.0003,0,43.732628407715595,82,6.11,772,0,55.5,,
,,,,,,4715,,,58,47.728047617727604,8,45,-47.728047617727604,56.25939378,0.50507116,0,0.0003,0,70.16717230881311,79,6.19,776,0,56.3,,
,,,,,,4734,,,59,21.303157238284797,8,45,-21.303157238284797,55.52618694000001,0.6991784,0,0.0003,0,30.39511307500154,80,6.11,780,0,55.5,,
,,,,,,4754,,,59,21.45982121212147,8,45,-21.45982121212147,55.16255402000001,0.777825,0,0.0003,0,30.396225552740766,80,6.07,784,0,55.2,,
,,,,,,4780,,,59,34.27655106734772,8,45,-34.27655106734772,54.885382899999996,0.82724196,0,0.0003,0,50.91376595819243,80,6.04,788,0,54.9,,
,,,,,,4804,,,61,21.963337204483103,8,47,-21.963337204483103,54.70118898,0.24759203,0,0.0003,0,29.158944507601866,78,6.02,792,0,54.7,,
,,,,,,4828,,,61,30.05066394203598,8,47,-30.05066394203598,54.794621019999994,0.82336116,0,0.0003,0,44.30812274308712,78,6.03,796,0,54.8,,
,,,,,,4847,,,61,25.898077832284855,8,47,-25.898077832284855,54.420478839999994,0.7589506,0,0.0003,0,38.69427763197835,79,5.99,800,0,54.4,,
,,,,,,4874,,,61,43.77427225988738,8,47,-43.77427225988738,54.87754703,0.33985695,0,0.0003,0,66.14926431824179,79,6.04,804,0,54.9,,
,,,,,,4898,,,61,30.39722398243715,8,47,-30.39722398243715,54.22163684999999,0.7917389,0,0.0003,0,44.69033509470319,79,5.97,808,0,54.2,,
,,,,,,4920,,,63,30.729065097863963,8,49,-30.729065097863963,53.468462869999996,0.28997797,0,0.0003,0,45.43147653917537,77,5.89,812,0,53.5,,
,,,,,,4939,,,63,35.14745647986443,8,49,-35.14745647986443,52.912260769999996,0.3422154,0,0.0003,0,55.084300674404005,77,5.83,816,0,52.9,,
,,,,,,4964,,,63,34.388134584183476,8,49,-34.388134584183476,52.918800000000005,0.73917145,0,0.0003,0,51.4970532306108,78,5.83,820,0,52.9,,
,,,,,,4993,,,63,26.061279438232184,8,49,-26.061279438232184,53.098198039999986,0.25777638,0,0.0003,0,34.71598556075552,78,5.85,824,0,53.1,,
,,,,,,5011,,,65,26.399029133090796,8,51,-26.399029133090796,52.454065709999995,0.2547056,0,0.0003,0,39.11287229932852,76,5.78,828,0,52.5,,
,,,,,,5032,,,65,39.21059868076505,8,51,-39.21059868076505,52.63562813000001,0.64337945,0,0.0003,0,62.1362239810173,76,5.8,832,0,52.6,,
,,,,,,5055,,,65,25.904960716860376,8,51,-25.904960716860376,53.09068391999999,0.26375902,0,0.0003,0,36.71771809306449,76,5.85,836,0,53.1,,
,,,,,,5080,,,66,34.56854064554635,8,51,-34.56854064554635,52.15920802000001,0.7485752,0,0.0003,0,51.61286217682856,76,5.75,840,0,52.2,,
,,,,,,5104,,,68,34.563222401694176,8,53,-34.563222401694176,52.43175449,0.7926754,0,0.0003,0,52.143086493487836,74,5.78,844,0,52.4,,
,,,,,,5124,,,68,21.99384308836553,8,53,-21.99384308836553,52.247567640000014,0.15535586,0,0.0003,0,30.293379344878606,75,5.76,848,0,52.2,,
,,,,,,5154,,,68,25.723615034707972,8,53,-25.723615034707972,52.98738418,0.8228178,0,0.0003,0,34.48505341759848,75,5.84,852,0,53.0,,
,,,,,,5177,,,68,21.63807593391981,8,53,-21.63807593391981,53.25520718,0.1800251,0,0.0003,0,29.05024800322304,75,5.87,856,0,53.3,,
,,,,,,5198,,,68,30.187771875498644,8,53,-30.187771875498644,53.26571749,0.8132258,0,0.0003,0,45.81792298353547,75,5.87,860,0,53.3,,
,,,,,,5226,,,70,34.82811585099135,8,55,-34.82811585099135,53.54027266999999,0.3376158,0,0.0003,0,50.01301032677447,74,5.9,864,0,53.5,,
,,,,,,5257,,,70,34.777944031839574,9,55,-34.777944031839574,54.474081119999994,0.7324132,0,0.0003,0,48.76041589695181,74,6.0,868,0,54.5,,
,,,,,,5282,,,70,35.28166542434401,9,55,-35.28166542434401,54.38183096000001,0.2970187,0,0.0003,0,51.950790264182004,74,5.99,872,0,54.4,,
,,,,,,5307,,,73,39.16713916334269,9,57,-39.16713916334269,53.73516184000002,0.7885465,0,0.0003,0,59.766290543777494,72,5.92,876,0,53.7,,
,,,,,,5329,,,73,34.821367707619544,9,57,-34.821367707619544,54.00165569000001,0.30172023,0,0.0003,0,53.06321209248526,72,5.95,880,0,54.0,,
,,,,,,5363,,,73,48.1631080308916,9,57,-48.1631080308916,55.307972760000006,0.3440563,0,0.0003,0,68.95267292488253,73,6.09,884,1,55.3,,
,,,,,,5388,,,73,30.359613237063996,9,57,-30.359613237063996,55.210356600000004,0.19358772,0,0.0003,0,43.56087531945037,73,6.08,888,1,55.2,,
,,,,,,5407,,,75,30.13825404380997,9,59,-30.13825404380997,54.74215123,0.7637727,0,0.0003,0,46.58771012290841,71,6.03,892,1,54.7,,
,,,,,,5428,,,75,29.82038223050267,9,59,-29.82038223050267,54.458704929999996,0.82263327,0,0.0003,0,45.38488079766779,71,6.0,896,1,54.5,,
,,,,,,5448,,,75,21.372803064363115,9,59,-21.372803064363115,54.55396506,0.6601405,0,0.0003,0,30.1005510791501,72,6.01,900,1,54.6,,
,,,,,,5470,,,75,38.788957420916745,9,59,-38.788957420916745,54.09238609999999,0.72427845,0,0.0003,0,61.172838518511,72,5.96,904,1,54.1,,
,,,,,,5492,,,75,35.01569068409642,9,59,-35.01569068409642,53.9144449,0.3330932,0,0.0003,0,53.26742677844892,72,5.94,908,1,53.9,,
,,,,,,5516,,,77,48.053693784367724,9,61,-48.053693784367724,54.11202165,0.40283027,0,0.0003,0,76.13182932624034,70,5.96,912,1,54.1,,
,,,,,,5535,,,77,30.95728645384125,9,61,-30.95728645384125,54.120000039999994,0.2706062,0,0.0003,0,47.037572430514366,70,5.96,916,1,54.1,,
,,,,,,5557,,,78,35.161711766659074,9,61,-35.161711766659074,53.843355779999996,0.31117347,0,0.0003,0,53.3560250589227,71,5.93,920,1,53.8,,
,,,,,,5579,,,78,25.49253651552595,9,61,-25.49253651552595,53.197141589999994,0.7742778,0,0.0003,0,37.187648041616015,71,5.86,924,1,53.2,,
,,,,,,5600,,,80,25.558320463589283,9,64,-25.558320463589283,53.47616857999999,0.7514475,0,0.0003,0,37.47951329764002,69,5.89,928,1,53.5,,
,,,,,,5626,,,80,22.09615707327436,9,64,-22.09615707327436,53.95086335,0.16838887,0,0.0003,0,28.599190476943697,69,5.94,932,1,54.0,,
,,,,,,5649,,,80,21.164967717729642,9,64,-21.164967717729642,53.95675141000002,0.73834634,0,0.0003,0,29.09803065513801,69,5.94,936,1,54.0,,
,,,,,,5681,,,80,52.71237497339635,9,64,-52.71237497339635,54.622313829999996,0.4438281,0,0.0003,0,78.21144795807568,70,6.01,940,1,54.6,,
,,,,,,5703,,,83,22.007089358475493,9,66,-22.007089358475493,54.45194849000001,0.23300916,0,0.0003,0,29.80744629617164,68,5.99,944,1,54.5,,
,,,,,,5727,,,83,29.860696953262096,9,66,-29.860696953262096,54.81494358,0.8047822,0,0.0003,0,44.03927921952044,68,6.03,948,1,54.8,,
,,,,,,5754,,,83,30.755481265585093,9,66,-30.755481265585093,54.54060306,0.27252182,0,0.0003,0,43.21372855823184,69,6.0,952,1,54.5,,
,,,,,,5780,,,83,38.855672792985374,9,66,-38.855672792985374,54.81846583000001,0.706321,0,0.0003,0,58.752678435223906,69,6.03,956,1,54.8,,
