eval_eplenmean,eval_ep_rewmean,eval_time_elapsed,eval_qs,eval_discount_q,eval_abs_qs_difference,total timesteps,eval_qs_difference,eval mean 100 episode reward,time_elapsed,qs_abs_difference,env_time,update_time,qs_difference,ep_rewmean,qs_mean,n_updates,current_lr,train_time,discount_q,fps,eplenmean,episodes,act_time,mean 100 episode reward,qfs_loss,q_grad_norm
,,,,,,998,,,5,35.185303051012724,1,2,-35.185303051012724,55.53883854000001,0.351364,0,0.0003,0,52.953939044610166,186,6.11,164,0,55.5,,
,,,,,,1021,,,5,38.71156075702939,1,2,-38.71156075702939,55.71557592999999,0.78016484,0,0.0003,0,60.434499908893905,174,6.13,168,0,55.7,,
,,,,,,1042,,,5,39.02804015729618,1,2,-39.02804015729618,55.62282803,0.71561706,0,0.0003,0,62.035588558607,176,6.12,172,0,55.6,,
,,,,,,1068,,,5,39.171303572858434,1,2,-39.171303572858434,55.71503968000001,0.5235495,0,0.0003,0,58.852715408128034,178,6.13,176,0,55.7,,
,,,,,,1094,,,6,21.07072202408673,1,2,-21.07072202408673,56.18548472999999,0.63730466,0,0.0003,0,28.00894064007542,180,6.18,180,0,56.2,,
,,,,,,1123,,,6,21.786651847194335,2,2,-21.786651847194335,57.11010015000001,0.2131695,0,0.0003,0,27.544081768045157,171,6.28,184,0,57.1,,
,,,,,,1149,,,6,56.723683340169316,2,2,-56.723683340169316,57.29795461,0.58162117,0,0.0003,0,91.08722218632735,173,6.3,188,0,57.3,,
,,,,,,1174,,,6,43.62457142880102,2,2,-43.62457142880102,57.66441320999999,0.40031505,0,0.0003,0,67.46624047624064,174,6.34,192,0,57.7,,
,,,,,,1196,,,6,25.5931957542875,2,2,-25.5931957542875,57.01957929000001,0.75706005,0,0.0003,0,37.25078959320516,176,6.27,196,0,57.0,,
,,,,,,1218,,,7,26.02644160802158,2,3,-26.02644160802158,56.847186810000004,0.6069325,0,0.0003,0,37.57309909537381,167,6.25,200,0,56.8,,
,,,,,,1243,,,7,25.673829814874136,2,3,-25.673829814874136,57.21956287,0.8029928,0,0.0003,0,36.175168468609655,169,6.29,204,0,57.2,,
,,,,,,1267,,,7,25.59543541334461,2,3,-25.59543541334461,56.841818249999996,0.7924787,0,0.0003,0,36.435877967638426,170,6.25,208,0,56.8,,
,,,,,,1290,,,7,35.04008033958367,2,3,-35.04008033958367,56.84061120999999,0.31043646,0,0.0003,0,52.7659697661586,172,6.25,212,0,56.8,,
,,,,,,1309,,,8,34.99400122120274,2,3,-34.99400122120274,56.184058240000006,0.22077067,0,0.0003,0,54.61512031539467,162,6.18,216,0,56.2,,
,,,,,,1331,,,8,26.237685535897917,2,3,-26.237685535897917,56.28237501,0.23752804,0,0.0003,0,37.38868238723851,164,6.19,220,0,56.3,,
,,,,,,1357,,,8,48.03316405443779,2,3,-48.03316405443779,55.806596590000005,0.35627788,0,0.0003,0,74.63483464436996,166,6.14,224,0,55.8,,
,,,,,,1384,,,8,26.229075409244793,2,3,-26.229075409244793,55.875572129999995,0.07531814,0,0.0003,0,35.26766668685824,167,6.15,228,0,55.9,,
,,,,,,1411,,,8,34.988035473030166,2,4,-34.988035473030166,56.15380678,0.2554627,0,0.0003,0,50.50533802210161,159,6.18,232,0,56.2,,
,,,,,,1437,,,8,21.48393056498477,2,4,-21.48393056498477,56.43146267000001,0.11320166,0,0.0003,0,27.919245940465085,160,6.21,236,0,56.4,,
,,,,,,1457,,,8,21.964593084690506,2,4,-21.964593084690506,56.061579509999994,0.12396923,0,0.0003,0,30.17136863981105,161,6.17,240,0,56.1,,
,,,,,,1482,,,9,34.85579100275539,2,4,-34.85579100275539,56.24484555,0.3138152,0,0.0003,0,51.61151086324338,163,6.19,244,0,56.2,,
,,,,,,1503,,,9,35.20326437867819,2,5,-35.20326437867819,55.03649762,0.19617248,0,0.0003,0,53.79402395829355,154,6.06,248,0,55.0,,
,,,,,,1532,,,9,21.977630683417058,2,5,-21.977630683417058,55.40641142,0.11288906,0,0.0003,0,27.557210190397733,155,6.1,252,0,55.4,,
,,,,,,1562,,,9,26.183148955015348,2,5,-26.183148955015348,56.05074770000001,0.30586776,0,0.0003,0,34.53781488174142,157,6.17,256,0,56.1,,
,,,,,,1585,,,9,39.49169053989871,2,5,-39.49169053989871,55.389707390000005,0.30366507,0,0.0003,0,60.820074988775886,158,6.1,260,0,55.4,,
,,,,,,1606,,,10,21.42596333905537,2,5,-21.42596333905537,55.20790591000001,0.705585,0,0.0003,0,29.943395687881978,150,6.08,264,0,55.2,,
,,,,,,1626,,,10,30.025535561068192,2,5,-30.025535561068192,54.93343205,0.78736806,0,0.0003,0,46.00828282770583,151,6.05,268,0,54.9,,
