eval_qs_difference,total timesteps,eval mean 100 episode reward,eval_discount_q,eval_time_elapsed,eval_eplenmean,eval_abs_qs_difference,eval_ep_rewmean,eval_qs,ep_rewmean,qs_difference,train_time,time_elapsed,current_lr,act_time,episodes,env_time,fps,mean 100 episode reward,discount_q,qs_abs_difference,n_updates,update_time,eplenmean,qs_mean,q_grad_norm,qfs_loss
-3.4060421425390683,1,9.0,8.573407374943606,0,21.727272727272727,3.4060423,9.027943909090908,-0.9187244,,,,,,,,,,,,,,,,,,
,37863,,,,,,,,294.29951749,27.41096660792239,258,866,0.0003,7,1252,32,43,294.3,5.695705220952605,29.920185241632588,25800,556,114.87,177.37987,5079.206,108.304665
,38355,,,,,,,,298.12406993999997,47.625631201370595,267,891,0.0003,7,1256,33,43,298.1,4.352911323049501,47.67985763484565,26800,570,115.86,179.76556,4946.882,95.50488
,38905,,,,,,,,299.81302306999993,41.18744825707279,279,919,0.0003,8,1260,33,42,299.8,3.3688783737010337,42.052223408322675,28000,586,116.22,191.2869,4556.6265,93.07955
,39393,,,,,,,,297.8588449299999,138.32870463081693,287,939,0.0003,8,1264,34,41,297.9,2.268125851387841,138.32870463081693,28800,597,116.01,213.67273,4465.5063,88.03959
,39834,,,,,,,,294.34142273,41.56348419153558,297,964,0.0003,8,1268,34,41,294.3,7.932294156502422,41.571702741993406,29800,611,115.39,178.81737,5177.6396,117.40032
36.07558936819833,40001,145.4,174.04064857832947,1,131.8181818181818,36.86073,356.0242266363636,175.46503,,,,,,,,,,,,,,,,,,
,40308,,,,,,,,291.48294559,38.93465623854216,307,990,0.0003,8,1272,34,40,291.5,6.406761334633819,40.153005874943986,30800,625,115.04,181.46564,4233.6016,81.84106
,40857,,,,,,,,294.3105885,36.48611082845487,317,1014,0.0003,9,1276,35,40,294.3,2.870264947891232,38.27379236271715,31800,639,116.1,177.01706,4333.502,86.04073
,41277,,,,,,,,290.23556664,33.259960462472634,324,1034,0.0003,9,1280,35,39,290.2,11.045834630440122,36.5486063924924,32600,650,115.3,176.78644,3938.3503,77.871376
,41851,,,,,,,,292.84655517,38.519572512201,336,1064,0.0003,9,1284,36,39,292.8,2.1604020235038206,38.87922504842875,33800,667,116.57,174.4054,5060.766,98.37921
,42351,,,,,,,,290.95478421,132.79110761440367,346,1089,0.0003,9,1288,36,38,291.0,1.4138001113644474,132.98385771927087,34800,682,116.64,185.6469,4088.0962,80.075325
,42897,,,,,,,,294.04510936,34.65104997484113,356,1115,0.0003,10,1292,37,38,294.0,2.890605273786084,35.592976338487176,35800,696,117.81,174.40858,4206.319,87.42724
,44054,,,,,,,,316.85407295,-41.6144798848004,380,1175,0.0003,10,1296,38,37,316.9,2.0108722844655285,67.34558420096533,38200,732,125.57,208.50894,3958.993,69.51202
,44588,,,,,,,,322.32321716,74.40142805232185,390,1201,0.0003,10,1300,38,37,322.3,2.2256870900650467,74.40778084147017,39200,747,127.53,173.50732,3674.3674,98.79832
,45990,,,,,,,,346.26237045,64.29005657829076,417,1272,0.0003,11,1304,39,36,346.3,0.23499932357910272,65.37119441731886,42000,789,137.66,251.92755,3817.6768,85.50802
,47385,,,,,,,,364.93854039999997,178.5672628036851,444,1345,0.0003,12,1308,40,35,364.9,0.00043192359510370104,178.5672628036851,44800,832,146.68,270.00302,3939.566,97.10366
,48033,,,,,,,,369.2042153899999,88.738223718589,458,1381,0.0003,12,1312,41,34,369.2,13.064146537870869,88.7505863104142,46200,854,148.98,286.79547,3862.7747,94.12285
,48888,,,,,,,,382.6366889,7.146132592438894,474,1424,0.0003,12,1316,42,34,382.6,0.38506234662544,10.601156491264648,47800,879,152.61,221.70482,3883.5603,94.71112
,49787,,,,,,,,395.55179459,22.842994904727227,491,1471,0.0003,13,1320,42,33,395.6,0.29170134101570294,24.156988061734424,49600,907,157.24,244.42778,3770.502,89.77815
137.62055633639915,50001,178.7,169.30139720360648,1,135.1818181818182,146.23969,341.2359629090909,266.05783,,,,,,,,,,,,,,,,,,
,50682,,,,,,,,413.25778736000007,27.90673260731317,509,1521,0.0003,13,1324,43,33,413.3,0.276607026285634,27.92979212244284,51400,936,161.86,242.57877,3692.3252,99.77563
,51360,,,,,,,,423.36881228,240.69128135358704,523,1559,0.0003,14,1328,44,32,423.4,0.08526709003428959,240.69128135358704,52800,959,164.36,271.4826,4103.1006,96.93988
,52037,,,,,,,,432.94975941000007,40.4971881871968,537,1596,0.0003,14,1332,44,32,432.9,1.7456420896867546,40.50027540914863,54200,982,166.62,245.71533,5059.2974,120.35321
,52969,,,,,,,,449.27153251,57.736763440853,555,1645,0.0003,14,1336,45,32,449.3,0.2153240283766003,57.736763440853,56000,1012,170.9,275.21646,4337.3857,86.8566
,53922,,,,,,,,464.9438457,48.782478856167586,574,1699,0.0003,15,1340,46,31,464.9,0.1464251143718433,48.782478856167586,58000,1045,175.51,263.47278,4916.1523,115.399704
,54882,,,,,,,,483.31690011,34.480778553288374,591,1748,0.0003,15,1344,46,31,483.3,0.13415788736586445,39.729972871086154,59800,1075,180.0,258.61032,4303.922,92.88732
,55694,,,,,,,,495.30720227999996,87.6406177988265,606,1791,0.0003,15,1348,47,31,495.3,0.30415417316041793,88.55551340905112,61400,1102,183.17,245.04999,4891.965,108.84058
,56698,,,,,,,,514.29813961,56.52715506575038,625,1846,0.0003,16,1352,48,30,514.3,0.08974119650345184,56.52715506575038,63400,1136,188.35,272.15872,4856.821,89.284065
,57642,,,,,,,,531.0254394199999,51.970990416906076,644,1901,0.0003,16,1356,49,30,531.0,0.20839686987230296,51.970990416906076,65400,1171,192.87,274.00992,5048.5073,103.81543
,58639,,,,,,,,547.45848656,49.25596718469863,663,1956,0.0003,17,1360,50,29,547.5,0.09145481385293042,51.32300765760261,67400,1206,197.34,259.69147,5901.1143,108.42833
,59697,,,,,,,,568.97841301,71.56304974815157,682,2012,0.0003,17,1364,50,29,569.0,0.03403061772549986,71.79387437252589,69400,1241,203.04,253.39803,5277.7637,106.10867
6.901357395531014,60001,289.1,243.16681937625575,3,298.6363636363636,28.794085,1002.2814060000001,261.89984,,,,,,,,,,,,,,,,,,
,60822,,,,,,,,594.52016728,39.211165708402625,705,2083,0.0003,18,1368,51,29,594.5,0.08136066939892769,39.710586775560245,71800,1284,209.88,293.88464,4781.388,94.333855
,61975,,,,,,,,618.01899715,76.48157269940326,726,2145,0.0003,18,1372,52,28,618.0,0.026487463982972005,77.69793675515051,74000,1324,216.67,286.7066,5013.7017,106.184715
,62995,,,,,,,,634.07154197,202.17411386190952,745,2202,0.0003,19,1376,53,28,634.1,0.02023361382708587,202.17411386190952,76000,1360,221.38,319.48373,5372.7124,115.563065
,64271,,,,,,,,661.78345179,65.98541577279134,769,2277,0.0003,19,1380,54,28,661.8,0.014557135963045595,66.75526722169859,78600,1409,229.94,285.1007,4337.9946,87.146805
,65240,,,,,,,,673.8890520300001,76.26570535588381,789,2335,0.0003,20,1384,55,27,673.9,0.17805628356574124,77.4217283321385,80600,1446,233.89,286.05408,4260.487,81.424866
,66585,,,,,,,,703.12402807,69.06333064736911,813,2411,0.0003,20,1388,56,27,703.1,0.005610769904070491,70.7715476877231,83200,1496,242.34,283.81192,4741.7153,89.586365
,67469,,,,,,,,714.54905163,211.02292462956098,830,2465,0.0003,21,1392,57,27,714.5,0.08089488956094926,211.02292462956098,85000,1530,245.72,316.55573,4835.5547,122.91093
,68594,,,,,,,,717.50015443,67.57451279171808,851,2530,0.0003,21,1396,58,27,717.5,0.0505451976645848,68.3751765769739,87200,1573,245.4,288.07898,4587.1465,96.0315
,69539,,,,,,,,733.6265354899999,70.07033677176881,870,2590,0.0003,22,1400,58,26,733.6,0.24366810523504673,71.33060948471116,89200,1613,249.51,296.48102,4495.76,95.52626
34.46384933022119,70001,370.1,241.5434144743863,3,282.0,40.583,924.0306361818183,277.29016,,,,,,,,,,,,,,,,,,
,70610,,,,,,,,732.5204497999999,102.70926754634722,891,2660,0.0003,22,1404,59,26,732.5,0.07700442537822928,102.78762849335693,91400,1656,246.2,290.78415,5054.01,102.02859
,71528,,,,,,,,729.5487635999999,185.5439705495032,908,2714,0.0003,22,1408,60,26,729.5,0.10400460711482079,185.5439705495032,93200,1693,241.43,329.90955,4509.994,101.081924
,72855,,,,,,,,750.8250558300001,70.42361403664687,933,2794,0.0003,23,1412,61,26,750.8,0.01798888009515327,70.4651708843518,95800,1746,248.22,297.08453,4502.881,92.85445
,74153,,,,,,,,762.16388756,55.78469793563878,958,2875,0.0003,24,1416,62,25,762.2,0.05904077393912844,56.74403701781979,98400,1799,252.65,302.69058,4939.645,103.05971
,75228,,,,,,,,771.74611351,74.69628120549793,979,2943,0.0003,24,1420,63,25,771.7,0.049662831808662836,77.22831779566748,100600,1845,254.41,275.15726,4649.4067,106.27583
,76506,,,,,,,,780.4696956200002,65.90509963000021,1004,3025,0.0003,25,1424,64,25,780.5,0.01984608923070385,66.69580668665931,103200,1900,258.24,297.38196,5156.5254,104.72482
,77490,,,,,,,,789.9127895199999,43.8346840834688,1022,3082,0.0003,25,1428,65,25,789.9,0.2346155868518288,45.596893672646395,105000,1938,261.3,279.26825,4196.4863,96.72349
,78412,,,,,,,,794.3662296499999,115.90432860464233,1041,3146,0.0003,26,1432,66,24,794.4,0.20747385220386555,116.10291566827615,107000,1982,263.75,293.0643,3988.4463,84.52294
,79491,,,,,,,,795.8010905000001,101.77851441258966,1060,3210,0.0003,26,1436,66,24,795.8,0.026362235296218246,101.77851441258966,109000,2026,265.22,271.93845,4013.497,105.87593
35.09264000927464,80001,456.1,242.28361451688133,4,365.09090909090907,42.51633,1152.493925,284.76584,,,,,,,,,,,,,,,,,,
,80618,,,,,,,,799.17860238,92.57712762986712,1083,3293,0.0003,27,1440,67,24,799.2,0.02972329398169413,92.57712762986712,111400,2079,266.96,286.60785,4914.3804,111.17309
,81834,,,,,,,,804.39283039,36.48066630903577,1105,3372,0.0003,27,1444,69,24,804.4,0.18531486199897948,36.48275330462733,113800,2133,269.52,303.4573,4260.7295,96.80917
,82942,,,,,,,,815.4177533799999,56.26066149480896,1126,3445,0.0003,28,1448,70,24,815.4,0.04436508034845359,56.576198357800486,116000,2184,272.48,285.77774,3994.3406,98.01216
,83130,,,,,,,,787.1848798200002,262.52640225704346,1130,3458,0.0003,28,1452,70,24,787.2,19.73813195503683,262.52640225704346,116400,2193,264.32,310.88303,4389.426,108.57224
,83938,,,,,,,,781.9681801900001,63.72090142284907,1147,3512,0.0003,29,1456,71,23,782.0,0.9748917072023874,64.83914056703694,118000,2228,262.96,291.71976,4792.6836,109.951
,85165,,,,,,,,792.3640547699999,39.332282165277306,1172,3592,0.0003,29,1460,72,23,792.4,0.010365131047271688,39.332282165277306,120400,2280,265.26,270.3347,4339.3394,103.88354
,86426,,,,,,,,799.77891809,53.5469314244201,1198,3680,0.0003,30,1464,73,23,799.8,0.013578649230914333,54.02866585582524,123000,2341,267.29,294.83392,3911.4666,92.48784
,87112,,,,,,,,785.49968978,228.08686930874129,1211,3727,0.0003,30,1468,73,23,785.5,0.349732913330882,228.08686930874129,124400,2374,262.9,315.1017,4434.7505,91.747955
,88045,,,,,,,,778.6536837299999,60.54535364022674,1228,3789,0.0003,30,1472,74,23,778.7,0.9683899691534683,60.54535364022674,126200,2418,260.7,313.54425,3854.3132,128.75197
,89384,,,,,,,,790.29877145,67.74201161183105,1253,3879,0.0003,31,1476,75,23,790.3,0.008158805035730634,67.74201161183105,128800,2480,263.89,307.05334,4325.9595,107.372
42.98489238157344,90001,548.5,229.1871962152628,3,294.6363636363636,45.32644,935.535508181818,280.44016,,,,,,,,,,,,,,,,,,
,90409,,,,,,,,785.1865777899999,287.75944915807236,1274,3958,0.0003,31,1480,76,22,785.2,0.0016099284042033872,287.75944915807236,131000,2533,261.38,309.6584,5413.243,138.52129
,90747,,,,,,,,765.18134023,166.95796732736068,1280,3980,0.0003,32,1484,76,22,765.2,70.49439374930066,166.95796732736068,131600,2549,255.07,326.95013,3685.7507,91.962166
,91965,,,,,,,,762.9210281400003,72.91845135300288,1304,4064,0.0003,32,1488,77,22,762.9,0.01291083269051677,73.03363498128552,134000,2607,253.8,297.2167,4589.2705,103.05484
,93131,,,,,,,,771.43958322,53.030668682165846,1327,4149,0.0003,33,1492,78,22,771.4,0.5515589458266386,53.28376748719051,136400,2667,256.62,312.84482,5178.931,131.82747
,94125,,,,,,,,765.6869581500001,143.2938308538724,1347,4219,0.0003,33,1496,79,22,765.7,0.034900512420969684,143.4047796407341,138400,2717,255.31,260.02063,4420.3096,106.53553
,94820,,,,,,,,757.11129833,74.25882484106371,1360,4269,0.0003,33,1500,80,22,757.1,2.195311040072575,74.3469515888747,139800,2752,252.81,285.41006,2902.2854,79.48223
,96474,,,,,,,,776.0612580800001,52.93853783632356,1391,4384,0.0003,34,1504,81,22,776.1,0.000478242888098662,53.58767010731684,143000,2834,258.64,296.12665,4453.605,117.221794
,98001,,,,,,,,796.0494341000001,122.30057990671605,1422,4500,0.0003,35,1508,82,21,796.0,0.0010011128906206822,122.30057990671605,146200,2917,264.73,328.05948,3313.0457,86.3465
,99315,,,,,,,,801.77721522,53.91327616674013,1447,4595,0.0003,35,1512,83,21,801.8,0.13025218051507653,54.08537853581074,148800,2984,264.6,315.83508,3968.9363,99.83601
182.87188770224157,100001,595.5,176.22305995651428,1,137.36363636363637,182.96132,361.2496964545455,318.85165,,,,,,,,,,,,,,,,,,
,100064,,,,,,,,786.28624307,192.8918385073179,1460,4647,0.0003,36,1516,84,21,786.3,0.35562015667035124,192.8918385073179,150200,3021,259.11,324.28494,4496.918,124.43622
,101507,,,,,,,,799.3205486799999,41.47845694025271,1489,4756,0.0003,36,1520,85,21,799.3,0.012465056659120214,41.589557882983044,153200,3098,262.79,307.53558,3622.6816,100.48647
,103062,,,,,,,,814.4189399500002,38.72842411291483,1519,4864,0.0003,37,1524,86,21,814.4,0.0007120131807631248,39.98728886548298,156200,3174,265.56,286.89743,3763.3774,111.193634
,104384,,,,,,,,827.94774019,7.649727651679633,1544,4957,0.0003,38,1528,87,21,827.9,0.010230629109110441,16.263912520080773,158800,3240,268.94,282.38113,4957.657,110.55304
,105496,,,,,,,,838.9483256699999,168.5103373784385,1567,5039,0.0003,38,1532,88,20,838.9,0.021362289305090293,168.5103373784385,161000,3297,270.84,316.0479,3801.2068,105.71635
,106497,,,,,,,,840.1605173200002,257.1636890494857,1588,5114,0.0003,39,1536,89,20,840.2,0.006201826060122922,257.1636890494857,163000,3350,270.06,309.3697,4725.3667,113.12713
,107415,,,,,,,,835.66611072,52.36833137831209,1607,5185,0.0003,39,1540,90,20,835.7,0.647468858582859,52.94480062420783,165000,3401,267.97,300.73074,2955.135,71.17401
,108850,,,,,,,,846.8521918600001,-1.0246823815963226,1635,5285,0.0003,40,1544,91,20,846.9,0.006351596502183255,19.64701538399794,167800,3470,270.16,284.53564,3641.3289,98.53555
33.45511188316069,110001,770.0,255.66932198631855,6,515.2727272727273,36.496735,1713.9053082727269,312.43817,,,,,,,,,,,,,,,,,,
,110410,,,,,,,,862.63483783,20.906912705468,1667,5404,0.0003,40,1548,92,20,862.6,0.0006323313390651277,22.511957162183894,171000,3549,274.68,277.8503,2863.0344,64.50429
,111193,,,,,,,,883.1671725299999,249.3698261092041,1681,5454,0.0003,41,1552,93,20,883.2,0.05023567313047954,249.3698261092041,172400,3583,280.63,294.11673,4186.857,94.848976
,112747,,,,,,,,910.55459971,29.67543640607949,1713,5565,0.0003,42,1556,94,20,910.6,0.0011403280657641477,31.4226317361947,175600,3660,288.09,298.36447,3575.1453,84.80821
,113611,,,,,,,,895.82946164,60.16822928167992,1732,5630,0.0003,42,1560,95,20,895.8,0.6047284094009376,60.94493883482471,177400,3705,284.46,294.15994,3946.0298,109.91606
,114754,,,,,,,,893.0946009199998,48.1930298329495,1753,5705,0.0003,42,1564,96,20,893.1,0.03172685420638829,50.6630870287834,179600,3758,283.28,287.14554,3134.8047,59.570168
,116239,,,,,,,,921.7976794699998,37.43968735817175,1786,5815,0.0003,43,1568,97,19,921.8,0.010865419867424866,37.93710374802254,182600,3832,291.27,320.1387,3105.4287,70.61121
,117525,,,,,,,,936.2224888399999,28.981123522944188,1822,5927,0.0003,44,1572,99,19,936.2,0.01051943955485579,29.424006626406623,185200,3906,294.8,283.19287,3272.045,73.01519
,118632,,,,,,,,932.27646263,42.286538149269916,1869,6061,0.0003,45,1576,101,19,932.3,0.1537129324367797,42.691400675617864,187400,3989,292.48,308.24673,2935.338,72.038704
,119825,,,,,,,,940.9478719599999,18.822686679595236,1924,6215,0.0003,47,1580,103,19,940.9,0.047704352151889,21.60425107933368,189800,4083,294.16,297.80502,2828.2532,74.89447
49.47714864683862,120001,879.1,251.36437665120968,14,382.3636363636364,50.766224,1253.2719063636362,312.08566,,,,,,,,,,,,,,,,,,
,121705,,,,,,,,998.7853450499999,32.628653939424886,2008,6470,0.0003,49,1584,107,18,998.8,0.0020648643017509775,32.93246612858105,193600,4232,309.58,332.2336,3659.383,99.30518
,123381,,,,,,,,1017.66474539,41.91149813412679,2088,6685,0.0003,52,1588,111,18,1017.7,0.00021366882984191743,42.27512202866299,196800,4361,314.16,293.75076,3133.992,70.28428
,125257,,,,,,,,1045.39105849,52.20635231792361,2170,6929,0.0003,55,1592,116,18,1045.4,2.0614646340865038e-05,52.20635231792361,200600,4513,321.26,295.8468,3009.6868,61.07057
,126760,,,,,,,,1067.19045319,30.054553274464567,2245,7103,0.0003,56,1596,119,17,1067.2,0.001537959324832211,30.357331159504177,203600,4608,326.35,298.50586,2841.6968,68.20986
,129073,,,,,,,,1126.7412469199999,24.536936353211903,2312,7298,0.0003,58,1600,121,17,1126.7,0.00022679988007190963,24.808909437929017,208200,4732,342.53,338.62912,2947.5803,58.09384
18.997828345978213,130001,960.9,257.8227389151614,3,303.6363636363636,26.134941,1084.9771123636367,292.20978,,,,,,,,,,,,,,,,,,
,130277,,,,,,,,1115.42590369,14.384011425855563,2337,7381,0.0003,58,1604,122,17,1115.4,0.04369901823054023,17.192762633052894,210600,4784,338.03,293.49323,2991.243,78.654076
,131761,,,,,,,,1121.9649880499999,7.863349160347624,2367,7477,0.0003,59,1608,124,17,1122.0,0.002738343019825701,12.252559094055327,213600,4848,337.6,296.6737,2431.2224,60.700836
,133199,,,,,,,,1128.9451319599998,24.54609860181532,2398,7568,0.0003,60,1612,125,17,1128.9,0.027099813720643233,24.584099543111485,216400,4905,338.84,329.51523,2790.3337,62.392998
,134467,,,,,,,,1150.7410861199999,39.17718050687991,2427,7652,0.0003,60,1616,126,17,1150.7,0.018475105030916327,39.65842388431042,219000,4958,344.03,307.7897,3022.647,74.695465
,135975,,,,,,,,1158.36180306,3.379982481047168,2467,7767,0.0003,62,1620,128,17,1158.4,0.008575227817502473,9.264108648907381,222000,5029,344.68,320.86465,4187.4175,80.5386
,137465,,,,,,,,1160.1027606100001,28.85561512424187,2506,7879,0.0003,63,1624,131,17,1160.1,0.0014189173222720513,28.85561512424187,225000,5098,344.03,297.43765,2641.1968,64.95978
,138883,,,,,,,,1168.17589862,19.87070264758948,2533,7968,0.0003,64,1628,132,17,1168.2,0.03214645910141007,20.421171357541198,227800,5158,344.99,331.18314,3451.4028,65.88745
155.54769698040394,140001,989.4,210.7724147472594,2,192.0909090909091,163.90445,551.9988134545455,333.5021,,,,,,,,,,,,,,,,,,
,140180,,,,,,,,1177.4430328600001,169.47694366874558,2558,8053,0.0003,64,1632,133,17,1177.4,0.003013101904348902,169.47694366874558,230400,5214,346.84,343.77295,3207.9824,63.450054
,141364,,,,,,,,1185.45947601,163.77843262044453,2581,8128,0.0003,65,1636,134,17,1185.5,0.009436404830931654,163.77843262044453,232800,5263,348.67,342.22073,3189.417,62.689556
,142686,,,,,,,,1204.35790864,21.987991346122733,2606,8210,0.0003,66,1640,136,17,1204.4,0.029109942795606518,22.011952289811962,235400,5318,352.71,318.24063,3447.0493,70.78218
,143943,,,,,,,,1197.77587967,211.93896251636613,2630,8292,0.0003,66,1644,137,17,1197.8,0.0017203645118002522,211.93896251636613,238000,5374,350.93,330.56662,2882.5725,53.977592
,145295,,,,,,,,1191.75653267,143.38910902486475,2658,8373,0.0003,67,1648,138,17,1191.8,0.0037394659885574074,143.38910902486475,240600,5426,348.85,349.54874,4596.728,98.03238
,146194,,,,,,,,1195.7895698,86.94304442691389,2675,8429,0.0003,67,1652,139,17,1195.8,3.099475510341683,86.94304442691389,242400,5463,350.01,364.62775,4127.252,101.67519
,147899,,,,,,,,1205.6952809699999,4.651301208314993,2707,8535,0.0003,68,1656,140,17,1205.7,0.0005436150073405794,8.336845085064171,245800,5534,351.52,313.89612,4022.1782,90.76681
,149259,,,,,,,,1229.90296468,13.86330381367717,2736,8622,0.0003,69,1660,141,17,1229.9,0.005169556716984131,15.785449230280644,248600,5590,356.48,291.98233,3221.343,73.36882
33.63990439746724,150001,1168.1,266.51816410382906,9,746.8181818181819,38.271458,2639.1762924545455,347.8483,,,,,,,,,,,,,,,,,,
,150598,,,,,,,,1238.50991544,213.52373504444896,2762,8713,0.0003,69,1664,142,17,1238.5,0.0008370800867161633,213.52373504444896,251200,5643,358.44,341.92883,3356.3997,65.14163
,151670,,,,,,,,1225.3373034200001,49.261217765453004,2785,8781,0.0003,70,1668,143,17,1225.3,0.05046829786140529,49.26491763807398,253400,5687,354.31,286.18738,3643.441,92.002594
,153438,,,,,,,,1245.87498447,17.98536367224057,2822,8894,0.0003,71,1672,145,17,1245.9,0.033603632910466814,19.572444766034952,257000,5759,359.13,351.47086,5652.268,101.67485
,154744,,,,,,,,1251.51309158,5.478298448843981,2847,8975,0.0003,71,1676,146,17,1251.5,0.13473026288544704,9.264320512534386,259600,5814,361.12,332.77914,3770.1396,70.79967
,155841,,,,,,,,1249.10826155,140.4510915874849,2869,9044,0.0003,72,1680,147,17,1249.1,0.03742577074153686,140.4510915874849,261800,5859,360.16,357.27194,3054.907,60.127945
,156959,,,,,,,,1223.88879401,59.476768932592115,2892,9112,0.0003,73,1684,148,17,1223.9,0.02939030059500906,59.48643543093195,264000,5903,352.54,286.6354,3962.7893,94.938255
,158104,,,,,,,,1207.24465269,24.145355189169997,2914,9188,0.0003,73,1688,149,17,1207.2,0.07558172538980193,24.16858393866886,266400,5955,347.23,312.52084,5023.2505,95.13707
4.551173348038514,160001,1191.1,267.9997690240071,3,283.45454545454544,13.395013,1065.4572287272724,286.0719,,,,,,,,,,,,,,,,,,
,160329,,,,,,,,1223.33337628,22.79870499769871,2959,9329,0.0003,74,1692,151,17,1223.3,3.665857464694013e-06,23.245315828301514,270800,6044,350.72,323.73123,4368.5527,83.689445
,161081,,,,,,,,1197.83556142,27.490259765959177,2972,9373,0.0003,74,1696,151,17,1197.8,3.2285235090761852,28.116020941235632,272200,6074,343.21,311.80527,2719.34,46.88496
,163164,,,,,,,,1189.9221898199999,28.16872022063083,3015,9504,0.0003,75,1700,153,17,1189.9,0.0011641792881937252,28.176815987124122,276400,6159,340.91,352.1033,3856.2725,66.733475
,164614,,,,,,,,1200.0140167700001,31.89996355184533,3044,9597,0.0003,76,1704,154,17,1200.0,0.516800945240743,32.409472540111445,279400,6221,343.37,351.29944,4820.061,88.15673
,166233,,,,,,,,1202.59972021,58.14298461492406,3076,9697,0.0003,77,1708,155,17,1202.6,0.5422399116981891,58.14298461492406,282600,6287,344.72,373.51697,3978.992,82.87658
,167204,,,,,,,,1187.9451835199998,29.737288413053513,3096,9759,0.0003,77,1712,156,17,1187.9,0.24398004514038346,29.737288413053513,284600,6327,340.05,298.30484,4520.7515,95.58708
,167240,,,,,,,,1144.22018686,190.30015048945057,3096,9759,0.0003,77,1716,156,17,1144.2,4.674883021122931,209.59249562827685,284600,6327,327.73,193.34125,,
,167275,,,,,,,,1090.78139439,201.91826766707595,3096,9759,0.0003,77,1720,156,17,1090.8,4.706294189258516,216.95306064396874,284600,6327,313.0,204.88676,,
,168147,,,,,,,,1069.5497045999998,1.7514996445320836,3113,9815,0.0003,78,1724,157,17,1069.5,1.406272003514034,10.524911653896972,286400,6365,306.82,313.0857,3670.3972,81.81408
,169060,,,,,,,,1047.0365539800002,121.57747805530376,3130,9871,0.0003,78,1728,158,17,1047.0,1.1572042931035846,121.57747805530376,288200,6402,301.77,364.86353,4327.581,77.07506
26.635973631842454,170001,1213.9,267.2594302718051,4,358.6363636363636,32.66183,1356.8421592727273,326.9324,,,,,,,,,,,,,,,,,,
,170141,,,,,,,,1037.71985243,207.1157454802696,3154,9945,0.0003,79,1732,159,17,1037.7,0.01344736145201595,207.1157454802696,290400,6446,299.61,349.7616,4540.9907,77.78825
,171370,,,,,,,,1039.42651912,45.305055638634,3177,10023,0.0003,79,1736,160,17,1039.4,0.010782195009881371,45.74118665008574,292800,6499,300.06,287.87497,3013.2288,57.997448
,172280,,,,,,,,1023.6738604499999,51.9516339095502,3196,10081,0.0003,79,1740,160,17,1023.7,0.41405891361202907,52.05635360442697,294600,6537,295.94,307.64694,3330.997,61.830566
,173324,,,,,,,,1018.9096060999999,56.6483575251185,3221,10153,0.0003,80,1744,161,17,1018.9,0.10568849470569035,56.66023531079667,296800,6581,293.81,306.8896,3024.3545,54.264355
,174649,,,,,,,,1018.85531622,56.037373017263384,3246,10235,0.0003,81,1748,163,17,1018.9,0.003771255430472324,56.35037217475422,299400,6636,293.54,287.68088,5240.558,95.336296
,175622,,,,,,,,1025.9425199399998,67.26907543178612,3266,10300,0.0003,81,1752,163,17,1025.9,0.1006011579855075,67.26907543178612,301400,6680,294.28,285.14236,4606.624,66.87236
,176805,,,,,,,,1005.2507840399999,38.48210472854786,3292,10375,0.0003,82,1756,165,17,1005.3,0.018344999605644462,38.77169346136252,303800,6727,289.06,287.85046,2932.4675,43.028942
,177743,,,,,,,,986.8729980099998,228.81609895234848,3309,10431,0.0003,82,1760,165,17,986.9,0.04295818189310978,228.81609895234848,305600,6764,284.84,342.27505,4291.661,72.65984
,178275,,,,,,,,954.2425952700002,234.37707417934112,3319,10463,0.0003,82,1764,166,17,954.2,2.2895608318712597,234.37707417934112,306600,6786,276.77,339.7516,5831.6045,116.70546
,178745,,,,,,,,928.8383169399999,227.1585513931653,3328,10494,0.0003,83,1768,166,17,928.8,4.462744018509414,227.1585513931653,307600,6807,270.75,341.64938,3338.3916,66.34845
,179827,,,,,,,,901.7640791900001,66.63345298438674,3352,10565,0.0003,83,1772,167,17,901.8,0.037214094886263954,66.63345298438674,309800,6853,263.89,286.18747,4679.1533,87.216995
49.07925891681614,180001,1221.1,257.3392810460047,3,275.3636363636364,51.994755,960.406607909091,305.25235,,,,,,,,,,,,,,,,,,
,180966,,,,,,,,898.2481138999999,3.452115828778204,3376,10642,0.0003,84,1776,168,17,898.2,0.06952215565143177,10.907117076877755,312000,6901,262.22,300.94196,4081.363,68.53968
,182170,,,,,,,,899.1160828699999,89.41045202347846,3401,10719,0.0003,84,1780,169,16,899.1,0.16595507134624554,89.41045202347846,314400,6951,263.29,368.34653,3555.8113,51.20283
,183487,,,,,,,,905.9669909399998,37.490485326903276,3429,10802,0.0003,85,1784,170,16,906.0,0.005745110591221266,37.77560903576716,317000,7004,265.28,287.86627,3560.152,61.902416
,184827,,,,,,,,913.2931006099998,21.788437600022423,3457,10891,0.0003,85,1788,171,16,913.3,0.010025179769794041,22.745214985801173,319800,7063,267.23,309.3184,4882.9834,84.16658
,185729,,,,,,,,865.8627540200001,74.42611399771583,3475,10949,0.0003,86,1792,172,16,865.9,0.23301291679808347,74.46114537056859,321600,7102,254.0,297.3448,2828.6953,39.114662
,186644,,,,,,,,872.1592066799999,3.6350342099821358,3494,11006,0.0003,86,1796,173,16,872.2,0.5945529116117545,7.4021525462625215,323400,7137,255.63,306.19437,4063.8345,64.987656
